PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 33, filenames: A:[33]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[34]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.198384285,3.385092258,1
47,65,-3.515834332,-2.556562901,1
47,97,-6.566025257,-4.513618469,1
47,129,-5.594846249,-4.032250404,1
47,161,-5.655668736,-3.742990017,1
47,193,-5.725585461,-3.230691671,1
47,225,-4.831897259,-2.91446352,1
47,257,-4.758327484,-2.985711575,1
47,289,-5.019711018,-3.559875965,1
47,321,-3.896045208,-4.067352295,1
47,353,-3.99448061,-4.251039505,1
47,385,-5.502691269,-4.31840086,1
47,417,-5.057459354,-4.008348465,1
47,449,-4.474984646,-3.01371932,1
47,481,-5.866964817,-2.803187609,1
47,513,-7.389467716,-3.782867908,1
47,545,-8.060708046,-4.185329914,1
47,577,-7.813170433,-5.33456707,1
47,609,-6.841220379,-6.570976257,1
47,641,-6.062642574,-6.367808342,1
47,673,-6.074847221,-5.403678894,1
47,705,-6.390606403,-4.960174084,1
47,737,-5.36898613,-4.862982273,1
47,769,-5.059684753,-3.959415913,1
47,801,-5.331839561,-4.125267029,1
47,833,-4.978598595,-3.753141403,1
47,865,-3.961092472,-3.543337822,1
47,897,-4.759133816,-4.34676218,1
47,929,-7.458377838,-4.057216644,1
47,961,-9.72177887,-3.428057671,1
47,993,-9.855293274,-5.094562054,1
47,1025,-6.717195511,-4.889183044,1
47,1057,-5.527241707,-3.093137503,1
47,1089,-5.869547844,-1.854680061,1
47,1121,-5.32804966,-1.160721183,1
47,1153,-5.665441513,-0.7554652691,1
47,1185,-5.958229542,-0.6126286983,1
47,1217,-6.897180557,-1.002259493,1
47,1249,-5.382884979,0.03787052631,1
47,1281,-0.07750797272,0.3994151354,1
47,1313,-3.959394932,-0.4494049549,1
47,1345,-4.337720871,-1.474823594,1
47,1377,-4.39362669,-3.577223539,1
47,1409,-5.289590836,-4.387289047,1
47,1441,-6.349997044,-3.41217804,1
47,1473,-6.663019657,-2.352199554,1
47,1505,-6.700822353,-2.620014906,1
47,1537,-6.69879818,-2.377030611,1
47,1569,-6.572290897,-2.410409927,1
47,1601,-6.344520092,-1.643825054,1
47,1633,-6.633845806,-1.84282732,1
