PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 25, filenames: A:[25]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[26]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-17.90595245,6.29483223,1
47,65,-5.16108036,-2.457262993,1
47,97,-5.211771965,-2.655683517,1
47,129,-5.003247261,-3.308237791,1
47,161,-4.773702145,-4.147078514,1
47,193,-5.545645714,-3.672809124,1
47,225,-7.232556343,-2.097791672,1
47,257,-7.041208267,-1.107422829,1
47,289,-6.546490669,-0.9723274708,1
47,321,-5.540307045,-1.610691428,1
47,353,-4.142621517,-2.585559607,1
47,385,-4.569413185,-2.991726875,1
47,417,-5.440074921,-2.966763258,1
47,449,-5.945305824,-3.276978016,1
47,481,-5.919620037,-3.499773979,1
47,513,-6.495391846,-3.028439283,1
47,545,-7.218675137,-2.93306303,1
47,577,-8.336971283,-2.20725584,1
47,609,-7.354299545,-1.423607111,1
47,641,-6.445561886,-2.883094549,1
47,673,-6.994193077,-3.954476595,1
47,705,-6.042225361,-3.624985456,1
47,737,-5.430171967,-2.085061073,1
47,769,-5.040065765,-0.8788599968,1
47,801,-5.412527084,-0.2174530029,1
47,833,-5.485826969,-0.2587199211,1
47,865,-5.537036896,-0.980672121,1
47,897,-5.938141823,-0.8887543678,1
47,929,-5.947672844,-0.9982267022,1
47,961,-4.137320995,0.2171388865,1
47,993,-6.556429863,0.2758395672,1
47,1025,-7.186376572,0.795140028,1
47,1057,-7.173425674,0.7220833302,1
47,1089,-7.683964252,0.004276514053,1
47,1121,-6.904051781,0.3004443645,1
47,1153,-5.782759666,-0.9167494178,1
47,1185,-5.642382145,-1.138528585,1
47,1217,-6.005391598,-1.229065895,1
47,1249,-5.949543476,-0.01514318585,1
47,1281,-5.360085487,1.226788878,1
47,1313,-5.377325058,1.909409046,1
47,1345,-5.580617905,2.31102252,1
47,1377,-5.398347855,1.646321535,1
47,1409,-5.640710831,2.443716526,1
47,1441,-6.135906696,2.315790415,1
47,1473,-6.187357426,2.007200956,1
47,1505,-6.127984047,2.77549386,1
47,1537,-6.075186729,1.362175226,1
