PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 5, filenames: A:[5]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[6]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
207,961,-22.1845417,-16.71565056,1
207,993,-20.64515305,-18.32873726,1
207,1025,-20.186306,-17.33727646,1
207,1057,-19.85470581,-16.34661674,1
207,1089,-19.42091942,-14.60397148,1
207,1121,-19.79701996,-13.10281849,1
207,1153,-20.04983521,-12.4050169,1
207,1185,-20.02061081,-10.45381546,1
207,1217,-19.31793594,-9.590148926,1
207,1249,-18.22881699,-9.534648895,1
207,1281,-16.7745533,-8.857572556,1
207,1313,-15.91957092,-7.980311394,1
207,1345,-14.79478741,-7.44316864,1
207,1377,-13.45087814,-7.51199007,1
207,1409,-11.90236282,-7.645047188,1
207,1441,-9.945983887,-6.62007618,1
207,1473,-9.582064629,-3.759684563,1
207,1505,-9.425825119,-1.850885868,1
207,1537,-9.362100601,-3.626255989,1
207,1569,-12.23763657,-5.879458904,1
207,1601,-12.00197601,-8.024808884,1
207,1633,-11.18731308,-7.860133171,1
207,1665,-10.11303329,-5.876358032,1
207,1697,-9.683855057,-5.109771252,1
207,1729,-9.651256561,-5.178290367,1
207,1761,-10.11504841,-4.650877476,1
207,1793,-10.46243286,-3.688470364,1
207,1825,-8.609514236,-3.273662329,1
207,1857,-8.66218853,-3.114426851,1
207,1889,-8.599338531,-2.286460161,1
207,1921,-8.248077393,-1.472425222,1
207,1953,-8.820090294,-0.5415074825,1
207,1985,-9.430655479,0.4694859982,1
207,2017,-8.939201355,-1.264806747,1
239,33,-27.2742424,-5.951997757,1
239,65,-21.88995552,-20.33026314,1
239,97,-21.71565056,-22.08515549,1
239,129,-21.47974777,-22.31073952,1
239,161,-21.28396225,-22.17258835,1
239,193,-22.63878632,-21.54573059,1
239,225,-23.95602036,-20.24740219,1
239,257,-23.6887188,-19.21868134,1
239,289,-23.56235504,-20.27457428,1
239,321,-23.68033028,-21.18261909,1
239,353,-23.55561066,-22.03365326,1
239,385,-24.01822472,-23.38560104,1
239,417,-25.27183151,-23.00548553,1
239,449,-26.73723793,-22.24502563,1
239,481,-28.40535355,-21.78163338,1
239,513,-28.42077446,-20.98446083,1
239,545,-28.16438866,-21.03541946,1
239,577,-27.82615662,-22.79103851,1
239,609,-28.13725853,-22.86602402,1
239,641,-28.00940514,-20.82027817,1
239,673,-28.06178093,-19.65171814,1
239,705,-28.11800766,-20.87408638,1
239,737,-27.68932343,-21.31185341,1
239,769,-27.15076065,-20.05310822,1
239,801,-26.66120338,-18.99682617,1
239,833,-25.75209045,-18.13065147,1
239,865,-24.77767181,-17.56491852,1
239,897,-23.90078354,-17.3473587,1
239,929,-23.67611885,-16.34689331,1
239,961,-23.29469681,-16.31950378,1
239,993,-20.46045303,-17.941185,1
239,1025,-19.62818527,-16.58751869,1
239,1057,-19.20416451,-15.11898136,1
239,1089,-19.04444504,-14.12980366,1
239,1121,-18.94427299,-13.20791054,1
239,1153,-17.97472382,-13.07717419,1
239,1185,-18.07290459,-12.07309818,1
239,1217,-18.67996597,-10.74946117,1
239,1249,-17.8970871,-9.867754936,1
239,1281,-17.1041832,-8.831956863,1
239,1313,-16.24119377,-8.227151871,1
239,1345,-14.7811985,-7.474780083,1
239,1377,-13.16254234,-7.583236694,1
239,1409,-11.717659,-7.568988323,1
239,1441,-10.46228123,-6.426545143,1
239,1473,-10.43593407,-4.701879978,1
239,1505,-10.90030193,-3.938155651,1
239,1537,-11.37709904,-4.061183929,1
239,1569,-12.64957523,-5.79595232,1
239,1601,-11.81719875,-8.49962616,1
239,1633,-10.72103405,-8.087053299,1
239,1665,-10.04017639,-6.506029606,1
239,1697,-9.505452156,-5.580552101,1
239,1729,-8.923651695,-4.803560257,1
239,1761,-9.601577759,-4.265491486,1
239,1793,-9.337836266,-4.369738579,1
239,1825,-8.25226593,-3.809974432,1
239,1857,-9.193361282,-2.977022886,1
239,1889,-9.586815834,-1.241272926,1
239,1921,-9.342589378,3.62793088,1
239,1953,-8.739639282,0.9153591394,1
239,1985,-8.520655632,-0.1675817966,1
239,2017,-7.166997433,-1.503441691,1
271,33,-27.12190247,-7.288219452,1
271,65,-22.53413963,-22.34172058,1
271,97,-21.51344872,-23.32492638,1
271,129,-20.60450363,-23.55939674,1
271,161,-20.40484619,-23.14303207,1
271,193,-22.28482437,-21.8154335,1
271,225,-23.85367203,-20.86917114,1
271,257,-24.0010128,-19.29322243,1
271,289,-23.36225128,-19.99266243,1
271,321,-23.29231834,-20.93345451,1
271,353,-24.45381927,-22.23861122,1
271,385,-24.97844887,-23.84061813,1
271,417,-25.15977097,-23.15112305,1
271,449,-25.97993851,-22.52779007,1
271,481,-27.22931099,-22.2896862,1
271,513,-28.17193031,-21.49687767,1
271,545,-28.04339218,-21.802351,1
271,577,-27.66827011,-22.09341621,1
271,609,-27.46030045,-20.86905479,1
271,641,-27.64160538,-20.48141479,1
271,673,-27.82518387,-19.62305832,1
271,705,-27.90322113,-20.17225075,1
271,737,-26.02805519,-22.2121563,1
271,769,-27.10006332,-21.05342484,1
271,801,-27.0832653,-19.84707069,1
271,833,-25.84266472,-18.75541496,1
271,865,-24.67281151,-17.36416435,1
271,897,-23.8859539,-16.85095215,1
271,929,-23.5308075,-16.03594017,1
271,961,-23.10410309,-15.81821156,1
271,993,-21.95171356,-15.79726887,1
271,1025,-20.86957741,-15.77318001,1
271,1057,-19.28393173,-15.12391949,1
271,1089,-18.814785,-13.42033577,1
271,1121,-17.93494606,-13.18255424,1
271,1153,-17.07987022,-13.16061783,1
271,1185,-17.84830093,-12.62742805,1
271,1217,-18.63737869,-11.16200352,1
271,1249,-17.79449272,-10.04748726,1
271,1281,-17.3324604,-9.620644569,1
271,1313,-17.32975197,-9.113476753,1
271,1345,-14.83787823,-8.350723267,1
271,1377,-13.03444004,-8.044213295,1
271,1409,-11.75480652,-7.771961689,1
271,1441,-10.54936218,-6.411991119,1
271,1473,-10.54563999,-5.006999969,1
271,1505,-11.69888687,-4.709976673,1
271,1537,-11.94239902,-4.970030785,1
271,1569,-11.49350357,-6.308425426,1
271,1601,-11.23739433,-8.298817635,1
271,1633,-9.893478394,-7.31999445,1
271,1665,-9.133714676,-7.160273552,1
271,1697,-8.618382454,-5.674574375,1
271,1729,-7.544172287,-4.113434315,1
271,1761,-10.51766014,-4.429737091,1
271,1793,-10.48591995,-4.645848274,1
271,1825,-9.009439468,-4.602843285,1
271,1857,-8.744540215,-2.882682323,1
271,1889,-8.384358406,-1.418854117,1
271,1921,-8.093774796,0.6232159138,1
271,1953,-7.8535676,-0.5777338743,1
271,1985,-7.453670025,-0.7347188592,1
271,2017,-5.775531769,-1.440858841,1
303,33,-26.96741295,-46.79745483,1
303,65,-23.52505302,-23.97266006,1
303,97,-21.88464928,-24.54088211,1
303,129,-21.72933578,-24.41055107,1
303,161,-22.04753685,-23.74896812,1
303,193,-23.16927147,-22.67329979,1
303,225,-23.49153137,-21.96443939,1
303,257,-23.59212303,-20.96154594,1
303,289,-23.42498398,-21.12627792,1
303,321,-24.17786598,-21.64632416,1
303,353,-25.97828293,-22.10920143,1
303,385,-25.81348801,-22.70752144,1
303,417,-25.92131424,-23.00514412,1
303,449,-26.94872284,-22.82002449,1
303,481,-27.68743134,-22.47637367,1
303,513,-27.23999023,-21.52144623,1
303,545,-27.25151825,-20.89064598,1
303,577,-27.16982841,-20.38014221,1
303,609,-27.19381142,-19.26695633,1
303,641,-26.90453911,-19.2930336,1
303,673,-26.08787346,-20.38925552,1
303,705,-16.92650604,-20.32559204,1
303,737,-13.12939835,-22.77488518,1
303,769,-26.39760017,-21.38283539,1
303,801,-26.42116928,-19.81434059,1
303,833,-25.13398552,-19.29977989,1
303,865,-24.11185455,-18.07645035,1
303,897,-23.41931915,-16.43725204,1
303,929,-23.63860321,-16.20256424,1
303,961,-23.4561348,-15.86705017,1
303,993,-21.76517487,-15.50777817,1
303,1025,-19.65307045,-16.11071777,1
303,1057,-18.09015083,-15.57100773,1
303,1089,-16.82948112,-14.15319157,1
303,1121,-15.80928993,-12.82595825,1
303,1153,-15.86302376,-12.26062202,1
303,1185,-17.9772625,-11.59600353,1
303,1217,-19.05160904,-9.918725014,1
303,1249,-18.43789673,-9.248509407,1
303,1281,-17.53469276,-10.61689186,1
303,1313,-17.08328247,-9.873429298,1
303,1345,-15.13602924,-9.348790169,1
303,1377,-12.80019951,-8.431657791,1
303,1409,-11.69368458,-7.944372654,1
303,1441,-10.90698147,-7.160815239,1
303,1473,-10.21557236,-6.022849083,1
303,1505,-10.90124321,-5.693177223,1
303,1537,-10.96767902,-5.766037941,1
303,1569,-11.15105152,-6.960147381,1
303,1601,-10.69476128,-7.71880722,1
303,1633,-8.695666313,-6.708480835,1
303,1665,-8.315317154,-7.045631409,1
303,1697,-8.290354729,-5.663238049,1
303,1729,-8.454433441,-4.664309978,1
303,1761,-8.95304203,-4.317593575,1
303,1793,-9.390577316,-4.012105465,1
303,1825,-8.499153137,-4.141109467,1
303,1857,-7.531462669,-2.192690849,1
303,1889,-7.085250854,-1.085097551,1
303,1921,-6.622802258,-1.015114784,1
303,1953,-6.277891159,-1.164492846,1
303,1985,-6.01862812,-0.7295001745,1
303,2017,-5.789981842,-1.020568371,1
335,33,-22.68098831,-28.0765667,1
335,65,-22.13285255,-26.00458527,1
335,97,-22.14690971,-25.76320457,1
335,129,-21.98974419,-25.76106262,1
335,161,-22.4228096,-24.68896675,1
335,193,-23.31389809,-23.52209854,1
335,225,-23.13769913,-22.86676598,1
335,257,-23.58802223,-22.44810677,1
335,289,-25.35009956,-23.22044754,1
335,321,-25.40720749,-23.15885925,1
335,353,-26.01682091,-22.13804054,1
335,385,-26.04057693,-22.49960136,1
335,417,-26.27302361,-22.89388084,1
335,449,-25.49612617,-21.81259537,1
335,481,-26.24336433,-22.21673393,1
335,513,-26.73587227,-22.10087585,1
335,545,-26.38204384,-21.41925621,1
335,577,-26.24467087,-21.10723877,1
335,609,-26.77495193,-19.8717556,1
335,641,-26.13142776,-18.78318596,1
335,673,-24.85255241,-20.32081985,1
335,705,-23.82977867,-20.82240868,1
335,737,-24.27306366,-20.32925034,1
335,769,-26.46580505,-20.71685219,1
335,801,-25.67881393,-18.6708374,1
335,833,-23.80535507,-21.16259575,1
335,865,-23.82685852,-19.72791862,1
335,897,-23.72365952,-16.60585785,1
335,929,-23.58208847,-15.86525917,1
335,961,-22.72221375,-16.76929283,1
335,993,-20.63214684,-16.43641281,1
335,1025,-18.80234337,-16.7964077,1
335,1057,-17.80580521,-15.53831005,1
335,1089,-16.7270298,-13.4905777,1
335,1121,-16.16094398,-11.87005901,1
335,1153,-16.28115273,-11.48427773,1
335,1185,-17.97456551,-10.20375824,1
335,1217,-19.42291069,-8.066200256,1
335,1249,-18.54897881,-7.185193062,1
335,1281,-17.12129211,-11.64427948,1
335,1313,-15.74165916,-10.27769661,1
335,1345,-13.74635315,-9.707998276,1
335,1377,-11.43311119,-8.843235016,1
335,1409,-11.20230198,-8.215470314,1
335,1441,-10.87520599,-8.23972702,1
335,1473,-10.31931973,-7.818585396,1
335,1505,-10.27397823,-6.821079254,1
335,1537,-10.31103611,-6.39082098,1
335,1569,-10.25397301,-6.047838211,1
335,1601,-8.051795959,-5.79929924,1
335,1633,-6.414004803,-5.947955132,1
335,1665,-7.0370121,-5.924757957,1
335,1697,-7.7929039,-5.394397736,1
335,1729,-8.268198013,-4.65557003,1
335,1761,-8.200634003,-4.168653965,1
335,1793,-8.369977951,-3.512186527,1
335,1825,-7.740087509,-2.084864616,1
335,1857,-6.822561264,-0.5230405331,1
335,1889,-6.3355093,-0.9499669075,1
335,1921,-4.888440609,-1.727580786,1
335,1953,-4.887658119,-1.900198221,1
335,1985,-5.479370594,-1.645554423,1
335,2017,-6.540835857,-0.5760422349,1
367,33,-21.69517136,-23.10767365,1
367,65,-22.11786461,-26.24144554,1
367,97,-22.2229557,-26.7817688,1
367,129,-22.02972221,-27.21702576,1
367,161,-22.16103172,-25.74907303,1
367,193,-22.13116074,-24.38573837,1
367,225,-21.81515312,-23.48191643,1
367,257,-23.06879807,-23.19143677,1
367,289,-24.22586632,-22.65198898,1
367,321,-25.70113373,-21.55205345,1
367,353,-29.1752491,-21.08374786,1
367,385,-27.21047592,-22.8404541,1
367,417,-25.97831345,-23.04615974,1
367,449,-25.34682083,-22.27841759,1
367,481,-26.0240078,-22.5477581,1
367,513,-26.16557503,-22.59389687,1
367,545,-25.96458626,-21.86385536,1
367,577,-25.7316227,-21.37599945,1
367,609,-25.40839005,-19.52571678,1
367,641,-24.47290802,-19.67239189,1
367,673,-24.28344154,-20.69045258,1
367,705,-24.48391151,-21.02508545,1
367,737,-25.10349655,-20.5857296,1
367,769,-26.05940056,-19.97927666,1
367,801,-25.92568398,-18.90440941,1
367,833,-24.738657,-22.60847092,1
367,865,-23.85928345,-21.29399681,1
367,897,-24.08808517,-17.809618,1
367,929,-23.88092232,-16.65756416,1
367,961,-22.22457886,-18.37485886,1
367,993,-20.20665169,-18.58798981,1
367,1025,-18.65474129,-17.80610275,1
367,1057,-17.40695953,-15.70724201,1
367,1089,-17.14573097,-12.46394444,1
367,1121,-16.53331947,-10.10073566,1
367,1153,-16.14837265,-10.43107319,1
367,1185,-17.86911583,-9.502056122,1
