PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 10, filenames: A:[10]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[11]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-14.37171459,-4.058504105,1
47,65,-15.14934063,-16.05181122,1
47,97,-10.71599865,-14.09934425,1
47,129,-6.717973709,-9.155602455,1
47,161,-6.151256561,-6.922961235,1
47,193,-5.611520767,-6.044951439,1
47,225,-5.124268532,-6.879174232,1
47,257,-4.159285545,-9.08686924,1
47,289,-4.549589157,-9.601917267,1
47,321,-4.50532198,-8.62405014,1
47,353,-3.851866722,-5.96280098,1
47,385,-2.29646492,-7.027795315,1
47,417,-2.280901432,-6.789420128,1
47,449,-3.435517073,-6.545042038,1
47,481,-4.213282108,-5.235563755,1
47,513,-4.166627884,-5.211809158,1
47,545,-2.338379145,-6.33595562,1
47,577,-2.748071194,-7.155153275,1
47,609,-1.545779705,-7.07202673,1
47,641,-2.183163166,-6.798348904,1
47,673,-1.983724594,-6.921510696,1
47,705,-0.4133437872,-5.670484543,1
47,737,-0.4937400818,-6.036549568,1
47,769,-0.6029624343,-4.901331425,1
47,801,-0.1628819108,-3.593117237,1
47,833,-0.3435796499,-4.510878086,1
47,865,-1.317139864,-4.657500744,1
47,897,-1.561994076,-4.460709095,1
47,929,-0.4227638245,-3.503084183,1
47,961,1.6482054,-3.017540932,1
47,993,2.595653534,-4.314480305,1
47,1025,2.27475214,-4.874557972,1
47,1057,3.047976494,-5.020718575,1
47,1089,5.481883049,-4.861707687,1
47,1121,6.656232357,-5.461441994,1
47,1153,6.625659943,-5.99980545,1
47,1185,4.656502724,-6.353301525,1
47,1217,4.781260967,-6.390262604,1
47,1249,6.005020142,-6.080599785,1
47,1281,6.561238289,-6.096474171,1
47,1313,5.416192055,-5.810353279,1
47,1345,3.934218407,-6.247944355,1
47,1377,3.660817146,-6.154095173,1
47,1409,3.955603123,-5.145558834,1
47,1441,5.424078465,-5.351766109,1
47,1473,4.710942268,-6.414142132,1
47,1505,4.379333496,-7.241439819,1
47,1537,5.040841579,-6.751452446,1
47,1569,5.528156281,-6.165932178,1
47,1601,5.267908573,-5.9509902,1
47,1633,5.037691116,-6.378238678,1
47,1665,5.164402008,-5.281944275,1
47,1697,4.700885773,-5.820218086,1
47,1729,3.985084772,-6.52432251,1
47,1761,3.343029976,-6.339274883,1
47,1793,2.010754585,-4.681983471,1
47,1825,3.460453987,-3.751384735,1
47,1857,4.787471771,-4.213420868,1
47,1889,0.3088901043,-5.358773232,1
47,1921,2.135107279,-6.174797535,1
47,1953,4.305125237,-6.462408066,1
47,1985,3.832425356,-6.121508598,1
47,2017,-3.728381157,-2.442137241,1
79,33,2.556525946,16.49230766,1
79,65,-2.808427334,-2.785669327,1
79,97,-8.921167374,-12.21042728,1
79,129,-7.618745327,-10.40773487,1
79,161,-5.437634468,-8.608019829,1
79,193,-5.37477684,-6.221652985,1
79,225,-4.703924656,-7.178347588,1
79,257,-3.981876373,-8.528964043,1
79,289,-3.67723918,-8.9289608,1
79,321,-3.835345984,-8.367124557,1
79,353,-3.750524998,-7.442013741,1
79,385,-2.956874847,-7.524885654,1
79,417,-2.449238062,-7.194488525,1
79,449,-2.879888296,-7.068791389,1
79,481,-2.767795801,-6.862584114,1
79,513,-2.382295609,-6.851554394,1
79,545,-2.561931849,-7.539890289,1
79,577,-2.860099316,-7.889635086,1
79,609,-1.887265682,-7.84903574,1
79,641,-1.435055733,-7.053304195,1
79,673,-1.253325105,-6.489470005,1
79,705,-1.096001625,-5.668406487,1
79,737,-1.239560366,-6.164637089,1
79,769,0.8914104104,-5.395751953,1
79,801,2.046911716,-5.004616737,1
79,833,2.197360277,-4.949769497,1
79,865,1.579702973,-4.817538261,1
79,897,2.171656609,-4.295258522,1
79,929,2.798037052,-3.077680588,1
79,961,3.167387962,-3.719613314,1
79,993,3.578352451,-5.521355629,1
79,1025,2.425329685,-3.66975069,1
79,1057,2.607369423,-4.241413593,1
79,1089,3.731669903,-7.790562153,1
79,1121,6.63967514,-9.192440033,1
79,1153,8.642185211,-7.122241974,1
79,1185,6.704773426,-5.798502922,1
79,1217,6.508538723,-6.684269428,1
79,1249,7.259165764,-7.842815876,1
79,1281,8.062625885,-8.019491196,1
79,1313,8.059375763,-7.351426601,1
79,1345,6.204923153,-6.79851675,1
79,1377,4.504704475,-7.021954536,1
79,1409,4.11471796,-7.199922562,1
79,1441,4.016973019,-7.193857193,1
79,1473,4.717164993,-7.518899441,1
79,1505,4.513890743,-6.630814075,1
79,1537,4.080645561,-6.050563812,1
79,1569,4.631769657,-6.03578043,1
79,1601,5.617238522,-5.183138847,1
79,1633,5.509543419,-5.742604256,1
79,1665,4.762782574,-5.409144402,1
79,1697,4.641968727,-6.58569479,1
79,1729,4.550261497,-6.918785572,1
79,1761,3.994067669,-6.867580891,1
79,1793,3.600779533,-6.465988159,1
79,1825,3.783141613,-6.178275585,1
79,1857,2.867434025,-5.205210209,1
79,1889,3.253149748,-5.069813251,1
79,1921,3.65291357,-5.214210033,1
79,1953,4.134403706,-6.104107857,1
79,1985,4.41128397,-6.613587379,1
79,2017,2.63057971,-6.818547726,1
111,33,10.39904404,6.221024513,1
111,65,0.9703087807,-1.401703596,1
111,97,-4.952768803,-9.188446045,1
111,129,-6.736718178,-9.349023819,1
111,161,-6.057991028,-8.714101791,1
111,193,-5.577245235,-7.801729202,1
111,225,-4.982849598,-8.079555511,1
111,257,-3.912572861,-8.25506115,1
111,289,-3.314285994,-8.306551933,1
111,321,-3.520961523,-8.443980217,1
111,353,-3.950069427,-8.216534615,1
111,385,-3.731916904,-7.737110138,1
111,417,-3.266471386,-7.408794403,1
111,449,-2.819017649,-7.416726589,1
111,481,-2.157138109,-7.740627289,1
111,513,-2.36315918,-8.241811752,1
111,545,-2.465371847,-8.5151577,1
111,577,-2.921215534,-8.338403702,1
111,609,-3.108369589,-7.765766144,1
111,641,-2.355012417,-7.309505463,1
111,673,-1.67634666,-7.311448097,1
111,705,-1.178509116,-5.791845322,1
111,737,-0.7109410763,-5.803405762,1
111,769,0.3009123802,-5.874629498,1
111,801,1.381973505,-5.673164845,1
111,833,2.189727068,-4.852915287,1
