PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 44, filenames: A:[44]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[45]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-5.018811226,-0.05043840408,1
47,65,-3.240689278,-0.8586424589,1
47,97,-2.35427475,0.708594799,1
47,129,-1.6280334,0.02494359016,1
47,161,-0.6640944481,-1.371775866,1
47,193,-1.469428539,-3.02996254,1
47,225,-2.587118626,-2.978322268,1
47,257,-3.473114491,-2.569352865,1
47,289,-3.411374092,-2.713611126,1
47,321,-3.014248848,-2.92282629,1
47,353,-4.654631138,-2.727508068,1
47,385,-5.760024071,0.7127659321,1
47,417,-6.082615376,2.212575197,1
47,449,-5.937981129,-2.428150654,1
47,481,-5.121881962,-4.054112911,1
47,513,-4.255906105,-4.446257591,1
47,545,-2.67531395,-4.845917702,1
47,577,-1.44786644,-4.379746437,1
47,609,-1.515182137,-3.39309001,1
47,641,-2.396840334,-2.629076719,1
47,673,-2.989707947,-1.98004055,1
47,705,-2.660171509,-1.728589058,1
47,737,-1.974405289,-2.259829998,1
47,769,-0.8804309368,-1.736631989,1
47,801,-1.425158024,-1.023765802,1
47,833,-2.110287666,-1.04770875,1
47,865,-1.581861973,-1.294077873,1
47,897,-0.6754734516,-0.8610436916,1
47,929,-0.5411729813,-2.200489283,1
47,961,-1.569024324,-3.415150404,1
47,993,-2.523400307,-3.650817871,1
47,1025,-3.145886898,-3.190480232,1
47,1057,-3.5032897,-4.060610771,1
47,1089,-1.732205153,-3.678573132,1
47,1121,-1.719795227,-2.246191978,1
47,1153,-3.080458164,-3.041573524,1
47,1185,-3.388469219,-3.617538691,1
47,1217,-3.426023006,-2.509118557,1
47,1249,-3.391687155,-1.702149272,1
47,1281,-2.964019299,-1.805331588,1
47,1313,-2.064449072,-0.6604186296,1
47,1345,-2.853628635,-0.8548181057,1
47,1377,-4.252378464,-0.44919765,1
47,1409,-3.37092042,-0.9719552994,1
47,1441,-3.36818552,-2.364273548,1
47,1473,-2.382199764,-4.303191185,1
47,1505,-1.23657155,-4.86402607,1
47,1537,-0.6733794212,-3.048127651,1
47,1569,-0.8645541668,-3.096653938,1
47,1601,-0.7984969616,-4.252511024,1
47,1633,-1.805988312,-5.05850172,1
47,1665,-2.045423031,-5.470496178,1
47,1697,-1.054405212,-5.484645844,1
47,1729,-2.306836128,-5.867020607,1
47,1761,-2.586829662,-4.786213398,1
47,1793,-1.724401832,-3.067370892,1
47,1825,-0.5118731856,-1.891706347,1
47,1857,-0.4618309736,-2.334683895,1
47,1889,-0.05948251486,-1.320082426,1
47,1921,-1.099244833,-1.599007845,1
47,1953,-2.049852371,-0.8480856419,1
47,1985,-1.719150066,-0.6718142033,1
47,2017,0.05496883392,-0.6906895638,1
79,33,-1.277097702,-0.9076341391,1
79,65,-1.709728003,-0.8442828059,1
79,97,-2.084971189,-0.8179181814,1
79,129,-1.724001765,-0.7718349695,1
79,161,-1.663520575,-1.536950707,1
79,193,-2.58088851,-2.206381798,1
79,225,-2.642132044,-3.291708231,1
79,257,-3.124682188,-3.202347755,1
79,289,-2.507644176,-3.1441679,1
79,321,-2.304792166,-4.596189499,1
79,353,-3.815634012,-4.91237402,1
79,385,-4.397086143,-1.809267998,1
79,417,-5.486094952,0.7293019295,1
79,449,-5.292037964,-1.623310804,1
79,481,-4.710746765,-3.502628326,1
79,513,-4.831947327,-3.726338387,1
79,545,-3.97913599,-4.15575552,1
79,577,-3.082547426,-4.191279888,1
79,609,-2.680036545,-4.054577827,1
79,641,-3.023818016,-3.424634933,1
79,673,-3.429641485,-2.488638401,1
79,705,-3.180502415,-2.056063414,1
79,737,-2.654472828,-2.817489147,1
79,769,-3.040597916,-1.735786915,1
79,801,-2.95921731,-1.961565971,1
79,833,-3.156899452,-2.761586428,1
79,865,-3.258262634,-3.672014952,1
79,897,-3.092398882,-2.770782709,1
79,929,-2.78200984,-4.273755074,1
79,961,-3.235800505,-4.713167667,1
79,993,-3.33219099,-4.35016346,1
79,1025,-3.112108707,-2.9864676,1
79,1057,-2.797262669,-2.812201023,1
79,1089,-0.9091172218,-3.186709642,1
79,1121,-0.9886624813,-1.809562445,1
79,1153,-2.080281019,-1.736431122,1
79,1185,-2.50913763,-1.972861528,1
79,1217,-2.964613676,-0.8434125185,1
79,1249,-3.179534912,-0.6873776913,1
79,1281,-2.938892126,-0.7778793573,1
79,1313,-2.831598282,-1.396120787,1
79,1345,-3.212486267,-1.303063154,1
79,1377,-3.713966608,-1.393841982,1
79,1409,-4.409511089,-1.993884325,1
79,1441,-4.954674244,-2.583780289,1
79,1473,-3.555521965,-2.800672293,1
79,1505,-1.719852209,-3.363569021,1
79,1537,-0.4679881334,-4.041924953,1
79,1569,-0.6342078447,-4.025339127,1
79,1601,-1.475849032,-3.80554533,1
79,1633,-2.093621969,-3.752144575,1
79,1665,-2.035926104,-4.734137535,1
79,1697,-1.687749863,-4.783209324,1
79,1729,-1.416556478,-3.668730736,1
79,1761,-1.130096197,-2.679700375,1
79,1793,-0.8671030998,-1.135322928,1
79,1825,-0.8421958685,-0.6524159908,1
79,1857,-1.015449405,-1.23860383,1
79,1889,0.1102236509,-0.7989842892,1
79,1921,-0.751216054,-0.916269362,1
79,1953,-2.508606434,-0.872143507,1
79,1985,-2.869858265,-0.6203680634,1
79,2017,-0.5966000557,-0.6473662257,1
111,33,-0.2786781788,1.28416872,1
111,65,-0.6377916336,-0.6037325263,1
111,97,-1.955012918,-2.385429859,1
111,129,-2.595724106,-1.670554519,1
111,161,-2.631437778,-1.544139981,1
111,193,-2.553431988,-1.188247085,1
111,225,-2.367262363,-1.889236689,1
111,257,-2.221075058,-3.21153903,1
111,289,-1.91042614,-3.761726141,1
111,321,-2.451117992,-5.022844315,1
111,353,-3.456466198,-6.003447056,1
111,385,-3.535814285,-3.919342041,1
111,417,-3.888451576,-2.562496424,1
111,449,-3.513827085,-1.981527567,1
111,481,-4.066889763,-2.649792433,1
111,513,-3.967095852,-3.93654871,1
111,545,-3.739252806,-3.899449825,1
111,577,-4.113792419,-3.365266562,1
111,609,-3.689531088,-3.942592382,1
111,641,-3.754359007,-3.384109497,1
111,673,-4.563139915,-2.777514696,1
111,705,-3.852511168,-2.782825232,1
111,737,-3.311704159,-1.501120806,1
111,769,-4.111330032,-1.742223501,1
111,801,-4.098107338,-3.397105694,1
111,833,-4.231519699,-4.150995255,1
111,865,-4.347646236,-3.745080709,1
111,897,-4.059837341,-3.757164478,1
111,929,-3.369701624,-4.295246601,1
111,961,-3.025158644,-3.922200441,1
111,993,-3.639524698,-2.985666752,1
111,1025,-4.32626009,-2.838043928,1
111,1057,-3.141852379,-2.445354462,1
111,1089,-2.836893559,-2.9290905,1
111,1121,-1.986553431,-2.795927525,1
111,1153,-1.638821602,-1.346106648,1
111,1185,-2.368497849,-0.7167131901,1
111,1217,-3.892009497,-0.7276165485,1
111,1249,-3.017260313,-1.494808912,1
111,1281,-2.701854944,-2.178932905,1
111,1313,-2.772789001,-2.045275211,1
111,1345,-3.851774931,-1.768883705,1
111,1377,-4.570634365,-1.976691961,1
111,1409,-5.184391975,-1.984989166,1
111,1441,-5.533833027,-2.413913727,1
111,1473,-4.799858093,-2.514845848,1
111,1505,-3.375846624,-3.091366053,1
111,1537,-1.891101599,-4.280148506,1
111,1569,-1.424463272,-4.362476826,1
111,1601,-2.034651518,-3.71931386,1
111,1633,-3.103185177,-2.778409481,1
111,1665,-1.983536959,-3.242346287,1
111,1697,-0.9248795509,-2.760794401,1
111,1729,-0.5553569198,-1.628904581,1
111,1761,-0.211581111,-0.9713096619,1
111,1793,-0.4644864798,-1.019748807,1
111,1825,-1.044865608,-0.2334325314,1
111,1857,-1.205351114,0.1670987904,1
111,1889,-0.8771541119,-0.03052262962,1
111,1921,-0.7560185194,-0.3457795084,1
111,1953,-0.5051567554,-1.128739238,1
111,1985,-1.519158125,-0.5871010423,1
111,2017,-1.397369385,-0.6479435563,1
143,33,0.386680007,2.461623669,1
143,65,-0.9254823923,-1.850510478,1
143,97,-2.522844076,-4.699307442,1
143,129,-1.619308949,-2.475008249,1
143,161,-2.734247446,-2.61111474,1
143,193,-2.594407797,-1.993433118,1
143,225,-2.515939236,-0.08907544613,1
143,257,-1.333629608,-2.542315245,1
143,289,-1.230186224,-3.866206884,1
143,321,-2.525135517,-4.368863583,1
143,353,-3.198323011,-5.889036179,1
143,385,-3.769325733,-4.789804935,1
143,417,-4.081856728,-4.130908489,1
143,449,-3.794059038,-3.543692827,1
143,481,-3.690977812,-3.372131109,1
143,513,-4.134638786,-4.967527866,1
143,545,-6.396428108,-4.884465218,1
143,577,-5.268325329,-2.74109745,1
143,609,-4.263478756,-3.953434706,1
143,641,-3.703863859,-3.471734762,1
143,673,-3.436573744,-3.13729167,1
143,705,-3.934576511,-3.1920259,1
143,737,-4.184565067,-2.798654556,1
143,769,-4.91234684,-3.826271057,1
143,801,-5.69733572,-5.22246933,1
143,833,-3.652039528,-5.033887386,1
143,865,-3.462118149,-4.881394863,1
143,897,-3.581528902,-4.566806793,1
