PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 2, filenames: A:[2]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[3]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,75.35675049,50.06359863,1
47,65,87.0796814,68.00815582,1
47,97,92.36012268,66.45668793,1
47,129,62.32049179,60.70099258,1
47,161,74.27572632,46.67072296,1
47,193,86.69114685,65.56734467,1
47,225,84.71206665,64.33380127,1
47,257,87.14057922,62.91592407,1
47,289,86.42527771,58.02378845,1
47,321,84.00131226,52.52815247,1
47,353,81.60101318,50.90287781,1
47,385,79.66043091,51.33061218,1
47,417,79.64562988,49.71773911,1
47,449,79.30610657,49.75880432,1
47,481,77.19557953,54.18972778,1
47,513,68.70689392,68.02702332,1
47,545,77.77304077,51.39577103,1
47,577,78.04217529,48.28651428,1
47,609,77.59963989,47.17299652,1
47,641,79.48951721,48.74359512,1
47,673,81.69796753,49.44862366,1
47,705,79.82432556,49.54880524,1
47,737,61.53204346,50.12003326,1
47,769,53.65174866,45.44269562,1
47,801,54.31994629,48.14295578,1
47,833,87.5684433,55.41641617,1
47,865,69.3769455,48.34938812,1
47,897,85.08401489,37.60182953,1
47,929,86.63217163,22.78147507,1
47,961,75.15646362,35.17235565,1
47,993,71.80354309,35.99586105,1
47,1025,75.07894897,37.11882019,1
47,1057,78.28379822,35.0885582,1
47,1089,69.43707275,7.771430969,1
47,1121,85.212677,2.09168148,1
47,1153,82.54493713,4.030070305,1
47,1185,61.29939651,-6.138445854,1
47,1217,87.26576233,6.864926338,1
47,1249,92.067276,6.391996861,1
47,1281,95.96626282,7.842615128,1
47,1313,88.58103943,2.540504456,1
47,1345,90.2171936,-1.072979927,1
47,1377,81.57528687,-21.52131271,1
47,1409,73.5799942,-34.2769165,1
47,1441,78.75523376,-12.44805717,1
47,1473,77.53996277,-3.980155945,1
47,1505,81.0532074,-17.96624756,1
47,1537,81.26507568,-33.72558594,1
47,1569,84.2677002,-44.11492157,1
47,1601,87.05118561,-47.42614746,1
47,1633,86.81188965,-46.31824493,1
47,1665,89.59284973,-44.62802124,1
47,1697,91.59881592,-44.60836792,1
47,1729,90.57382202,-50.66855621,1
47,1761,92.45373535,-53.24850082,1
47,1793,97.26351929,-53.79714584,1
47,1825,92.69533539,-54.50582886,1
47,1857,90.21507263,-54.35409927,1
47,1889,90.70037842,-55.67720795,1
47,1921,89.53799438,-37.46088409,1
47,1953,89.0348587,-52.83794403,1
47,1985,96.55493164,-74.50424194,1
47,2017,86.24943542,-56.18901825,1
79,33,73.53730011,53.95487595,1
79,65,87.10728455,67.58866882,1
79,97,89.33970642,66.17313385,1
79,129,89.15771484,67.69692993,1
79,161,86.12931824,64.92478943,1
79,193,84.41896057,63.75944138,1
79,225,80.91149139,62.39413071,1
79,257,82.36860657,60.02943039,1
79,289,84.25778961,58.99011993,1
79,321,81.80262756,55.13806152,1
79,353,82.87763214,52.90178299,1
79,385,81.21534729,50.67059326,1
79,417,77.85103607,50.29312134,1
79,449,76.29814148,49.86909103,1
79,481,75.70017242,50.14945602,1
79,513,74.84790039,50.54705048,1
79,545,75.04638672,49.15603256,1
79,577,74.90122986,47.51898193,1
79,609,74.48096466,46.88241196,1
79,641,73.28285217,46.37634277,1
79,673,74.06283569,46.38266754,1
79,705,74.02342224,47.47296524,1
