PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 8, filenames: A:[8]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[9]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-7.039106846,-0.02336883545,1
47,65,-14.26661015,-11.80443001,1
47,97,-14.24854088,-11.97733784,1
47,129,-12.69926071,-11.15574741,1
47,161,-10.82259274,-9.970474243,1
47,193,-9.331410408,-10.58283043,1
47,225,-9.465938568,-10.77347946,1
47,257,-11.05074406,-11.27301311,1
47,289,-12.3698616,-11.97777557,1
47,321,-13.7455616,-12.01681995,1
47,353,-13.52551937,-11.68573093,1
47,385,-12.0788393,-11.40001965,1
47,417,-12.08916855,-12.02477551,1
47,449,-12.69154167,-12.76665211,1
47,481,-13.00440598,-11.76231003,1
47,513,-14.13000393,-11.02470493,1
47,545,-13.68204021,-11.08067131,1
47,577,-12.00552082,-11.46761513,1
47,609,-11.6034441,-10.51141262,1
47,641,-11.06020164,-9.298985481,1
47,673,-11.1446228,-8.526805878,1
47,705,-11.95722198,-7.207818985,1
47,737,-11.94401455,-7.299106598,1
47,769,-11.33272076,-8.239587784,1
47,801,-9.727696419,-8.74729538,1
47,833,-8.252718925,-8.112822533,1
47,865,-7.252363682,-6.548047066,1
47,897,-7.39334631,-5.961159706,1
47,929,-8.40201664,-6.586833954,1
47,961,-9.884592056,-6.09749794,1
47,993,-8.789112091,-7.342712402,1
47,1025,-6.920208931,-7.893224716,1
47,1057,-3.890368938,-9.475255966,1
47,1089,-2.327675104,-9.94343853,1
47,1121,-6.031009197,-9.233211517,1
47,1153,-9.072145462,-8.264328003,1
47,1185,-8.446258545,-8.091190338,1
47,1217,-6.745931149,-7.043861389,1
47,1249,-5.484307766,-6.295876026,1
47,1281,7.096005917,-0.7824382782,1
47,1313,-6.881100655,-6.489376545,1
47,1345,-7.83547163,-7.579771996,1
47,1377,-6.767168999,-8.289772987,1
47,1409,-5.96373558,-8.56589222,1
47,1441,-5.908269405,-7.882539749,1
47,1473,-6.017232895,-7.81633997,1
47,1505,-4.858557701,-7.890324116,1
47,1537,-3.897935629,-7.973340511,1
47,1569,-4.817960262,-7.453079224,1
47,1601,-5.463490486,-6.577868938,1
47,1633,-4.621347427,-5.17034483,1
47,1665,-5.271020412,-4.504021168,1
47,1697,-6.557721615,-4.732155323,1
47,1729,-7.102629185,-5.190223694,1
47,1761,-6.165988922,-4.879058361,1
47,1793,-3.879792213,-4.237676144,1
47,1825,-2.725522995,-5.395727634,1
47,1857,-2.907635212,-5.997756958,1
47,1889,-2.802086353,-3.421975613,1
47,1921,-2.001815319,-0.7080156803,1
47,1953,-3.146669865,1.477489948,1
47,1985,-6.316516876,-0.7674846649,1
47,2017,-11.45927048,-8.207019806,1
79,33,-25.23163986,0.1475353241,1
79,65,-13.25509071,-9.698209763,1
79,97,-13.5996666,-11.05851173,1
79,129,-11.85993004,-11.03841972,1
79,161,-10.62615204,-10.61907196,1
79,193,-10.50838852,-10.71066284,1
79,225,-10.72277927,-10.38410091,1
79,257,-11.74767303,-11.01377583,1
79,289,-12.75565624,-10.90005398,1
79,321,-13.35756207,-10.10767746,1
79,353,-13.51173687,-10.87143517,1
79,385,-12.90117073,-11.51893425,1
79,417,-12.22178173,-11.96272087,1
79,449,-12.56234646,-11.77848148,1
79,481,-13.21264648,-12.22045135,1
79,513,-13.5726757,-12.02429008,1
79,545,-13.2104435,-12.01096058,1
79,577,-12.78778362,-11.57670021,1
79,609,-10.22698689,-11.03998947,1
79,641,-10.47358608,-10.31486988,1
79,673,-10.56791019,-9.373801231,1
79,705,-10.96050358,-8.766212463,1
79,737,-11.48839378,-9.046022415,1
79,769,-11.58604336,-9.760946274,1
79,801,-9.959400177,-10.14398861,1
79,833,-8.547849655,-9.411169052,1
79,865,-8.022138596,-7.97214222,1
79,897,-7.861768246,-7.037061691,1
79,929,-7.346886158,-5.359845161,1
79,961,-7.671749115,-5.751950264,1
79,993,-7.763658047,-5.251161575,1
79,1025,-7.275091648,-7.488165855,1
79,1057,-5.079494953,-9.418484688,1
79,1089,-4.375627995,-10.54109669,1
79,1121,-4.466606617,-10.10894108,1
79,1153,-4.734512329,-8.865733147,1
79,1185,-5.337602615,-8.633374214,1
79,1217,-4.721973419,-8.766828537,1
79,1249,-5.122968674,-7.957375526,1
79,1281,-5.674777508,-7.482583046,1
79,1313,-7.457717896,-7.253620625,1
79,1345,-7.280200481,-7.551496506,1
79,1377,-5.960398674,-7.649725437,1
79,1409,-6.715213299,-8.384673119,1
79,1441,-7.218559742,-7.474077702,1
79,1473,-6.903013229,-6.56643486,1
79,1505,-5.318646431,-7.289047718,1
79,1537,-4.809518814,-8.252484322,1
79,1569,-4.881670952,-8.997023582,1
79,1601,-4.808445454,-9.145716667,1
79,1633,-4.39911747,-7.524082661,1
79,1665,-4.834893227,-5.908678532,1
79,1697,-5.406993866,-5.37304306,1
79,1729,-6.043922424,-5.740027428,1
79,1761,-5.922375202,-6.077947617,1
79,1793,-3.940491676,-6.148135185,1
79,1825,-2.595984221,-6.503922939,1
79,1857,-2.928071737,-5.586326599,1
79,1889,-4.482499123,-4.279753208,1
79,1921,-5.031950474,-1.922620177,1
79,1953,-7.27439785,-1.336733103,1
79,1985,-6.622107506,-0.5600919724,1
79,2017,-5.59748745,-4.353070736,1
111,33,-14.19440842,8.437579155,1
111,65,-12.96975327,-9.849734306,1
111,97,-13.6319685,-10.63658619,1
111,129,-12.41976929,-10.78629875,1
111,161,-10.67422676,-10.77031422,1
111,193,-11.68875408,-10.95309544,1
111,225,-11.87483215,-10.05385113,1
111,257,-12.26863956,-10.30877399,1
111,289,-12.98208809,-10.26547146,1
111,321,-13.30219269,-10.10874367,1
111,353,-13.14454269,-10.38949013,1
111,385,-12.55934906,-11.25648022,1
111,417,-11.96035004,-11.67686272,1
111,449,-12.68437767,-11.05857182,1
111,481,-13.78112411,-11.04866505,1
111,513,-14.06037521,-12.03985023,1
111,545,-12.97805691,-12.49339008,1
111,577,-11.80838013,-11.26892853,1
111,609,-9.816917419,-10.77885818,1
111,641,-9.039086342,-10.53536034,1
111,673,-10.3553133,-9.954109192,1
111,705,-10.51812077,-9.95926857,1
111,737,-10.4896183,-9.85293293,1
111,769,-9.987540245,-9.395829201,1
111,801,-9.293211937,-10.03163815,1
111,833,-9.144117355,-9.712703705,1
111,865,-8.405545235,-8.610157967,1
111,897,-7.620371819,-7.871314049,1
111,929,-7.830104351,-7.245358944,1
111,961,-8.20735836,-6.929372787,1
111,993,-8.083417892,-5.958381176,1
111,1025,-8.485507965,-6.602538109,1
111,1057,-8.087358475,-9.444142342,1
111,1089,-6.098310471,-11.87935638,1
111,1121,-4.643806934,-11.70797729,1
111,1153,-3.497065067,-9.880558968,1
111,1185,-4.938811302,-8.622079849,1
111,1217,-4.084362507,-9.067864418,1
111,1249,-3.685124874,-9.030351639,1
111,1281,-4.50216341,-9.853780746,1
111,1313,-6.827284336,-8.423274994,1
111,1345,-5.807971954,-7.721035004,1
111,1377,-5.399691582,-7.79368639,1
111,1409,-6.303612709,-8.800187111,1
111,1441,-6.296217442,-7.487980366,1
111,1473,-6.273928165,-6.389321327,1
111,1505,-5.957159042,-6.698276997,1
111,1537,-5.424686432,-8.851448059,1
111,1569,-5.157732964,-9.790231705,1
111,1601,-5.4273386,-9.361563683,1
111,1633,-4.986861706,-8.350926399,1
111,1665,-4.172923088,-6.716305256,1
111,1697,-4.405679703,-5.796085835,1
111,1729,-4.583901405,-5.182130337,1
111,1761,-5.086523533,-5.781064034,1
111,1793,-3.714815855,-6.803802013,1
111,1825,-1.929553032,-6.303281784,1
111,1857,-3.337703943,-5.340588093,1
111,1889,-5.720085144,-4.790098667,1
111,1921,-6.92367363,-3.35893631,1
111,1953,-7.053646564,-2.471868753,1
111,1985,-5.813266277,-0.9003486633,1
111,2017,-2.900924206,-1.958392143,1
143,33,-13.60364246,8.509753227,1
143,65,-12.8103199,-10.64890862,1
143,97,-12.45114326,-10.55388832,1
143,129,-12.13036156,-10.37131691,1
143,161,-11.683074,-10.19874382,1
143,193,-11.95702362,-11.2770319,1
143,225,-12.3375473,-11.12964439,1
143,257,-12.79060173,-10.09203243,1
143,289,-14.45900917,-10.38715935,1
143,321,-13.61375809,-10.7322216,1
143,353,-12.82875252,-10.72480679,1
143,385,-12.26850891,-10.75170422,1
143,417,-12.23780632,-10.86675739,1
143,449,-13.0317812,-10.75165558,1
143,481,-13.88637543,-11.37431335,1
143,513,-13.60768604,-11.09641171,1
143,545,-13.30728054,-10.10131931,1
143,577,-12.86914635,-10.10339069,1
143,609,-11.40857887,-10.5572443,1
143,641,-8.891726494,-10.76920128,1
143,673,-10.0952673,-11.23346519,1
143,705,-10.27663136,-13.36240196,1
143,737,-9.386162758,-10.44767475,1
143,769,-9.651629448,-10.21114063,1
143,801,-8.984972954,-10.07587242,1
143,833,-9.160708427,-9.813723564,1
143,865,-8.648281097,-8.857891083,1
143,897,-7.57358408,-7.999526978,1
143,929,-6.606573582,-6.985603333,1
143,961,-6.659924984,-7.001885891,1
143,993,-7.660130024,-7.006962299,1
143,1025,-8.569375992,-7.770093441,1
143,1057,-8.698415756,-9.325730324,1
143,1089,-7.039298058,-10.80558205,1
143,1121,-4.437240601,-10.69294357,1
143,1153,-2.966183901,-8.48974514,1
143,1185,-3.867077827,-7.944731712,1
143,1217,-3.53704834,-8.579749107,1
143,1249,-2.983665466,-10.32972527,1
143,1281,-3.786417961,-11.52633381,1
143,1313,-4.683631897,-8.76962471,1
143,1345,-4.657668591,-7.843541145,1
143,1377,-5.017245293,-7.737439156,1
143,1409,-5.380847931,-7.828198433,1
143,1441,-5.677834511,-7.361901283,1
143,1473,-5.731995583,-6.368729591,1
143,1505,-6.362497807,-6.046113014,1
143,1537,-5.433755875,-8.736841202,1
143,1569,-4.702144146,-8.458347321,1
143,1601,-4.705738068,-8.205783844,1
143,1633,-4.62815237,-7.872869492,1
143,1665,-3.609025478,-6.604123592,1
143,1697,-3.423211575,-5.803378105,1
143,1729,-4.069807529,-4.101534367,1
143,1761,-3.546369553,-4.086234093,1
143,1793,-2.078909874,-5.457742691,1
143,1825,-1.685132504,-5.829525471,1
143,1857,-4.530982971,-6.620415211,1
143,1889,-7.489038944,-5.544329166,1
143,1921,-7.256722927,-4.652787209,1
143,1953,-6.835404873,-3.782336235,1
143,1985,-5.098629475,-2.536652565,1
143,2017,-1.461342096,-1.749559402,1
175,33,-23.62473679,3.873580933,1
175,65,-12.24545097,-11.68552589,1
175,97,-12.18441391,-11.28575897,1
175,129,-12.30130005,-10.38692093,1
175,161,-12.07990265,-9.817318916,1
175,193,-11.57619286,-9.952289581,1
175,225,-13.02960396,-10.71979713,1
175,257,-13.54898834,-10.39314365,1
175,289,-14.10951424,-10.98898506,1
175,321,-13.70801735,-10.98156166,1
175,353,-12.81129932,-10.80848694,1
175,385,-12.3818655,-10.31317711,1
175,417,-12.34138012,-10.37034416,1
175,449,-12.30670357,-10.60741806,1
175,481,-12.86243153,-11.91347122,1
175,513,-13.70441246,-10.44571877,1
175,545,-13.79762745,-8.505365372,1
175,577,-15.00396919,-9.41016674,1
175,609,-13.2982235,-9.937197685,1
175,641,-11.41696453,-10.4576292,1
175,673,-11.32610321,-10.94479561,1
175,705,-10.66010666,-13.18755054,1
175,737,-10.17055035,-13.01908684,1
175,769,-9.690675735,-10.78640652,1
175,801,-9.52557373,-9.968024254,1
175,833,-9.019729614,-9.505975723,1
175,865,-8.280554771,-8.445251465,1
175,897,-7.666697025,-6.410990715,1
175,929,-6.583658218,-6.749724388,1
175,961,-6.029183388,-7.033960819,1
175,993,-7.072176933,-7.724602699,1
175,1025,-7.233481407,-8.404349327,1
175,1057,-6.905238152,-9.283724785,1
175,1089,-6.734861851,-9.511580467,1
175,1121,-4.38647604,-8.888641357,1
175,1153,-2.680327892,-8.006248474,1
175,1185,-2.734523296,-8.219736099,1
175,1217,-3.008223057,-9.052594185,1
175,1249,-3.364590406,-10.1641016,1
175,1281,-3.764166832,-9.611098289,1
175,1313,-3.83272171,-8.899769783,1
175,1345,-3.604634762,-8.233042717,1
175,1377,-4.034391403,-7.778036118,1
175,1409,-4.900193214,-7.602354527,1
175,1441,-4.753143787,-7.379183769,1
175,1473,-4.242839336,-7.103940964,1
