PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 41, filenames: A:[41]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[42]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,15.49133492,9.915093422,1
47,65,-4.220510483,-3.133033752,1
47,97,-3.32356596,-4.249425411,1
47,129,-2.982087374,-4.459545135,1
47,161,-1.431284428,-4.026651859,1
47,193,0.1813285351,-3.97560215,1
47,225,-1.749265909,-3.700761557,1
47,257,-3.196402788,-4.706849098,1
47,289,-3.536262989,-5.687488079,1
47,321,-4.432563782,-4.87018919,1
47,353,-4.471023083,-6.425251007,1
47,385,-4.419224262,-6.417907715,1
47,417,-4.875001907,-3.624548912,1
47,449,-3.331600666,-1.848358154,1
47,481,-2.9637537,-1.89457345,1
47,513,-2.789206505,-2.710202217,1
47,545,-1.937686205,-2.703671932,1
47,577,-1.314578056,-2.521989584,1
47,609,-0.05075478554,-2.094357729,1
47,641,0.4128059149,-1.565893054,1
47,673,0.3888787031,-2.018813848,1
47,705,0.7098948359,-2.443534851,1
47,737,0.9401648641,-2.101628065,1
47,769,0.7904173136,-2.10342598,1
47,801,0.7130804062,-2.151016712,1
47,833,0.4737250805,-1.889450073,1
47,865,0.9482841492,-0.8146049976,1
47,897,1.017791986,-0.4508798122,1
47,929,0.1189520359,0.2144540548,1
47,961,-0.7097863555,-0.9836268425,1
47,993,-0.5489979386,-3.341042042,1
47,1025,-0.3490022421,-2.85243082,1
47,1057,-0.4023423195,-1.894075871,1
47,1089,-0.7753677368,-0.9611368775,1
47,1121,-1.594059467,-1.188759446,1
47,1153,-2.78471899,0.9637471437,1
47,1185,-2.091949224,0.3657445908,1
47,1217,-1.086975694,0.4187020063,1
47,1249,-0.9089564085,0.3238164485,1
47,1281,-0.8659189343,0.9609526396,1
47,1313,-0.4958811402,1.554145455,1
47,1345,-0.2159322202,1.506749153,1
47,1377,0.03128504753,1.556800485,1
47,1409,0.9180754423,0.5142849684,1
47,1441,1.416917801,-0.9899571538,1
47,1473,1.810623646,-1.170549512,1
47,1505,1.993831396,-1.714920998,1
47,1537,0.1436780691,-1.461231589,1
47,1569,-1.477131486,-1.195072055,1
47,1601,-2.431821585,-1.388586283,1
47,1633,-3.072241306,-1.923409224,1
47,1665,-4.42220068,-2.279896498,1
47,1697,-4.096088886,-2.215574741,1
47,1729,-2.522174597,-0.4330525398,1
47,1761,-1.940791845,-1.237143397,1
47,1793,-1.813319921,-2.244655132,1
