PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 15, filenames: A:[15]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[16]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-5.75191164,-3.415276527,1
47,65,-1.257276893,-3.450727701,1
47,97,-0.09927606583,-3.541787624,1
47,129,-1.50032258,-1.749608517,1
47,161,-0.5056355,-1.182564497,1
47,193,-0.5077095032,-1.034320831,1
47,225,-1.153824806,-1.055396795,1
47,257,-1.075412989,-1.19279778,1
47,289,0.4959756732,-0.655236721,1
47,321,2.580113888,-1.377658844,1
47,353,3.684969425,-3.075278282,1
47,385,3.633245945,-3.233473301,1
47,417,3.745337009,-2.955240726,1
47,449,3.349988461,-2.467501163,1
47,481,2.67160964,-2.239387274,1
47,513,2.987469196,-1.868519425,1
47,545,4.12050581,-1.02257967,1
47,577,4.698082924,-1.086283922,1
47,609,4.078235626,-1.585906506,1
47,641,3.700527191,-2.608066797,1
47,673,4.481487274,-2.982981443,1
47,705,4.583908558,-2.90374589,1
47,737,3.502980232,-2.638674259,1
47,769,5.020409584,-2.069263458,1
47,801,5.572113037,-1.789596319,1
47,833,6.205324173,-1.474651217,1
47,865,6.651213646,-0.1196430922,1
47,897,7.609072685,-0.0764746666,1
47,929,8.218812943,-1.763407469,1
47,961,7.63717556,-3.312841892,1
47,993,6.846215248,-2.501666069,1
47,1025,6.60956192,-2.573330879,1
47,1057,7.849205017,-3.176737309,1
47,1089,7.292995453,-3.687150478,1
47,1121,5.227815628,-3.976911545,1
47,1153,5.001871109,-1.3962816,1
47,1185,5.202772617,-2.957698345,1
47,1217,7.107541561,-4.987808228,1
47,1249,9.38888073,-4.338191986,1
47,1281,10.69173908,-2.678858042,1
47,1313,11.19010735,-2.499339342,1
47,1345,10.19230747,-3.564056396,1
47,1377,7.251404762,-4.398414612,1
47,1409,6.237417698,-5.185992241,1
47,1441,5.264226437,-6.013419151,1
47,1473,4.098265171,-3.973274708,1
47,1505,6.573404312,-5.282466888,1
47,1537,7.292654991,-5.895655155,1
47,1569,6.556594849,-6.226595402,1
47,1601,5.960042953,-6.298136711,1
47,1633,5.94293499,-7.451395035,1
47,1665,6.343719959,-7.680802822,1
47,1697,5.895299911,-8.107374191,1
47,1729,5.926758289,-8.036696434,1
47,1761,6.857031822,-7.167597294,1
47,1793,7.023347855,-6.810645103,1
47,1825,6.775445938,-6.816298962,1
47,1857,5.991652489,-7.049303532,1
47,1889,4.634748459,-7.573430061,1
47,1921,4.771108627,-6.764091492,1
47,1953,5.686292648,-7.314843178,1
47,1985,3.882201672,-7.559302807,1
47,2017,3.965733528,-6.462088585,1
79,33,-2.465983391,0.2320225239,1
79,65,-2.613546371,-0.8274204731,1
79,97,-2.169185877,-1.189439178,1
79,129,-2.453911543,-1.302139401,1
79,161,-6.098034859,-0.05000936985,1
79,193,-2.513460636,0.0719281435,1
79,225,-1.159211636,-0.4002788067,1
79,257,-0.5238827467,-1.021098614,1
79,289,0.3308005333,-0.2269148827,1
79,321,1.229234338,-0.2209938765,1
79,353,1.866033196,-2.616256714,1
79,385,2.275276184,-3.433084011,1
79,417,2.930627346,-1.931793571,1
79,449,3.504615068,-0.8789979219,1
79,481,4.256225586,-1.844398499,1
79,513,3.854187965,-3.384928226,1
79,545,3.019038916,-3.545735836,1
79,577,2.858665705,-2.227008581,1
79,609,4.092216492,-2.331721544,1
79,641,5.002080917,-2.76926136,1
79,673,5.643482208,-2.429686785,1
79,705,5.76006794,-2.237745523,1
79,737,5.278860569,-2.101101398,1
79,769,5.642876148,-1.608470917,1
79,801,6.215957165,-1.82145071,1
79,833,6.847623348,-1.896575689,1
79,865,7.035243034,-1.530516148,1
79,897,7.14066267,-0.8618465662,1
79,929,7.080122471,-1.691264153,1
79,961,7.083915234,-2.955548763,1
79,993,7.535278797,-2.916279078,1
79,1025,7.539073467,-2.802287579,1
79,1057,7.986916542,-2.148475409,1
79,1089,7.180072784,-2.408259392,1
79,1121,6.150771618,-2.135495186,1
79,1153,6.553981304,-1.636813998,1
79,1185,6.33330965,-3.06869173,1
79,1217,7.01415062,-4.073964119,1
79,1249,8.365423203,-4.056559563,1
79,1281,9.287073135,-3.430292845,1
79,1313,9.468235016,-2.562853575,1
79,1345,8.879066467,-3.402062178,1
79,1377,8.135511398,-4.089417934,1
79,1409,7.697968006,-5.097098827,1
79,1441,6.725404739,-5.35445118,1
79,1473,6.066952705,-4.973166466,1
79,1505,5.639493942,-4.113189697,1
79,1537,6.05421257,-5.545979977,1
79,1569,6.34197855,-6.791584015,1
79,1601,6.207480907,-7.576123238,1
79,1633,6.514296055,-8.715719223,1
79,1665,6.31228447,-8.426172256,1
79,1697,6.174387455,-7.518336773,1
79,1729,6.346222401,-7.197041512,1
79,1761,6.732006073,-6.611580372,1
79,1793,7.010756493,-6.388969421,1
79,1825,6.402115822,-6.53477335,1
79,1857,5.819886208,-8.002502441,1
79,1889,5.902465343,-7.596723557,1
79,1921,4.465404034,-7.338594437,1
79,1953,4.482351303,-7.832740307,1
79,1985,4.556253433,-7.90048027,1
79,2017,5.763609886,-8.392351151,1
111,33,-0.31693542,2.263982296,1
111,65,-2.082434893,0.3525585532,1
111,97,-3.100403786,-0.9726555347,1
111,129,-2.907532215,-1.844984531,1
111,161,-2.401996374,-1.433942914,1
111,193,-1.524742484,-0.02631694078,1
111,225,0.1623116136,0.02829062939,1
111,257,0.208458066,-0.8850476742,1
111,289,-0.002760767937,-0.6074239612,1
111,321,0.4382709265,-0.6972365379,1
111,353,1.016002536,-1.306860685,1
111,385,1.818814278,-1.468072295,1
111,417,2.217542887,-0.8843246698,1
111,449,3.092189074,-0.4829676151,1
111,481,5.09858799,-1.841326475,1
111,513,2.742776871,-3.778078794,1
111,545,0.9593052864,-4.343038559,1
111,577,2.072583675,-4.237230778,1
111,609,3.909041882,-3.081923008,1
111,641,6.471626282,-2.89027071,1
111,673,6.880749226,-2.375840425,1
111,705,6.535197258,-2.082823038,1
111,737,6.806900501,-1.630478859,1
111,769,6.244498253,-1.505133271,1
111,801,6.156353951,-1.942008018,1
111,833,6.820128441,-2.438859224,1
111,865,7.532954216,-2.271718264,1
111,897,7.061689377,-0.0437476635,1
111,929,5.530973911,-2.264304638,1
111,961,7.02938652,-2.874141455,1
111,993,8.157509804,-3.205744028,1
111,1025,7.607395172,-3.339978456,1
111,1057,7.064333916,-2.039206028,1
111,1089,6.992070198,-0.7338992357,1
111,1121,6.770812988,-0.1612930298,1
111,1153,6.192860603,-0.217058897,1
111,1185,5.521286964,-3.994760036,1
111,1217,6.812986851,-4.606525898,1
111,1249,7.487481594,-4.467658997,1
111,1281,8.366722107,-4.223644733,1
111,1313,25.62430191,3.987606049,1
111,1345,7.70304203,-4.200078964,1
111,1377,7.553907871,-4.150840759,1
111,1409,7.592113018,-4.633334637,1
111,1441,7.409650803,-4.746519089,1
111,1473,6.348644257,-4.649176121,1
111,1505,5.331580639,-4.151377201,1
111,1537,5.525093555,-5.525580406,1
111,1569,6.502336979,-7.259507656,1
111,1601,7.081611633,-8.07294178,1
111,1633,7.128360748,-9.30320549,1
111,1665,6.695454597,-8.457933426,1
111,1697,6.647439957,-7.177248478,1
111,1729,6.584501743,-6.978316784,1
111,1761,6.328045368,-6.802641392,1
111,1793,6.860790253,-5.945077419,1
111,1825,6.333834171,-6.47899437,1
111,1857,5.489489079,-6.816785336,1
111,1889,5.380292892,-6.736371994,1
111,1921,4.538899422,-7.476982117,1
111,1953,3.546388149,-8.051305771,1
111,1985,4.857753277,-7.324259758,1
111,2017,7.06678009,-8.332481384,1
143,33,0.4347932339,1.688856363,1
143,65,-2.007338524,-1.213400364,1
143,97,-3.9221313,-2.086024523,1
143,129,-5.284001827,-2.780235767,1
143,161,-3.740294456,-1.420729041,1
143,193,-1.80187571,0.3238508999,1
143,225,0.03920716047,0.4565873742,1
143,257,1.583524823,-0.423052907,1
143,289,0.7873175144,-0.9467105269,1
143,321,0.4986491799,-0.9707915783,1
143,353,0.5622181892,-0.783280611,1
143,385,1.190932274,-0.4830688238,1
143,417,1.841963768,-0.1752695441,1
143,449,2.443414927,-0.2835950851,1
143,481,4.142303467,-1.675556302,1
143,513,3.603721142,-3.205589294,1
143,545,2.894469023,-4.082572937,1
143,577,2.589515686,-4.000191212,1
143,609,4.29966116,-3.52567935,1
143,641,7.199850559,-3.162282944,1
143,673,6.831798077,-2.560262442,1
143,705,6.708596706,-2.337801933,1
143,737,6.295030594,-1.762755156,1
143,769,6.631549358,-1.485724926,1
143,801,6.966516495,-1.816296339,1
143,833,7.18342495,-2.467828512,1
143,865,7.616829395,-2.604800701,1
143,897,7.71987009,-1.496350527,1
143,929,7.403435707,-2.514568329,1
143,961,7.567308903,-2.78655982,1
143,993,7.738657475,-3.555975437,1
143,1025,7.568220615,-5.568701744,1
143,1057,7.321077347,-2.689542055,1
143,1089,6.884602547,-1.246205807,1
143,1121,6.845454216,-0.1055979729,1
143,1153,6.359173775,-0.1656301022,1
143,1185,5.142561913,-1.26440239,1
143,1217,5.828924179,-3.589877605,1
143,1249,6.270521164,-4.407239437,1
143,1281,7.021066666,-4.640870571,1
143,1313,7.540073395,-4.885127068,1
143,1345,6.81535244,-4.777747631,1
143,1377,6.99725008,-4.514242649,1
143,1409,7.492871761,-4.570456982,1
143,1441,7.160832882,-4.421761513,1
143,1473,6.693833828,-4.544325829,1
143,1505,5.700408936,-4.150080681,1
143,1537,4.589937687,-5.149516106,1
143,1569,5.302957058,-7.607576847,1
143,1601,7.246109486,-7.986048222,1
143,1633,7.182172775,-8.657636642,1
143,1665,7.077364922,-8.163079262,1
143,1697,7.142215252,-6.721936226,1
143,1729,6.551877022,-6.499186039,1
143,1761,6.448646069,-7.303733349,1
143,1793,6.828354359,-6.147597313,1
143,1825,6.565713406,-6.184495926,1
143,1857,4.592398167,-7.684211731,1
143,1889,3.922538757,-7.976094246,1
143,1921,3.497536659,-9.554439545,1
143,1953,3.681009293,-8.969046593,1
143,1985,4.356182575,-8.893492699,1
143,2017,5.64021349,-9.320425987,1
175,33,0.5177842379,-0.3566939235,1
175,65,-1.926625967,-2.697854519,1
175,97,-3.687045574,-2.489078045,1
175,129,-4.509245872,-1.58584404,1
175,161,-3.606291771,-0.4712626338,1
175,193,-1.973124027,0.5950562954,1
175,225,-0.7357928753,0.7427957058,1
175,257,0.9520381093,-2.087973595,1
175,289,1.39548111,-1.259703875,1
175,321,1.113270521,-0.8379874229,1
175,353,1.085093021,-1.172708631,1
175,385,0.7088699341,-0.9204076529,1
175,417,1.888357639,0.2595874667,1
175,449,2.639222145,0.1468081474,1
175,481,3.667532206,-1.4311409,1
175,513,4.671392441,-2.434564829,1
175,545,5.393280029,-2.572794914,1
175,577,4.516520977,-2.268257141,1
175,609,4.589354038,-3.442804098,1
175,641,6.391952038,-2.888878107,1
175,673,6.670834541,-2.672438145,1
175,705,6.863152504,-2.806050777,1
175,737,6.841646671,-2.512123585,1
175,769,7.311373711,-1.312582493,1
175,801,7.812403679,-1.076247931,1
175,833,8.263269424,-2.521497965,1
175,865,9.058324814,-4.808536053,1
175,897,7.958100319,-1.539338827,1
175,929,7.972298145,-2.565411329,1
175,961,8.378320694,-2.888077021,1
175,993,8.294463158,-3.976954222,1
175,1025,7.998830795,-5.16422081,1
175,1057,8.261060715,-4.074007988,1
175,1089,7.418692112,-2.833273172,1
175,1121,6.654881001,-2.367230892,1
175,1153,6.648766041,-1.092520952,1
175,1185,6.196121693,-1.437300682,1
175,1217,6.011643887,-2.865294456,1
175,1249,6.202987194,-3.537575722,1
175,1281,5.897485256,-3.956182957,1
175,1313,6.785289764,-4.58798933,1
175,1345,6.950725079,-4.781949043,1
175,1377,6.926567554,-4.696389198,1
175,1409,6.874640465,-4.9670825,1
175,1441,5.855887413,-4.790136337,1
175,1473,6.477499962,-4.465607643,1
175,1505,5.742713928,-4.088043213,1
175,1537,5.138924599,-4.024219513,1
175,1569,5.3148489,-5.941407204,1
175,1601,7.045256138,-7.41166687,1
175,1633,7.708320141,-7.872599602,1
175,1665,7.783807755,-7.990968704,1
175,1697,7.856773376,-7.810070992,1
175,1729,7.332260609,-7.744086266,1
175,1761,7.036818027,-8.259397507,1
175,1793,6.473210335,-8.251968384,1
175,1825,5.166962147,-7.416478157,1
175,1857,5.931304932,-7.472608089,1
175,1889,4.417608261,-8.507451057,1
175,1921,1.62113905,-11.69709301,1
175,1953,2.155196667,-12.68234253,1
175,1985,5.64180851,-10.03555393,1
175,2017,6.892735958,-8.824388504,1
207,33,-0.5930771828,-1.046612144,1
207,65,-2.243270874,-2.975549221,1
207,97,-2.808686256,-2.118044376,1
207,129,-2.040055275,-1.113970757,1
207,161,-2.179649353,-0.8221687078,1
207,193,-2.561895847,-0.7206290364,1
207,225,-2.15402174,-0.7381194234,1
207,257,-0.5818366408,-2.551589012,1
207,289,2.288465261,-0.5988125801,1
207,321,1.901689053,-0.463099122,1
207,353,1.752739549,-1.376811385,1
207,385,1.518903613,-1.103234291,1
207,417,2.29899168,-0.2633559108,1
207,449,3.078373194,-0.6599397063,1
207,481,3.862892389,-1.548750401,1
207,513,4.58175087,-2.146980286,1
207,545,4.994625568,-2.694403172,1
207,577,5.034854889,-3.523511887,1
207,609,5.11072731,-3.388596296,1
207,641,5.779483795,-2.759520531,1
207,673,6.561457157,-2.955506325,1
207,705,7.293735504,-3.136084557,1
207,737,7.460455418,-2.940327406,1
207,769,7.498023033,-2.028415203,1
207,801,8.01440239,-1.610729933,1
207,833,8.705591202,-2.453609228,1
207,865,7.193405151,-2.545082092,1
207,897,7.138289452,-1.418268681,1
207,929,8.042088509,-2.80343008,1
207,961,9.198700905,-3.062561512,1
207,993,8.804063797,-3.253181934,1
207,1025,7.449176788,-3.524511576,1
207,1057,8.395988464,-3.22148037,1
207,1089,7.872912884,-3.160019636,1
207,1121,6.513180256,-3.52049613,1
207,1153,6.367399693,-1.251553774,1
207,1185,5.86625576,-2.045265198,1
207,1217,6.427283287,-4.064563751,1
207,1249,6.6938591,-4.212761402,1
207,1281,5.541913033,-4.879476547,1
207,1313,6.539896965,-5.213937759,1
207,1345,7.246192455,-5.089555264,1
207,1377,7.396950722,-5.220053673,1
207,1409,6.973198414,-5.527451038,1
207,1441,6.003283501,-5.218216419,1
207,1473,5.78894186,-4.885368824,1
207,1505,5.92813921,-4.530048847,1
207,1537,6.196986675,-4.430761337,1
207,1569,6.488849163,-5.793462753,1
207,1601,7.294132233,-7.048757076,1
207,1633,7.986369133,-7.078015327,1
207,1665,8.495471954,-7.290346622,1
207,1697,8.526259422,-8.314629555,1
207,1729,8.001112938,-8.871767044,1
207,1761,7.223771572,-9.669660568,1
207,1793,6.341102123,-11.69460201,1
207,1825,5.428760529,-9.797717094,1
207,1857,6.740822792,-8.094842911,1
207,1889,7.930896759,-7.249405861,1
207,1921,9.74079895,-8.46073246,1
207,1953,7.051814556,-8.208870888,1
207,1985,6.982771397,-8.877973557,1
207,2017,6.901615143,-8.432984352,1
239,33,-0.9327694178,-0.7010657787,1
239,65,-1.242707372,-2.720902443,1
239,97,-1.295176029,-2.081594467,1
239,129,-1.525797129,-1.626500964,1
239,161,-1.751570225,-1.419207931,1
239,193,-1.836904287,-1.218716145,1
239,225,-0.9442816973,-1.212329388,1
239,257,0.09466302395,-0.3846787214,1
239,289,1.35852766,0.04966199398,1
239,321,2.774843693,0.08790442348,1
239,353,2.720239162,-0.4650291204,1
239,385,1.320940495,-0.7055367231,1
239,417,2.196290731,-0.730068028,1
239,449,3.295422792,-0.9022302628,1
239,481,3.850994349,-1.061138153,1
239,513,4.648884296,-1.313950181,1
239,545,4.393831253,-2.360889435,1
239,577,4.514911652,-2.541738749,1
239,609,6.098592758,-2.839795113,1
239,641,7.128163815,-2.664727211,1
239,673,7.879461288,-2.563364506,1
239,705,19.37994957,-0.5142607689,1
239,737,7.60985136,-2.635388613,1
239,769,7.767978668,-2.372295856,1
239,801,8.195762634,-2.520269632,1
239,833,8.582858086,-2.472809315,1
239,865,8.082856178,-2.091838837,1
239,897,7.378733635,-1.811880589,1
239,929,8.141708374,-2.52446723,1
239,961,9.093725204,-3.245476007,1
239,993,9.316408157,-2.833365679,1
239,1025,8.295747757,-2.862391472,1
239,1057,9.168113708,-3.596465588,1
239,1089,8.446835518,-3.821595669,1
239,1121,7.032515526,-4.120309353,1
239,1153,5.526655197,-3.880505562,1
239,1185,5.82801342,-4.763603687,1
239,1217,6.55546093,-5.095339298,1
239,1249,6.310762882,-5.079728603,1
239,1281,6.126366615,-5.633716106,1
239,1313,6.510720253,-5.931065083,1
