PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 17, filenames: A:[17]MAX_TimeSrs025_TgUtrmcherry.avi & B:[18]MAX_TimeSrs025_TgUtrmcherry.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-3.261820793,5.965957642,1
47,65,1.055707812,0.3398526311,1
47,97,2.460730553,-1.709332705,1
47,129,1.019980669,-3.10001874,1
47,161,-0.3096889257,-0.4514501095,1
47,193,-6.578473091,-16.95646286,1
47,225,-0.00822019577,-0.1268232465,1
47,257,0.8935902119,0.02852916718,1
47,289,0.5792111754,-0.4391979575,1
47,321,1.581126332,0.02620798349,1
47,353,6.998708725,0.1875138283,1
47,385,7.483558178,0.3989884853,1
47,417,7.465395927,-0.1016882658,1
47,449,6.146819115,-1.80617404,1
47,481,8.995250702,-0.02622389793,1
47,513,9.418016434,3.315675974,1
47,545,-0.5338907242,-0.5931057334,1
47,577,6.730236053,-1.499667406,1
47,609,0.02818965912,-1.53061831,1
47,641,8.177289963,0.9552429914,1
47,673,8.589267731,1.355692744,1
47,705,9.069583893,1.378108978,1
47,737,9.328589439,1.339087605,1
47,769,-0.0586233139,-10.76689053,1
47,801,-7.147866249,-11.23164845,1
47,833,4.368039131,-0.396392405,1
47,865,3.915161133,-0.5719335079,1
47,897,6.023415565,-0.1665238738,1
47,929,7.783840179,-0.8335305452,1
47,961,8.997217178,-1.334499478,1
47,993,7.244542122,-1.131510019,1
47,1025,6.342707634,-2.460377455,1
47,1057,5.539866924,-3.042237043,1
47,1089,4.99702549,-3.049868345,1
47,1121,5.203027725,-2.609296322,1
47,1153,4.769387245,-1.200154305,1
47,1185,4.184520721,-1.135759115,1
47,1217,3.635264397,-3.069798946,1
47,1249,3.491645336,-2.408123016,1
47,1281,3.04441309,-3.11049509,1
47,1313,5.06507206,-3.945461988,1
47,1345,6.517476559,-4.396926403,1
47,1377,6.364068031,-4.939120293,1
47,1409,20.76654625,-14.21890354,1
47,1441,3.516011238,-6.278137207,1
47,1473,3.901275158,-7.683918953,1
47,1505,3.756762505,-8.215441704,1
47,1537,5.036716938,-7.591365814,1
47,1569,6.282463074,-7.318371773,1
47,1601,5.515860558,-5.527386189,1
47,1633,4.62087822,-7.751544952,1
47,1665,2.833321571,-7.835737228,1
47,1697,3.634067297,-6.25874424,1
47,1729,3.297270775,-4.757431984,1
47,1761,2.750148296,-4.248024464,1
47,1793,1.590659857,-2.822597742,1
47,1825,0.3247339725,-0.2822480202,1
47,1857,0.5671745539,0.9878681898,1
47,1889,0.1339793205,0.7793057561,1
47,1921,-0.482915163,-0.6426575184,1
47,1953,-0.889952898,-1.225907803,1
47,1985,0.0140787065,-1.869252443,1
47,2017,2.744026423,0.1877980232,1
79,33,-0.8422091007,3.316150665,1
79,65,1.619417667,0.2285590768,1
79,97,2.114186525,-0.9546530247,1
79,129,1.524440527,-1.322995901,1
79,161,0.8428098559,-0.6597071886,1
79,193,1.145825028,-0.1452550292,1
79,225,1.099514961,0.0138887912,1
79,257,0.5142254829,-0.2035230994,1
79,289,0.1298906803,-0.1103248,1
79,321,0.3847343922,0.3111265898,1
79,353,3.332398176,0.8756074309,1
79,385,5.505836487,1.203251839,1
79,417,5.761541843,0.9774554372,1
79,449,5.925987244,0.9716981649,1
79,481,6.792757511,1.511916876,1
79,513,6.36746788,1.798603177,1
79,545,5.796773434,0.4311125875,1
79,577,22.35403824,0.3265781701,1
79,609,24.01776505,7.515924454,1
79,641,12.15798283,19.69408607,1
79,673,8.581695557,0.706798017,1
79,705,9.088997841,0.0614259541,1
79,737,9.103885651,-0.07050311565,1
79,769,7.620716095,-0.2315713167,1
79,801,0.161485672,-0.3767140508,1
79,833,1.111411095,-0.232462734,1
79,865,2.02358532,-0.3870740533,1
79,897,4.343940735,1.252039433,1
79,929,10.70036316,-2.651916027,1
79,961,10.15290642,-3.481943846,1
79,993,7.855148315,-2.703923941,1
79,1025,6.722141743,-2.69446063,1
79,1057,6.214785576,-3.099556446,1
79,1089,5.613801003,-3.07789588,1
79,1121,5.996557713,-5.345695496,1
79,1153,5.283439636,-3.464757204,1
79,1185,5.059204578,-3.709440708,1
79,1217,5.57859993,-5.289689064,1
79,1249,5.425064087,-3.370013952,1
79,1281,5.051038742,-3.076267719,1
79,1313,6.18770647,-2.637071371,1
79,1345,6.768919945,-3.71778512,1
79,1377,5.493368626,-4.853253841,1
79,1409,6.19378376,-6.066833973,1
79,1441,5.802424431,-6.560936928,1
79,1473,2.7350173,-6.140920162,1
79,1505,1.976986408,-6.53126955,1
79,1537,2.45411253,-6.580078125,1
79,1569,3.010684967,-6.48622179,1
79,1601,4.004130363,-6.284487247,1
79,1633,3.573047638,-6.526982307,1
79,1665,1.973234177,-6.219922066,1
79,1697,2.253756285,-6.011507511,1
79,1729,2.626473665,-4.984368324,1
79,1761,2.117774963,-4.657665253,1
79,1793,1.159985781,-3.486880302,1
79,1825,0.1700680852,-0.7619898319,1
79,1857,0.0904995501,-1.996681213,1
79,1889,-0.3543333113,-1.743579865,1
79,1921,-1.202644706,-1.820437908,1
79,1953,-1.546867847,-2.272237778,1
79,1985,-0.09545609355,-1.322832346,1
79,2017,1.821174145,-0.8681352139,1
111,33,0.2452588081,1.518965244,1
111,65,2.294258118,0.1542178988,1
111,97,2.415224314,-0.1549607813,1
111,129,1.540672541,-0.2975716591,1
111,161,1.440234303,-0.1327393651,1
111,193,2.07084775,0.09144294262,1
111,225,1.718607187,0.2255163491,1
111,257,0.5882652998,0.5271202326,1
111,289,0.3756073713,0.6867388487,1
111,321,0.8888055086,0.7572965622,1
111,353,0.7959756851,0.6705872416,1
111,385,1.892058134,1.014335394,1
111,417,4.875219345,1.865480065,1
111,449,5.835019112,2.278886318,1
111,481,6.785756588,1.691419125,1
111,513,6.155011177,1.829615593,1
111,545,5.31216383,1.317342997,1
111,577,0.3144054413,-0.2873671055,1
111,609,25.45018005,-7.85064888,1
111,641,7.377200127,0.6563821435,1
111,673,8.811236382,0.4221298993,1
111,705,9.028595924,-0.2994306684,1
111,737,9.144147873,-0.6064351797,1
111,769,8.931352615,-0.7658486962,1
111,801,6.453826904,-0.2670084238,1
111,833,5.816212654,-0.9412257671,1
111,865,5.115629196,-2.406521559,1
111,897,8.007805824,-4.897875309,1
111,929,8.000197411,0.348356545,1
111,961,8.515628815,-1.460716128,1
111,993,7.493016243,-1.774462223,1
111,1025,7.443034172,-2.75379777,1
111,1057,7.070777416,-2.623816967,1
111,1089,6.8209095,-1.278292894,1
111,1121,7.316687584,-3.994840145,1
111,1153,6.707819462,-3.422965527,1
111,1185,7.178324699,-3.895631552,1
111,1217,7.695961475,-4.002631187,1
111,1249,6.892849922,-4.430069923,1
111,1281,6.810925007,-3.404800892,1
111,1313,7.116817951,-3.158087254,1
111,1345,6.808931351,-3.820198536,1
111,1377,6.461411953,-4.378818989,1
111,1409,6.245629787,-4.690759182,1
111,1441,6.673608303,-6.062744617,1
111,1473,4.680100918,-6.424561501,1
111,1505,3.162242889,-6.025583267,1
111,1537,3.584498405,-4.953204632,1
111,1569,3.366831779,-5.461419106,1
111,1601,3.550680637,-5.481154919,1
111,1633,-3.195762157,-19.25023651,1
111,1665,0.07667088509,-4.863315105,1
111,1697,1.964441538,-5.16386795,1
111,1729,2.432878971,-4.888795853,1
111,1761,1.864702582,-3.683496237,1
111,1793,0.9632999897,-3.472058535,1
111,1825,0.4485840201,-2.620021105,1
111,1857,-0.4933614731,-2.563962698,1
111,1889,-0.395568639,-3.011247158,1
111,1921,-0.9227488041,-1.988772154,1
111,1953,-0.7759164572,-2.195976973,1
111,1985,0.2015878558,-1.741695046,1
111,2017,0.7244865298,-0.2595453262,1
143,33,0.8830926418,0.44749856,1
143,65,3.008533001,0.6592559814,1
143,97,1.780445814,0.6852197647,1
143,129,1.375125885,0.3307957053,1
143,161,3.723069906,0.131896615,1
143,193,4.083719254,0.7675782442,1
143,225,1.364747167,0.1689552367,1
143,257,0.3837374449,0.410636574,1
143,289,0.2430193424,0.7426974773,1
143,321,0.8315421343,0.4702925086,1
143,353,0.5603113174,0.4297477603,1
143,385,0.8217778206,0.5791900158,1
143,417,5.185039997,1.898337364,1
143,449,5.761273861,2.801321983,1
143,481,5.976922035,2.061284781,1
143,513,5.275735855,1.998780608,1
143,545,5.619540215,0.9179475904,1
143,577,8.17725563,4.322723389,1
143,609,8.976180077,3.813094616,1
143,641,7.350571632,-0.4122959971,1
143,673,9.312399864,-0.8709223866,1
143,705,8.846090317,-0.29327932,1
143,737,9.236203194,-0.7183881998,1
143,769,9.753778458,-2.713160515,1
143,801,9.072180748,-3.763954163,1
143,833,7.646113396,-0.796708703,1
143,865,5.854552269,-1.64960444,1
143,897,5.905078888,-3.940520763,1
143,929,5.436327457,-2.51292944,1
143,961,7.660130024,0.6225696802,1
143,993,6.925752163,-0.8383001089,1
143,1025,6.882350922,-1.053535223,1
143,1057,7.201207638,-2.067576408,1
143,1089,4.625520706,-1.523612499,1
143,1121,4.658325672,-2.279847383,1
143,1153,6.40065527,-2.479602098,1
143,1185,7.341976643,-2.886530161,1
143,1217,7.757731438,-3.62546277,1
143,1249,-1.916190147,-8.200090408,1
143,1281,-3.819194317,-8.305059433,1
143,1313,6.377064705,-2.773900747,1
143,1345,6.626420975,-3.618690014,1
143,1377,6.366155624,-3.883613586,1
143,1409,6.982532978,-3.770045757,1
143,1441,6.234728813,-5.274039268,1
143,1473,4.583767414,-5.677751541,1
143,1505,3.707340717,-4.391503334,1
143,1537,3.253485203,-4.392163277,1
143,1569,3.023155451,-5.129747868,1
143,1601,2.813051224,-5.347833633,1
143,1633,3.041425705,-3.852775574,1
143,1665,0.7409479618,-0.253636837,1
143,1697,1.793358326,-4.486275196,1
143,1729,1.71196115,-4.494118214,1
143,1761,1.45454669,-3.2380867,1
143,1793,0.9912080765,-2.597450495,1
143,1825,0.555924058,-2.479959965,1
143,1857,0.3694694042,-3.458814859,1
143,1889,1.043613434,-4.878145218,1
143,1921,0.007373929024,-2.530465364,1
143,1953,-0.1649758816,-1.246037602,1
143,1985,0.3161386847,-1.164747953,1
143,2017,0.4434742928,-0.04083186388,1
175,33,0.6050491333,-0.02517211437,1
175,65,2.643576145,0.6272829771,1
175,97,2.536524773,0.8662691712,1
175,129,2.517295599,0.8415902257,1
175,161,2.755349636,0.870393157,1
175,193,5.563744068,2.597419262,1
175,225,4.63201046,0.8685160279,1
175,257,1.751013994,0.4402370453,1
175,289,1.293124914,0.3775296807,1
175,321,0.7774558067,0.08680182695,1
175,353,0.6991796494,0.07757163048,1
175,385,1.037789345,0.3446978331,1
175,417,7.454013348,0.5776053667,1
175,449,5.884438038,3.290430784,1
175,481,5.965679169,2.888926744,1
175,513,5.323358536,1.244569421,1
175,545,6.252579212,-3.176100254,1
175,577,7.28750515,-4.459915161,1
175,609,9.309434891,0.1415927708,1
175,641,9.594080925,-0.3779900968,1
175,673,8.025442123,-0.1154841781,1
175,705,8.793944359,-0.1749767363,1
175,737,9.158445358,-0.247094214,1
175,769,9.656867027,-0.9156532288,1
175,801,-0.2210502625,-2.800008297,1
175,833,9.970487595,-0.7120304704,1
175,865,9.534481049,0.4001533985,1
175,897,7.637440681,-1.005232096,1
175,929,6.572324753,-0.7745024562,1
175,961,8.449570656,-0.05797290802,1
175,993,8.045972824,-0.8333501816,1
175,1025,8.06171608,-1.324787259,1
175,1057,7.580114841,-1.758526444,1
175,1089,6.430296421,-1.751296043,1
175,1121,6.965531349,-1.694140196,1
175,1153,7.112038612,-2.290981293,1
175,1185,6.690674782,-1.734606981,1
175,1217,8.756194115,-1.621397257,1
175,1249,8.214383125,-5.358297348,1
175,1281,7.154094219,-4.546980858,1
175,1313,7.01684618,-2.988869667,1
175,1345,6.638539314,-3.322281837,1
175,1377,6.113765717,-3.518267393,1
175,1409,5.945701599,-3.629788637,1
175,1441,5.853830338,-5.269767761,1
175,1473,4.108636379,-4.787806511,1
175,1505,2.546607971,-4.246438026,1
175,1537,1.687790394,-3.835091591,1
175,1569,0.958445549,-4.390320778,1
175,1601,2.539811134,-4.724465847,1
175,1633,5.398310661,-3.374598026,1
175,1665,2.761479139,-3.652579308,1
175,1697,2.438049316,-3.706974506,1
175,1729,1.966549635,-3.60099411,1
175,1761,1.630041122,-3.279888391,1
175,1793,1.249421716,-2.551751375,1
175,1825,0.9009254575,-2.221027374,1
175,1857,4.299501419,-6.00649786,1
175,1889,12.93618488,5.061504841,1
175,1921,0.2114008069,-1.481418014,1
175,1953,3.739046335,-13.95050621,1
175,1985,0.1395359933,-0.7306832075,1
175,2017,0.3611263633,0.08889329433,1
207,33,2.879673243,0.0174729228,1
207,65,3.576436758,0.7303375602,1
207,97,3.135061979,0.6690714359,1
207,129,2.417170286,0.5125104785,1
207,161,2.379361153,0.6787488461,1
207,193,1.976209402,1.032272458,1
207,225,2.137893677,1.350870609,1
207,257,2.749359608,1.372156143,1
207,289,3.524116993,0.6755685806,1
207,321,3.617383003,0.2924427986,1
207,353,1.254611492,-0.3425123096,1
207,385,1.694321156,-0.09947991371,1
207,417,4.188268661,0.4053583145,1
207,449,5.845032692,1.884171367,1
207,481,6.280442238,1.918072224,1
207,513,6.676008701,0.7785778642,1
207,545,6.946546555,-3.874181986,1
207,577,7.196149826,-5.076452255,1
207,609,8.731494904,-0.6579965353,1
207,641,8.720411301,0.006936192513,1
207,673,8.24028492,0.08761948347,1
207,705,9.226890564,0.02464972436,1
207,737,9.385241508,1.194505572,1
207,769,10.00225925,1.361117721,1
207,801,11.53330326,-0.04291564226,1
207,833,12.44565105,-0.05660092831,1
207,865,11.3709259,-0.08220624924,1
207,897,9.641634941,-0.995508194,1
207,929,9.082596779,-0.7628840208,1
207,961,8.978581429,-7.063540459,1
207,993,9.140363693,-1.554928064,1
207,1025,9.585900307,-1.410777807,1
207,1057,8.574206352,-1.591516018,1
207,1089,7.511265755,-1.846886158,1
207,1121,7.9874053,-2.399243832,1
207,1153,8.2194767,-2.683369637,1
207,1185,7.211615562,-1.656883001,1
207,1217,9.169696808,-3.23114109,1
207,1249,9.160837173,-3.407982826,1
207,1281,7.871955395,-3.188237667,1
207,1313,7.461050987,-2.874484062,1
207,1345,7.01910162,-2.659859419,1
207,1377,6.457820892,-3.260792494,1
207,1409,4.28751421,-4.821779251,1
207,1441,6.480855465,-6.652625084,1
207,1473,4.201926708,-5.055182457,1
207,1505,2.506387472,-4.844436646,1
207,1537,0.8204069138,-1.007788181,1
207,1569,1.144267797,-3.939189911,1
207,1601,2.991034985,-4.554111958,1
207,1633,12.45206547,5.93096447,1
207,1665,2.144905567,-3.85807085,1
207,1697,2.968104601,-3.340750933,1
207,1729,1.668849468,-3.525280476,1
207,1761,1.606125236,-3.76268816,1
207,1793,1.443050861,-2.986871243,1
207,1825,1.05078125,-1.606688738,1
207,1857,0.5609167218,-0.05938637257,1
207,1889,0.7425691485,-4.478530884,1
207,1921,0.485219717,-0.7678347826,1
207,1953,3.045809507,-5.170882225,1
207,1985,0.7006087303,-0.5187866092,1
207,2017,1.025074363,-0.03051647544,1
239,33,3.482985258,0.07277829945,1
239,65,3.751392841,0.6907700896,1
239,97,2.85370779,0.4675980806,1
239,129,2.109248638,-0.1398631334,1
239,161,1.994625688,0.3217551112,1
239,193,1.637465239,0.6078540087,1
239,225,1.721538067,1.354708076,1
239,257,3.465213776,2.802192688,1
239,289,4.45979023,1.487864971,1
239,321,4.357491016,0.06744480133,1
239,353,4.401342869,0.8073548675,1
239,385,4.687134743,0.9106436372,1
239,417,5.081150532,0.2721732855,1
239,449,5.860180855,1.562088251,1
239,481,6.016366959,1.719785571,1
239,513,6.002607346,0.9402986765,1
239,545,6.885184765,-5.604498386,1
239,577,7.104174137,1.649125457,1
239,609,8.053954124,0.4273852706,1
239,641,8.50185585,-0.2612842619,1
239,673,10.82383728,-1.938298345,1
239,705,10.55500889,-0.8516069651,1
239,737,9.714115143,0.4885998368,1
239,769,9.988038063,1.09780407,1
239,801,10.24777222,0.03002631664,1
239,833,10.2370615,0.1808092594,1
239,865,10.51006222,-0.1455407143,1
239,897,10.1236248,-2.197232246,1
239,929,9.117939949,-2.06556654,1
239,961,9.469205856,-6.634620667,1
239,993,9.197993279,-0.963509798,1
239,1025,8.989750862,-0.9002487659,1
239,1057,8.186452866,-1.572195053,1
239,1089,7.712161064,-1.917502403,1
239,1121,8.046125412,-2.401454926,1
239,1153,8.148674965,-1.997718096,1
239,1185,7.598921776,-1.226238012,1
239,1217,8.060255051,-2.721944094,1
239,1249,8.003430367,-3.556393862,1
239,1281,7.412878036,-3.322798252,1
239,1313,8.329826355,-2.747665405,1
239,1345,7.863632679,-2.427238226,1
239,1377,6.852499008,-2.20932579,1
239,1409,2.643522263,-4.178123474,1
239,1441,5.51101923,-4.475004673,1
239,1473,4.704060078,-5.027768612,1
239,1505,5.065358639,-6.671758652,1
239,1537,4.937952995,-6.94627142,1
239,1569,4.208806038,-6.232099533,1
239,1601,4.20040226,-6.505112648,1
239,1633,0.4093101025,-0.8704895973,1
239,1665,3.547324896,-3.752870798,1
239,1697,3.237227917,-2.631270409,1
239,1729,2.234707355,-3.206883192,1
239,1761,1.474062443,-3.598775387,1
239,1793,1.117191792,-3.502675772,1
239,1825,1.324741483,-3.706174374,1
239,1857,0.6704165936,-0.3244438171,1
239,1889,0.7596979141,-1.404910803,1
239,1921,0.4973475933,-0.8027335405,1
239,1953,1.088103771,-0.8236139417,1
239,1985,2.93012476,-4.7441535,1
239,2017,1.432402611,-1.148087025,1
271,33,2.348840714,0.4204776883,1
271,65,2.717211008,0.6835970283,1
271,97,0.8041930199,0.6415961981,1
271,129,0.4137136936,0.4069818258,1
271,161,1.143160582,-0.3727114797,1
271,193,1.576062441,-0.5021601915,1
271,225,2.012658596,1.958224773,1
271,257,3.71995759,3.581592083,1
