PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 20, filenames: A:[20]MAX_TimeSrs025_TgUtrmcherry.avi & B:[21]MAX_TimeSrs025_TgUtrmcherry.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.1633800268,0.7786463499,1
47,65,-0.3769954443,0.2897619307,1
47,97,-0.1261668205,0.2725085616,1
47,129,0.1977354884,-0.5502979755,1
47,161,0.04418480396,-0.4093602896,1
47,193,0.3566944003,-0.4808196127,1
47,225,0.143249929,0.1529649496,1
47,257,0.4000235796,1.129244328,1
47,289,0.4948612452,-0.7699588537,1
47,321,-0.4202014208,-1.913471699,1
47,353,2.085222721,-0.4539775848,1
47,385,4.032368183,-0.4487695694,1
47,417,6.216376305,0.6710711718,1
47,449,8.279767036,0.5312857628,1
47,481,16.8496151,0.4592829943,1
47,513,8.465299606,-3.880648613,1
47,545,9.295124054,-2.161506891,1
47,577,10.75362301,2.148952723,1
47,609,10.68047333,1.877985716,1
47,641,10.16127968,2.174514771,1
47,673,10.1706934,1.266775608,1
47,705,9.9898386,0.8488366604,1
47,737,9.228154182,-0.001858532429,1
47,769,0.3910531998,0.006769061089,1
47,801,0.0645866394,0.9814229608,1
47,833,12.37662983,0.1218366623,1
47,865,11.79498768,-1.584307671,1
47,897,8.276338577,-1.200952172,1
47,929,10.55949879,-0.6812140942,1
47,961,11.71504879,-1.345021248,1
47,993,12.18129826,-5.449043274,1
47,1025,7.693840981,-4.3014884,1
47,1057,6.368388653,-5.356085777,1
47,1089,6.280967236,-5.804854393,1
47,1121,6.58041048,-4.086327076,1
47,1153,7.267792702,-3.195593119,1
47,1185,7.067330837,-1.826395631,1
47,1217,7.825218201,-2.061670542,1
47,1249,8.576479912,-3.933010101,1
47,1281,8.774339676,-5.447338104,1
47,1313,8.665639877,-5.58642149,1
47,1345,8.37899971,-4.589219093,1
47,1377,8.349124908,-4.679637909,1
47,1409,10.93148613,-4.560985088,1
47,1441,11.68054581,-5.691020966,1
47,1473,11.35905647,-6.961706638,1
47,1505,11.20013905,-7.226631641,1
47,1537,10.79103279,-7.991970539,1
47,1569,10.79139328,-6.243932724,1
47,1601,10.14387131,-4.497336864,1
47,1633,11.24325848,-6.885348797,1
47,1665,8.642416,-6.639252186,1
47,1697,7.61405468,-7.142551422,1
47,1729,5.345225334,-7.048857212,1
47,1761,3.359555006,-4.817331791,1
47,1793,0.3256659508,-0.3554084301,1
47,1825,0.1725529432,0.1201424599,1
47,1857,-0.2533872128,-0.500054121,1
47,1889,0.0828999877,-1.390934944,1
47,1921,0.4828720689,-0.5830619335,1
47,1953,0.9988049269,-0.3694472313,1
47,1985,2.078046322,-1.385935545,1
47,2017,1.951153755,-2.965064049,1
79,33,0.08803164959,0.2590295374,1
79,65,0.2594499588,0.4101087749,1
79,97,0.3381758928,0.4993174374,1
79,129,0.417776525,0.2627944648,1
79,161,0.1858728826,0.3993867934,1
79,193,0.1580021381,0.1220864356,1
79,225,0.555770874,0.1767993271,1
79,257,0.7769275308,0.2418554276,1
