PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 34, filenames: A:[34]MAX_TimeSrs025_TgUtrmcherry.avi & B:[35]MAX_TimeSrs025_TgUtrmcherry.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.766684532,-0.2402706146,1
47,65,-0.5576891899,-1.005624175,1
47,97,0.3905504346,0.6524167061,1
47,129,0.3165852427,0.5121276379,1
47,161,0.1837396622,0.286824286,1
47,193,0.1285511851,-0.4208275676,1
47,225,-0.09485723078,-0.5150758028,1
47,257,0.2821689844,0.009265959263,1
47,289,0.472815156,0.4603362083,1
47,321,0.514966011,0.1551183015,1
47,353,0.9987986088,-1.542788029,1
47,385,1.329667926,-3.493279219,1
47,417,1.03785336,-4.653717041,1
47,449,0.4181629419,-3.737395525,1
47,481,-0.2705221176,-0.4701242447,1
47,513,-0.1530179381,1.294257402,1
47,545,-0.6161974072,0.6652551889,1
47,577,0.6725940704,-0.9733595848,1
47,609,4.119342327,-3.49146843,1
47,641,1.481045842,-4.475426674,1
47,673,1.301242828,-3.83438158,1
47,705,0.5536929369,-2.713107109,1
47,737,-0.2046657652,0.2034544349,1
47,769,-0.08524796367,0.2926193476,1
47,801,-0.01346129179,0.12557441,1
47,833,-0.0808365643,-0.3234339058,1
47,865,0.01845258474,-0.2380930185,1
47,897,0.869448483,0.1972885728,1
47,929,1.282533884,-0.08385407925,1
47,961,0.07856917381,-1.968814254,1
47,993,0.221919328,-3.332339764,1
47,1025,0.6005095243,-3.748017788,1
47,1057,0.3286446333,-2.865854025,1
47,1089,-0.224163413,-1.60916245,1
47,1121,-0.855979681,-0.8324959874,1
47,1153,-0.5125164986,-0.6171098948,1
47,1185,0.4716861248,-1.227804899,1
47,1217,1.007226825,-1.048648596,1
47,1249,-0.642462492,-1.297484875,1
47,1281,-2.098795652,-2.66703105,1
47,1313,-1.840421796,-2.881037951,1
47,1345,-0.771750927,-0.3145785332,1
47,1377,-0.7081729174,0.3085329533,1
47,1409,-11.92336178,2.356595993,1
47,1441,-14.25217247,3.140794754,1
47,1473,-0.06400293112,-1.114616036,1
47,1505,1.056605101,-1.313775897,1
47,1537,0.6440342665,-2.324033737,1
47,1569,1.068342924,-4.190867424,1
47,1601,0.4877111316,-4.436710358,1
47,1633,-0.03509902954,-2.524103642,1
47,1665,-0.09738868475,-2.299801111,1
47,1697,0.8640626073,-2.127743483,1
47,1729,0.9791415334,-1.267502904,1
47,1761,2.408957958,-1.639953852,1
47,1793,3.136165142,-0.5173317194,1
47,1825,0.05075192451,-0.4122539163,1
47,1857,-1.606202006,0.7013716698,1
47,1889,-0.8656954169,1.302717686,1
47,1921,-0.1801080108,1.009632349,1
47,1953,0.5263777971,0.7650260925,1
47,1985,-0.2919824123,-0.5187479854,1
47,2017,-4.337315083,-2.5256145,1
79,33,1.17852819,2.002168655,1
79,65,1.436445475,-0.2133062035,1
79,97,2.589421988,-0.6118287444,1
79,129,0.9184983969,-0.1568549275,1
79,161,0.487975359,0.08286347985,1
79,193,0.5217039585,-0.04419410229,1
79,225,0.3729044497,-0.3140751719,1
79,257,0.208016187,0.05817560852,1
79,289,0.3141187727,0.2524517775,1
79,321,0.3505100608,-0.103718847,1
79,353,0.5027053952,-0.4239432812,1
79,385,2.492500782,-2.949511528,1
79,417,2.138616323,-3.859182835,1
