PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 61, filenames: A:[61]MAX_TimeSrs025_TgUtrmcherry.avi & B:[62]MAX_TimeSrs025_TgUtrmcherry.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.8723492622,1.031235099,1
47,65,-0.777559042,0.5133020878,1
47,97,-0.4460955858,0.3401905298,1
47,129,0.080303967,0.1178109646,1
47,161,-0.3949155807,-0.4019870162,1
47,193,-0.4134337902,-0.269023478,1
47,225,-0.4533685446,0.5618283153,1
47,257,-0.3771798611,-0.09030458331,1
47,289,-0.421020776,-0.367675364,1
47,321,-0.174696207,0.1982333064,1
47,353,-0.2755885124,0.818104744,1
47,385,-1.447449207,1.285191774,1
47,417,-1.738506556,0.8956729174,1
47,449,0.0354629755,-0.4786894321,1
47,481,0.1970252991,-0.466896534,1
47,513,0.1656631231,-0.3320732713,1
47,545,-0.507137835,-4.626345634,1
47,577,-0.9047288895,-0.6335012317,1
47,609,-0.5959723592,0.3876647949,1
47,641,-0.722507298,0.2097807825,1
47,673,-0.8544645309,0.3570827842,1
47,705,-0.9871526361,-0.07386946678,1
47,737,-0.4879724383,0.09051322937,1
47,769,-0.04920201004,0.310690701,1
47,801,-0.03857016563,0.2362702638,1
47,833,0.2370482087,-0.1676283777,1
47,865,0.249209404,-0.2690769732,1
47,897,0.3582590818,-0.2489361614,1
47,929,1.066649795,0.06734351814,1
47,961,0.9106708765,0.4568708539,1
47,993,0.9366707802,0.4331528842,1
47,1025,1.439173222,-0.1378614753,1
47,1057,0.8455348611,-0.7590273023,1
47,1089,0.2246972322,-0.8278836012,1
47,1121,0.7283666134,-0.3410412073,1
47,1153,0.8157384992,-0.2076672912,1
47,1185,-0.6575013995,-0.1496202946,1
47,1217,-1.508858681,-0.003742337227,1
47,1249,-2.826192379,-0.2498146892,1
47,1281,-3.134069443,0.1719989777,1
47,1313,-1.209059238,0.2980316877,1
47,1345,-1.113830805,0.5959583521,1
47,1377,-0.6574130058,0.4469637275,1
