PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 33, filenames: A:[33]MAX_TimeSrs025_TgUtrmcherry.avi & B:[34]MAX_TimeSrs025_TgUtrmcherry.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.6798660755,-0.3774485588,1
47,65,0.4489382505,0.03115412593,1
47,97,0.4230844975,0.680090189,1
47,129,-0.07409074903,-0.1687054634,1
47,161,-0.3098091483,-0.2530555725,1
47,193,0.03094924986,-0.20102337,1
47,225,0.2964422703,0.05986985564,1
47,257,0.7169570923,0.3453710079,1
47,289,1.412643194,0.03922381997,1
47,321,1.142004728,-0.3945303559,1
47,353,0.09721729159,-0.4620684385,1
47,385,-0.9085733891,-0.3087871671,1
47,417,-1.919857264,-2.851551056,1
47,449,-2.567183018,-5.261826038,1
47,481,-0.6800682545,-1.268934488,1
47,513,-0.06097823381,-0.6437358856,1
47,545,0.8289957643,-1.340097427,1
47,577,0.6357468367,-1.230428934,1
47,609,-0.2760915756,-0.4293445349,1
47,641,-0.9866219759,0.5710641146,1
47,673,0.08154964447,-0.210603714,1
47,705,0.9823663235,-0.1080130339,1
47,737,-0.04752999544,-0.4529187679,1
47,769,-0.3817557096,-1.069180369,1
47,801,0.002078145742,-0.7901492119,1
47,833,0.6142394543,-0.4939134121,1
47,865,5.942528725,-4.976064205,1
47,897,0.6628425121,-0.9604887962,1
47,929,0.3032469153,-0.494128406,1
47,961,-0.1419918239,-0.3580814004,1
47,993,-0.1155600995,-0.3651418686,1
47,1025,0.4048450589,-0.6460291147,1
47,1057,0.2205249369,-1.121209145,1
47,1089,-1.437116385,-1.717568874,1
47,1121,-1.61016345,-0.691975832,1
47,1153,-1.101875067,-0.1901116371,1
47,1185,0.2440404892,-0.06933987141,1
47,1217,-0.3513569832,1.046461225,1
47,1249,-0.5817188025,0.1198768616,1
47,1281,-1.142009258,-2.499307394,1
47,1313,-0.6827173233,-4.054170609,1
47,1345,-0.2899131775,-2.38504529,1
47,1377,-0.4281100333,-0.07223939896,1
47,1409,-0.09689578414,1.024239063,1
47,1441,0.228830874,0.2946996689,1
47,1473,0.4175848961,-0.5794446468,1
47,1505,0.5625215769,-0.6131870747,1
