PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 29, filenames: A:[29]MAX_TimeSrs025_TgUtrmcherry.avi & B:[30]MAX_TimeSrs025_TgUtrmcherry.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.10257864,2.705229998,1
47,65,0.6355837584,-0.7272692919,1
47,97,0.2041451931,-1.532360315,1
47,129,0.1747910231,-0.9376727343,1
47,161,0.05484670401,-0.7673627138,1
47,193,-0.3008867502,-0.01245582104,1
47,225,-0.0245205462,-0.188144207,1
47,257,0.5900161266,-0.6095952988,1
47,289,0.7548164129,-0.6749424934,1
47,321,0.7804150581,-0.7519197464,1
47,353,0.7721888423,-1.4651649,1
47,385,0.237390846,-3.020962238,1
47,417,0.1182218492,0.3532519341,1
47,449,0.3337614536,1.800549984,1
47,481,0.9893393517,0.2727732658,1
47,513,0.6652328968,0.19972682,1
47,545,0.3458521366,0.7389547825,1
47,577,-0.09177277982,0.09526091814,1
47,609,-0.4142925143,-0.9045089483,1
47,641,-0.4689716101,-0.5571536422,1
47,673,-0.129727304,-0.7073985338,1
47,705,0.6457471251,-1.239173055,1
47,737,0.7037156224,-1.160189152,1
47,769,0.2343244851,-0.8911936283,1
47,801,0.2280646563,-0.3608883619,1
47,833,0.2744841576,-0.4003574252,1
47,865,0.5740520954,-0.2112496495,1
47,897,1.40578723,-0.1101714969,1
47,929,1.482521534,0.5185670853,1
47,961,1.106152296,1.017978191,1
47,993,1.057543993,0.05342644453,1
47,1025,0.3419055343,-0.5782633424,1
47,1057,-0.2163773775,-0.8141070604,1
47,1089,-0.3610253632,0.370949626,1
47,1121,-0.4100339413,-0.3669371009,1
47,1153,-0.3726131022,-1.661287069,1
47,1185,0.3123481274,-0.04791355133,1
47,1217,0.2587863207,0.01668572426,1
47,1249,-0.4294415712,-0.1458565593,1
47,1281,0.2821000814,-0.823159337,1
47,1313,0.6731804609,-1.011514664,1
47,1345,0.8208706975,-0.2347673178,1
47,1377,0.09012565017,0.06272006035,1
47,1409,-0.3624078631,-0.02763867378,1
47,1441,-0.2156308889,-0.2539733648,1
47,1473,0.08001172543,-0.5403144956,1
47,1505,0.2758600116,-0.5150824785,1
47,1537,0.5594031215,-0.3866721392,1
47,1569,0.7906640768,-0.2851177454,1
47,1601,1.023380876,-1.6547966,1
47,1633,2.579482079,-2.510991096,1
47,1665,3.842862606,-2.718806505,1
47,1697,3.407172203,-2.845505714,1
47,1729,2.351808548,-1.301114798,1
47,1761,2.669216394,-0.6609333754,1
47,1793,1.696307421,0.2875427604,1
47,1825,-0.5055456161,0.9353220463,1
47,1857,-2.887157917,0.2930209637,1
47,1889,-4.330426216,-0.9406060576,1
47,1921,-2.979612827,-1.09107995,1
47,1953,-0.2091008425,-1.215570807,1
47,1985,0.9660951495,-0.4959709048,1
47,2017,0.18136096,-0.01423072815,1
79,33,-5.340291023,2.579820395,1
79,65,-0.07476598024,-1.028339028,1
79,97,0.2546254396,-2.56431675,1
79,129,1.306130528,-1.267227173,1
79,161,0.2916578352,-0.370867312,1
79,193,-0.250063628,-0.007372260094,1
79,225,-0.07478468865,0.120248884,1
79,257,-0.02305781841,0.1002033353,1
79,289,-0.1217989028,-0.175157547,1
79,321,0.2443496883,0.4811267853,1
79,353,0.406643182,-0.5238095522,1
79,385,0.4906947315,-1.180671453,1
79,417,0.4778204858,-1.347342849,1
79,449,0.544716537,-1.533089876,1
79,481,0.8836042881,-0.8916725516,1
79,513,0.7804954648,-0.9893596768,1
79,545,0.6754293442,-0.1916397214,1
79,577,0.218839705,-0.1278272569,1
79,609,0.1941835433,-0.8759227991,1
79,641,0.879916966,-0.64601475,1
79,673,-0.08266606927,-0.6239152551,1
79,705,0.1202486753,-0.5264750123,1
79,737,0.3501702249,0.6110263467,1
79,769,-0.3848300278,-0.6918824315,1
79,801,0.892767787,-0.7498056889,1
79,833,1.256059766,-0.1313636303,1
79,865,1.653053164,0.2552348971,1
79,897,1.302274942,0.4505303502,1
79,929,0.5607959032,0.1456037462,1
79,961,0.3255610466,0.4588558674,1
79,993,0.9587466717,0.7242257595,1
79,1025,0.3187586963,-0.7184264064,1
79,1057,-0.2238374352,-1.088933706,1
79,1089,-0.1867848337,-0.6051966548,1
79,1121,-0.2304205447,0.150128305,1
79,1153,0.4006425142,-0.4791129827,1
79,1185,0.4183963835,-0.6228477955,1
79,1217,0.1232829094,-0.5186765194,1
79,1249,-0.1309932768,-0.28798002,1
79,1281,-0.1206012815,-0.3489689827,1
79,1313,0.05193448067,-0.1630421579,1
79,1345,-0.7422901392,-0.2359466851,1
79,1377,-0.4208387136,-0.05262088776,1
79,1409,0.5130349994,0.6082752943,1
79,1441,0.4371407032,0.1075942814,1
79,1473,0.8306791186,-0.1516111195,1
79,1505,0.9304403067,-0.1850417405,1
79,1537,0.6368497014,-0.4258398116,1
79,1569,0.7190531492,-0.09769484401,1
79,1601,-0.8520294428,-0.204325676,1
79,1633,1.262897253,-0.7597180605,1
79,1665,2.16587162,-2.072120667,1
79,1697,3.559014797,-2.351687431,1
79,1729,3.55000186,-1.091338634,1
79,1761,1.866287708,-0.363640368,1
79,1793,-0.003732025623,0.7941355705,1
79,1825,-1.236380339,1.078335285,1
79,1857,-2.237447023,0.09538467228,1
79,1889,-3.470258951,-0.8961019516,1
79,1921,-2.096611977,-1.343009949,1
79,1953,-0.5382752419,-1.532526612,1
79,1985,-0.3637378216,-1.237432361,1
79,2017,-1.281655908,-0.7919206619,1
111,33,-1.042657137,2.157742262,1
111,65,-0.1234482378,-0.4240593612,1
111,97,0.2130955309,-2.367703915,1
111,129,0.5822658539,-1.262919307,1
111,161,0.5350727439,-0.1439366937,1
111,193,0.1178878099,-0.119351685,1
111,225,0.107216768,-0.01698858291,1
111,257,-0.14996472,-0.04572716355,1
111,289,-0.3885002434,-0.002577871084,1
111,321,-0.05624552071,-0.06027880311,1
111,353,0.2318295836,-0.4829661846,1
111,385,0.7074388266,-1.204904914,1
