PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 64, filenames: A:[64]MAX_TimeSrs025_TgUtrmcherry.avi & B:[65]MAX_TimeSrs025_TgUtrmcherry.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.6989166737,0.2630522251,1
47,65,0.9114488363,1.32616663,1
47,97,0.9349229336,2.325217485,1
47,129,0.5682598352,0.9493004084,1
47,161,0.4265526533,0.02035653591,1
47,193,0.6025395393,-0.4692997038,1
47,225,0.4631540775,-0.4629366994,1
47,257,0.3783717155,-0.3256557584,1
47,289,-0.001464426517,-0.07633453608,1
47,321,-0.1014088988,0.2162403613,1
47,353,-0.3243889809,0.4291386902,1
47,385,-0.0778927505,0.9845176935,1
47,417,0.2525631785,0.6049966812,1
47,449,0.3174520135,-0.6831786633,1
47,481,0.5211132765,-0.3593985438,1
47,513,0.297360003,0.04674249887,1
47,545,-2.116037846,0.9587725997,1
47,577,-2.587822914,1.095469713,1
47,609,0.01542448997,0.8443522453,1
47,641,0.7406698465,1.09630394,1
47,673,-0.2110174894,1.123465657,1
47,705,-2.655294895,2.337575912,1
47,737,-1.520619154,0.4771375656,1
47,769,-0.8469399214,0.107613802,1
47,801,-0.5303859711,0.137470305,1
47,833,-0.6678843498,0.5352883935,1
47,865,-1.032601833,0.3385500312,1
47,897,-1.669395447,0.5983284116,1
47,929,-1.273715019,1.230421543,1
47,961,0.43121472,1.549931526,1
47,993,1.708577871,1.273984194,1
47,1025,2.60603857,-0.3339903951,1
47,1057,6.485058784,0.5244274735,1
47,1089,4.277078152,0.8036741018,1
47,1121,0.6716367006,0.1621849537,1
47,1153,-0.8356280327,-0.3419624567,1
47,1185,-0.717145443,0.152959764,1
47,1217,-0.1308836937,-0.1873146296,1
47,1249,-1.02474618,-0.7994749546,1
47,1281,-1.10771203,-0.4655851126,1
47,1313,-0.7940151691,-0.2931877077,1
47,1345,-0.8396924734,-0.4486472309,1
47,1377,-0.5122571588,-0.09208327532,1
47,1409,-0.6027951837,-0.1625481844,1
47,1441,-0.4587438107,0.09006533027,1
47,1473,-0.3780428171,0.3033356071,1
47,1505,-0.8865026832,-0.1657559574,1
47,1537,-0.7335191965,-0.2942112386,1
47,1569,0.5462220907,-0.2353436351,1
47,1601,0.8812072873,0.2949263453,1
47,1633,0.5160114765,1.390698314,1
47,1665,1.017492294,1.986139297,1
47,1697,1.842067719,1.339042187,1
47,1729,1.956074476,0.7220396399,1
47,1761,1.445696473,0.3076118827,1
47,1793,0.224856481,0.320361197,1
47,1825,-0.443402946,0.9284603596,1
47,1857,-0.6241131425,0.9310749173,1
47,1889,-0.936689496,0.6023647785,1
47,1921,-0.7151893377,0.3280943632,1
47,1953,-0.9822074175,-0.03964054585,1
47,1985,-0.8003863096,0.1442701221,1
47,2017,-0.3069567084,-0.08730340004,1
79,33,0.1584392786,-0.006778001785,1
79,65,0.7973998785,1.674307823,1
79,97,0.495646596,2.162198544,1
79,129,0.4714239836,1.35757339,1
79,161,-0.06594270468,0.3544270992,1
79,193,-0.4874843955,-0.2016189396,1
79,225,0.3515449166,-0.03771165013,1
79,257,0.1684871912,0.1057480425,1
79,289,-0.2449462414,0.1103308648,1
79,321,-0.3637018502,0.3280032277,1
79,353,-0.7059518695,0.4532503784,1
79,385,-0.4987968206,0.7191539407,1
79,417,-0.1849876046,0.6953331232,1
79,449,-0.2509631515,0.2070938051,1
79,481,-0.4050569832,-0.2300618589,1
79,513,0.1820471883,-0.3758375049,1
79,545,-1.832281351,0.7493671775,1
79,577,-2.808899164,1.551216483,1
79,609,-0.1543597579,1.079013705,1
79,641,-0.4443985224,1.083533049,1
79,673,-2.368386507,0.9136910439,1
79,705,-2.930891752,0.8658471107,1
79,737,-3.133378029,2.878084183,1
79,769,-0.4232234955,0.2161825299,1
79,801,-0.3964532018,0.1072111726,1
79,833,-0.3691709042,0.07926180959,1
79,865,-0.2992221117,-0.1191325635,1
79,897,-0.01976108551,-0.3038712144,1
79,929,-0.3264887333,0.2278473973,1
79,961,0.3206353188,0.6799916625,1
79,993,0.6893529892,1.255325198,1
79,1025,1.03497088,1.001009226,1
79,1057,6.197402477,0.4009711742,1
79,1089,5.530772686,0.4838410318,1
79,1121,1.579879045,-0.05538928509,1
79,1153,0.1198980808,-0.4983915687,1
79,1185,0.1998158097,0.6583116055,1
79,1217,0.6808134317,0.443962723,1
79,1249,-0.3243599534,0.4421454668,1
79,1281,-1.058556437,0.1289387196,1
79,1313,-0.3504585028,-0.1074566543,1
79,1345,-0.1587921381,0.03876557946,1
79,1377,-0.1279393733,0.1624255776,1
79,1409,-0.3061611652,0.2003732026,1
79,1441,-0.09906837344,0.4449324608,1
79,1473,0.1370609403,0.5635962486,1
79,1505,-0.1260765195,0.5415174365,1
79,1537,0.0255779326,0.430968076,1
79,1569,-0.1238882244,0.2192841023,1
79,1601,0.1000766158,0.1396918297,1
79,1633,0.6023202538,0.1390987635,1
79,1665,0.8363661766,0.4809378982,1
79,1697,1.052474856,0.5153037906,1
79,1729,1.235771894,0.7180089951,1
79,1761,1.356082678,0.8029167652,1
79,1793,0.6539915204,0.4972708821,1
79,1825,0.09682422876,0.4814596772,1
79,1857,-0.1976410151,0.6273338795,1
79,1889,-1.176830769,0.3810454011,1
79,1921,-0.5116460323,0.2831207514,1
79,1953,-0.7658475637,0.2176781297,1
79,1985,-1.060664773,0.2530740201,1
79,2017,-0.3782926202,-0.081286937,1
111,33,0.2756957412,0.2168753147,1
111,65,0.3192643821,0.6513284445,1
111,97,-0.0001178383827,1.798158646,1
111,129,0.2222931981,1.368138671,1
111,161,-0.3133708835,0.3585398197,1
111,193,-0.3603515923,-0.006505794823,1
111,225,0.03139907122,0.07667295635,1
111,257,0.3508250713,0.1102772281,1
111,289,0.2685542107,-0.1709687859,1
111,321,-0.2912107706,0.3732748628,1
111,353,0.07310197502,0.4561909437,1
111,385,-0.1684410274,0.4646929502,1
111,417,-0.3562951088,0.686042726,1
111,449,-0.4439693689,0.4225783348,1
111,481,-0.5632910132,-0.06390993297,1
111,513,-0.1224563122,-0.1076134741,1
111,545,0.5064554214,0.5625342727,1
111,577,0.2166157961,1.180810928,1
111,609,-1.63763833,1.339053035,1
111,641,-1.651585698,0.2779552937,1
111,673,-1.828247905,-0.1466755569,1
111,705,-1.63812232,-0.155969739,1
111,737,-0.6586834192,0.09210705757,1
111,769,-0.3031049967,0.3347362578,1
111,801,-0.5483577847,0.344963789,1
111,833,-0.3923383951,0.3496360481,1
111,865,0.05769143999,-0.2619218826,1
111,897,0.5284778476,-0.4938624501,1
111,929,0.04541447759,-0.01190543175,1
111,961,-0.2074547559,0.4986032844,1
111,993,0.1524162292,0.9566662312,1
111,1025,0.7631830573,0.8967539668,1
111,1057,1.500134826,0.1865298152,1
111,1089,6.234419823,-0.2500062585,1
111,1121,1.215352774,0.8165706396,1
111,1153,1.676886916,0.8565789461,1
111,1185,1.761217237,0.9831060171,1
111,1217,1.602906704,0.7097489834,1
111,1249,0.1822168231,0.6222609282,1
111,1281,-0.7010626793,0.190833509,1
111,1313,-0.1270526797,-0.1005129814,1
111,1345,-0.03134451061,0.3858217001,1
111,1377,-0.0261274986,0.5618998408,1
111,1409,-0.140187487,0.3962869644,1
111,1441,-0.2221416682,0.6603463888,1
111,1473,-0.2797649503,0.8389418125,1
111,1505,0.05307218432,0.7986521125,1
111,1537,0.2145109624,0.5715231895,1
111,1569,-0.127501905,0.2842053473,1
111,1601,-0.09698058665,-0.08556461334,1
111,1633,0.225977242,-0.05123232305,1
111,1665,0.1405909061,0.2588756382,1
111,1697,0.136281848,0.3972222507,1
111,1729,0.5125630498,0.8228680491,1
111,1761,0.6513607502,1.628292918,1
111,1793,0.3308641315,0.8146473765,1
111,1825,-0.05383054167,0.2181302905,1
111,1857,-0.6447961926,0.3530045152,1
111,1889,-0.7727519274,0.389293462,1
