PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 9, filenames: A:[9]MAX_TimeSrs025_TgUtrmcherry.avi & B:[10]MAX_TimeSrs025_TgUtrmcherry.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.7026460171,1.357755065,1
47,65,0.1169611514,-0.02772000805,1
47,97,-0.1357518733,-0.7259879112,1
47,129,-0.1618609428,-0.465959996,1
47,161,-0.4315651655,-0.1660310775,1
47,193,-0.4221236706,-0.008112035692,1
47,225,-0.2000592351,-0.4114553928,1
47,257,-0.0356374979,-0.7533493638,1
47,289,0.3339315653,0.03323489428,1
47,321,0.1980211735,0.09517544508,1
47,353,0.2912840843,-0.8200850487,1
47,385,0.3433156013,-2.554968357,1
47,417,1.031774044,-2.271306038,1
47,449,0.3930141926,-3.408033848,1
47,481,-0.4267430305,-2.445438385,1
47,513,1.220713496,-1.655893445,1
47,545,2.59422493,-6.17176199,1
47,577,-0.3449745774,-1.069024563,1
47,609,-0.6849403381,-0.4084661007,1
47,641,0.2980380058,0.3911068439,1
47,673,1.995746613,-3.108161688,1
47,705,1.998035669,-3.989424706,1
47,737,1.465148211,-3.083331823,1
47,769,-0.07517528534,0.5638962984,1
47,801,4.469544411,-3.317233562,1
47,833,-0.05871391296,1.533090591,1
47,865,0.106979847,1.267119884,1
47,897,1.915181637,0.09761273861,1
47,929,0.03539800644,-0.5349838734,1
47,961,2.958560705,-2.069070816,1
47,993,2.070392609,-1.583350658,1
47,1025,2.227750301,-1.240417957,1
47,1057,1.500981569,-1.3319875,1
47,1089,0.5190031528,-1.373408318,1
47,1121,-0.08974552155,-0.1272988319,1
47,1153,-0.08455276489,-0.5560588837,1
47,1185,1.318283796,0.00613951683,1
47,1217,2.525343657,1.378305435,1
47,1249,-0.3454589844,2.388926744,1
47,1281,1.371417046,2.50582552,1
47,1313,0.5390501022,2.479338646,1
47,1345,-1.80312562,3.30465436,1
47,1377,-1.64269495,4.065125942,1
47,1409,-0.989112854,4.203805923,1
47,1441,-0.7703738213,1.64674437,1
47,1473,-1.006505489,0.348085165,1
47,1505,4.867828846,0.3170359731,1
47,1537,0.9401311874,0.6019327044,1
47,1569,0.04400205612,0.4500519931,1
47,1601,-1.412496567,-0.8237876892,1
47,1633,-1.809283733,-1.29612875,1
47,1665,-0.8827738762,-1.62295711,1
47,1697,-0.1900978088,-0.8026815057,1
47,1729,0.2150631547,-0.008604109287,1
47,1761,0.5745481253,0.1014539003,1
47,1793,0.2177885771,-0.280127883,1
47,1825,-1.039697528,-1.326364636,1
