PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 13, filenames: A:[13]MAX_TimeSrs025_TgUtrmcherry.avi & B:[14]MAX_TimeSrs025_TgUtrmcherry.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.4350976944,0.6378893852,1
47,65,3.334423065,1.38253355,1
47,97,6.746660233,3.40805316,1
47,129,8.061388969,4.005559921,1
47,161,2.207597733,22.06004906,1
47,193,12.93891525,14.84173203,1
47,225,11.59635448,8.870248795,1
47,257,11.25278664,4.797671318,1
47,289,11.7074194,3.440620422,1
47,321,10.55096817,3.117397785,1
47,353,11.92303276,3.706059933,1
47,385,13.31871891,4.796746731,1
47,417,14.50489521,6.929559708,1
47,449,15.18720341,8.827199936,1
47,481,14.02034378,6.858161926,1
47,513,18.39281845,6.367235184,1
47,545,17.52640915,6.391825676,1
47,577,17.47233772,7.071466446,1
47,609,19.68156624,5.855903625,1
47,641,18.43874931,5.770358562,1
47,673,19.01882744,4.815580368,1
47,705,18.04935265,4.931432247,1
47,737,15.75934219,7.125746727,1
47,769,18.73774338,6.73144722,1
47,801,18.82510567,2.00894928,1
47,833,18.97384453,-0.5842279196,1
47,865,19.89239883,-1.596185327,1
47,897,21.56077385,-3.135576248,1
47,929,21.86686897,-3.250636578,1
47,961,21.24672508,-2.419016838,1
47,993,22.03843689,-1.79129529,1
47,1025,23.34124374,-1.488002062,1
47,1057,22.85052299,-2.983979225,1
47,1089,21.64954758,-4.333576679,1
47,1121,20.54512215,-4.031430721,1
47,1153,19.23437881,-3.039260864,1
47,1185,19.00916481,-2.844454765,1
47,1217,19.25842857,-1.607432127,1
47,1249,19.05267525,-2.122150421,1
47,1281,17.70726967,-3.085381985,1
47,1313,15.07711983,-3.401590824,1
47,1345,13.1249733,-3.812078476,1
47,1377,13.44423485,-4.172085285,1
47,1409,15.72762299,-4.175531864,1
47,1441,16.33131027,-3.661095142,1
47,1473,15.84339809,-3.974021196,1
47,1505,13.55439758,-4.180999756,1
47,1537,12.83714008,-4.631424904,1
47,1569,13.50746059,-5.862661362,1
47,1601,13.14972878,-5.85830164,1
47,1633,14.18843746,-4.324068069,1
47,1665,15.11852074,-4.22240591,1
47,1697,-1.240619659,0.7406125069,1
47,1729,16.57751465,-7.815960884,1
47,1761,15.4944582,-7.181246758,1
47,1793,15.85956764,-6.755486488,1
47,1825,17.41790771,-7.678925514,1
47,1857,14.8269577,-9.385746002,1
47,1889,17.90706444,-11.42594242,1
47,1921,16.30461884,-13.95328331,1
47,1953,13.33279419,-11.6547184,1
47,1985,15.91939545,-15.50555801,1
47,2017,15.30255318,-24.31768608,1
79,33,4.535647392,0.2182221413,1
79,65,6.406656265,1.740147114,1
79,97,7.506113052,4.315963745,1
79,129,9.22711277,5.194952965,1
79,161,9.243991852,5.616141796,1
79,193,3.020356178,22.77967644,1
79,225,10.81976032,4.633972645,1
79,257,0.2650470734,0.361181736,1
79,289,12.46714211,5.360846519,1
79,321,12.44722939,5.653670788,1
79,353,12.52439785,5.467880249,1
79,385,13.68340492,5.884631634,1
79,417,14.91850662,6.887851238,1
79,449,15.28228474,7.440658569,1
79,481,15.22810555,6.7272439,1
79,513,18.11227798,5.222184181,1
79,545,18.31957817,5.194518566,1
79,577,18.79826355,5.542313576,1
79,609,3.587596893,17.04805374,1
79,641,21.94608879,3.660862446,1
79,673,20.65968704,4.134338856,1
79,705,20.14170647,3.376382828,1
79,737,20.50188446,3.135212421,1
79,769,10.43551254,1.466890574,1
79,801,20.09524345,2.089501619,1
79,833,20.9038353,0.6441916823,1
79,865,22.28272057,-1.072926164,1
79,897,23.27505112,-1.934255362,1
79,929,22.3116684,-3.01972723,1
79,961,22.31307411,-3.241034269,1
79,993,22.28783798,-3.618614435,1
79,1025,22.40224457,-3.840997934,1
79,1057,22.02986717,-3.801153898,1
79,1089,21.99562645,-3.926849365,1
79,1121,21.11608505,-3.524178267,1
79,1153,20.20040512,-3.899878025,1
79,1185,20.0824604,-3.872208595,1
79,1217,19.89963531,-3.201390743,1
79,1249,18.73861122,-2.67712307,1
79,1281,17.17925262,-2.885213614,1
79,1313,16.14297485,-2.662392139,1
79,1345,16.13066101,-3.332003355,1
79,1377,16.19658852,-3.973967552,1
79,1409,16.76843834,-4.126720428,1
79,1441,18.39829826,-3.365399837,1
79,1473,16.70686722,-4.380694866,1
79,1505,15.26962662,-5.329410076,1
79,1537,15.67182636,-5.956024647,1
79,1569,15.34392166,-6.408595085,1
79,1601,11.23942661,-7.003799915,1
79,1633,9.404512405,-10.81328773,1
79,1665,14.45188141,-6.875014782,1
79,1697,-0.7043094635,0.4722032547,1
79,1729,14.54333687,-5.805979729,1
79,1761,15.34685993,-7.828073502,1
79,1793,16.28194809,-9.210866928,1
79,1825,16.63721466,-10.02293587,1
79,1857,16.52146912,-10.25055122,1
79,1889,16.03261566,-10.31768703,1
79,1921,15.15518951,-10.78414249,1
79,1953,12.41535664,-5.846957207,1
79,1985,13.27791691,-4.665523529,1
79,2017,13.06899261,-7.590062141,1
111,33,6.595579147,0.06871891022,1
111,65,8.5209198,0.4160451889,1
111,97,8.753945351,4.614843369,1
111,129,8.383109093,5.890381336,1
111,161,7.93900013,6.071023941,1
111,193,9.336294174,7.308230877,1
111,225,11.06736183,5.998838425,1
111,257,12.01191616,5.502825737,1
111,289,14.22839832,5.472788811,1
111,321,13.92077541,5.396669388,1
111,353,13.01315498,6.422789574,1
111,385,13.84287548,6.677396774,1
111,417,15.18045139,6.535671711,1
111,449,15.88097,6.399343967,1
111,481,16.21173859,5.689090729,1
111,513,17.14126205,5.403786659,1
111,545,17.55481529,4.366625786,1
111,577,21.20353699,5.085758686,1
111,609,0.1620502472,0.9720029831,1
111,641,21.15302277,3.272851467,1
