PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 55, filenames: A:[55]MAX_TimeSrs025_TgUtrmcherry.avi & B:[56]MAX_TimeSrs025_TgUtrmcherry.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.501797676,0.3475630283,1
47,65,1.030684352,0.5393283367,1
47,97,0.1912901402,0.676610589,1
47,129,-0.1929932833,0.5539834499,1
47,161,0.9615786076,0.9631410837,1
47,193,1.313003302,0.5952037573,1
47,225,0.6472474933,-0.07706141472,1
47,257,0.4211210012,0.1896424443,1
47,289,2.143264055,1.910196066,1
47,321,0.3512652516,0.1974495947,1
47,353,-0.04248811305,0.05303585529,1
47,385,0.1545798033,0.2698529363,1
47,417,-0.07766515017,0.4505343437,1
47,449,-0.8545924425,0.1457722783,1
47,481,-0.7381698489,0.1504501849,1
47,513,-0.3501366973,0.2564478219,1
47,545,-0.557606101,-0.2608814836,1
47,577,-0.4614529014,-0.4533312917,1
47,609,0.2416995168,-0.1564842165,1
47,641,0.124269411,0.0995669663,1
47,673,-0.02849189192,0.3240443468,1
47,705,0.1574685574,0.3825618625,1
47,737,0.9889654517,0.1694236994,1
47,769,1.527023673,-0.2619451582,1
47,801,1.39998126,-0.6753772497,1
47,833,0.8798884153,0.02564235032,1
47,865,-0.1497869194,0.7331662774,1
47,897,1.435400963,0.1436772346,1
47,929,6.650996208,-1.068848133,1
47,961,16.51121521,-0.1466252804,1
47,993,12.72649384,-1.15568924,1
47,1025,4.54165554,-1.699649572,1
47,1057,0.3263707161,-0.7352820635,1
47,1089,10.54652405,-1.177207708,1
47,1121,6.795378685,0.1338355243,1
47,1153,2.944374084,-1.23032248,1
47,1185,-0.2838048935,0.09401679039,1
47,1217,0.1088891029,-7.481432438,1
47,1249,-1.046702266,-0.1455583572,1
47,1281,-0.6076037288,-0.4747259617,1
47,1313,-0.4998996854,-1.029118776,1
47,1345,-0.4522417188,0.3395051956,1
47,1377,-0.4896405935,-0.1346793175,1
47,1409,-0.5399678946,-0.1243927479,1
47,1441,-0.4415786266,-0.6619613171,1
47,1473,-0.7482349277,-0.9961305857,1
47,1505,0.521468401,-1.070658445,1
47,1537,1.124503255,-1.565849543,1
47,1569,-0.02519372106,-2.05882597,1
47,1601,-0.8795671463,-2.89376545,1
47,1633,-1.782016754,-4.59621191,1
47,1665,-2.583841324,-5.447273254,1
47,1697,-2.049882174,-3.872751236,1
47,1729,-1.046354771,-1.801308155,1
47,1761,-1.224946976,-2.11630249,1
47,1793,-2.383963585,-3.786772728,1
47,1825,-2.984376907,-3.315343857,1
47,1857,-3.201413155,-1.961536407,1
47,1889,-2.280630112,-0.6081954837,1
47,1921,-1.315519929,-0.2253144383,1
47,1953,-1.01860261,0.01194602251,1
47,1985,-1.241225004,-0.1426407695,1
47,2017,-2.906010866,-1.942430973,1
79,33,0.07690781355,0.03618550301,1
79,65,0.4456419349,0.441013813,1
79,97,0.617780447,1.258640528,1
79,129,0.3313423395,0.792404294,1
79,161,0.8946900964,0.6837519407,1
