PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 42, filenames: A:[42]MAX_TimeSrs025_TgUtrmcherry.avi & B:[43]MAX_TimeSrs025_TgUtrmcherry.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.5583974123,-0.1329582334,1
47,65,-0.7981753349,-0.5602765679,1
47,97,-0.4525636435,-0.162545532,1
47,129,-0.1709025502,-0.06248638034,1
47,161,-0.1013381928,-0.1657131612,1
47,193,-0.1665753424,0.2526669502,1
47,225,-0.3183649182,0.03042066097,1
47,257,-0.2961149216,-0.1217785254,1
47,289,-0.3558115959,0.376648128,1
47,321,-0.2244337499,-0.06012922525,1
47,353,0.06402537227,-0.8022492528,1
47,385,0.2461742163,-1.192408919,1
47,417,0.4149161577,-1.010790586,1
47,449,0.6491976976,-0.5260150433,1
47,481,0.0507055223,0.188777864,1
47,513,0.2432363033,-0.4962008595,1
47,545,0.4884319901,-0.8635818362,1
47,577,0.3984208107,-0.4593713284,1
47,609,0.6075661182,-0.7120993137,1
47,641,0.08608299494,-1.361973047,1
47,673,-0.2767260969,-1.398803115,1
47,705,-0.2635328174,-0.9617574215,1
47,737,-0.2507098615,-0.4705348015,1
47,769,-0.3877476156,-0.2288792282,1
47,801,-0.3280970454,-0.05700235069,1
47,833,-0.02714809775,-0.1412528157,1
47,865,-0.08267647028,-0.6010016203,1
47,897,-0.7833254337,-0.7370278835,1
47,929,-6.540958405,-1.184015989,1
47,961,-6.369906425,-0.2698976398,1
47,993,-0.983310461,0.7859022617,1
47,1025,-4.251889229,0.6743102074,1
47,1057,-6.094491005,1.793427467,1
47,1089,-5.503017426,0.7639255524,1
47,1121,-2.19930172,0.3915454149,1
47,1153,0.4087753296,0.07242941856,1
47,1185,-2.812891483,0.8484423161,1
47,1217,-6.112636566,1.385967374,1
47,1249,-4.074010849,1.670092463,1
47,1281,-1.380034328,2.006955862,1
47,1313,-0.498737812,1.706261992,1
47,1345,-0.4063565731,1.491131902,1
47,1377,-0.5160107613,0.3987857699,1
47,1409,-0.8780339956,0.4341596365,1
47,1441,-1.290603518,1.56681633,1
47,1473,-1.389146686,1.15737927,1
47,1505,-1.39439559,1.328938246,1
47,1537,-1.566096544,2.122484446,1
47,1569,-2.928691626,1.501186132,1
47,1601,0.487030983,0.631721139,1
47,1633,0.3450864553,1.531252742,1
47,1665,-1.722474337,3.013936758,1
47,1697,-3.225069761,4.198899746,1
47,1729,-2.800332069,4.277780533,1
47,1761,-4.10696125,4.756108284,1
47,1793,-4.616707802,4.84086132,1
47,1825,-2.181665421,3.2673769,1
47,1857,-5.375685215,5.631450653,1
47,1889,-8.406778336,4.820040703,1
47,1921,-5.282985687,4.852183342,1
47,1953,-11.29968834,4.631903172,1
47,1985,-25.82332802,6.696113586,1
47,2017,16.46245193,-14.74773598,1
79,33,0.4422960579,0.01764194667,1
79,65,0.2914655209,-0.4915131927,1
79,97,0.1058880985,-0.3486295342,1
79,129,0.06771601737,-0.2210054398,1
79,161,0.2660114765,-0.1526097655,1
79,193,0.1231573075,0.1931501627,1
79,225,-0.3421028852,-0.00619636476,1
79,257,-0.2001125216,-0.08084946126,1
79,289,-0.1193688214,0.1525909305,1
79,321,-0.03620360047,-0.1722007096,1
79,353,0.6360484958,-0.840411365,1
79,385,0.8164638877,-0.7121556997,1
79,417,1.263438463,-0.4233674407,1
79,449,1.569454908,-0.2425070107,1
79,481,0.2772917747,0.4116126299,1
79,513,0.501863122,-0.2425333261,1
79,545,0.3262546659,-0.6188421845,1
79,577,-0.2356450856,-0.5766768456,1
79,609,0.0004696846008,-0.4155281782,1
79,641,0.4414699078,-0.9449785352,1
79,673,0.5490527153,-1.22930479,1
79,705,0.5710553527,-0.8136056662,1
79,737,0.1203876808,-0.04352480173,1
79,769,-0.0200830102,-0.2705830634,1
79,801,-0.4037144184,-0.2235732079,1
79,833,-0.3615705371,-0.4150771499,1
79,865,0.3406956196,-0.440286994,1
79,897,-0.0101723671,-0.4530290365,1
79,929,-5.34538126,-0.6992219687,1
79,961,-5.403411865,-0.3327638805,1
79,993,-2.648337126,1.017904639,1
79,1025,-3.661408186,1.42058742,1
79,1057,-3.746680737,1.980442643,1
79,1089,-3.658527851,2.423150539,1
79,1121,-5.264647484,2.02068758,1
79,1153,-4.420201302,1.903482199,1
79,1185,-4.575388432,1.602345228,1
79,1217,-4.574532986,0.8431427479,1
79,1249,-3.836385489,0.8776642084,1
79,1281,-2.567687273,0.9399559498,1
79,1313,-1.018548727,0.8757436275,1
79,1345,-0.5393218398,0.5383819938,1
79,1377,-0.8857645988,-0.6841973066,1
79,1409,-1.372492313,-0.2165497541,1
79,1441,-2.226595402,0.9449989796,1
79,1473,-1.044825077,0.5706710815,1
79,1505,-1.305047274,0.6277228594,1
79,1537,-1.311761975,1.179632068,1
79,1569,-0.6661586761,1.305574894,1
79,1601,-0.1264401078,1.572038293,1
79,1633,-0.1614914536,1.087130785,1
79,1665,-0.3877771497,0.6436197758,1
79,1697,-0.9742106199,1.647920132,1
79,1729,-1.843375444,2.386313915,1
79,1761,-3.631196022,3.559475422,1
79,1793,-5.013924599,4.611439705,1
79,1825,-4.9097085,4.164351463,1
79,1857,-4.389490128,3.469098568,1
79,1889,-9.397497177,11.22987175,1
79,1921,-2.954411983,1.873507023,1
79,1953,-3.139731407,2.662151337,1
79,1985,-5.546777725,0.3771691918,1
79,2017,-3.097235918,-5.041939735,1
111,33,0.6788120866,0.2378454208,1
111,65,0.2493872046,-0.2870408297,1
111,97,0.06407091022,-0.3771048188,1
111,129,0.2787516117,-0.2852874994,1
111,161,0.4772543609,-0.3914562464,1
111,193,0.2489316165,-0.1766022295,1
111,225,-0.08024588972,-0.3085443974,1
111,257,-0.02735413611,-0.280488044,1
111,289,-0.003456309438,-0.01615893841,1
111,321,-0.001954898238,-0.2997120917,1
111,353,-0.4778841734,-0.5478594899,1
111,385,-1.131934166,-0.5116277933,1
111,417,-0.07844670117,-0.5557317734,1
