PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 35, filenames: A:[35]MAX_TimeSrs025_TgUtrmcherry.avi & B:[36]MAX_TimeSrs025_TgUtrmcherry.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.7558716536,1.688870311,1
47,65,-0.2728072405,-1.275797009,1
47,97,-0.164095819,-1.958948612,1
47,129,-0.3210836649,-0.3047531843,1
47,161,-0.4352647066,0.2136721015,1
47,193,-0.01429885626,-0.07654589415,1
47,225,0.7332727909,-0.5784202814,1
47,257,0.944331646,-0.4383940101,1
47,289,0.9325540066,-0.02012875676,1
47,321,0.1276879311,-0.03427088261,1
47,353,0.2993637323,0.2814975381,1
47,385,1.483629465,-0.07538473606,1
47,417,1.607914686,-0.2758669853,1
47,449,1.339747787,-0.3504889011,1
47,481,-0.2949249744,-0.02563738823,1
47,513,-1.117417574,0.002205371857,1
47,545,0.02297949791,0.1807589829,1
47,577,1.296519995,-1.221611023,1
47,609,1.02559042,-1.817070246,1
47,641,0.9073706269,-3.221680403,1
47,673,0.7314019799,-3.158099174,1
47,705,0.5780175924,-2.562737465,1
47,737,0.723248601,-1.438929081,1
47,769,-0.6292096376,-0.8120922446,1
47,801,-0.4265355766,-0.4616132677,1
47,833,0.3168189824,0.07030159235,1
47,865,0.4677801132,0.3134568334,1
47,897,-0.05064058304,-0.1386210918,1
47,929,0.2394011021,-0.06125172973,1
47,961,-0.2281621695,-0.8013140559,1
47,993,0.03838965297,-0.1097660214,1
47,1025,0.1912697256,0.4819351435,1
47,1057,0.1559029818,0.2974123359,1
47,1089,0.08165121078,0.7433074713,1
47,1121,0.5020205975,1.271993399,1
47,1153,-0.3097112775,-0.3458046913,1
47,1185,-0.3223460913,0.3773093224,1
47,1217,-0.3255178928,0.8498740196,1
47,1249,-0.8706254959,-0.03983873129,1
47,1281,-2.364600897,-0.9901800156,1
47,1313,-3.528122663,-1.59990859,1
47,1345,-2.043401241,-1.549383402,1
47,1377,-1.375666976,-1.063004255,1
47,1409,-0.3438720703,0.2650310993,1
47,1441,-0.4597659707,1.051831007,1
47,1473,-0.5796649456,0.3576147556,1
47,1505,0.2534300983,-0.3075866997,1
47,1537,0.8210840821,-0.6448059082,1
47,1569,0.9117838144,-1.069719553,1
47,1601,-0.2881594896,-0.4105378687,1
47,1633,-0.1403710246,-0.2803858817,1
47,1665,0.5648501515,-0.5984099507,1
47,1697,0.2863062024,-0.1605583727,1
47,1729,0.3388154507,0.4670560956,1
47,1761,1.339044333,1.053539515,1
47,1793,3.216428757,2.095700264,1
47,1825,0.7390345335,2.207874775,1
47,1857,-1.572180986,1.797199607,1
47,1889,-1.93254137,2.158949614,1
47,1921,-1.304787636,2.277236462,1
47,1953,-0.8259646297,-0.1385065019,1
47,1985,0.6185644865,0.1761393249,1
47,2017,0.4700455666,0.3182487488,1
79,33,-0.7938001156,1.798670769,1
79,65,-0.2551693916,-0.7847365141,1
79,97,-0.06040324271,-1.983117938,1
79,129,0.1826486737,-0.414405942,1
79,161,0.08944913745,-0.03658646345,1
79,193,0.3234155178,-0.2008991838,1
79,225,0.4452360868,-0.5141339302,1
79,257,0.4840577841,-0.5482077599,1
79,289,0.2245430946,-0.2940205336,1
79,321,-0.4208948612,-0.3204197586,1
79,353,-0.0954502821,-0.7221900225,1
79,385,1.392551422,-1.359424353,1
79,417,1.708588362,-1.847830534,1
79,449,1.692362428,-1.246157646,1
79,481,0.4370690882,-0.6011295319,1
79,513,-0.5765740275,-0.6533811092,1
79,545,-0.2272165418,-0.3607066274,1
79,577,1.424964666,-0.06131082773,1
79,609,1.034711599,-0.2586218119,1
79,641,1.149147749,-1.982952118,1
79,673,1.090458155,-2.529051065,1
79,705,0.9213517904,-2.203408241,1
79,737,0.8770303726,-1.311261058,1
79,769,-0.6499583721,-0.9206966162,1
79,801,-0.5774329901,-0.7534695268,1
79,833,-0.1924925447,-0.511988759,1
79,865,-0.2617689371,-0.5725177526,1
79,897,-0.2063975036,-0.5339770317,1
79,929,0.1027236432,0.05993258953,1
79,961,-0.04627472162,0.479878068,1
79,993,-0.05295817554,0.119296819,1
79,1025,-0.4624553323,0.4992327094,1
79,1057,-0.4958933592,0.60100317,1
79,1089,-0.6124649644,0.3335690796,1
79,1121,0.06926688552,0.004720076919,1
79,1153,0.0194593966,-0.2774243057,1
79,1185,-0.4589054585,-0.3858047128,1
79,1217,-1.18467927,-0.282667011,1
79,1249,-2.3322649,-0.7318226695,1
79,1281,-3.120708704,-1.336643457,1
79,1313,-3.238105774,-1.385017037,1
79,1345,-1.610592842,-0.8711566925,1
79,1377,-0.965523243,-0.5868641138,1
79,1409,-0.3475410342,-0.6576102972,1
79,1441,-0.4761875272,0.4775186181,1
79,1473,-0.2522777915,0.6293237209,1
79,1505,0.5399503112,0.6206001043,1
79,1537,0.4183361828,0.6816553473,1
79,1569,0.1493788064,-0.1140756607,1
79,1601,-0.245272845,-0.5756036043,1
79,1633,-0.05402010679,-1.03039825,1
79,1665,0.9194395542,-0.993296802,1
79,1697,0.1544606686,0.09780451655,1
79,1729,0.05861359835,0.7943943143,1
79,1761,0.5166251063,1.236354113,1
79,1793,0.6290411353,1.367065907,1
79,1825,-1.55123806,1.934335232,1
79,1857,-2.671998501,2.36528492,1
79,1889,-1.750431657,2.491891623,1
79,1921,-2.904646873,1.116735935,1
79,1953,-0.7170501351,1.444840312,1
79,1985,0.08712688088,0.7469164729,1
79,2017,0.3872023821,-0.7275084257,1
111,33,-0.2146544904,1.864193439,1
111,65,-0.3953610063,-0.7277421951,1
111,97,-0.3778422475,-1.440662861,1
111,129,0.1375124753,-0.04826849699,1
111,161,0.1473085284,-0.1629316211,1
111,193,0.2379989624,-0.4113948941,1
111,225,0.3811439872,-0.4741136134,1
111,257,0.4728838205,-0.5240459442,1
111,289,0.6239478588,-0.3659620285,1
111,321,0.8620951176,-0.7130327225,1
