PIVlab, ASCII chart output - 07-Feb-2024
FRAME: 56, filenames: A:[56]MAX_TimeSrs025_TgUtrmcherry.avi & B:[57]MAX_TimeSrs025_TgUtrmcherry.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.9696904421,0.6556242704,1
47,65,-0.228384316,0.507666111,1
47,97,-0.3899055123,0.6070312262,1
47,129,0.08532685041,-0.02734959126,1
47,161,0.2968513072,0.1692156792,1
47,193,0.3498256207,-0.04211258888,1
47,225,-0.1681363583,-0.3188562393,1
47,257,0.2391810417,-0.4706626534,1
47,289,0.3122577667,-0.3585850894,1
47,321,0.6198040247,-0.1676365733,1
47,353,-0.4697570205,0.05321175605,1
47,385,-0.6109554768,-0.02181281149,1
47,417,0.02034294605,-0.4663757682,1
47,449,0.3570991158,-0.1306861043,1
47,481,0.01708823442,-0.1903671026,1
47,513,0.1631559879,-0.2465168834,1
47,545,-0.0326744318,-0.1560260803,1
47,577,-0.6655718088,0.1941435337,1
47,609,-1.063527822,0.4285435677,1
47,641,-1.020684838,-0.7313879728,1
47,673,-0.9725124836,-0.894387722,1
47,705,-0.6697829962,-0.3273752332,1
47,737,0.5135333538,0.06080678105,1
47,769,1.014603615,-0.4073064923,1
47,801,0.9392359257,-0.5070325732,1
47,833,0.365976572,-0.2858856916,1
47,865,0.4104927182,-0.4917513132,1
47,897,0.7982466221,0.133441031,1
47,929,1.310267568,-0.6031748056,1
47,961,5.450796127,-3.101332664,1
47,993,4.602329254,-4.477164745,1
47,1025,1.57254231,-5.176003933,1
47,1057,10.47685146,-8.094314575,1
47,1089,0.3969380856,-0.4563634098,1
47,1121,6.204323292,-0.5936532021,1
47,1153,2.319183826,-0.6813021898,1
47,1185,0.7874140739,-0.9466712475,1
47,1217,-0.985490799,-8.561797142,1
47,1249,-1.052593231,-1.560339928,1
47,1281,-0.76605618,-0.1529422998,1
47,1313,-0.4787617922,0.3723600209,1
47,1345,-0.4757301807,0.3617430031,1
47,1377,-0.216320008,-0.3229181468,1
47,1409,0.04083395004,-0.2537094355,1
47,1441,-0.2450231016,-0.02469050884,1
47,1473,-0.9684550166,-0.2116105556,1
47,1505,-1.325855494,-0.8443665504,1
47,1537,-0.9766512513,-2.988119125,1
47,1569,-0.4712754488,-3.308727026,1
47,1601,-0.9223542213,-2.998827934,1
47,1633,-1.931949139,-4.26673317,1
47,1665,-2.213783741,-4.584681511,1
47,1697,-1.92730093,-3.981909037,1
47,1729,-2.088097811,-2.854389429,1
47,1761,-3.02725029,-0.5569887161,1
47,1793,-4.184937,-2.006900072,1
47,1825,-4.463142395,-1.979454041,1
47,1857,-3.588840485,-1.472229481,1
47,1889,-1.62822628,-1.151011467,1
47,1921,-0.6321583986,-0.5802041292,1
47,1953,-0.5618103147,-0.3926145434,1
