 ,X,Y
1,131.191,127.086
2,127.654,126.011
3,126.566,125.418
4,127.464,125.669
5,126.094,125.578
6,125.860,126.092
7,125.526,125.830
8,125.119,125.765
9,125.802,125.795
10,125.173,125.577
11,124.682,125.255
12,123.507,124.896
13,123.472,124.823
14,121.750,124.019
15,121.086,123.740
