PIVlab, ASCII chart output - 21-Nov-2024
FRAME: 9, filenames: A:[9]AVI_Pos018_TimeSrs0018_TgUtrmcherry_K4K8MO.avi & B:[10]AVI_Pos018_TimeSrs0018_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,14.00444221,11.2156744,1
47,97,12.42635727,11.21141243,1
47,129,10.75233269,8.562046051,1
47,161,9.84702301,7.208862305,1
47,193,8.959611893,5.645395279,1
47,225,10.68926811,6.719982147,1
47,257,11.89782619,8.197977066,1
47,289,12.75946236,7.752301216,1
47,321,17.67201042,10.24983597,1
47,353,17.99555206,12.19234943,1
47,385,NaN,NaN,2
47,417,NaN,NaN,2
47,449,17.62131882,8.085190773,1
47,481,21.01628685,10.39996433,1
47,513,24.25380516,10.65711784,1
47,545,23.69085503,7.208129883,1
47,577,NaN,NaN,2
47,609,27.56154633,9.507091522,1
47,641,27.5418644,9.550422668,1
47,673,26.05438995,8.580686569,1
47,705,21.94373322,6.257764339,1
47,737,19.28477859,6.86976099,1
47,769,15.70742607,3.425111294,1
47,801,15.88391876,1.324361801,1
47,833,17.22714424,0.9570322037,1
47,865,NaN,NaN,2
47,897,NaN,NaN,2
47,929,19.58087158,-0.008195996284,1
47,961,18.22087097,2.334203005,1
47,993,14.95817757,0.2030491829,1
47,1025,NaN,NaN,2
47,1057,NaN,NaN,2
47,1089,NaN,NaN,2
47,1121,10.11159611,-1.480783939,1
47,1153,11.22096348,-2.845389366,1
47,1185,9.47222805,-5.325213432,1
47,1217,NaN,NaN,2
47,1249,9.994252205,-1.575946331,1
47,1281,10.23091984,-0.6087267399,1
47,1313,9.285570145,-3.207584858,1
47,1345,NaN,NaN,2
47,1377,NaN,NaN,2
47,1409,9.605013847,-6.213531494,1
47,1441,9.100774765,-3.582175255,1
47,1473,8.152997971,-1.179534197,1
47,1505,7.624898911,1.662287235,1
47,1537,6.771496773,1.215577602,1
47,1569,5.445010185,-1.323370218,1
47,1601,2.410720825,-0.6469023228,1
47,1633,1.154623985,0.6101770401,1
47,1665,0.238196969,0.5795118809,1
47,1697,2.560986996,-1.265095949,1
47,1729,0.8028469086,0.6584806442,1
47,1761,1.841181278,-1.429239511,1
47,1793,1.777104378,0.5885237455,1
47,1825,1.056482315,-0.0914798975,1
47,1857,0.3433033228,-0.848768115,1
47,1889,-0.2532346249,0.09292852879,1
47,1921,-0.973990798,0.589492619,1
47,1953,-1.05746007,0.6748545766,1
47,1985,0.8798999786,0.1819874197,1
47,2017,3.144130707,-1.142866492,1
79,33,12.63454533,10.31602287,1
79,65,12.4804697,10.00426674,1
79,97,14.22571659,10.30159855,1
79,129,14.46931648,9.640794754,1
79,161,14.10061836,8.472173691,1
79,193,12.01511765,6.663730621,1
79,225,11.4680481,8.152227402,1
79,257,14.45203209,10.80261612,1
79,289,18.18774414,11.71575928,1
79,321,17.39709473,10.45874405,1
79,353,17.59836197,9.919772148,1
79,385,17.00583267,11.47581768,1
79,417,16.20257568,9.13157177,1
79,449,16.87519264,9.362987518,1
79,481,18.36891174,9.839409828,1
79,513,20.33868217,10.28494263,1
79,545,21.47438049,9.362404823,1
79,577,23.22996712,8.811008453,1
79,609,27.53153038,10.27247906,1
79,641,25.75188637,9.676721573,1
79,673,24.82856178,8.606538773,1
79,705,22.75244904,6.834691048,1
79,737,20.75836372,6.493273258,1
79,769,17.16910362,3.142387867,1
79,801,15.41381073,2.140495777,1
79,833,NaN,NaN,2
79,865,NaN,NaN,2
79,897,20.5629921,1.201772809,1
79,929,19.43749046,0.6185522079,1
79,961,16.49725914,0.207788825,1
79,993,11.62227058,-1.712779522,1
79,1025,10.19017601,-3.254477739,1
79,1057,9.144123077,-2.460167408,1
79,1089,13.68976879,-5.222458363,1
79,1121,11.02941418,-3.469275951,1
79,1153,11.22014236,-2.733098507,1
79,1185,10.16862011,-4.333582878,1
79,1217,9.849965096,-4.3562603,1
79,1249,9.901877403,-2.748434067,1
79,1281,9.538040161,-3.068375111,1
79,1313,7.428624153,-4.032121658,1
79,1345,8.162745476,-4.083985329,1
79,1377,8.654875755,-4.473262787,1
79,1409,8.819249153,-4.23734951,1
79,1441,8.658641815,-3.595101118,1
79,1473,7.907929897,-0.8118433952,1
79,1505,6.02406168,0.05398350954,1
79,1537,3.416593552,0.9950239658,1
79,1569,1.228851795,0.4462381005,1
79,1601,1.372247815,1.898263931,1
79,1633,2.024360657,0.8690141439,1
79,1665,2.920686483,0.2301958799,1
79,1697,1.290056467,0.003175199032,1
79,1729,1.650038481,-0.2514026165,1
79,1761,1.863839507,0.1225678027,1
79,1793,1.313740969,-0.02142322063,1
79,1825,1.169298768,-1.394287586,1
79,1857,0.454701364,-0.05601900816,1
79,1889,-0.05610148609,0.9863184094,1
79,1921,-0.08737438917,0.306326896,1
79,1953,-0.4290091395,0.1564019173,1
79,1985,-0.9302023649,-0.2917883396,1
79,2017,NaN,NaN,2
111,33,7.966228485,11.63733959,1
111,65,10.51503658,9.796507835,1
111,97,13.7175293,10.46322346,1
111,129,14.57185936,10.93850708,1
111,161,16.65967369,9.835511208,1
111,193,15.18915558,10.20295906,1
111,225,13.69344711,11.00070953,1
111,257,16.30113983,11.04363251,1
111,289,16.90823746,12.06744957,1
111,321,17.2307663,11.46897984,1
111,353,18.12327385,10.41973209,1
111,385,17.95051765,11.03740692,1
111,417,17.81628227,11.39604473,1
111,449,18.6823349,10.21366596,1
111,481,18.61281204,10.82845306,1
111,513,19.86333656,11.20631599,1
111,545,21.39103317,10.93056297,1
111,577,NaN,NaN,2
111,609,26.37856293,10.79579544,1
111,641,26.61513138,10.32585716,1
111,673,26.19932365,9.464525223,1
111,705,23.80790138,7.949911118,1
111,737,21.72510719,7.094877243,1
111,769,19.12295151,1.412508011,1
111,801,16.47085762,-1.105269432,1
111,833,15.77468681,-3.04556036,1
111,865,NaN,NaN,2
111,897,NaN,NaN,2
111,929,19.9406662,1.509069204,1
111,961,16.46299553,-0.5691797137,1
111,993,11.98965263,-2.025022507,1
111,1025,10.57337284,-2.857666969,1
111,1057,10.35481453,-4.956082344,1
111,1089,12.10651016,-3.665557384,1
111,1121,11.74311924,-3.952142477,1
111,1153,11.38676167,-4.434173107,1
111,1185,11.05217361,-4.371795654,1
111,1217,11.15342236,-4.481739521,1
111,1249,11.1653738,-4.664979458,1
111,1281,9.051861763,-6.056406021,1
111,1313,8.967288971,-5.634199619,1
111,1345,8.768177986,-3.679640293,1
111,1377,8.789614677,-3.292727232,1
111,1409,8.814596176,-3.449697018,1
111,1441,8.224841118,-4.402501106,1
