PIVlab, ASCII chart output - 21-Nov-2024
FRAME: 3, filenames: A:[3]AVI_Pos018_TimeSrs0018_TgUtrmcherry_K4K8MO.avi & B:[4]AVI_Pos018_TimeSrs0018_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,NaN,NaN,2
47,97,NaN,NaN,2
47,129,-22.28267097,-18.53587341,1
47,161,-22.6999836,-20.09519577,1
47,193,-22.27964211,-19.46718025,1
47,225,NaN,NaN,2
47,257,-31.67882156,-1.690059662,1
47,289,NaN,NaN,2
47,321,-14.17916679,-11.25600052,1
47,353,-13.53818417,-5.418147564,1
47,385,NaN,NaN,2
47,417,NaN,NaN,2
47,449,NaN,NaN,2
47,481,NaN,NaN,2
47,513,-2.867214441,-4.325980186,1
47,545,-2.253461838,-8.15982914,1
47,577,NaN,NaN,2
47,609,-14.50417805,-12.72680473,1
47,641,-2.140873432,-6.365654945,1
47,673,NaN,NaN,2
47,705,8.976778984,-14.34853458,1
47,737,NaN,NaN,2
47,769,NaN,NaN,2
47,801,NaN,NaN,2
47,833,NaN,NaN,2
47,865,NaN,NaN,2
47,897,NaN,NaN,2
47,929,NaN,NaN,2
47,961,9.9861269,-18.19593811,1
47,993,NaN,NaN,2
47,1025,NaN,NaN,2
47,1057,NaN,NaN,2
47,1089,NaN,NaN,2
47,1121,NaN,NaN,2
47,1153,NaN,NaN,2
47,1185,-18.38191414,-23.43219757,1
47,1217,-17.75988388,-24.82291603,1
47,1249,NaN,NaN,2
47,1281,NaN,NaN,2
47,1313,NaN,NaN,2
47,1345,-18.53510475,-11.51164627,1
47,1377,-21.69349289,-14.45526695,1
47,1409,NaN,NaN,2
47,1441,-25.20195961,-9.364999771,1
47,1473,-25.02379417,4.842404366,1
47,1505,-27.56676292,4.527569771,1
47,1537,NaN,NaN,2
47,1569,-26.80072403,-0.4840502739,1
47,1601,-23.78612709,-1.475349665,1
47,1633,NaN,NaN,2
47,1665,-21.055439,-0.07335793972,1
47,1697,NaN,NaN,2
47,1729,-37.81269836,3.501617432,1
47,1761,NaN,NaN,2
47,1793,-21.44632912,-0.7119886875,1
47,1825,-22.9370079,0.5331902504,1
47,1857,NaN,NaN,2
47,1889,-6.525148392,3.250197411,1
47,1921,-5.59718132,3.228720188,1
47,1953,NaN,NaN,2
47,1985,NaN,NaN,2
47,2017,-43.05438232,-0.6373701096,1
79,33,-24.77636719,-0.03356170654,1
79,65,NaN,NaN,2
79,97,NaN,NaN,2
79,129,-20.99862862,-16.83645821,1
79,161,-22.90807343,-18.47707558,1
79,193,-23.59519577,-21.23020744,1
79,225,NaN,NaN,2
79,257,NaN,NaN,2
79,289,-16.9520359,-16.30184174,1
79,321,-16.081707,-13.92694855,1
79,353,-14.55435467,-10.10245895,1
79,385,-8.533474922,-6.005529404,1
79,417,NaN,NaN,2
79,449,-4.516366005,-9.064893723,1
79,481,-2.651899815,-7.890216827,1
79,513,-5.020638943,-6.00124073,1
79,545,-3.454338551,-7.189367771,1
79,577,0.6829651594,-5.459731579,1
79,609,NaN,NaN,2
79,641,NaN,NaN,2
79,673,8.747571945,-8.634811401,1
79,705,NaN,NaN,2
79,737,NaN,NaN,2
79,769,NaN,NaN,2
79,801,NaN,NaN,2
79,833,NaN,NaN,2
79,865,NaN,NaN,2
79,897,2.368517876,-16.61017799,1
79,929,1.873987198,-16.60162163,1
79,961,NaN,NaN,2
79,993,NaN,NaN,2
79,1025,1.269830108,-19.63816833,1
79,1057,NaN,NaN,2
79,1089,NaN,NaN,2
79,1121,NaN,NaN,2
79,1153,NaN,NaN,2
79,1185,-10.94254303,-25.41942215,1
79,1217,-13.44253159,-28.37461662,1
79,1249,-17.71104431,-23.91334343,1
79,1281,-16.9384594,-23.34173965,1
79,1313,NaN,NaN,2
79,1345,NaN,NaN,2
79,1377,-20.09358597,-17.06141853,1
79,1409,-24.30465317,-13.8465395,1
79,1441,-24.06766891,-11.93988609,1
79,1473,NaN,NaN,2
79,1505,NaN,NaN,2
79,1537,NaN,NaN,2
79,1569,-23.02971077,-0.9194307327,1
79,1601,-23.5455761,1.437215567,1
79,1633,NaN,NaN,2
79,1665,NaN,NaN,2
79,1697,-30.94665909,2.919501543,1
79,1729,-30.55321884,3.419536114,1
79,1761,NaN,NaN,2
79,1793,NaN,NaN,2
79,1825,NaN,NaN,2
79,1857,NaN,NaN,2
79,1889,-28.07857895,4.520216942,1
79,1921,-29.48361015,4.924555302,1
79,1953,NaN,NaN,2
79,1985,NaN,NaN,2
79,2017,-42.13879395,-0.4026050568,1
111,33,-26.62135506,0.6560268402,1
111,65,NaN,NaN,2
111,97,-22.33303261,-24.92986298,1
111,129,-23.54825783,-16.775774,1
111,161,-23.7306881,-16.64120483,1
111,193,-21.67175674,-20.43422508,1
111,225,-20.05905533,-19.89941216,1
111,257,-16.79675484,-14.43380928,1
111,289,-15.33084488,-14.72072124,1
111,321,-17.27754784,-14.30547142,1
111,353,-16.23537827,-12.96576691,1
111,385,-12.79681015,-8.246504784,1
111,417,-11.37937164,-8.849827766,1
111,449,-8.581058502,-9.10952282,1
111,481,-4.280359745,-8.203907013,1
111,513,-2.403218746,-4.385141373,1
111,545,-2.106249332,-6.560257435,1
111,577,1.22281301,-6.065796375,1
111,609,NaN,NaN,2
111,641,9.104444504,-11.15632534,1
111,673,NaN,NaN,2
111,705,15.77066231,-11.62381172,1
111,737,15.79675579,-13.25662231,1
111,769,NaN,NaN,2
111,801,NaN,NaN,2
111,833,NaN,NaN,2
111,865,1.370740891,-12.72085571,1
111,897,2.252584934,-13.83485985,1
111,929,NaN,NaN,2
111,961,NaN,NaN,2
111,993,NaN,NaN,2
111,1025,NaN,NaN,2
111,1057,NaN,NaN,2
111,1089,-5.819972038,-30.50487709,1
111,1121,-6.992278099,-31.97275734,1
111,1153,NaN,NaN,2
111,1185,-11.18675995,-27.17824173,1
111,1217,-13.22947693,-27.2214241,1
111,1249,-14.02985764,-25.92393494,1
111,1281,-12.31309509,-25.03952789,1
111,1313,-12.5996294,-25.04064369,1
111,1345,NaN,NaN,2
111,1377,-18.61257744,-18.61074448,1
111,1409,-23.15288544,-15.28360844,1
111,1441,-24.76679611,-13.40268898,1
111,1473,-22.65245628,-11.49354267,1
111,1505,NaN,NaN,2
111,1537,-21.68216705,-7.385773182,1
111,1569,-21.76241875,-5.060678959,1
111,1601,NaN,NaN,2
111,1633,NaN,NaN,2
111,1665,NaN,NaN,2
111,1697,NaN,NaN,2
111,1729,NaN,NaN,2
111,1761,-29.27864265,1.885779858,1
111,1793,-28.2603302,3.055754662,1
