PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 7, filenames: A:[7]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi & B:[8]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,-3.533308983,-4.19191885,1
24,37,-5.234763145,-5.156790733,1
24,53,-6.037583828,-3.127655983,1
24,69,-5.124164581,-2.728160858,1
24,85,-3.831731796,-2.332883596,1
24,101,-4.527825356,-1.40007782,1
24,117,-4.304383278,-1.635042429,1
24,133,-3.68431282,-3.319869995,1
24,149,-3.774482012,-4.387756348,1
24,165,-4.142590523,-3.219163895,1
24,181,-2.873991013,-2.774570942,1
24,197,-2.220773697,-3.826737881,1
24,213,-1.238212585,-4.231671333,1
24,229,-2.830875397,-5.2433815,1
24,245,-1.557764769,-5.992272854,1
24,261,-0.7857488394,-5.381648064,1
24,277,-2.49908185,-3.984239101,1
24,293,-4.607038975,-3.725628853,1
24,309,-5.79154253,-3.499237537,1
24,325,-6.312198639,-2.664090633,1
24,341,-6.913836479,-1.98608613,1
24,357,-6.085107803,-2.057512045,1
24,373,-5.943000793,-1.860481381,1
24,389,-5.13697958,-2.214336395,1
24,405,-4.305821419,-2.391489983,1
24,421,-5.446303368,-1.497260213,1
24,437,-2.879965782,1.929323673,1
24,453,-4.726664543,2.714362144,1
24,469,-2.946257591,4.758508205,1
24,485,-2.439975262,2.434302807,1
24,501,-2.173502922,1.549340129,1
24,517,-3.823007584,1.478110075,1
24,533,-4.247140408,0.5811499357,1
24,549,-4.183829308,0.4917286634,1
24,565,-4.01451683,0.7788212299,1
24,581,-3.817829132,2.028686762,1
24,597,-4.043011189,1.942592144,1
24,613,-3.944643974,0.6540164948,1
24,629,-2.051106691,1.938206196,1
24,645,-0.7117458582,1.236580372,1
24,661,1.285575628,1.973002434,1
24,677,2.564815044,4.235271454,1
24,693,1.300355196,3.673732281,1
24,709,-1.899862766,2.824225187,1
24,725,-4.418390274,3.659505844,1
24,741,-5.347494125,1.261069059,1
24,757,-6.547314167,0.2917810678,1
24,773,-7.438994408,0.03722214699,1
24,789,-4.33394146,1.368279457,1
24,805,-4.983750343,2.374678373,1
24,821,-3.766089439,3.425264835,1
24,837,-1.075765133,2.536411762,1
24,853,-0.0632237196,3.026917458,1
24,869,-0.1740989089,4.623561859,1
24,885,-1.445372343,5.37528038,1
24,901,-2.248433113,4.762362003,1
24,917,-1.56919241,1.898580551,1
24,933,-2.125326633,1.468894482,1
24,949,-0.08928561211,2.020494461,1
24,965,1.351678967,2.127656698,1
24,981,-0.7257269621,3.358025551,1
24,997,-2.83645153,6.271357059,1
24,1013,-4.211423874,3.039150238,1
24,1029,-6.020539284,1.215478897,1
24,1045,-3.081717491,1.096301079,1
24,1061,-2.943566799,1.471833706,1
24,1077,-3.74911499,2.138575554,1
24,1093,-2.962874413,3.86396718,1
24,1109,-11.07903385,0.4825344086,1
