PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 1, filenames: A:[1]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi & B:[2]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,-1.675266743,-3.971261024,1
24,37,-3.119315147,-4.798066139,1
24,53,-5.033438206,-3.958460808,1
24,69,-6.505623817,-5.061146736,1
24,85,-6.59781456,-1.398547173,1
24,101,-7.223557472,-0.5333526134,1
24,117,-7.466685295,0.1568293571,1
24,133,-4.977254868,-0.7819890976,1
24,149,0.6436808109,-2.543132544,1
24,165,-11.58734703,-2.684308529,1
24,181,-3.636271477,-5.846013546,1
24,197,-3.220608711,-0.2175969481,1
24,213,-12.11977005,-0.4520733356,1
24,229,4.407996178,-4.735416412,1
24,245,-5.429021835,2.493972778,1
24,261,-4.503611088,3.262975931,1
24,277,-4.951286316,1.410356283,1
24,293,-3.432398796,-2.90526557,1
24,309,-5.008310795,-1.364507914,1
24,325,-5.115218163,1.74286437,1
24,341,-4.047348976,3.756009579,1
24,357,0.5472452641,8.32996273,1
24,373,3.522243023,0.2448704243,1
24,389,4.439258099,-2.440452814,1
24,405,-2.590909958,-0.8566668034,1
24,421,-0.3546833992,0.9767565727,1
24,437,0.4269582033,-2.262965441,1
24,453,-0.718421638,-0.7116569281,1
24,469,-3.137600899,-1.029200077,1
24,485,-7.73823452,0.8624359369,1
24,501,-5.427231789,1.214049101,1
24,517,-4.053892612,8.414123535,1
24,533,7.814687729,2.817531824,1
24,549,-4.542028904,2.973717928,1
24,565,0.9374871254,12.77136898,1
24,581,2.270843744,6.309353828,1
24,597,-3.123266459,5.64751482,1
24,613,-2.820949554,4.807575703,1
24,629,-4.707384586,4.363234997,1
24,645,-7.178925037,6.388297558,1
24,661,-10.58012295,7.736266136,1
24,677,-11.72828484,8.815737724,1
24,693,-11.25638008,7.519714832,1
24,709,-7.947132111,5.946934223,1
24,725,-6.361992836,6.705492973,1
24,741,-5.832195282,7.911877155,1
24,757,-8.062394142,8.351751328,1
24,773,-11.03519821,5.520477295,1
24,789,-9.426244736,4.448497772,1
24,805,-10.93562222,7.145760536,1
24,821,-10.24332333,6.815397739,1
