PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 12, filenames: A:[12]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi & B:[13]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,-6.81812048,-6.315477848,1
24,37,-7.498608589,-4.769282341,1
24,53,-8.103486061,-4.971917152,1
24,69,-6.950502396,-3.974362373,1
24,85,-5.510697365,-3.470043659,1
24,101,-5.324044228,-4.756837845,1
24,117,-6.557986259,-4.583685875,1
24,133,-6.300576687,-3.473148584,1
24,149,-6.491987705,-2.144542694,1
24,165,-8.026124954,-1.48891151,1
24,181,-8.764741898,-1.758876443,1
24,197,-7.983149529,-2.62656498,1
24,213,-7.701135159,-3.300119162,1
24,229,-6.70591116,-3.370059729,1
24,245,-6.166432858,-3.266005039,1
24,261,-7.089998722,-2.696160555,1
24,277,-6.016589165,-3.299359798,1
24,293,-5.187239647,-3.869412422,1
24,309,-5.666700363,-3.964873314,1
24,325,-5.123136997,-1.806421518,1
24,341,-5.515474796,-0.9977080226,1
24,357,-5.214067936,-1.275057554,1
24,373,-4.387051582,-3.065481424,1
24,389,-3.747215271,-3.050223589,1
24,405,-5.10577631,-1.071843266,1
24,421,-7.45106554,2.573743343,1
24,437,-8.232637405,3.752982378,1
24,453,-6.876150131,-0.3456983566,1
24,469,-5.933653355,-1.538372517,1
24,485,-4.633944035,-0.09786975384,1
24,501,-3.669216394,1.184227943,1
24,517,-5.983773232,0.9864556193,1
24,533,-7.00452137,0.9148949385,1
24,549,-4.519972324,0.6683210135,1
24,565,-3.570134163,1.117275357,1
24,581,-1.021201134,4.65874815,1
24,597,-5.032942772,-0.6384545565,1
24,613,-5.781312466,-1.961890936,1
24,629,-1.616890907,0.452249527,1
24,645,-2.271052361,0.08076548576,1
24,661,1.777978897,1.238456488,1
24,677,-5.073291302,2.052429438,1
24,693,-4.424082279,3.421627522,1
24,709,-4.272171974,3.357447147,1
24,725,-4.593118668,2.285800219,1
24,741,-1.014771461,2.368168354,1
24,757,0.2335424423,0.09396362305,1
24,773,-1.931097746,0.8361475468,1
24,789,-5.362107277,-0.8825542331,1
24,805,-3.160562515,0.9980869293,1
24,821,-5.370184898,1.452920437,1
24,837,-6.72351265,2.003867626,1
24,853,-9.472967148,0.8528205156,1
24,869,-5.965562344,-0.1640287042,1
24,885,-5.541356087,-0.8194843531,1
24,901,-5.496224403,0.7915611267,1
24,917,-6.821696758,0.8160943389,1
24,933,-7.680392265,1.413033247,1
24,949,-6.63104105,0.4150056839,1
24,965,-4.119062424,0.2292952538,1
24,981,-1.996554852,1.709304571,1
24,997,-2.51894331,1.528614163,1
24,1013,-4.024887085,2.084947824,1
24,1029,-3.835186481,1.563931823,1
24,1045,-4.17252636,0.6332347393,1
24,1061,-1.463243484,0.1073998213,1
24,1077,-4.091070175,-0.6586129665,1
24,1093,-4.754055023,-0.5188815594,1
24,1109,-5.138316154,-0.6157964468,1
24,1125,-5.394100189,0.2923725247,1
24,1141,-6.453781128,1.718420744,1
24,1157,-5.149910927,1.055884838,1
24,1173,-4.702620029,1.29649663,1
24,1189,-4.81082058,1.523247838,1
24,1205,-4.520664215,1.198802233,1
24,1221,-3.790082932,1.170162439,1
24,1237,-3.994524956,1.242080212,1
24,1253,-4.192613602,-0.03375178576,1
24,1269,-4.534341812,0.6162081957,1
24,1285,-7.178748131,-2.437197685,1
40,21,-7.051277161,-4.181012154,1
40,37,-6.858895302,-4.294940948,1
40,53,-6.640504837,-4.036244392,1
40,69,-6.197704315,-3.530923128,1
40,85,-6.005941391,-3.082071781,1
40,101,-6.763753414,-3.019286633,1
40,117,-8.255386353,-2.924659014,1
40,133,-8.200086594,-2.98204565,1
40,149,-7.437047482,-2.353065252,1
40,165,-6.785493374,-2.220820904,1
40,181,-6.832995892,-2.516858339,1
40,197,-6.761928558,-2.615765095,1
40,213,-6.253573895,-2.595366955,1
40,229,-3.492421627,-0.2110247612,1
40,245,-5.216666698,-2.381413698,1
40,261,-5.418209076,-2.885239601,1
40,277,-5.502205372,-2.604489088,1
40,293,-5.741555214,-1.960408688,1
40,309,-5.644212246,-1.38386178,1
40,325,-5.692522049,-1.198961258,1
40,341,-5.176179886,-0.6516352892,1
40,357,-5.176531792,-0.9546329975,1
40,373,-4.784561634,-1.790652394,1
40,389,-4.733603477,-1.935883045,1
40,405,-6.236154079,-0.7476131916,1
40,421,-7.494957924,1.738184094,1
40,437,-7.804047108,3.700355053,1
40,453,-6.055501461,0.6317895055,1
40,469,-6.909797192,1.136797547,1
40,485,-5.147186756,0.8394556046,1
40,501,-5.056006908,1.44957459,1
40,517,-6.004403114,1.204320073,1
40,533,-5.69008112,1.189323425,1
40,549,-5.020828247,1.321566463,1
40,565,-5.635231018,1.481717944,1
40,581,-5.535644531,1.788067579,1
40,597,-5.71628809,3.494577885,1
40,613,-4.561986446,1.335959435,1
40,629,-4.765342712,1.565123439,1
40,645,-3.278767109,0.3217736483,1
40,661,-4.107315063,1.738089681,1
40,677,-7.269222736,5.483707428,1
40,693,-5.06661272,3.053011417,1
40,709,-3.750339031,2.490907192,1
40,725,-4.066909313,2.587950468,1
40,741,-4.189653873,2.2103374,1
40,757,-3.846007347,1.19142139,1
40,773,-3.361525297,1.295327902,1
40,789,-3.349431515,1.013864756,1
40,805,-2.398758173,2.069732904,1
40,821,-3.173807144,0.8912400603,1
40,837,-5.397451401,-0.8965712786,1
40,853,-7.509475708,-0.1928997636,1
40,869,-6.487718105,-0.1564766616,1
40,885,-7.303634167,0.2676940262,1
40,901,-6.768349648,-1.317739725,1
40,917,-7.351811886,0.7859229445,1
40,933,-7.124933243,1.013195634,1
40,949,-0.6360182762,-6.442481041,1
40,965,-2.838886261,2.345808983,1
40,981,-3.205296516,3.460713863,1
40,997,-3.225632906,1.524407506,1
40,1013,-3.360553503,2.160984278,1
40,1029,-3.468357086,1.957111239,1
40,1045,-3.417326689,1.408892035,1
40,1061,-1.168046951,1.145646811,1
40,1077,-5.819288731,0.3491798937,1
40,1093,-5.086349487,-0.5831816792,1
40,1109,-3.393790722,-0.8706640005,1
40,1125,-3.869372368,0.46682477,1
40,1141,-5.325685024,1.932271361,1
40,1157,-5.068863869,2.282433033,1
40,1173,-4.870129108,1.36348033,1
40,1189,-4.953742504,1.444406509,1
40,1205,-4.949830055,1.110231876,1
40,1221,-5.84069252,1.074312925,1
40,1237,-5.751184464,0.5804510713,1
40,1253,-5.881265163,0.3864703476,1
40,1269,-6.033960819,0.6450967789,1
40,1285,-6.496908188,-0.6576111317,1
56,21,-7.052792549,-3.281686783,1
56,37,-6.621686459,-3.926212311,1
56,53,-6.670659065,-3.665086985,1
56,69,-6.335787296,-3.04157114,1
56,85,-6.580565929,-2.612264633,1
56,101,-7.698016644,-2.069953918,1
