PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 9, filenames: A:[9]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi & B:[10]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
328,85,-2.743665695,-0.0436976254,1
328,101,-2.791572094,0.3204968274,1
328,117,-2.949136019,1.319559813,1
328,133,-2.609769583,0.57465446,1
328,149,-2.168588877,1.065495014,1
328,165,-1.824021816,1.681211829,1
328,181,-1.173121214,0.626386404,1
328,197,-2.736047506,0.744582057,1
328,213,-3.252053976,0.3068629205,1
328,229,-3.170875549,0.8967385292,1
328,245,-1.597688675,-0.1964359283,1
328,261,-3.14437747,-1.891898036,1
328,277,-1.428653359,-1.467446923,1
328,293,-0.7919440269,-0.7058731914,1
328,309,-0.6227042675,-0.1038567051,1
328,325,-1.526630402,0.3873807192,1
328,341,-1.701584458,0.2289030552,1
328,357,-1.735527158,-0.07874982059,1
328,373,-2.22066927,-0.2121734023,1
328,389,-4.22457552,-1.919919133,1
328,405,-4.049589634,-1.03993845,1
328,421,-5.053472042,0.6186044216,1
328,437,-4.570372105,1.013542414,1
328,453,-3.667494774,0.6882885695,1
328,469,-1.76098156,0.2561120987,1
328,485,-1.480831385,0.1110782623,1
328,501,-1.790966392,0.03061875701,1
328,517,-1.623180151,0.5083611608,1
328,533,-0.9598836899,1.986386776,1
328,549,-0.9471440315,1.731004119,1
328,565,-1.723742008,0.9728450179,1
328,581,-2.495866776,-0.467793107,1
328,597,-2.576251984,0.4486388564,1
328,613,-2.622777462,1.161773562,1
328,629,2.210377693,4.557821274,1
328,645,-2.436971188,2.582913637,1
328,661,-2.772653103,2.180217266,1
328,677,-2.807734251,2.478763103,1
328,693,-2.130843163,4.817065239,1
328,709,-2.284872532,4.639595985,1
328,725,-0.6094831228,3.007695436,1
328,741,2.261972904,0.6948609352,1
328,757,3.576803207,0.6360328794,1
328,773,3.403818607,1.262367487,1
328,789,2.546164513,1.943427801,1
328,805,2.231612682,3.269626141,1
328,821,2.285817862,2.238386869,1
328,837,1.288935423,2.382060766,1
328,853,1.358643532,2.041743994,1
328,869,1.117289424,2.214480877,1
328,885,0.6377359629,1.469835043,1
328,901,0.4914227724,2.436253071,1
328,917,-0.5317664742,3.430948734,1
328,933,-1.61667943,2.982321024,1
328,949,-1.863070488,1.620565414,1
328,965,-1.183573246,2.719152212,1
328,981,-2.591966152,4.085552692,1
328,997,-3.161097527,3.867988348,1
328,1013,-2.945621729,4.070041656,1
328,1029,-2.814204454,4.441638947,1
328,1045,-3.545873404,4.487151146,1
328,1061,-3.72111845,4.295222282,1
328,1077,-3.410012007,3.972074032,1
328,1093,-2.879002094,4.432145596,1
328,1109,-2.753206253,4.397467136,1
328,1125,-2.960392237,3.260335445,1
328,1141,-2.755571365,2.898233414,1
328,1157,-4.262298584,12.19064999,1
328,1173,-2.024652958,3.332521915,1
328,1189,-3.187519789,4.418272018,1
328,1205,-3.565933943,4.636714458,1
328,1221,-2.360387087,3.870386124,1
328,1237,-3.001880884,4.484661102,1
328,1253,-3.18894577,4.849853039,1
328,1269,-3.67513299,3.748345852,1
328,1285,-4.841875076,4.759251595,1
344,21,-3.278940439,-0.8977336884,1
344,37,-3.263694286,-1.088625669,1
344,53,-2.880865097,1.600921631,1
344,69,-3.384986162,0.1399080753,1
344,85,-3.193764687,0.05115737766,1
344,101,-3.323185444,0.297041595,1
344,117,-2.251670122,1.008502245,1
344,133,-2.361589909,0.9263125658,1
344,149,-2.215316772,1.201849222,1
344,165,-1.808806896,0.5314928293,1
344,181,-1.869226456,0.2571856678,1
344,197,-2.827333212,1.257322669,1
344,213,-2.666832447,0.01921027899,1
344,229,-2.831849098,1.063753843,1
344,245,-3.147458315,0.04952263832,1
344,261,-2.709122896,-1.315720677,1
344,277,-1.678500652,-1.301900387,1
344,293,-1.649556518,-0.8321353197,1
344,309,-1.937537909,-0.2869339883,1
344,325,-1.982363224,0.2598493695,1
344,341,-1.834881544,0.9670863152,1
344,357,-1.430209279,0.3075948954,1
344,373,-1.831653476,0.3842821419,1
344,389,-2.98141098,-0.3666450381,1
344,405,-2.942545414,0.1074162722,1
344,421,-0.3739603758,0.704998374,1
344,437,2.407971859,2.377843857,1
344,453,5.523640633,1.624634981,1
344,469,-1.026223779,0.8979581594,1
344,485,-0.7520854473,0.04106780887,1
344,501,-1.077992797,-0.2970038354,1
344,517,0.2857992649,0.4316760302,1
344,533,-0.2382122278,1.423747063,1
344,549,-1.200589657,0.7953329682,1
344,565,-1.701364517,-1.109392405,1
344,581,-2.03589797,-1.54686141,1
344,597,-4.38333559,8.987409592,1
344,613,-5.578917503,9.637577057,1
344,629,-0.517493248,3.597361803,1
344,645,-1.965642095,2.805315733,1
344,661,-3.13720727,2.004252434,1
344,677,-3.618384361,1.951193333,1
344,693,-2.313296318,2.668084621,1
344,709,-1.076933384,4.289628506,1
344,725,-2.300352573,3.264266014,1
344,741,3.145790577,0.7530602217,1
344,757,2.901772499,0.4533587694,1
344,773,2.524294615,1.2888273,1
344,789,2.023525476,2.920314312,1
344,805,1.969610929,2.279678345,1
344,821,1.657418489,2.305855036,1
344,837,1.507115006,2.280200481,1
344,853,1.830585003,2.05442667,1
344,869,1.859151125,2.28587079,1
344,885,0.6736437678,2.202200651,1
344,901,-0.3721109927,2.755470276,1
344,917,-0.9957585335,2.813886404,1
344,933,-1.269179344,4.364512444,1
344,949,-1.72488904,3.202928543,1
344,965,-2.497021198,3.14644146,1
344,981,-3.733301163,4.538648605,1
344,997,-4.018951416,4.469696522,1
344,1013,-2.443020344,3.24283123,1
344,1029,-2.723154068,3.271292686,1
344,1045,-3.48814106,3.795345068,1
344,1061,-3.868592501,4.33614254,1
344,1077,-3.257103205,4.745156765,1
344,1093,-2.523779869,4.336781502,1
344,1109,-1.610020876,4.14799118,1
344,1125,-2.297278166,3.826892853,1
344,1141,-2.153138399,3.471285582,1
344,1157,-2.088028431,3.832500219,1
344,1173,-2.448727131,3.908339739,1
344,1189,-7.848488808,5.388529301,1
344,1205,-8.28882122,4.109025955,1
344,1221,-1.877046585,3.393779516,1
344,1237,-2.508081198,3.750524282,1
344,1253,-2.858083487,4.179337978,1
344,1269,-1.811553478,4.151801586,1
344,1285,-4.243447781,4.710907459,1
360,21,-2.497460365,-2.755369663,1
360,37,-2.344159126,-2.20333457,1
360,53,-2.756758451,0.08993375301,1
360,69,-2.60292697,0.3259138465,1
360,85,-3.414075136,-0.3529676199,1
360,101,-3.396866322,0.2869987488,1
360,117,-1.139894009,0.8909682035,1
360,133,-2.213228941,1.071318746,1
360,149,-2.449542999,0.2366978824,1
360,165,-1.944050074,-0.05600875616,1
360,181,-2.135121107,0.1628281474,1
360,197,-2.687225819,0.5739679337,1
360,213,-2.854365587,0.1528675556,1
360,229,-3.013075829,0.2732261419,1
360,245,-3.350953817,-0.3897256851,1
360,261,-3.359044075,-1.001935959,1
360,277,-2.764395714,-1.068199277,1
360,293,-2.40389061,-0.7685835361,1
360,309,-2.568763256,-0.1631964445,1
360,325,-2.996496201,0.2289457619,1
360,341,-2.277226925,1.266226172,1
360,357,-0.4364622831,0.8283520937,1
360,373,-1.432077408,0.9144667983,1
360,389,-1.253038645,0.348285377,1
360,405,-4.977593422,0.8249425888,1
360,421,1.229669452,0.7670798302,1
360,437,2.061178684,1.671151757,1
360,453,-0.02954924107,1.754779816,1
360,469,-1.050810337,1.422452927,1
360,485,-0.7884247303,-0.1035219431,1
360,501,-1.108205914,-0.5901107192,1
360,517,-1.138178825,-0.2758258581,1
360,533,-1.158698559,0.5262186527,1
360,549,-1.397930145,0.3223253489,1
360,565,-8.982051849,-3.250089884,1
360,581,-10.43622684,-1.833152294,1
360,597,-0.4962215424,0.3867961764,1
360,613,-3.214558601,10.21207523,1
360,629,0.3654522896,3.302942753,1
360,645,-1.465228558,3.563105345,1
360,661,-3.17816329,2.201914072,1
360,677,-2.966501236,0.7060617208,1
360,693,-1.132481813,2.055565834,1
360,709,8.403689384,2.090034962,1
360,725,-3.6153934,-0.4428044558,1
360,741,1.235126019,0.4089041948,1
360,757,1.514670372,0.7423551083,1
360,773,1.602814913,1.380409598,1
360,789,3.205648661,3.011054516,1
360,805,3.642541647,2.353168964,1
360,821,2.418972492,2.544896603,1
360,837,1.640182972,2.975081205,1
360,853,1.994229078,2.749323845,1
360,869,2.244305134,3.106918335,1
360,885,2.112089872,2.674293518,1
360,901,-3.194698811,2.26646328,1
360,917,-2.079907656,2.330883265,1
360,933,-1.714099407,2.558158398,1
360,949,-2.046977282,2.648995638,1
360,965,-3.399085045,3.057353973,1
360,981,-3.31197381,3.429776192,1
360,997,-1.191756248,3.398817539,1
360,1013,-1.358319283,3.035264492,1
360,1029,-2.61297965,3.050575018,1
360,1045,-3.453089476,3.543067932,1
360,1061,-3.536883116,4.281401634,1
360,1077,-3.23383522,4.993803978,1
360,1093,-3.053509712,4.227068901,1
360,1109,-3.775510073,3.65850997,1
360,1125,-2.653733969,3.506591558,1
360,1141,-1.763290405,3.690670252,1
360,1157,-1.068196535,3.969567537,1
360,1173,-2.225003242,3.994768381,1
360,1189,-2.780319691,3.410181284,1
360,1205,-2.748527288,3.294178486,1
360,1221,-2.168974876,3.560768366,1
360,1237,-1.638034344,3.38674593,1
360,1253,-2.339565277,3.617403507,1
360,1269,-1.763874531,3.708626747,1
360,1285,-4.38465786,3.656473637,1
376,21,-1.087226868,1.315944552,1
376,37,-0.4944829941,-0.4308419824,1
376,53,-1.471027851,-1.540145397,1
376,69,-1.43610692,-2.059535027,1
376,85,-2.602098227,0.930342555,1
376,101,-2.547774315,0.9820823669,1
376,117,-2.630215406,0.06025570631,1
376,133,-3.878646851,1.120014071,1
376,149,-2.635221481,0.5441896319,1
376,165,-2.239981174,0.3757659495,1
376,181,-2.436522484,0.1388053298,1
376,197,-2.291257858,0.4360021651,1
376,213,-2.278388977,0.6933712959,1
376,229,-2.402619839,0.4483997822,1
376,245,-3.32384944,-2.792126179,1
376,261,-4.00579834,-2.70947361,1
376,277,-2.97606039,-0.2688559294,1
376,293,-2.983064651,0.1758075804,1
376,309,-2.849942923,0.06819218397,1
376,325,-3.470889091,0.5534492135,1
376,341,-3.095419407,1.072361827,1
376,357,-1.721437931,0.7729284167,1
376,373,0.340338707,0.6947894692,1
376,389,-1.200355291,0.4461835027,1
376,405,-0.7025615573,0.8260414004,1
376,421,1.867806554,0.6273889542,1
376,437,1.470695972,0.5065959096,1
376,453,-0.3540922403,0.5526160002,1
376,469,-0.6358963251,0.9377491474,1
376,485,-0.5884008408,-0.5047331452,1
376,501,-1.35786438,-1.151754498,1
376,517,-2.518344879,-0.9087246656,1
376,533,-3.003532648,-0.2380763292,1
376,549,-2.621102333,-0.02829499543,1
376,565,-3.212948799,0.07287451625,1
376,581,-3.119003296,0.2371929884,1
376,597,-2.287103891,0.9433746934,1
376,613,-0.8807543516,1.274941206,1
376,629,-0.3081768155,1.565421224,1
376,645,-0.8543957472,2.070490122,1
376,661,-1.574274659,1.688605428,1
376,677,-0.9124541283,0.9622194767,1
376,693,-0.8719518781,3.235753536,1
376,709,0.1700190753,4.541354179,1
376,725,4.42565918,-0.9933453798,1
376,741,0.4764668941,0.4018714428,1
376,757,0.6962879896,1.287673712,1
376,773,3.363171101,2.125058651,1
376,789,2.258273602,5.729547501,1
376,805,3.159331799,6.282064438,1
376,821,2.024914265,2.433359623,1
376,837,0.8545131683,2.95563221,1
376,853,5.489989758,-5.129724979,1
376,869,-0.3597977161,4.604846001,1
376,885,-0.7902314067,3.113301039,1
376,901,-5.047847748,5.536196709,1
376,917,-1.598546982,2.072350979,1
376,933,-1.681045413,2.137972832,1
376,949,-2.091449976,2.29406023,1
376,965,-2.448743105,3.073193073,1
376,981,-2.278082609,3.00492239,1
376,997,-2.385921955,3.609731436,1
376,1013,-2.77437973,3.648322105,1
376,1029,-3.036707878,3.676727772,1
376,1045,-3.072903395,4.057492256,1
376,1061,-2.855326891,4.21832943,1
376,1077,-2.429433107,3.701670647,1
376,1093,-2.413216114,3.930124044,1
376,1109,-2.510109186,3.085930586,1
376,1125,-2.170506001,3.855264425,1
376,1141,-2.31387496,3.84600687,1
376,1157,-2.500611544,4.012657166,1
376,1173,-2.921661615,3.819534063,1
376,1189,-3.289729118,2.929739714,1
376,1205,-3.361523867,3.105636358,1
376,1221,-3.170346498,3.628844261,1
376,1237,-2.407247543,3.760565996,1
376,1253,-2.618525505,3.692070246,1
376,1269,-2.970347404,3.220088243,1
376,1285,-4.774525642,3.222286701,1
392,21,-1.801994324,1.332409382,1
392,37,-1.655818701,0.1101173162,1
392,53,-1.360871434,-0.637098074,1
392,69,-1.724667072,-0.5501021743,1
392,85,-2.041681767,0.3319395781,1
392,101,-2.065076828,0.4093074203,1
392,117,-1.118313313,-0.6760306954,1
392,133,-3.352125883,0.4137990475,1
392,149,-2.912043571,0.5616221428,1
392,165,-1.975226879,1.295535564,1
392,181,-2.111741304,0.1723931581,1
392,197,-1.962261677,0.2947802842,1
392,213,-2.070457458,0.03605830669,1
392,229,-2.291698694,-0.3319580853,1
392,245,-2.184218884,-0.9413659573,1
392,261,-2.755284786,-2.479113102,1
392,277,-3.040982723,0.2482505441,1
392,293,-3.702058315,1.175503373,1
392,309,-3.904087543,1.029647231,1
392,325,-3.434909344,0.7111737728,1
392,341,-3.314040422,0.7302230597,1
392,357,-1.670082331,0.6255520582,1
392,373,-0.01678395271,0.6902384162,1
392,389,-1.490297794,0.7491114736,1
392,405,-1.315085649,3.510132313,1
392,421,0.4222179949,1.148564339,1
392,437,-0.5445924997,0.5839377046,1
392,453,-1.187398911,0.0469571054,1
392,469,-1.062563181,-0.2821365893,1
392,485,-2.300854683,-1.116643667,1
392,501,-2.101098537,-1.652509451,1
392,517,-2.895968437,-1.830307603,1
392,533,-3.023582697,-0.7562095523,1
392,549,-3.020074129,-0.278429687,1
392,565,-3.245581388,-0.1244500577,1
392,581,-3.316430807,0.1873838603,1
392,597,-2.256236553,1.099839211,1
392,613,-0.7389271259,0.9298214316,1
392,629,0.2709614635,0.7521269321,1
392,645,-0.5091322064,0.7583893538,1
392,661,-1.395020843,1.249825835,1
392,677,-1.135454774,2.680041075,1
392,693,-0.5968288779,4.171207905,1
392,709,-0.8134669662,4.496871471,1
392,725,1.680843353,1.455652356,1
392,741,1.71767807,1.650706053,1
392,757,2.235713482,1.509549499,1
392,773,3.631613493,1.644605398,1
392,789,-1.889847875,-7.205249786,1
392,805,2.193876266,6.803875923,1
392,821,-5.564064026,2.551941633,1
392,837,-0.6415627003,2.37037611,1
392,853,-3.221750736,4.826355934,1
392,869,-9.230041504,-0.5080993176,1
392,885,-9.371831894,1.583976507,1
392,901,-10.23233604,-0.3864512444,1
392,917,-2.14121151,2.2464571,1
392,933,-2.397932529,2.148421049,1
392,949,-2.841315269,2.359191656,1
392,965,-2.919519186,3.008126736,1
392,981,-2.838304281,2.832487106,1
392,997,-3.047511101,4.489264488,1
392,1013,-2.992130995,5.472818375,1
392,1029,-3.066129923,4.045503616,1
392,1045,-1.751174688,4.295100212,1
392,1061,-2.094756603,4.002884865,1
392,1077,-1.711969376,3.413505554,1
392,1093,-1.763700724,3.475291014,1
392,1109,-1.91148591,4.113399506,1
392,1125,-1.895990849,4.316183567,1
392,1141,-2.271077871,4.149456501,1
392,1157,-2.774374485,3.818822384,1
392,1173,-2.909155846,3.794872284,1
392,1189,-2.978823185,3.180249214,1
392,1205,-2.697618723,2.808895588,1
392,1221,-2.748401403,3.800429344,1
392,1237,-2.679653168,2.916164875,1
392,1253,-2.769602299,3.317749262,1
392,1269,-3.022564173,3.543986797,1
392,1285,-3.519853115,3.792793274,1
408,21,-1.507326365,0.7063403726,1
408,37,-1.205994368,0.0168480128,1
408,53,-0.7616878748,-0.6222740412,1
408,69,-0.7691899538,-0.6915495396,1
408,85,-1.438458443,-0.4285348058,1
408,101,-1.606786251,-0.412733376,1
408,117,-0.6599994898,-0.6089423895,1
408,133,-0.8183400631,-0.689888835,1
408,149,-2.407213688,-1.369151354,1
408,165,-2.783518314,-2.92297554,1
408,181,-1.470961571,0.4062474072,1
408,197,-1.851817369,-0.1941361129,1
408,213,-2.16155982,-0.7873131037,1
408,229,-2.508431911,-0.8434972763,1
408,245,-2.009296417,-0.5958787799,1
408,261,-1.937874317,-0.6627295613,1
408,277,-3.280049324,0.7813345194,1
408,293,-3.584067345,5.63567543,1
408,309,-5.361283779,0.9221650362,1
408,325,-3.869233847,0.7772694826,1
408,341,-2.918458462,1.420709372,1
408,357,-2.466042757,0.6117876172,1
408,373,-1.18300271,0.5388153195,1
408,389,1.250942588,5.701334,1
408,405,-2.989198208,5.299218178,1
408,421,-2.275695324,4.347917557,1
408,437,-1.204002142,1.486052752,1
408,453,-2.006115198,0.360209465,1
408,469,-2.725722551,-0.440502286,1
408,485,-3.050262451,-1.039978981,1
408,501,-2.714574814,-1.351896048,1
408,517,-2.472092628,-2.595577478,1
408,533,-2.667981625,-2.001130104,1
408,549,0.7669458389,-0.9566099048,1
408,565,-2.258315325,-1.109247565,1
408,581,-1.997584581,-0.04928064346,1
408,597,-1.531685948,0.3942606449,1
408,613,-0.776597023,0.3410042524,1
408,629,-0.1005580425,0.4804646969,1
408,645,-0.06768079102,0.9222838879,1
408,661,-0.3415806592,1.478853226,1
408,677,-0.383433193,1.510213137,1
408,693,-0.06832118332,1.725286126,1
408,709,0.2039541006,1.549443841,1
408,725,2.197968006,0.5919963121,1
408,741,1.290825844,1.702494144,1
408,757,1.451264501,1.831492782,1
408,773,3.101415873,1.5599581,1
408,789,0.750374198,2.21078825,1
408,805,-0.1074816883,0.6221734285,1
408,821,-0.6304217577,0.03865695,1
408,837,-1.190886497,1.766871214,1
408,853,-1.580878139,2.358025789,1
408,869,-7.052684307,2.847550631,1
408,885,-2.666652203,1.33111167,1
408,901,-2.417173386,2.077333927,1
408,917,-2.132186413,2.600834608,1
408,933,-2.18159461,2.419604063,1
408,949,-2.395591497,2.675462723,1
408,965,-2.948432684,3.273002386,1
408,981,-2.836970329,3.134474516,1
408,997,-2.918459177,4.927111149,1
408,1013,-2.797028542,5.735427856,1
408,1029,-2.13188529,4.177695274,1
408,1045,-1.066437006,3.079008579,1
408,1061,-1.259131193,4.004068375,1
408,1077,-1.26181674,4.024953842,1
408,1093,-0.9664022923,4.106757641,1
408,1109,-0.4420230389,4.398341656,1
408,1125,-0.5633335114,4.090551376,1
408,1141,-1.584903002,4.053713799,1
408,1157,-2.75128293,3.607735872,1
408,1173,-3.145093203,3.12086916,1
408,1189,-2.526007414,2.748661995,1
408,1205,-2.162056446,1.751431942,1
408,1221,-3.018827438,1.164442301,1
408,1237,-3.262729406,2.836563349,1
408,1253,-3.237052202,3.691152096,1
408,1269,-3.200566292,4.972355366,1
408,1285,-3.066416264,4.275129795,1
424,21,-0.07256579399,-0.3280982971,1
424,37,-3.112740993,-0.1765280068,1
424,53,-0.3962006569,-0.787696898,1
424,69,-0.7766329646,-0.8189454079,1
424,85,-1.960110426,-0.947363019,1
424,101,-0.2506643534,-1.093434095,1
424,117,-0.9881081581,0.2590312958,1
424,133,0.5168869495,-0.2171090245,1
424,149,-0.3845152855,-0.00714880228,1
424,165,-0.2381966114,-0.4190198183,1
424,181,-0.9339637756,-0.4903597832,1
424,197,-1.480896831,-0.997200489,1
424,213,-2.057431459,-1.144880772,1
424,229,-2.201859713,-1.083096147,1
424,245,-2.158922434,-0.8429749012,1
424,261,-2.23857975,-0.5703069568,1
424,277,-3.778685331,0.7383959293,1
424,293,-3.878700495,5.367640495,1
424,309,-3.654558659,0.6094189286,1
424,325,-3.335639477,0.7907076478,1
424,341,-2.899627924,1.523030877,1
424,357,-2.508954525,0.9430696368,1
424,373,-2.108199358,0.6771703362,1
424,389,-1.834969997,1.334878445,1
424,405,-1.161502719,6.028490067,1
424,421,-0.3621870279,5.637658119,1
424,437,-0.8095214367,0.5388407111,1
424,453,-0.939211607,0.1151852012,1
424,469,-2.862217426,-0.4668854475,1
424,485,-3.293887138,-0.6476800442,1
424,501,-1.496057391,-1.044707298,1
424,517,-0.7981945276,-2.672611952,1
424,533,0.1435829401,-0.8872946501,1
424,549,1.289888382,-0.7639541626,1
424,565,7.29980278,-2.448927402,1
424,581,-2.0149014,0.2739831209,1
424,597,-1.189020157,-0.2661452293,1
424,613,-0.123070538,-1.605492592,1
424,629,-0.1508711576,0.3586556315,1
424,645,0.1837930083,0.7972674966,1
424,661,1.034703612,1.326556563,1
424,677,1.825489521,1.479591489,1
424,693,0.4797101021,1.678944588,1
424,709,1.250734329,1.523540378,1
424,725,1.429630995,1.687556028,1
424,741,0.7244853377,1.877846718,1
424,757,0.6613921523,1.909328222,1
424,773,1.891944885,1.324162841,1
424,789,1.101050973,1.336930871,1
424,805,-2.697132349,-0.05074620247,1
424,821,-1.229886651,-1.083660126,1
424,837,-0.5388234258,0.7996804714,1
424,853,-1.253499031,1.376886368,1
424,869,2.783837557,9.21551609,1
424,885,-0.8948608041,0.8973612785,1
424,901,-1.201751709,1.359617472,1
424,917,-1.616249442,2.535971403,1
424,933,-1.952434301,3.242191076,1
424,949,-1.701450467,3.085144043,1
424,965,-1.56025362,3.094041824,1
424,981,-3.105351686,3.997965336,1
424,997,-3.304297924,4.587504387,1
424,1013,-2.642846584,5.273375511,1
424,1029,-2.166515589,4.901784897,1
424,1045,-0.2422872782,2.941522121,1
424,1061,-2.857553244,4.234315872,1
424,1077,-2.173442364,4.284532547,1
424,1093,-1.058250189,4.632880211,1
424,1109,-0.7763838768,5.616557598,1
424,1125,-0.8424417973,4.034134388,1
424,1141,-1.454577684,4.368570805,1
424,1157,-1.991163731,4.339039803,1
424,1173,-2.291314125,3.296675682,1
424,1189,-2.020436764,2.469030619,1
424,1205,-2.36086154,1.687628269,1
424,1221,-2.902596951,2.837288857,1
424,1237,-3.094262838,3.5529356,1
424,1253,-3.204660654,3.724775553,1
424,1269,-2.89678359,4.927955627,1
424,1285,-3.395027161,4.063119888,1
440,21,0.8036140203,-0.5924398899,1
440,37,-0.4659787416,-0.2174628377,1
440,53,-0.1188983917,-0.8515322208,1
440,69,-0.5385248661,-0.1088572145,1
440,85,-0.1264439374,-0.935285449,1
440,101,0.9689744711,-1.616842031,1
440,117,0.2710726261,-1.288579464,1
440,133,-1.968717217,-0.6404903531,1
440,149,-0.1134753227,0.2573022246,1
440,165,0.1142835021,-0.1371239424,1
440,181,-0.665830493,-1.835078001,1
440,197,-1.04868567,-1.213259697,1
440,213,-1.838369846,-1.086879611,1
440,229,-2.014716864,-1.105098605,1
440,245,-1.705309272,-1.007036924,1
440,261,-2.874866009,-0.6122841835,1
440,277,-4.389386177,-0.1297234297,1
440,293,-1.221968174,-0.4201971889,1
440,309,-1.725955009,-0.2336019129,1
440,325,-2.417781353,0.6065932512,1
440,341,-2.080226421,1.137219429,1
440,357,-2.376790524,1.265287399,1
440,373,-1.839567304,0.9847432375,1
440,389,-1.174613833,0.8141853809,1
440,405,-1.099252582,0.7292051315,1
440,421,-0.7444808483,-1.495748043,1
440,437,-0.2852115035,-1.826984882,1
440,453,-0.3953850567,-0.1916777492,1
440,469,-0.8708680272,0.08736437559,1
440,485,-1.240427256,0.04051494598,1
440,501,-1.377689362,-0.774951756,1
440,517,-3.939210415,-2.755740643,1
440,533,0.9834786654,-0.3915022612,1
440,549,1.176909804,0.7129193544,1
440,565,0.1178180277,7.573573589,1
440,581,4.850025177,-3.998227596,1
440,597,0.08923405409,-0.6949864626,1
440,613,-0.2531508207,-1.214138985,1
440,629,-0.2700706124,-0.5366575718,1
440,645,0.119584322,-0.08877027035,1
440,661,1.445570469,1.191913962,1
440,677,0.9595395923,1.781902552,1
440,693,0.1389592886,2.312893152,1
440,709,1.535709739,1.411451459,1
440,725,1.737406611,1.880309582,1
440,741,1.356456757,2.961468697,1
440,757,0.6713684797,2.502432108,1
440,773,-5.703822613,1.138122916,1
440,789,0.9719256163,0.3523893356,1
440,805,0.271510601,1.166250706,1
440,821,-0.2037302852,0.2342090607,1
440,837,-0.4815112352,0.8304525614,1
440,853,-0.1937380135,1.367034316,1
440,869,-0.2205357552,1.575495481,1
440,885,-0.2269124389,0.9474209547,1
440,901,-0.546202004,1.435187578,1
440,917,-1.289278626,2.135418415,1
440,933,-2.03612566,2.835741758,1
440,949,-1.877187729,3.23549366,1
440,965,3.684478045,7.966804504,1
440,981,-2.454130411,3.674175262,1
440,997,-2.957748652,4.559952736,1
440,1013,-3.5629282,5.224955082,1
440,1029,-4.696317673,9.897153854,1
440,1045,-2.222894669,3.312413454,1
440,1061,-2.370314598,3.85239315,1
440,1077,-2.660301685,4.795990944,1
440,1093,-1.076919794,3.87304759,1
440,1109,-1.208986998,12.38985062,1
440,1125,-0.8125293255,3.611928463,1
440,1141,-0.8816708326,4.661334038,1
440,1157,-1.139194965,4.512966156,1
440,1173,-1.568264484,3.911497116,1
440,1189,-1.552614212,3.024063826,1
440,1205,-1.973259211,3.339513779,1
440,1221,-3.456043005,4.236288071,1
440,1237,-3.285016775,4.454851151,1
440,1253,-2.916218281,4.179586887,1
440,1269,-2.33688736,4.161995888,1
440,1285,-3.188374996,3.585360765,1
456,21,0.4397366047,-0.9572036266,1
456,37,0.0269639194,-1.08393383,1
456,53,-0.1469604969,-1.162033558,1
456,69,2.523308992,3.452157736,1
456,85,1.991369486,2.242877007,1
456,101,0.5219554901,-1.420202255,1
456,117,0.2387343943,-1.249200344,1
456,133,-1.015667915,-0.8168393373,1
456,149,-1.991870761,0.2352083325,1
456,165,-1.814682841,0.1639012098,1
456,181,-0.771222055,-3.196135998,1
456,197,-1.179316998,-3.431340694,1
456,213,-1.70460844,-0.6147508621,1
456,229,-7.279383183,1.386759877,1
456,245,-1.301051974,-1.113024712,1
456,261,-2.001567125,-1.172857404,1
456,277,-2.281291485,-0.5687320232,1
456,293,-1.644000292,-0.7283037901,1
456,309,-1.524109125,-5.102695465,1
456,325,-1.497018814,-0.1626396477,1
456,341,-1.409083605,0.7359759808,1
456,357,-1.47351861,1.515458465,1
456,373,-1.326984167,1.420319796,1
456,389,-1.14826107,0.9881938696,1
456,405,-0.8892484903,0.8760088682,1
456,421,-0.679328084,0.7715508342,1
456,437,-0.04027557373,-0.06616401672,1
456,453,0.3515105247,0.4627118707,1
456,469,-0.5204542875,1.479014158,1
456,485,-0.621928215,0.8085439205,1
456,501,-0.3588401675,-0.2602978349,1
456,517,-0.5427606106,-0.7767971158,1
456,533,3.675465822,-4.343045235,1
456,549,0.009430289268,8.372077942,1
456,565,-0.2152217627,0.08874455094,1
456,581,-1.187781572,-0.5162319541,1
456,597,-0.4865173697,-0.4894900322,1
456,613,-0.503151536,-1.171601295,1
456,629,-0.2222406864,-0.9276380539,1
456,645,-0.5102364421,-0.8235254288,1
456,661,0.1467320919,0.4755778909,1
456,677,1.013978601,0.6303423047,1
456,693,1.226972818,0.4617112875,1
456,709,0.6460266113,0.2162156105,1
456,725,-5.212368965,2.309220076,1
456,741,-2.032200098,3.218413353,1
456,757,-7.612697124,1.604499817,1
456,773,-7.603703022,1.713262796,1
456,789,0.7600283027,0.2015505433,1
456,805,0.6174732447,3.426682472,1
456,821,0.3304628134,1.421279788,1
456,837,0.05613042414,1.586045027,1
456,853,-0.3254734278,1.205352068,1
456,869,-0.4381787777,0.9164428711,1
456,885,-0.6582204103,0.4692895412,1
456,901,-0.7882227302,1.349811792,1
456,917,-1.365589142,2.147285223,1
456,933,-2.626368999,2.073770523,1
456,949,-1.121439219,2.462258339,1
456,965,-1.706745386,2.543021202,1
456,981,-2.482692719,3.698295355,1
456,997,-2.655719995,4.355410576,1
456,1013,-3.545444012,5.089939594,1
