PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 4, filenames: A:[4]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi & B:[5]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,-5.419058323,-3.45527935,1
24,37,-7.675549984,-3.820122242,1
24,53,-6.182598114,-4.199625969,1
24,69,-8.623538971,-4.320842743,1
24,85,-9.323083878,-4.394336224,1
24,101,-8.135347366,-5.644465446,1
24,117,-5.688232422,-4.645951271,1
24,133,-9.939213753,-5.906077385,1
24,149,-9.963162422,-4.750702381,1
24,165,-9.437067032,-2.235669136,1
24,181,-7.396129608,-2.596321106,1
24,197,-5.63975668,-3.342261791,1
24,213,-1.595116615,-5.725016594,1
24,229,2.541101933,-3.098643303,1
24,245,-6.435782433,-2.898092747,1
24,261,-5.633492947,-1.52331686,1
24,277,-4.586157799,-2.038274527,1
24,293,-5.33721447,-2.03798914,1
24,309,-6.562444687,-2.206419468,1
24,325,-7.576773167,-1.456677914,1
24,341,-6.88812542,-0.6037287712,1
24,357,-4.280732155,-0.2450782061,1
24,373,-5.427232742,-2.029373169,1
24,389,-6.779337883,-1.224033594,1
24,405,-9.692415237,-0.1505880356,1
24,421,-8.463814735,-0.8635066748,1
24,437,-8.274716377,0.4125052691,1
24,453,-5.884730339,-0.1102070808,1
24,469,-4.198038578,0.2810778618,1
24,485,-3.388544083,0.2491796017,1
24,501,-4.725795746,1.837387085,1
24,517,-5.820083618,3.471288919,1
24,533,-4.530959606,3.323548317,1
24,549,-4.16405201,4.102974892,1
24,565,2.168138504,5.583100319,1
24,581,-3.064578772,5.04716301,1
24,597,-5.022202492,3.110366106,1
24,613,-6.766036034,-1.101789236,1
24,629,6.766277313,-0.8999245167,1
24,645,1.138958454,-3.90581274,1
24,661,2.419316292,1.484834194,1
24,677,-3.479751348,3.962129593,1
24,693,-5.988780022,5.509500027,1
24,709,-4.282278061,4.502541542,1
24,725,-3.78106308,1.379650354,1
24,741,-7.27484417,-2.215835094,1
24,757,-6.043176651,2.604947567,1
24,773,-6.498642921,-1.085527897,1
24,789,-6.247126102,2.137894154,1
24,805,-4.900353432,1.731228828,1
24,821,2.373112202,-0.9352455139,1
24,837,-4.991819382,3.150835752,1
24,853,-6.645706654,2.131820917,1
24,869,-6.528410912,2.967540979,1
24,885,-4.122179985,3.653971434,1
24,901,-3.888839722,1.483097076,1
24,917,-1.830275893,0.5048424006,1
24,933,-1.378114462,1.016757369,1
24,949,-0.9456306696,1.057314157,1
24,965,-1.788801789,2.138750792,1
24,981,-3.280298948,2.544079781,1
24,997,-6.932692528,8.088071823,1
24,1013,-4.856697083,1.552273989,1
24,1029,-5.40301609,1.140070438,1
24,1045,-5.808605194,1.974528074,1
24,1061,-5.855526924,3.327532053,1
24,1077,-6.576605797,4.343734741,1
