PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 17, filenames: A:[17]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi & B:[18]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
40,789,-1.675163507,-1.508226991,1
40,805,-0.5146961212,0.6993585825,1
40,821,-0.9430812597,0.1022542566,1
40,837,-1.389312267,0.8075315952,1
40,853,-1.712673426,1.502123952,1
40,869,-0.5693367124,1.712129354,1
40,885,-1.864127398,2.888560772,1
40,901,-3.50079155,1.848643064,1
40,917,-3.080032587,2.116040468,1
40,933,-3.444423199,2.441430569,1
40,949,-4.700055599,2.16128397,1
40,965,-4.534818649,2.206361532,1
40,981,-4.176713467,2.083491564,1
40,997,-4.497180939,1.711302876,1
40,1013,-5.063055992,1.480300307,1
40,1029,-4.381516457,1.170769572,1
40,1045,-4.443053246,2.014353037,1
40,1061,-5.50869894,1.550677776,1
40,1077,-3.600965023,1.795043945,1
40,1093,-7.657953739,-2.75743103,1
40,1109,-5.787417412,0.2485892773,1
40,1125,-6.068983555,-0.06052517891,1
40,1141,-8.228574753,1.539721251,1
40,1157,-8.903493881,2.20407629,1
40,1173,-7.180540085,0.5666720867,1
40,1189,-6.621389389,-0.3534629047,1
40,1205,-6.398221016,0.4326088428,1
40,1221,-5.89830637,0.8345785141,1
40,1237,-4.89607954,1.879826546,1
40,1253,-4.724002838,1.586180568,1
40,1269,3.360174179,6.137188911,1
40,1285,-5.299707413,0.1575324535,1
56,21,-1.274835587,-2.791672707,1
56,37,-1.758929133,-3.262727261,1
56,53,-1.876962662,-3.258391142,1
56,69,-1.95078063,-3.340254068,1
56,85,-1.555858612,-2.699886322,1
56,101,-1.711296558,-2.384852171,1
56,117,-2.361715794,-3.153342962,1
56,133,-2.596621752,-4.034838676,1
56,149,-3.185244799,-3.81840992,1
56,165,-2.394041777,-3.758577347,1
56,181,-3.50937748,-3.913001537,1
56,197,-3.59990406,-5.087523937,1
56,213,-6.799054146,-4.567570686,1
56,229,-7.785858631,-4.359407425,1
56,245,-4.801465511,-2.931825161,1
56,261,-3.139983177,-2.678748369,1
56,277,-2.53507328,-2.271090746,1
56,293,-2.740282536,-1.90855813,1
56,309,-2.997501373,-1.891843319,1
56,325,-2.45036602,-2.630606651,1
56,341,-0.04684925079,-4.561061859,1
56,357,-1.463737011,-4.465928078,1
56,373,-1.370030284,-3.296885014,1
56,389,-0.436591506,-1.693826199,1
56,405,-1.67233932,-1.419524908,1
56,421,-2.581207037,-1.231196642,1
56,437,-0.9356515408,1.030707717,1
56,453,-4.76184082,-1.227649331,1
56,469,-4.220352173,-0.7095068097,1
56,485,-4.816380024,0.3625771999,1
56,501,-5.194089413,-0.1479534507,1
56,517,-4.086268425,-0.1090414673,1
56,533,-4.517834663,0.245195061,1
56,549,-5.181735992,0.8638494611,1
56,565,-5.999386311,0.5748818517,1
56,581,-5.117556095,0.1904364377,1
56,597,-4.511770725,-0.6110610962,1
56,613,-3.135194063,-1.074423194,1
56,629,-1.585851908,-1.586218119,1
56,645,-3.018922806,-1.87019515,1
56,661,-3.194736004,0.1552877426,1
56,677,-3.23542881,1.245697379,1
56,693,-11.66287041,0.445861578,1
56,709,4.075744152,0.3330562115,1
56,725,-3.815894604,0.767696321,1
56,741,-4.39531374,1.170055389,1
56,757,-5.083543301,0.9473180175,1
56,773,-5.991761684,0.5362471342,1
56,789,-5.402400494,-0.1283730865,1
56,805,-3.395430565,0.5527834892,1
56,821,-1.740329742,-0.218066141,1
56,837,-0.3304629326,0.3566711247,1
56,853,-1.297928214,1.322110415,1
56,869,-1.511015177,2.36035347,1
56,885,-1.229694605,3.707777739,1
56,901,-4.550399303,2.050836802,1
56,917,-3.759055376,3.776524544,1
56,933,-4.384897709,3.701521397,1
56,949,-4.421555996,1.744683504,1
56,965,-4.672977448,1.618516684,1
56,981,-4.658045769,1.610609174,1
56,997,-4.320581913,1.340932965,1
56,1013,-4.343075752,2.197991371,1
56,1029,-4.570273876,1.781053782,1
56,1045,-5.340783596,1.837051153,1
56,1061,-5.201666832,0.3111069202,1
56,1077,-5.076228619,0.2719633579,1
56,1093,-5.734201908,0.8546726704,1
56,1109,-6.440217972,1.193374991,1
56,1125,-4.521876812,8.344428062,1
56,1141,-6.548998356,1.779119253,1
56,1157,-7.213106155,1.531853557,1
56,1173,-7.087073326,1.127566457,1
56,1189,-6.925652504,0.8007338047,1
56,1205,-6.695276737,1.057254076,1
56,1221,-5.904220104,1.222773194,1
56,1237,-4.407758236,2.274852753,1
56,1253,-4.420119286,2.504633904,1
56,1269,-6.114987373,0.6923718452,1
56,1285,-6.552349091,1.623378277,1
72,21,-1.98418951,-2.243705034,1
72,37,-1.835206985,-3.243262529,1
72,53,-1.347028971,-3.561060429,1
72,69,-1.447629809,-3.496696711,1
72,85,-1.658412695,-3.119590759,1
72,101,-1.821483016,-2.727285624,1
72,117,-2.445561647,-3.971339941,1
72,133,-2.639914513,-7.469676971,1
72,149,-1.154076576,-3.982860565,1
72,165,-0.8283998966,-3.972861767,1
72,181,-3.540213108,-3.447382927,1
72,197,-3.823703051,-3.586109877,1
72,213,-2.156805992,-3.741426706,1
72,229,-2.989066362,-2.61521697,1
72,245,-1.403430939,1.322605133,1
72,261,-6.945662498,-2.38434267,1
72,277,-4.009539604,-2.024462461,1
72,293,-4.127894402,-2.566058636,1
72,309,-4.066972256,-3.367797375,1
72,325,-3.537071705,-2.935639858,1
72,341,-3.258599043,-2.548537254,1
72,357,-2.834717751,-2.825335264,1
72,373,-1.859721422,-2.784531593,1
72,389,-0.3359425068,-2.375524998,1
72,405,-0.3600568771,-2.257322073,1
72,421,-0.6061127186,-0.5913300514,1
72,437,-1.104402542,1.21137023,1
72,453,-4.109127045,-0.8593105078,1
72,469,-2.808520794,-0.5638397932,1
72,485,-2.369467735,-0.09152197838,1
72,501,-4.021538734,1.771531343,1
72,517,-3.670810699,-0.1739528179,1
72,533,-4.270074844,0.008118480444,1
72,549,-5.569921017,0.6554474831,1
72,565,-5.904161453,0.8013479114,1
72,581,-5.627268314,0.3430685997,1
72,597,-4.289764881,-0.9111742377,1
72,613,-3.326255798,-0.4048424363,1
72,629,-2.829621553,-0.6698924303,1
72,645,-2.836694717,-1.695716977,1
72,661,-2.457797766,-0.06043386459,1
72,677,-1.893988132,0.7347174883,1
72,693,0.3165934086,1.481343031,1
72,709,-0.2836194038,0.3498296738,1
72,725,0.8869876862,8.077578545,1
72,741,-5.082346916,0.5060273409,1
72,757,-5.692952156,0.6904366612,1
72,773,-6.226194859,0.8109479547,1
72,789,-6.014300346,0.9271842241,1
72,805,-4.278947353,1.152625203,1
72,821,-2.996249199,0.7329822779,1
72,837,-2.203145027,0.586400032,1
72,853,-1.772674322,2.476051092,1
72,869,-2.341508627,3.614177704,1
72,885,-2.73090601,2.842440367,1
72,901,-3.138727188,1.299182653,1
72,917,-4.071880817,3.991236687,1
72,933,-4.871804237,3.972748518,1
72,949,-4.711966991,1.345260024,1
72,965,-4.601573944,0.6391912699,1
72,981,-4.707647324,1.385591269,1
72,997,-4.415018082,1.04210031,1
72,1013,-4.689457417,1.040143609,1
72,1029,-4.77082777,0.7384212017,1
72,1045,-4.654860973,0.6794791222,1
72,1061,-4.533428192,0.2885033488,1
72,1077,-4.707509518,0.1206137538,1
72,1093,-5.696050644,0.6702747345,1
72,1109,-6.812143803,1.456182361,1
72,1125,-13.30755043,6.255129337,1
72,1141,1.650948524,1.332398295,1
72,1157,-7.217303753,1.252280354,1
72,1173,-7.099695683,1.376408339,1
72,1189,-6.497889996,1.380836248,1
72,1205,-5.987690926,1.502316356,1
72,1221,-5.545164108,1.732186794,1
72,1237,-5.424334049,2.45770216,1
72,1253,-7.469820976,-4.166829109,1
72,1269,-5.327043056,1.309455633,1
72,1285,-4.546771049,4.888724804,1
88,21,-2.293805122,-2.214450359,1
88,37,-1.560796738,-3.416430235,1
88,53,-1.07716465,-3.692268848,1
88,69,-1.224992871,-3.296785116,1
88,85,-1.950704098,-3.22123003,1
88,101,-2.380872011,-2.291038036,1
88,117,-2.743988752,-3.293613195,1
88,133,-4.023235798,-5.130045414,1
88,149,-2.685471773,-4.195808887,1
88,165,-2.788590431,-3.93221283,1
88,181,-3.654145479,-3.550996542,1
88,197,-4.045580864,-3.525741816,1
88,213,-2.786185265,-3.163482189,1
88,229,-3.183437109,-2.474343538,1
88,245,-2.011235237,-0.4483819008,1
88,261,-6.038799286,-2.931687117,1
88,277,-5.869335175,-2.642197609,1
88,293,-4.930644512,-3.297712803,1
88,309,-4.147748947,-3.234917641,1
88,325,-3.95181489,-3.145096302,1
88,341,-3.692640781,-2.72358346,1
88,357,-3.8158319,-3.084458351,1
88,373,-2.695618868,-3.126371861,1
88,389,-1.269312143,-2.433370352,1
88,405,-1.745666742,-1.999098897,1
88,421,-2.486964464,-1.754861951,1
88,437,-4.899511337,-3.692722559,1
88,453,-3.834059477,-0.7297312617,1
88,469,-2.779278994,-0.5985267758,1
88,485,-2.148245335,-0.2988401055,1
88,501,-1.77709651,-0.02219980955,1
88,517,-2.860612392,-0.7544314265,1
88,533,-3.749807119,-0.2548298538,1
88,549,-4.290435314,0.7550336123,1
88,565,-4.682710648,1.192941904,1
88,581,-4.104966164,0.756177783,1
88,597,-3.386710882,0.1608276963,1
88,613,-3.046606541,0.3334480226,1
88,629,-3.098287106,0.2364473343,1
88,645,3.195111036,4.015137196,1
88,661,-3.743220329,-2.404270887,1
88,677,-2.529338598,-2.258819342,1
88,693,-1.580860138,1.380880475,1
88,709,-1.963192701,0.8726319671,1
88,725,-3.580024481,-0.02114482224,1
88,741,-4.590838909,0.03312392533,1
88,757,-4.956725121,0.2060753703,1
88,773,-4.978781223,0.7355604768,1
88,789,-5.513229847,1.285044432,1
88,805,-5.264778137,2.022636414,1
88,821,-3.568461895,1.64389658,1
88,837,-2.979846001,1.429822445,1
88,853,-2.246646166,3.268841505,1
88,869,-2.7022686,4.219962597,1
88,885,-3.63516593,2.686191559,1
88,901,-2.740031719,1.225709438,1
88,917,-3.194998264,0.6006410122,1
88,933,-4.447607994,1.755706668,1
88,949,-4.718754292,1.388785362,1
88,965,-4.118418694,0.4733039141,1
88,981,-4.003176689,1.18018651,1
88,997,-4.842339039,0.9122563601,1
88,1013,-5.279695988,0.6223661304,1
88,1029,-4.723704815,0.05391991138,1
88,1045,-3.810253143,-0.8239386082,1
88,1061,-4.728732109,-0.2843380272,1
88,1077,-5.152485371,0.331083715,1
88,1093,-6.692914963,0.04900543392,1
88,1109,-8.096401215,-0.733815074,1
88,1125,-8.313062668,0.1212462783,1
88,1141,-7.311608315,0.8890510798,1
88,1157,-6.72640419,1.61006546,1
88,1173,-6.411157131,1.684233308,1
88,1189,-5.89688015,1.853812456,1
88,1205,-5.664571762,2.315915585,1
88,1221,-5.751843929,1.947838783,1
88,1237,-5.46094656,2.997378349,1
88,1253,-4.630584717,9.882425308,1
88,1269,-4.973336697,-6.776330948,1
88,1285,-4.796719551,2.390357018,1
104,21,-2.175141573,-1.995486259,1
104,37,-1.669899702,-2.647674799,1
104,53,-1.562577963,-3.047726393,1
104,69,-1.730524421,-2.816765785,1
104,85,-2.112463951,-3.035723209,1
104,101,-2.152431488,-2.913642168,1
104,117,-2.036092997,-3.455389977,1
104,133,-3.884324312,-5.023546219,1
104,149,-4.103176594,-3.795986414,1
104,165,-3.972901344,-3.460225344,1
104,181,-3.935560226,-4.056986809,1
104,197,-3.999135494,-3.756130457,1
104,213,-6.316018581,-1.488687515,1
104,229,-10.75179768,1.278884411,1
104,245,0.3439400196,-0.2455022335,1
104,261,-1.691107988,-2.048194408,1
104,277,-6.90130949,-3.229478359,1
104,293,-7.51023674,-3.829052925,1
104,309,-3.576956511,-3.18624258,1
104,325,-3.149900198,-3.025063992,1
104,341,-2.381195068,-2.870639324,1
104,357,-3.185410738,-3.440599918,1
104,373,-2.97190547,-2.206948519,1
104,389,-2.420792818,-1.365495682,1
104,405,-2.804629326,-1.640699983,1
104,421,-3.198745728,-1.260687709,1
104,437,-2.324385643,-0.2101458311,1
104,453,-1.90871048,0.0070322752,1
104,469,-1.398193836,-0.6304479837,1
104,485,-3.891560555,-0.4231841564,1
104,501,-2.912287951,-1.08612895,1
104,517,-3.041796684,-1.234134793,1
104,533,-3.35362339,-0.07676465809,1
104,549,-2.846814871,0.9468964338,1
104,565,-3.220617056,0.7718115449,1
104,581,-3.558709145,1.048854947,1
104,597,-1.971437931,1.235790968,1
104,613,-2.594081402,0.7833327055,1
104,629,-2.9418571,0.1565466523,1
104,645,-2.594213724,-0.3292888105,1
104,661,-3.01615262,0.09126955271,1
104,677,-2.165803909,-0.3178174496,1
104,693,-1.338684082,0.5465548038,1
104,709,-3.651430845,-1.356305361,1
104,725,-4.981246948,-2.127524137,1
104,741,-3.601605415,-1.213873148,1
104,757,-3.342367172,0.1566048265,1
104,773,-3.669051647,0.7639088035,1
104,789,-4.860569954,2.13792181,1
104,805,-4.812606812,2.832681179,1
104,821,-4.100042343,2.075949192,1
104,837,-3.356775761,2.342460632,1
104,853,-3.075040817,2.300771475,1
104,869,-7.983112335,9.017635345,1
104,885,-0.8362002373,2.007781506,1
104,901,-3.302830696,2.510998011,1
104,917,-4.003034592,2.842689276,1
104,933,-4.342413902,2.065624475,1
104,949,-4.239504814,1.779546499,1
104,965,-4.283931732,1.658487082,1
104,981,-4.673269749,1.364498615,1
104,997,-5.178853035,0.9297878742,1
104,1013,-5.652043819,0.7233918905,1
104,1029,-5.542379379,0.1224711537,1
104,1045,-5.224950314,-1.048317552,1
104,1061,-5.076657772,-1.572485566,1
104,1077,-5.999466896,0.1798444986,1
104,1093,-7.433969498,-0.1448835433,1
104,1109,-7.432932854,-1.476745605,1
104,1125,-6.860939026,0.6429386139,1
104,1141,-6.686027527,1.931682348,1
104,1157,-5.738498688,3.40079999,1
104,1173,-5.655602455,2.252089977,1
104,1189,-5.964689255,1.751262546,1
104,1205,-5.959637642,2.723358154,1
104,1221,-5.345947742,5.543945789,1
104,1237,-5.104520798,1.281353116,1
104,1253,-4.419926643,1.735239983,1
104,1269,-3.831723213,2.767502785,1
104,1285,-3.145797014,2.738950968,1
120,21,-1.315145969,-0.7462944984,1
120,37,-2.050251007,-0.6191759109,1
120,53,-3.393991709,-2.290640831,1
120,69,-3.041932106,-2.155397177,1
120,85,-2.466443062,-2.549957991,1
120,101,-2.08537674,-3.327332735,1
120,117,-0.9213645458,-4.328721046,1
120,133,-1.788228989,-3.590037346,1
120,149,-3.442389488,-2.236039639,1
120,165,-3.850179911,-3.50717783,1
120,181,-4.225856781,-4.237239838,1
120,197,-4.875192165,-3.473065376,1
120,213,-4.307337284,-2.667586327,1
120,229,-3.185188293,-3.86633873,1
120,245,0.2573497295,-4.437641144,1
120,261,-1.702248335,-4.484894753,1
120,277,-12.33284569,-2.947335243,1
120,293,-3.729476452,-1.692943811,1
120,309,-3.67903018,-2.930097342,1
120,325,-3.406893492,-3.042608261,1
120,341,-2.600862026,-2.748091459,1
120,357,-1.951894045,-1.72911787,1
120,373,-3.025366068,-1.331148386,1
120,389,-3.475724697,-0.5107604265,1
120,405,-5.052520752,2.086134434,1
120,421,-3.898065329,-1.58049345,1
120,437,-3.63838625,-1.598986149,1
120,453,-3.119324207,-1.289471507,1
120,469,-2.337274075,-1.095925331,1
120,485,-5.086064339,-1.470201731,1
120,501,-4.745365143,-1.202247381,1
120,517,-3.636180639,-1.165677071,1
120,533,-3.511576653,1.812259078,1
120,549,-1.94298625,3.055338144,1
120,565,-2.715807199,0.7561169267,1
120,581,-2.923915386,0.06924378872,1
120,597,-2.673501968,0.9223945737,1
120,613,-2.214787006,1.502534032,1
120,629,-3.079273939,0.3468097746,1
120,645,-3.252777576,-0.1103063673,1
120,661,-2.902471066,0.2097303271,1
120,677,-1.791487694,0.1964094937,1
120,693,-2.107082605,-0.05183432996,1
120,709,-2.848967791,-0.00532451272,1
120,725,-3.294048548,-1.509118438,1
120,741,-3.217559576,-1.931493878,1
120,757,-3.123035908,-0.07044494152,1
120,773,-3.281727314,0.6683369279,1
120,789,-4.045508862,1.679693937,1
120,805,-4.404357433,2.42139554,1
120,821,-4.018861771,1.935566902,1
120,837,-3.706691504,2.29159236,1
120,853,-3.292165756,2.09271884,1
120,869,-1.692365646,1.581419706,1
120,885,-1.199177504,1.150453806,1
120,901,-1.464560986,2.08006525,1
120,917,-2.831533432,4.048316479,1
120,933,-4.162321568,2.589745998,1
120,949,-4.528132439,1.626453638,1
120,965,-5.064358711,1.733855844,1
120,981,-5.858468056,1.472928643,1
120,997,-6.132414341,1.026613474,1
120,1013,-5.751057625,0.6604706049,1
120,1029,-5.956800461,-0.02206465602,1
120,1045,-7.985470295,-1.038499713,1
120,1061,-7.138688087,-1.518216729,1
120,1077,-7.970479488,-2.281466007,1
120,1093,-8.273283958,-0.2632142901,1
120,1109,-7.627086163,-0.6685124636,1
120,1125,-6.781871319,0.8069568872,1
120,1141,-5.993815422,1.7679708,1
120,1157,-4.870031834,1.767223954,1
120,1173,-5.010372162,1.866421461,1
120,1189,-5.212658882,1.61570394,1
120,1205,-5.008183479,1.667935371,1
120,1221,-4.959168434,1.301981688,1
120,1237,-4.915409565,0.995533824,1
120,1253,-4.288104534,1.149554849,1
120,1269,-3.268419981,1.405369997,1
120,1285,-2.299231052,2.016628504,1
136,21,-0.8158615828,0.9814200401,1
136,37,-5.309319496,-3.58394289,1
136,53,-5.07092905,-2.464339256,1
136,69,-4.204701424,-2.504848003,1
136,85,-2.217007399,-2.295606852,1
136,101,-2.2289505,-3.413120747,1
136,117,-2.101756573,-4.453074455,1
136,133,-2.725260258,-3.26937604,1
136,149,-3.649921417,-3.479819059,1
136,165,-3.490664721,-3.932332516,1
136,181,-3.57102561,-4.262970924,1
136,197,-3.183202267,-4.115066528,1
136,213,-2.99313879,-3.119382381,1
136,229,-5.360456944,0.580524683,1
136,245,-3.602000237,-2.287097454,1
136,261,-3.855612278,-2.510442019,1
136,277,-4.393994808,-2.548360109,1
136,293,-3.905391693,-2.189424038,1
136,309,-3.857285023,-2.682886839,1
136,325,-3.889606953,-2.942372561,1
136,341,-3.485423565,-3.001332283,1
136,357,-2.690649986,-2.182056904,1
136,373,-3.300022602,-0.5089076757,1
136,389,-3.654118538,-1.022238016,1
136,405,-3.511548758,-0.7806792259,1
136,421,-4.204593182,-1.871527195,1
136,437,-5.72517252,-1.092401981,1
136,453,-4.187754631,-2.370489597,1
136,469,-3.401703358,-2.762785435,1
136,485,-3.933236599,-1.458815098,1
136,501,-3.997876167,-0.6948239803,1
136,517,-3.513191462,-0.07498478889,1
136,533,-12.49476433,2.169007063,1
136,549,-3.542004585,2.13348341,1
136,565,-3.226739883,0.2967810631,1
136,581,-2.619767189,0.2115676403,1
136,597,-2.620349646,0.8214876056,1
136,613,-3.113866568,0.9647811651,1
136,629,-3.412198782,0.6915512085,1
136,645,-3.739597559,0.1875820756,1
136,661,-2.623983622,0.03232654929,1
136,677,-2.285331726,-0.2598886192,1
136,693,-2.44964385,0.1405729651,1
136,709,-2.493933916,1.167914629,1
136,725,-2.937000751,-0.3296121359,1
136,741,-3.552065611,-0.2300163507,1
136,757,-3.568126678,0.6156423092,1
136,773,-3.458518744,0.9004496336,1
136,789,-3.572199583,1.727713943,1
136,805,-4.022420883,2.078358173,1
136,821,-3.786658764,2.75356245,1
136,837,-3.73728919,2.797192812,1
136,853,-4.207925797,1.086737394,1
136,869,-2.991105318,2.405097008,1
136,885,-2.423348188,1.27387023,1
136,901,-3.01466608,0.9906527996,1
136,917,-3.654997826,3.398907423,1
136,933,-4.110031605,2.716756582,1
136,949,-4.778454781,1.763437986,1
136,965,-5.559084892,1.409187675,1
136,981,-6.593227386,1.387314796,1
136,997,-7.469214439,1.329856157,1
136,1013,-7.038909435,0.8070501089,1
136,1029,-6.497380257,0.2030400932,1
136,1045,-6.797735691,-0.8912694454,1
136,1061,-7.259594917,-1.468394279,1
136,1077,-7.797036648,-0.6598408818,1
136,1093,-7.489004135,0.3079987764,1
136,1109,-6.239081383,0.8582758904,1
136,1125,-5.722913742,0.1049547195,1
136,1141,-4.887985229,1.698927879,1
136,1157,-4.51602459,1.552243471,1
136,1173,-4.514945507,1.228207707,1
136,1189,-4.763940334,1.495806098,1
136,1205,-4.678362846,1.622012734,1
136,1221,-4.500189304,1.3113662,1
136,1237,-4.328089714,1.135209918,1
136,1253,-4.117547989,1.071380377,1
136,1269,-3.681840658,0.9039489031,1
136,1285,-3.217788458,0.7803516388,1
152,21,0.6891720295,0.7459965944,1
152,37,0.4144556522,-10.31860065,1
152,53,-2.769114971,-2.281062126,1
152,69,-2.075164557,-2.601646423,1
152,85,-2.184955835,-2.207760096,1
152,101,-2.688858747,-3.504067659,1
152,117,-2.546484232,-4.78658247,1
152,133,-3.147250414,-3.054305792,1
152,149,-3.712268114,-3.631353855,1
152,165,-3.114489317,-3.54045701,1
152,181,-0.2179713249,-0.7805805206,1
152,197,0.1174049377,-2.989279747,1
152,213,0.1327569485,-2.443324089,1
152,229,-3.404588699,-2.182561874,1
152,245,-3.91112709,-1.991606355,1
152,261,-4.724013805,-2.089546442,1
152,277,-5.229699612,-2.466214895,1
152,293,-4.086632252,-3.091433287,1
152,309,-4.112122059,-2.403490543,1
152,325,-4.487879753,-2.744164944,1
152,341,-4.765491009,-3.21132493,1
152,357,-4.227563858,-2.955672979,1
152,373,-3.627028227,-0.4407361746,1
152,389,-3.705108404,-0.5925371647,1
152,405,-4.188709259,-1.217865705,1
152,421,-4.190228939,-2.124485016,1
152,437,-7.121467113,-0.4567732811,1
152,453,-8.788128853,-1.255469084,1
152,469,-3.624192238,-2.993191719,1
152,485,-3.885709524,-1.27287066,1
152,501,-4.25697422,-0.7693113089,1
152,517,-4.264254093,-0.6254441142,1
152,533,-2.692383766,-0.2826773226,1
152,549,-8.803451538,-4.35957098,1
152,565,-4.245930672,-0.9063363671,1
152,581,-3.609220028,0.1077297628,1
152,597,-9.743040085,3.785840511,1
152,613,-3.197326183,0.610999763,1
152,629,-3.112360239,0.3060831726,1
152,645,-2.832542896,0.1191869527,1
152,661,-2.758261681,0.176032275,1
152,677,-2.234175444,-0.346938014,1
