PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 19, filenames: A:[19]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi & B:[20]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,-9.35716629,6.878050804,1
24,37,-3.535633564,1.610995173,1
24,53,-4.544607162,-1.969477177,1
24,69,-4.309904099,-3.084215879,1
24,85,-4.016672134,-1.751252651,1
24,101,-4.045536041,-0.5237121582,1
24,117,-4.175647736,-1.295719624,1
24,133,-4.325339317,-1.965061307,1
24,149,-6.071887016,-3.95059967,1
24,165,-2.218923092,-3.333678246,1
24,181,-2.259945869,-3.660600662,1
24,197,-0.2982411385,-0.5680800676,1
24,213,3.519571304,-2.007083893,1
24,229,-0.5162904263,1.063691378,1
24,245,-3.329545975,-0.08656364679,1
24,261,-4.81552124,-1.109666109,1
24,277,-3.720891953,-1.709782124,1
24,293,-3.384850502,0.1284880638,1
24,309,-3.546571732,0.03568518162,1
24,325,-1.464015722,-0.7417957783,1
24,341,-1.573589444,-0.1827593446,1
24,357,-0.9665529728,1.019145966,1
24,373,-0.8878879547,-0.7235440016,1
24,389,-2.731701851,-2.351462603,1
24,405,-3.761884928,-1.107342958,1
24,421,-3.679029226,0.2074694633,1
24,437,-3.983490705,1.399869323,1
24,453,-4.7482934,0.2106180191,1
24,469,-4.9715662,0.7891023159,1
24,485,-4.840543747,1.321332693,1
24,501,-5.009406567,0.09319972992,1
24,517,-4.505534172,-0.3061567545,1
24,533,-4.019411087,1.167454362,1
24,549,-4.586735249,1.755456448,1
24,565,-3.435524702,1.010814428,1
24,581,-0.8121316433,0.2096951604,1
24,597,-4.066777229,-0.418212235,1
24,613,-6.641329765,2.236587524,1
24,629,-5.664481163,1.214576364,1
24,645,-6.149654865,1.288341761,1
24,661,-4.948601723,0.6250749826,1
24,677,-4.418000221,-0.9729731083,1
24,693,-4.645698071,-0.3290228844,1
24,709,-4.332653046,2.153418303,1
24,725,-5.393766403,2.683633804,1
24,741,-5.616695881,2.202005148,1
24,757,-5.594193459,2.414669514,1
24,773,-6.795055389,4.349323273,1
24,789,-5.358919621,1.836419344,1
24,805,-4.229992867,2.593595982,1
24,821,-2.741627693,2.767432213,1
24,837,-1.555215359,0.4429659843,1
24,853,-3.695520639,1.472503185,1
24,869,-6.109199524,1.528017879,1
24,885,-5.584673882,0.07973885536,1
24,901,-6.043779373,0.6342978477,1
24,917,-5.319012642,0.826628685,1
24,933,-5.670184135,2.229726315,1
24,949,-6.65622139,0.9269977808,1
24,965,-7.403757095,0.6231765747,1
24,981,-7.232779503,0.1585125029,1
24,997,-6.531356812,-0.2161485851,1
24,1013,-5.899317265,0.5066291094,1
24,1029,-5.944383144,1.003165722,1
24,1045,-4.730351448,1.093943834,1
24,1061,-4.337701797,0.7341548204,1
24,1077,-3.847774744,0.7484730482,1
24,1093,-3.583418608,1.060781717,1
24,1109,-4.428318501,0.5411458611,1
24,1125,-4.933052063,-0.2310489714,1
24,1141,-5.513475418,0.1279845536,1
24,1157,-6.004013538,1.464943647,1
24,1173,-5.835328579,0.7326617837,1
24,1189,-9.184640884,-8.571170807,1
24,1205,-5.921169281,-0.5165267587,1
24,1221,-7.110024452,-0.1319307685,1
24,1237,-2.91023016,0.4651979804,1
24,1253,-6.187853813,-2.351485252,1
24,1269,-3.034777164,-5.581826687,1
24,1285,1.918021202,-6.846786499,1
40,21,-2.835969925,-0.6949772835,1
40,37,-3.438042879,-1.410417557,1
40,53,-3.954423666,-1.425247788,1
40,69,-3.63830924,-1.029322386,1
