PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 15, filenames: A:[15]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi & B:[16]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,-1.508955717,-11.51394653,1
24,37,-3.916962147,-5.739150047,1
24,53,-4.45809269,-3.370742083,1
24,69,-4.306436539,-3.154382706,1
24,85,-4.322868347,-4.887900352,1
24,101,-3.676913738,-4.677204609,1
24,117,-2.855583191,-5.894635201,1
24,133,-1.750035763,-4.962915421,1
24,149,-1.646368384,-3.386543512,1
24,165,-2.151099682,-2.293911695,1
24,181,-2.189122677,-4.485730648,1
24,197,-1.92427969,-4.729037285,1
24,213,-3.610144138,-1.237836361,1
24,229,-3.716581345,-2.586717606,1
24,245,-4.152876854,-4.548614979,1
24,261,-5.375179291,-12.22033501,1
24,277,-4.30689621,-1.970751047,1
24,293,-3.877963305,-0.6297690868,1
24,309,-3.169196129,-0.3499845266,1
24,325,-3.142902851,-2.004514933,1
24,341,-3.896233559,-2.237729073,1
24,357,-5.954802513,-2.759699821,1
24,373,-11.02398109,3.530433178,1
24,389,-2.777191162,-3.638469458,1
24,405,-5.568958282,1.310095429,1
24,421,-3.862789869,1.294397354,1
24,437,-2.876349211,0.5697517395,1
24,453,-6.555977821,-1.087379932,1
24,469,-5.082479477,2.407779694,1
24,485,-4.620718002,2.634616375,1
24,501,-4.631006718,1.212940097,1
24,517,-4.424506187,0.06602990627,1
24,533,-3.794574261,-0.2731987834,1
24,549,-3.506627083,0.3130232096,1
24,565,-4.624252796,0.08925390244,1
24,581,-5.975734711,0.5759943724,1
24,597,-4.958022118,-1.599787354,1
24,613,-4.841842651,-1.555169702,1
24,629,-4.983249187,-0.9854815006,1
24,645,-4.296170235,-1.414566517,1
24,661,-3.641782999,-0.03905677795,1
24,677,-3.284087658,0.7380831838,1
24,693,-3.120536566,0.610555768,1
24,709,-3.962080002,0.4842337668,1
24,725,-3.435311317,0.5647112727,1
24,741,-2.556127548,1.342701674,1
24,757,-0.6880846024,1.118690372,1
24,773,0.2602238655,0.818667233,1
24,789,-0.4930238724,1.154658437,1
24,805,-0.8341398239,0.4174562693,1
24,821,-2.445364952,0.02062523365,1
24,837,-4.803112507,-0.5009129047,1
24,853,-7.171123028,-1.271773815,1
24,869,-5.003245354,-1.391080618,1
24,885,-0.9750432968,-1.881447792,1
24,901,-2.412864685,-0.05839413404,1
24,917,-1.653743982,1.606342793,1
24,933,-1.359433174,0.1952733994,1
24,949,-1.877629519,-0.4703828096,1
24,965,-2.391963959,-1.192965031,1
24,981,-2.732824802,-1.331059933,1
24,997,-2.57689023,-0.6524501443,1
24,1013,-2.752016306,-0.9532960653,1
24,1029,-3.970593452,-1.776921988,1
24,1045,-1.55219245,-1.233602524,1
24,1061,-1.068955064,-2.190804482,1
24,1077,-2.067239523,-2.249676943,1
24,1093,-3.397254944,-1.950365424,1
24,1109,-3.712568045,-2.327906609,1
24,1125,-2.42414856,-2.925174236,1
24,1141,-2.105233431,-2.161578178,1
24,1157,-2.196834087,-1.193354726,1
24,1173,-2.741178751,-1.068296075,1
24,1189,-2.662934542,-0.08280622959,1
24,1205,-2.933969021,0.9510566592,1
24,1221,-3.459732533,1.131957054,1
24,1237,-3.160734177,0.7983861566,1
24,1253,-1.55171895,1.388284802,1
24,1269,-0.5367885828,-1.136758804,1
24,1285,0.03967881203,-2.492828846,1
40,21,-2.509143114,-6.462274075,1
40,37,-2.769876957,-4.622210026,1
40,53,-3.686271906,-4.018448353,1
40,69,-4.42845726,-3.907491207,1
40,85,-3.64095211,-4.689971447,1
40,101,-3.085555553,-4.772666931,1
40,117,-2.836271048,-5.375974178,1
40,133,-2.654874563,-4.928910732,1
40,149,-2.990800619,-3.564784288,1
40,165,-3.080079079,-3.117393017,1
40,181,-3.142601013,-6.746843338,1
40,197,-3.84037447,-1.594132662,1
40,213,-4.011669636,-0.8692281246,1
40,229,-3.17230916,-3.350908518,1
40,245,-4.663977146,-3.104587555,1
40,261,-3.494757175,-1.704631329,1
40,277,-4.218940735,-1.653583407,1
40,293,-3.768965721,-0.8871965408,1
40,309,-3.353955746,-0.9857385755,1
40,325,-3.10982728,-1.717786431,1
40,341,2.725390911,5.40982151,1
40,357,3.214215517,4.415898323,1
40,373,-2.691780567,-1.602299929,1
40,389,-3.884455204,-3.727601528,1
40,405,-4.287333965,-1.325913787,1
40,421,-3.966623783,-1.159814119,1
40,437,-4.098211765,-0.9103901386,1
40,453,-7.441420555,-0.3858961761,1
40,469,-5.765583038,0.5620189905,1
40,485,-4.842583656,1.78518343,1
40,501,-4.630444527,2.532109737,1
40,517,-5.525919914,2.59773469,1
40,533,-5.45369339,0.3724384308,1
40,549,-4.994839191,0.4002907574,1
40,565,-5.359784126,0.4449186623,1
40,581,-8.056860924,-8.110691071,1
40,597,-6.610255241,0.1684333086,1
40,613,-4.996786594,-0.9079687595,1
40,629,-4.71548605,-0.98622787,1
40,645,-4.459770679,-0.4745208025,1
40,661,-3.92696476,-0.03341189027,1
40,677,-3.614911079,0.1822174937,1
40,693,-3.432407618,0.1120986342,1
40,709,-2.81452322,-0.3228494525,1
40,725,-2.936459541,-0.337849319,1
40,741,-2.265288115,1.158987403,1
40,757,-1.651290298,0.3915382624,1
40,773,-0.9175559878,-0.8018001318,1
40,789,-0.5788527727,-1.292686701,1
40,805,7.665043354,2.983903646,1
40,821,0.05645620823,0.7645698786,1
40,837,-1.981925488,0.3053453565,1
40,853,-3.111520767,-0.3097163439,1
40,869,-3.344153404,-0.7159951925,1
40,885,-2.17751646,-0.2797678113,1
40,901,-0.07637381554,-0.5126835704,1
40,917,-1.501804352,1.100630283,1
40,933,4.411365509,-1.652308226,1
40,949,1.292955279,-0.6545808911,1
