PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 13, filenames: A:[13]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi & B:[14]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,-2.983324766,-4.173970222,1
24,37,-3.081727266,-4.856080055,1
24,53,-3.865777016,-3.46582222,1
24,69,-3.944889069,-1.891071796,1
24,85,-4.505331516,-1.368935823,1
24,101,-5.259460926,-2.156378746,1
24,117,-6.761388779,-3.529490709,1
24,133,-7.491928577,-2.362956524,1
24,149,-7.6655159,-0.04885911942,1
24,165,-3.113814354,5.080008507,1
24,181,-10.82087135,-6.666182041,1
24,197,-7.386500359,-1.246688843,1
24,213,-6.448090553,-0.9276483059,1
24,229,-4.758878708,-3.020140886,1
24,245,-4.153232574,3.138784409,1
24,261,-3.295459986,-1.564326763,1
24,277,-4.994867325,-0.9568462372,1
24,293,-7.99627161,-0.7879790068,1
24,309,-8.085817337,-0.2407541275,1
24,325,-7.927041054,-0.3816924095,1
24,341,-7.86444664,-1.948375463,1
24,357,-7.350104809,-3.291649103,1
24,373,-6.670913696,-2.290746689,1
24,389,-8.30002594,-3.310688972,1
24,405,-7.928572655,-3.663391352,1
24,421,-6.579689026,-0.7756187916,1
24,437,-6.715352535,-0.3795633316,1
24,453,-6.433427334,-0.4558895826,1
24,469,-7.336692333,-0.956053853,1
24,485,-7.448868752,-0.9275476933,1
24,501,-6.203734398,0.6045299768,1
24,517,-6.179992199,0.932280302,1
24,533,-7.251799583,0.5490268469,1
24,549,-8.447241783,0.3888341188,1
24,565,-7.389230728,0.3773126602,1
24,581,-4.928071022,1.809254408,1
24,597,-6.264215946,-0.5326103568,1
24,613,-5.782150269,-0.8580846786,1
24,629,-5.783599854,0.6322622299,1
24,645,-5.865045547,0.4823384285,1
24,661,-3.973268986,-2.080854654,1
24,677,-4.950469017,0.4571412802,1
24,693,-8.301181793,2.026780128,1
24,709,-10.41206455,4.9295578,1
24,725,-5.152583122,1.648267865,1
24,741,-6.356544018,0.4030429125,1
24,757,-6.753461838,0.8961771727,1
24,773,-6.236545086,2.06358099,1
24,789,-8.01588726,3.29245615,1
24,805,-8.456100464,3.485490799,1
24,821,-1.270353794,-2.78611207,1
24,837,-6.198431969,2.600450993,1
24,853,-4.524084091,3.796929359,1
24,869,-2.344103336,3.223916531,1
24,885,-1.723813534,3.070870876,1
24,901,-2.660191536,4.097845078,1
24,917,-11.84490776,8.67565155,1
24,933,-2.831068993,3.267245293,1
24,949,-4.889724731,5.957420349,1
24,965,-5.016970634,4.889741898,1
24,981,-5.048308849,3.607422829,1
24,997,-5.06334734,3.614442348,1
24,1013,-7.262656212,3.544439316,1
24,1029,-5.565656185,2.368900299,1
24,1045,-4.332976341,2.826439381,1
24,1061,-2.881463766,2.554618359,1
24,1077,-2.557366371,2.831998825,1
24,1093,-4.115661621,3.661068201,1
24,1109,-3.637744427,3.31247592,1
24,1125,-3.039849043,3.370830059,1
24,1141,-3.382290363,3.534151077,1
24,1157,-5.63083744,3.809578657,1
24,1173,-6.067018986,3.386625767,1
24,1189,-6.736629009,0.7904781103,1
24,1205,-6.907510757,0.4903159142,1
24,1221,-6.620684147,1.593508363,1
24,1237,-5.354106426,1.35759449,1
24,1253,-4.494931221,2.839504242,1
24,1269,-4.163993835,3.055283308,1
24,1285,-2.881492615,1.301928759,1
40,21,-3.763670921,-5.126035213,1
40,37,-4.438309669,-2.745703459,1
40,53,-4.240938187,-2.29594636,1
40,69,-4.352532387,-1.57708931,1
40,85,-4.733216763,-1.16301477,1
40,101,-5.108392239,-1.271217823,1
40,117,-5.068295002,-1.800199509,1
40,133,-5.94583416,-1.933792591,1
40,149,-5.394164085,-2.08685112,1
40,165,-4.75094223,-2.411947489,1
40,181,-6.067405701,-2.931962967,1
40,197,-5.983361721,-2.863418102,1
40,213,-5.643930435,-1.675967693,1
40,229,-4.989218235,-2.737042189,1
40,245,-4.422921658,-3.110336304,1
40,261,-4.499125481,-1.437891722,1
40,277,-6.082604885,-1.038417339,1
40,293,-7.52223587,-0.844273746,1
40,309,-7.562477112,-1.098032832,1
40,325,-7.237309933,-1.954397917,1
40,341,-6.357351303,-2.706451178,1
40,357,-6.406757832,-3.356405973,1
40,373,-7.844263077,-2.94808054,1
40,389,-8.770775795,-2.653004646,1
40,405,-7.200329304,-2.650626659,1
40,421,-6.48439455,-1.914531827,1
40,437,-6.924936771,-1.724091768,1
40,453,-6.955370426,-1.406638145,1
40,469,-7.081685066,-1.248864293,1
40,485,-3.875349522,0.2197610736,1
40,501,-5.284210682,1.032250762,1
40,517,-7.083218575,0.03434073925,1
40,533,-7.510781765,-0.1806222796,1
40,549,-7.719809055,-0.3520349264,1
40,565,-7.14048624,-0.5539628267,1
40,581,-5.88958168,0.4495702386,1
40,597,-6.639318943,0.4774407148,1
40,613,-6.303659916,0.2727685571,1
40,629,-6.280101299,8.777054787,1
40,645,-6.415627003,1.160299301,1
40,661,-7.537381649,-0.2276396453,1
40,677,-7.724010468,0.2726251185,1
40,693,-6.901035786,0.6275887489,1
40,709,-5.797083378,0.5732170343,1
40,725,-5.383756638,0.9035532475,1
40,741,-5.981759548,0.3684109449,1
40,757,-6.987531662,1.253517151,1
40,773,-5.684158802,2.701434135,1
40,789,-6.41090107,3.588756323,1
40,805,-6.321174145,3.497524977,1
40,821,-7.369930267,2.390864849,1
40,837,-7.039386272,2.94596386,1
40,853,-3.105926991,3.444473982,1
40,869,-2.450749874,3.311041594,1
40,885,-1.212124348,3.387603521,1
40,901,-0.97701931,3.745934725,1
40,917,-3.067530155,2.830656767,1
40,933,-3.3846035,3.466381073,1
40,949,-4.137791157,4.576386929,1
40,965,-5.000165462,3.545821905,1
40,981,-5.245565891,2.089916945,1
40,997,-5.149628162,2.708334923,1
40,1013,-5.578046799,2.315997601,1
40,1029,-5.351537228,2.444777489,1
40,1045,-4.811321259,1.926056385,1
40,1061,-4.185379028,3.60444665,1
40,1077,-3.986762524,3.211314678,1
40,1093,-4.103408337,3.594645023,1
40,1109,-4.104014874,3.943264484,1
40,1125,-5.37991333,3.32920599,1
40,1141,-5.650675774,3.130594492,1
40,1157,-6.473021507,3.085074902,1
40,1173,-7.03112936,2.427155018,1
40,1189,-8.172704697,1.106934547,1
