PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 10, filenames: A:[10]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi & B:[11]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,-3.23610425,-2.328008652,1
24,37,-4.08454895,-3.250164509,1
24,53,-3.841149807,-2.931492329,1
24,69,-4.005594254,-2.060178757,1
24,85,-5.385430336,-0.5935869217,1
24,101,-6.050546646,-2.71727705,1
24,117,-5.580320358,-4.017039776,1
24,133,-1.587062359,-3.467583656,1
24,149,-3.797829866,-3.719730377,1
24,165,-4.236465931,-1.926177025,1
24,181,-3.581158638,-1.59482193,1
24,197,-3.056012869,-1.867301941,1
24,213,-2.364078522,-2.929979324,1
24,229,-2.644166946,-2.912665367,1
24,245,-4.02496624,-3.431187153,1
24,261,-5.025245667,-2.220586538,1
24,277,-5.495292664,-0.5646796227,1
24,293,-5.77528286,-1.518784523,1
24,309,-5.182130337,-1.85943532,1
24,325,-5.057509422,-2.399009943,1
24,341,-8.29221344,1.442193985,1
24,357,-4.727689743,0.8208189011,1
24,373,-7.122074127,-1.593494773,1
24,389,-7.755607605,-1.145125151,1
24,405,-6.239663124,-0.3118202686,1
24,421,-3.900243282,0.3666846752,1
24,437,-3.818902731,0.5188547373,1
24,453,-5.430434227,1.216780901,1
24,469,-6.186058044,0.2603031397,1
24,485,-8.087812424,0.1053273678,1
24,501,-8.429237366,0.4169067144,1
24,517,-5.92304945,2.147438526,1
24,533,-4.522573471,2.759156466,1
24,549,-4.280381203,3.524158716,1
24,565,-4.962686062,4.391050816,1
24,581,-3.68209362,3.129135132,1
24,597,-2.373047113,1.834403038,1
24,613,-8.650170326,6.014475822,1
24,629,-0.6571383476,6.351943016,1
24,645,-2.109345913,2.91300869,1
24,661,-3.398526192,2.720118284,1
24,677,-4.395736694,4.522565842,1
24,693,-2.944574594,1.810376167,1
24,709,-3.156343222,0.4856610298,1
24,725,-4.167099953,1.548304796,1
24,741,-4.933127403,2.256899834,1
24,757,-4.858006477,2.91475749,1
24,773,-5.883815765,4.5727458,1
24,789,0.2343931198,5.192257881,1
24,805,1.605172634,3.694079876,1
24,821,0.003440856934,3.581052303,1
24,837,-1.844782114,3.998987198,1
24,853,-2.287697792,3.967662811,1
24,869,-2.472631931,3.795156479,1
24,885,-2.774861336,4.883963108,1
24,901,-4.366429806,3.7835989,1
24,917,-6.136166573,5.085674286,1
24,933,3.541530132,8.905086517,1
