PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 5, filenames: A:[5]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi & B:[6]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,-5.251610756,-2.654457092,1
24,37,-1.957295895,-6.605028152,1
24,53,-4.028562546,-2.919701815,1
24,69,-3.487974644,-2.566082478,1
24,85,-4.084915161,-1.456883669,1
24,101,-5.225766659,-1.231377959,1
24,117,-4.8300457,-1.642927885,1
24,133,-5.307014465,-1.924793959,1
24,149,-5.089560986,-2.373053312,1
24,165,-3.77511692,-1.089440584,1
24,181,-4.398931026,-1.509218693,1
24,197,-5.716557026,-1.743871927,1
24,213,-6.004480839,-2.011847019,1
24,229,-5.536233902,-1.854936123,1
24,245,-5.271507263,-0.7280247211,1
24,261,-4.506838799,-0.389257133,1
24,277,-2.562107086,8.459339142,1
24,293,-4.354528904,1.10417223,1
24,309,-5.927215099,-0.4724093676,1
24,325,-6.34042263,-1.569512129,1
24,341,-5.714938641,-0.6087120771,1
24,357,-3.848226547,0.4593484402,1
24,373,-2.400755644,0.8254124522,1
24,389,-2.860913038,0.009591400623,1
24,405,-3.175717831,1.507336617,1
24,421,-3.518145561,0.9628540277,1
24,437,-3.87757206,-0.1163965464,1
24,453,-4.716828823,-1.406895995,1
24,469,-5.214098454,-0.3720297813,1
24,485,-2.859405518,4.838603973,1
24,501,-2.425745487,5.222286224,1
24,517,-3.004601002,2.346028328,1
24,533,-3.347760916,1.641955614,1
24,549,-5.376935959,3.055274487,1
24,565,-7.07760334,3.766461611,1
24,581,-4.637089729,3.431670666,1
24,597,-0.9370732307,3.281713963,1
24,613,-2.705262661,3.748681545,1
24,629,-2.22974062,4.330908775,1
24,645,-3.902178288,4.910449028,1
24,661,-4.942051411,3.511360407,1
24,677,-3.282071114,3.307682753,1
24,693,-1.75954175,3.415772915,1
24,709,-1.779600382,3.566356897,1
24,725,-1.723831177,2.621020794,1
24,741,-1.414886475,0.4901561737,1
24,757,-1.094208717,3.465188503,1
24,773,0.9193089008,1.827259541,1
24,789,0.1349642277,0.8910446167,1
24,805,-2.312418461,0.665063858,1
24,821,-1.791159153,1.423635006,1
24,837,-0.9162755013,2.233313084,1
24,853,-1.266679525,2.801811457,1
24,869,-2.46690464,1.681990385,1
24,885,-2.063441277,2.330723763,1
24,901,-9.729717255,6.380025864,1
24,917,-5.031794548,10.72173023,1
24,933,-0.732212007,0.6223109961,1
24,949,4.882444382,3.203007698,1
24,965,-0.08414709568,2.777001381,1
24,981,-0.1152355671,2.205340385,1
24,997,-0.7141822577,0.506419301,1
24,1013,-0.9789636135,0.9823870659,1
24,1029,-1.270329237,1.900028348,1
24,1045,-0.2338750362,3.406773567,1
24,1061,-3.453420639,5.027617455,1
24,1077,-1.943980813,3.670811653,1
24,1093,-0.6772812605,0.2824194431,1
24,1109,-1.008430958,-0.2254834175,1
24,1125,-0.03370320797,0.09095466137,1
24,1141,0.09054768085,1.902785778,1
24,1157,-1.220225096,0.9914691448,1
24,1173,-1.84693408,2.060813189,1
24,1189,-1.666520119,3.424206734,1
24,1205,-1.199111819,2.619862318,1
24,1221,-0.2833464146,1.470500469,1
24,1237,-0.5809166431,2.026275158,1
24,1253,0.3926647902,2.479234219,1
24,1269,-1.634455204,2.020883799,1
