PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 14, filenames: A:[14]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi & B:[15]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,-4.799016953,-5.300451279,1
24,37,-4.996776104,-2.777279854,1
24,53,-4.667395115,-2.474400997,1
24,69,-4.125691414,-2.595095396,1
24,85,-3.33534956,-3.220366478,1
24,101,-3.649627209,-3.112239838,1
24,117,-5.350269794,-2.705720425,1
24,133,-6.962520599,-2.409763813,1
24,149,-6.434617996,-1.442692399,1
24,165,-5.471459866,-1.911521196,1
24,181,-5.32161808,-2.085915089,1
24,197,-6.480771542,-0.8684574366,1
24,213,-6.044068813,-0.9064369202,1
24,229,-3.617314816,-0.4658715725,1
24,245,-1.229933023,-1.638873577,1
24,261,-3.746919155,-0.943666935,1
24,277,-6.416416168,-1.642820358,1
24,293,-8.006536484,-1.997665167,1
24,309,-6.000403404,-1.600146651,1
24,325,-4.971382141,-1.332761765,1
24,341,-9.261634827,-2.42868042,1
24,357,-9.624339104,-2.341383934,1
24,373,-9.62640667,0.9230163097,1
24,389,-8.776824951,-0.2167787552,1
24,405,-6.998651028,-2.480165958,1
24,421,-6.155543327,-2.324971199,1
24,437,-5.745904446,-1.967559338,1
24,453,-6.697236538,-2.409538507,1
24,469,-6.356161118,-0.7660734653,1
24,485,-6.753652573,-1.506652355,1
24,501,-7.569569588,-0.8762009144,1
24,517,-8.146351814,-0.697448194,1
24,533,-8.370865822,0.4769082367,1
24,549,-8.132832527,0.487552166,1
24,565,-5.730713844,0.0046864748,1
24,581,-6.300736427,2.102963924,1
24,597,-6.753707409,2.563148975,1
24,613,-6.381221294,2.798166513,1
24,629,-1.133322239,2.757742167,1
24,645,-7.036465168,9.878409386,1
24,661,-13.33948517,1.331403494,1
24,677,-4.667239189,1.574343681,1
24,693,-2.69642663,1.828585386,1
24,709,-6.169093609,0.6622796059,1
24,725,-8.433385849,-0.504463315,1
24,741,-8.535955429,-0.1475705504,1
24,757,-6.97466135,0.3190171719,1
24,773,-5.227412224,0.760357976,1
24,789,-3.938089848,1.327850103,1
24,805,-3.871928215,0.9727470875,1
24,821,-4.744250298,0.9123938084,1
24,837,-4.248494148,-0.01835072041,1
24,853,-1.760557175,-0.2822316885,1
24,869,-1.14860177,1.719982028,1
24,885,-1.59256959,2.299838543,1
24,901,-2.659695625,0.961507678,1
24,917,-12.4979763,5.629785061,1
24,933,-2.928556442,2.961250782,1
24,949,-2.315456629,4.489906788,1
24,965,-3.959365845,3.615285873,1
24,981,-5.647547722,2.291601419,1
24,997,-6.063856125,1.946633697,1
24,1013,-5.95468998,2.211927414,1
24,1029,-5.877820969,2.515799046,1
24,1045,-2.825261116,1.768808365,1
24,1061,-2.725174427,1.928419948,1
24,1077,-2.968200684,3.004557848,1
24,1093,-1.630732298,4.959224701,1
24,1109,-5.347139359,6.028410912,1
24,1125,3.462626457,-0.0819401741,1
24,1141,-2.166435242,2.28498888,1
24,1157,-3.427381754,4.19295311,1
24,1173,-5.089354515,3.514184952,1
24,1189,-6.087355614,3.453619719,1
24,1205,-5.789538383,3.297162771,1
24,1221,-5.395706177,3.953322887,1
24,1237,-4.420241833,1.636044979,1
24,1253,-1.920303583,2.357540846,1
24,1269,-0.2889275551,4.922542572,1
24,1285,8.561305046,11.80344105,1
40,21,-4.519900322,-2.445933342,1
40,37,-4.496310234,-2.897191525,1
40,53,-4.642913818,-3.26138258,1
40,69,-4.342525959,-3.198656321,1
40,85,-3.948255062,-2.896197081,1
40,101,-3.858673096,-3.611107588,1
40,117,-4.360485554,-3.865009785,1
40,133,-4.376261711,-4.015395641,1
40,149,-4.408677101,-3.067179918,1
40,165,-4.223479271,-2.340447426,1
40,181,-5.757217407,-2.397158861,1
40,197,-6.501531601,-1.655309916,1
40,213,-5.822370529,-1.335848689,1
40,229,-5.473770142,-4.355112076,1
40,245,-0.7331037521,1.048074007,1
40,261,-5.884757996,-2.633680582,1
40,277,-6.384479523,-1.822082877,1
40,293,-6.462147236,-1.466041565,1
40,309,-5.542157173,-1.740821362,1
40,325,-4.11914587,-1.222622156,1
40,341,-6.221810818,-0.9181302786,1
40,357,-8.147307396,-1.978488088,1
40,373,-8.137042999,-0.8820028305,1
40,389,-7.545284271,-1.12615037,1
40,405,-6.526482105,-3.599670649,1
40,421,-6.36766243,-3.464066744,1
40,437,-6.868219376,-2.057186842,1
40,453,-7.833858013,-1.245482326,1
40,469,-8.741070747,-0.9153927565,1
40,485,-8.943829536,-0.4155344963,1
40,501,-8.570215225,-0.6463363171,1
40,517,-7.984763145,-0.9061473608,1
40,533,-7.605224609,0.4401394129,1
40,549,-7.739691734,0.8519702554,1
40,565,-6.425882816,1.403461576,1
40,581,-4.820605755,3.766729116,1
40,597,-7.274377823,2.083546638,1
40,613,-6.868192673,3.014597416,1
40,629,-6.440003395,2.527520895,1
40,645,-6.048057556,3.11419487,1
40,661,-5.308912277,1.902471304,1
40,677,-4.206153393,1.088849545,1
40,693,-4.38419199,0.8201878667,1
40,709,-5.159193993,0.2215605378,1
40,725,-5.77708292,0.4269576967,1
40,741,-5.770590782,-0.005649708211,1
40,757,-5.233885765,-0.08882419765,1
40,773,-4.135303497,0.4130558968,1
40,789,-3.277540922,1.385893583,1
40,805,-2.053542614,0.928519845,1
40,821,-3.210795879,0.1243264675,1
40,837,-3.460319996,1.463246822,1
40,853,-2.064403296,1.10529232,1
40,869,-1.280382276,1.691409826,1
40,885,-0.3055977821,2.026320696,1
40,901,0.9142869711,1.599689484,1
40,917,0.05786132812,1.438441634,1
40,933,-2.395452976,1.880064726,1
40,949,-2.511283875,3.515203476,1
40,965,-4.191082954,2.602564335,1
40,981,-4.801501274,1.594941497,1
40,997,-4.613705635,1.2615695,1
40,1013,-5.199146748,1.604911327,1
40,1029,-4.901045799,1.561233878,1
40,1045,-3.480981827,1.074117303,1
40,1061,-3.159996033,1.516858459,1
40,1077,-3.195240498,2.49981308,1
40,1093,-3.314967155,3.93845129,1
40,1109,-3.360790253,3.429045439,1
40,1125,-4.17114687,2.393894434,1
40,1141,-4.431262493,2.319693804,1
40,1157,-5.000358105,3.549166441,1
40,1173,-5.665698051,3.118456125,1
40,1189,-6.607643127,2.964702606,1
40,1205,-6.611606121,3.104171515,1
40,1221,-5.295523167,3.396100998,1
40,1237,-4.718798161,3.323827267,1
40,1253,-3.702699184,3.935451746,1
40,1269,-3.381764412,4.717677593,1
40,1285,-6.087235928,3.213713646,1
56,21,-3.359461784,-2.579871416,1
56,37,-3.971830368,-2.816738844,1
56,53,-4.567665577,-3.633317471,1
56,69,-4.6531744,-2.612678528,1
56,85,-5.016753674,-2.7411654,1
56,101,-5.283606052,-3.809350252,1
56,117,-4.466927052,-4.416401863,1
56,133,-3.917170525,-3.97908926,1
56,149,-4.057806969,-3.496397972,1
56,165,-5.110163212,-2.615203619,1
56,181,-6.101040363,-2.525137901,1
56,197,-6.479263783,-2.274687767,1
56,213,-4.117467403,-2.75586009,1
56,229,-6.37392664,-2.081032038,1
56,245,-7.673487663,-2.333347082,1
56,261,-6.15575695,-8.228663445,1
56,277,-6.088300705,-2.808834314,1
56,293,-6.376163006,-2.267534494,1
56,309,-5.576904774,-2.085858583,1
56,325,-5.042553425,-1.553136706,1
56,341,-6.315724373,-1.517419457,1
56,357,-7.069908619,-2.464332581,1
56,373,-6.881988049,-2.539771318,1
56,389,-15.09053898,-0.2740468979,1
56,405,-5.560404778,-2.376578331,1
56,421,-6.259345531,-1.860881567,1
56,437,-7.504604816,-1.777223229,1
56,453,-8.086427689,-0.5614671707,1
56,469,-8.481893539,0.5360921621,1
56,485,-8.540786743,0.9725297689,1
56,501,-8.632621765,0.4686407447,1
56,517,-7.78734827,-0.4928001165,1
56,533,-6.926399231,0.6101769805,1
56,549,-7.71276474,1.65016818,1
56,565,-7.846765518,1.974188566,1
56,581,-7.599516869,2.101788521,1
56,597,-7.357336998,1.547339916,1
56,613,-6.440111637,2.094812155,1
