PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 3, filenames: A:[3]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi & B:[4]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,-6.313597679,0.5605220795,1
24,37,-5.597479343,0.6422502995,1
24,53,-6.428748131,-4.279196739,1
24,69,-7.541760445,-5.549886227,1
24,85,-7.891162872,-5.996121407,1
24,101,-7.051543236,-3.896986008,1
24,117,-6.25290966,-3.861270905,1
24,133,-6.312707901,-2.556027412,1
24,149,-2.817006111,4.624596596,1
24,165,-4.971604347,-0.2674355507,1
24,181,-5.261100769,-2.799089432,1
24,197,-5.94856739,-2.072205544,1
24,213,-6.635676384,-0.3556481004,1
24,229,-0.3737850189,7.085533619,1
24,245,-6.783082962,-7.030821323,1
24,261,-5.635476589,-3.766161442,1
24,277,-5.007619858,-4.784350395,1
24,293,-5.396120071,-0.8431510925,1
24,309,-6.898041248,-0.3116985559,1
24,325,-6.565507889,-0.9397700429,1
24,341,-6.984364986,-0.7937770486,1
24,357,-7.924295902,-0.1366163492,1
24,373,-5.322219849,0.3337160945,1
24,389,-2.805867195,-0.9934370518,1
24,405,-1.787895679,0.9890669584,1
24,421,-2.997124672,1.369585037,1
24,437,-5.76409626,-1.901255131,1
24,453,-3.961681366,-1.102943659,1
24,469,-2.851563931,-0.8828912973,1
24,485,-2.975190878,0.6966187358,1
24,501,-3.449021816,1.05943346,1
24,517,-5.223680019,0.8644505143,1
24,533,-6.154658794,1.175421953,1
24,549,-5.227040768,2.462910891,1
24,565,-4.731341362,3.498386383,1
24,581,-4.55548954,3.323319197,1
24,597,3.696133614,-0.8621708155,1
24,613,-1.557144642,1.303703547,1
24,629,-4.112522125,3.66069603,1
24,645,-8.538116455,6.062519073,1
24,661,-7.076280594,4.487322807,1
24,677,-6.228945732,4.694701195,1
24,693,-4.703905106,2.942979813,1
24,709,-4.725652695,3.209453106,1
24,725,-4.180749893,4.090196609,1
24,741,-8.620960236,4.527618885,1
24,757,1.67808342,0.7606306076,1
24,773,-6.38089323,4.892009735,1
24,789,-6.530513763,6.301697731,1
24,805,-7.27784586,5.815643787,1
24,821,-5.930467129,5.328345776,1
24,837,-3.427926064,5.95192194,1
24,853,-4.512917995,5.488585472,1
24,869,-6.902273178,4.929250717,1
24,885,-7.74189949,6.485543251,1
24,901,-5.070827007,1.112552643,1
24,917,-7.407887459,6.47927475,1
24,933,-8.640750885,6.429156303,1
24,949,-6.306141853,5.363134861,1
24,965,-5.782979012,5.669141769,1
24,981,-14.21030331,4.721972942,1
24,997,-6.415171146,6.17005825,1
24,1013,-6.299743652,8.531862259,1
24,1029,-6.607370377,5.890329361,1
24,1045,-7.237125397,5.667331696,1
24,1061,-6.228985786,6.657555103,1
24,1077,-4.107070923,9.162108421,1
24,1093,-4.654470444,10.48348999,1
24,1109,-6.643916607,9.504850388,1
24,1125,-5.780750275,10.64884949,1
24,1141,-4.220593452,10.04581451,1
24,1157,-3.934305668,10.16436291,1
24,1173,-4.593931198,10.45187473,1
24,1189,-6.082819462,10.65573883,1
24,1205,-6.025168419,10.94137573,1
24,1221,-7.250772476,10.84978676,1
24,1237,-7.194597244,12.5453043,1
24,1253,-6.412241459,12.74791336,1
24,1269,-4.778539181,9.941325188,1
24,1285,-4.590672493,9.266407013,1
40,21,-2.736507416,9.8764925,1
40,37,-5.989084721,-4.969502926,1
40,53,-5.290472984,-4.708347797,1
40,69,-7.927416801,-4.770886421,1
40,85,-7.135853767,-4.416443348,1
40,101,-5.668149948,-4.355837822,1
40,117,-5.642744541,-4.173398495,1
40,133,-5.235895157,-4.915288925,1
40,149,-4.778798103,-4.212166309,1
40,165,-5.33404541,-3.880316734,1
40,181,-5.177856445,-3.291136265,1
40,197,-6.327174664,-3.169853687,1
40,213,-6.456377029,-0.8206083775,1
40,229,-10.26588631,0.8777918816,1
40,245,-6.665388107,0.2050401121,1
40,261,-5.401853561,-1.018777847,1
40,277,-5.141081333,-3.266686916,1
40,293,-5.281836987,-1.371947765,1
