PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 18, filenames: A:[18]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi & B:[19]MAX_Pos0017_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,-0.6171286106,-1.228995919,1
24,37,-1.19686687,-1.187232137,1
24,53,-2.077486038,-1.371018648,1
24,69,-1.934072018,-1.277621269,1
24,85,-0.6201444864,-3.600620508,1
24,101,-1.50584054,-3.537894249,1
24,117,1.152728558,7.721986771,1
24,133,-1.280257702,-2.221216202,1
24,149,-2.621862173,-2.174384832,1
24,165,-2.57157135,-1.071472406,1
24,181,-1.638915062,-1.424829721,1
24,197,-5.064981461,-1.659258366,1
24,213,-4.722586632,-2.913661718,1
24,229,-4.734867096,-4.689062595,1
24,245,-3.965100288,-4.61454916,1
24,261,-3.64455843,-3.590583801,1
24,277,-2.444031477,-3.006952047,1
24,293,-1.300848961,-2.225262642,1
24,309,-2.536832571,-2.642684221,1
24,325,-0.5262346268,-2.047965527,1
24,341,-1.099474907,-3.69505167,1
24,357,-2.228838444,-4.131727219,1
24,373,-3.437583923,-1.121138573,1
24,389,-4.700626373,0.9829941988,1
24,405,-1.532271385,-0.7558088899,1
24,421,-4.912308693,-3.323953629,1
24,437,-4.827921867,-5.347608089,1
24,453,-4.699798584,-4.628324509,1
24,469,-3.98760128,-2.720871925,1
24,485,-2.728312492,-11.8025322,1
24,501,-5.889132977,-1.896790504,1
24,517,-5.95965147,1.119216204,1
24,533,-5.271787643,2.136135817,1
24,549,-5.086991787,1.771585703,1
24,565,-4.708338737,1.074016571,1
24,581,-3.360221386,1.410070539,1
24,597,-4.766552925,4.278936863,1
24,613,-0.5221116543,3.527365208,1
24,629,-3.50207901,-0.5876141787,1
24,645,-6.222078323,-0.06351041794,1
24,661,-6.111954212,1.342863321,1
24,677,-3.534867764,0.3004356623,1
24,693,-3.415878773,0.09526544809,1
24,709,-3.544394016,1.01180613,1
24,725,-3.174091339,1.059125185,1
24,741,-4.110188961,0.655004859,1
24,757,-4.433365345,-0.7304039001,1
24,773,-6.171391487,-2.44377327,1
24,789,-5.163825989,-1.071201324,1
24,805,-5.37009573,-0.6554999948,1
24,821,-6.34724617,0.4619071484,1
24,837,-6.014316082,0.4698576927,1
24,853,-6.071771622,1.890526772,1
24,869,-4.168759823,2.45138216,1
24,885,-2.816818953,2.737214804,1
24,901,-2.800628185,1.351336479,1
24,917,-4.118365288,1.458768129,1
24,933,-2.054773092,0.589671731,1
24,949,-3.557357073,-0.5378493071,1
24,965,-3.50445509,-1.364470959,1
24,981,-4.824538708,-1.217322826,1
24,997,-5.755008698,0.03350543976,1
24,1013,-5.124635696,0.4765304327,1
24,1029,-3.748622894,1.242468119,1
24,1045,-2.491796732,-0.7300989628,1
24,1061,-2.547576666,0.4751074314,1
24,1077,-3.625021696,0.1186902523,1
24,1093,-4.191704273,-0.5632231236,1
24,1109,-3.873841763,0.1283792257,1
24,1125,-5.283864498,5.879529476,1
24,1141,5.22755003,2.094988585,1
24,1157,-2.245467186,-1.189049721,1
24,1173,-3.208248138,-1.474690437,1
24,1189,-10.57773018,6.000862122,1
24,1205,-3.970794678,0.3073082566,1
24,1221,-5.342847824,0.6284594536,1
24,1237,-6.848979473,-2.698296547,1
24,1253,-1.278508186,1.945165515,1
24,1269,-0.9821541309,-12.34109879,1
24,1285,15.50509644,-4.704856873,1
40,21,-2.125136375,-0.01834766567,1
40,37,-2.053046465,-1.248689651,1
40,53,-2.209632397,-1.912423491,1
40,69,-1.877420187,-1.405611515,1
40,85,-1.54564476,-2.551513672,1
40,101,-2.745002747,-0.5368404388,1
40,117,-2.241933584,0.969422996,1
40,133,6.682078362,1.388553381,1
40,149,-3.007117271,-1.793199539,1
40,165,-4.130841732,-2.780622721,1
40,181,-5.384443283,-3.234439611,1
40,197,-4.967086792,-3.461408138,1
40,213,-4.466254234,-3.75347352,1
40,229,-4.747075081,-3.821234226,1
40,245,-3.46962142,-3.655901194,1
40,261,-1.801548958,-1.975354195,1
40,277,-2.036202669,-1.037964821,1
40,293,-2.994428158,-2.883711338,1
40,309,-3.068364859,-2.900074244,1
40,325,-2.620122194,-2.841264248,1
40,341,-2.959363937,-4.363739014,1
40,357,-1.935398102,-2.684231281,1
40,373,-1.211165428,-2.789317608,1
40,389,-1.599177361,0.4743559361,1
40,405,-4.588859081,1.006722689,1
40,421,-5.549491882,1.570528507,1
40,437,-5.093568802,6.171066284,1
40,453,-3.262811661,-1.684753418,1
40,469,-3.795348406,-0.3286631107,1
40,485,-2.666233778,-3.261881828,1
40,501,-3.27821064,-0.9076365232,1
40,517,-3.752081871,-0.04723334312,1
40,533,-4.423598289,0.4370333552,1
40,549,-5.523052692,0.8099409938,1
40,565,-5.015257835,0.729741931,1
40,581,-3.713465214,1.181395411,1
40,597,-2.920580387,1.396969438,1
40,613,-3.581311226,1.571553469,1
40,629,-4.278767586,0.5645083189,1
40,645,-4.501909256,0.4789174795,1
40,661,-4.171880722,1.462254763,1
40,677,-3.39230895,1.187326908,1
40,693,-2.69465971,0.8164198399,1
40,709,-5.919002056,2.28807497,1
40,725,-4.849730015,0.4885130227,1
40,741,-6.59941864,-1.141628027,1
40,757,-5.731052399,-1.869665146,1
40,773,-4.67573452,-1.121633172,1
40,789,-4.796836853,0.4718232155,1
40,805,-5.375673771,1.045471072,1
40,821,-5.784026623,1.016541243,1
40,837,-5.942065716,-1.844158411,1
40,853,-5.710305691,-0.4025807381,1
40,869,-4.085506439,1.000583768,1
40,885,-3.817246437,1.479602456,1
40,901,-4.6308918,1.55711782,1
40,917,-4.260661602,1.715497255,1
40,933,-3.456624985,0.8908753395,1
40,949,-3.966383934,0.2474696636,1
40,965,-4.360383034,-0.444408536,1
40,981,-4.872210503,-0.8499060273,1
40,997,-5.581263065,-0.1635081619,1
40,1013,-5.110098839,0.03331682086,1
40,1029,-4.872590542,0.4223353267,1
40,1045,-4.329485416,2.694340944,1
40,1061,-4.317775249,3.172044277,1
40,1077,-3.816296577,0.6488032341,1
40,1093,-4.09572506,6.993542671,1
40,1109,-4.24031353,1.212690353,1
40,1125,-3.939925194,0.9468206763,1
40,1141,-3.708222866,1.071997643,1
40,1157,-3.218281746,-0.1858767867,1
40,1173,-3.047408581,0.1097237766,1
40,1189,-2.813925266,0.5400135517,1
40,1205,-2.819205761,0.3778927624,1
40,1221,-3.641765594,0.5961151123,1
40,1237,-11.74363613,-0.7279536724,1
40,1253,-2.165783167,-2.988430023,1
40,1269,-0.1670783162,-5.634259701,1
40,1285,6.905848026,3.428289652,1
56,21,-3.328502178,-0.4360421896,1
56,37,-2.15723896,-1.453583717,1
56,53,-2.511663198,-1.808864117,1
56,69,-2.41305232,-1.515723705,1
56,85,-2.806211948,-1.75617528,1
56,101,-3.58716774,-0.7920159101,1
56,117,-3.948898554,0.07341647148,1
56,133,-3.788635731,-2.103287458,1
56,149,-3.514568329,-2.253492355,1
56,165,-2.787286282,-3.885817766,1
56,181,-2.89188838,-4.774241924,1
56,197,-3.373159647,-4.342315197,1
56,213,-3.332408905,-3.540320396,1
56,229,-3.877513409,-2.830985069,1
56,245,-3.548473597,-2.53118825,1
56,261,-3.582871437,-2.798999548,1
56,277,-3.505773783,-2.741011143,1
56,293,-3.084449768,-3.047824621,1
56,309,-3.123626232,-3.112671614,1
56,325,-2.70509553,-2.691745281,1
56,341,-2.321321249,-4.066158772,1
56,357,-1.229603648,-2.365708351,1
56,373,-0.7368721962,-1.774041653,1
56,389,-1.368640423,0.7516466379,1
56,405,-4.316351891,-5.873083115,1
56,421,-1.793234348,-0.1180076599,1
56,437,-2.070969343,-0.6675555706,1
56,453,-3.162092447,-0.1813064814,1
56,469,-3.490338802,-0.4301235676,1
56,485,-3.945115805,-0.9509571791,1
56,501,-3.78862381,-0.4829233289,1
56,517,-1.335240364,-0.1394796371,1
56,533,-1.111450672,-0.6014496684,1
56,549,-4.879814625,-0.5409445763,1
56,565,-5.158766747,0.3653922677,1
56,581,-5.066161156,0.9899446368,1
56,597,-4.450028896,2.483435154,1
56,613,-4.540762901,3.083037853,1
56,629,-3.930707455,2.124988556,1
