time (s),keratin (a.u.)
1.0,5.693
2.0,5.929
3.0,5.943
4.0,5.979
5.0,5.949
6.0,6.019
7.0,8.382
8.0,9.091
9.0,9.494
10.0,9.729
11.0,10.028
12.0,10.194
13.0,10.36
14.0,10.571
15.0,10.604
16.0,10.801
17.0,10.958
18.0,11.034
19.0,11.115
20.0,11.231
21.0,11.283
22.0,11.404
23.0,11.522
24.0,11.385
25.0,11.609
26.0,11.828
27.0,11.616
28.0,11.987
29.0,12.01
30.0,12.04
31.0,12.102
32.0,12.12
33.0,12.204
34.0,12.06
35.0,12.16
36.0,12.351
37.0,12.358
38.0,12.544
39.0,12.466
40.0,12.56
41.0,12.578
42.0,12.604
43.0,12.771
44.0,12.836
45.0,12.763
46.0,12.859
47.0,12.792
48.0,12.836
49.0,12.956
50.0,12.976
51.0,13.006
52.0,13.071
53.0,13.108
54.0,12.942
55.0,13.067
56.0,13.252
57.0,13.213
58.0,13.204
59.0,13.229
60.0,13.368
61.0,13.376
62.0,13.437
63.0,13.533
64.0,13.502
65.0,13.575
66.0,13.6
67.0,13.593
68.0,13.636
69.0,13.709
70.0,13.735
71.0,13.711
72.0,13.809
73.0,13.848
74.0,13.964
75.0,13.871
76.0,13.905
77.0,14.057
78.0,13.989
79.0,14.156
80.0,14.069
81.0,14.174
82.0,14.349
83.0,14.239
84.0,14.353
85.0,14.301
86.0,14.117
87.0,14.445
88.0,14.479
89.0,14.554
90.0,14.616
91.0,14.63
92.0,14.583
93.0,14.592
94.0,14.602
95.0,14.769
96.0,14.924
97.0,14.906
98.0,15.066
99.0,14.963
100.0,15.061
101.0,15.037
102.0,15.002
103.0,15.202
104.0,15.335
105.0,15.42
106.0,15.333
107.0,15.41
108.0,15.513
109.0,15.265
110.0,15.06
111.0,15.363
112.0,15.469
113.0,15.42
114.0,15.569
115.0,15.732
116.0,15.867
117.0,15.732
118.0,15.771
119.0,15.766
120.0,15.891
121.0,16.222
122.0,16.043
123.0,16.051
124.0,16.173
125.0,16.205
126.0,16.225
127.0,16.334
128.0,16.206
129.0,16.317
130.0,16.096
131.0,16.053
132.0,16.378
133.0,16.494
134.0,16.583
135.0,16.599
136.0,16.663
137.0,16.372
138.0,16.647
139.0,16.833
140.0,16.908
141.0,16.985
142.0,16.958
143.0,16.846
144.0,16.708
145.0,17.018
146.0,16.722
147.0,17.073
148.0,17.308
149.0,17.268
150.0,17.357
151.0,17.249
152.0,17.285
153.0,17.538
154.0,17.401
155.0,17.542
156.0,17.522
157.0,17.549
158.0,17.573
159.0,17.736
160.0,17.704
161.0,17.73
162.0,17.771
163.0,17.805
164.0,17.802
165.0,17.847
166.0,17.915
167.0,17.981
168.0,17.991
169.0,17.954
170.0,18.162
171.0,18.222
172.0,18.077
173.0,18.13
174.0,18.259
175.0,18.182
176.0,18.279
177.0,18.25
178.0,18.297
179.0,18.284
180.0,18.476
181.0,18.28
182.0,18.056
183.0,18.117
184.0,17.933
185.0,17.959
186.0,17.908
187.0,17.831
188.0,17.769
189.0,17.922
190.0,17.916
191.0,17.897
192.0,17.934
193.0,17.848
194.0,17.866
195.0,17.951
196.0,18.011
197.0,17.951
198.0,17.956
199.0,17.97
200.0,17.927
201.0,18.015
202.0,17.996
203.0,17.979
204.0,18.187
205.0,17.944
206.0,18.065
207.0,18.032
208.0,18.057
209.0,18.051
210.0,17.982
211.0,17.974
212.0,18.073
213.0,17.652
214.0,17.721
215.0,17.726
216.0,17.738
217.0,17.882
218.0,18.016
219.0,17.949
220.0,18.062
221.0,18.028
222.0,18.019
223.0,17.88
224.0,17.807
225.0,17.99
226.0,17.892
227.0,17.718
228.0,17.886
229.0,17.921
230.0,17.974
231.0,17.737
232.0,17.654
233.0,17.807
234.0,17.791
235.0,17.706
236.0,17.76
237.0,17.638
238.0,17.811
239.0,17.694
240.0,17.634
241.0,17.66
242.0,17.692
243.0,17.274
244.0,17.555
245.0,17.597
246.0,17.777
247.0,17.459
248.0,17.121
249.0,17.572
250.0,17.421
251.0,17.477
252.0,17.352
253.0,17.284
254.0,17.604
255.0,17.467
256.0,17.528
257.0,17.549
258.0,17.453
259.0,17.429
260.0,17.485
261.0,17.4
262.0,17.387
263.0,17.399
264.0,17.284
265.0,17.331
266.0,17.323
267.0,17.336
268.0,17.352
269.0,17.142
270.0,17.31
271.0,17.379
272.0,17.271
273.0,17.243
274.0,17.264
275.0,17.266
276.0,17.236
277.0,17.314
278.0,17.245
279.0,17.053
280.0,17.227
281.0,17.097
282.0,17.158
283.0,17.019
284.0,17.097
285.0,17.128
286.0,17.046
287.0,16.907
288.0,17.029
289.0,16.965
290.0,16.995
291.0,16.881
292.0,16.956
293.0,16.853
294.0,16.888
295.0,16.806
296.0,16.851
297.0,16.908
298.0,16.829
299.0,16.883
300.0,16.838
301.0,16.755
302.0,16.861
303.0,16.741
304.0,16.868
305.0,16.683
306.0,16.735
307.0,16.773
308.0,16.791
309.0,16.87
310.0,16.833
311.0,16.784
312.0,16.802
313.0,16.593
314.0,16.626
315.0,16.675
316.0,16.621
317.0,16.532
318.0,16.682
319.0,16.67
320.0,16.615
321.0,16.594
322.0,16.743
323.0,16.633
324.0,16.245
325.0,16.541
326.0,16.528
327.0,16.525
328.0,16.523
329.0,16.58
330.0,16.562
331.0,16.405
332.0,16.486
333.0,16.52
334.0,16.717
335.0,16.598
336.0,16.524
337.0,16.483
338.0,16.479
339.0,16.429
340.0,16.451
341.0,16.45
342.0,16.369
343.0,16.452
344.0,16.398
345.0,16.344
346.0,16.441
347.0,16.255
348.0,16.353
349.0,16.503
350.0,16.414
351.0,16.288
352.0,16.322
353.0,16.31
354.0,16.394
355.0,16.412
356.0,16.311
357.0,16.355
358.0,16.307
359.0,16.383
360.0,16.249
361.0,16.255
362.0,16.245
363.0,16.41
364.0,16.386
365.0,16.22
366.0,16.46
367.0,16.266
368.0,16.383
369.0,16.404
370.0,16.294
371.0,16.281
372.0,16.317
373.0,16.309
374.0,16.17
375.0,16.398
376.0,16.337
377.0,16.42
378.0,16.324
379.0,16.218
380.0,16.216
381.0,16.335
382.0,16.192
383.0,16.29
384.0,16.345
385.0,16.371
386.0,16.152
387.0,16.211
388.0,16.344
389.0,16.301
390.0,16.291
391.0,16.283
392.0,16.197
393.0,16.164
394.0,16.198
395.0,16.212
396.0,16.148
397.0,16.109
398.0,16.214
399.0,16.198
400.0,16.204
401.0,16.108
402.0,16.228
403.0,16.076
404.0,16.201
405.0,16.12
406.0,16.041
407.0,16.146
408.0,15.984
409.0,16.075
410.0,16.055
411.0,16.148
412.0,16.058
413.0,16.086
414.0,15.955
415.0,16.024
416.0,15.977
417.0,15.93
418.0,16.036
419.0,16.026
420.0,15.989
421.0,15.856
422.0,15.961
423.0,15.809
424.0,15.828
425.0,15.944
426.0,15.952
427.0,15.932
428.0,15.944
429.0,15.881
430.0,15.872
431.0,15.712
432.0,15.915
433.0,15.915
434.0,15.823
435.0,15.901
436.0,15.72
437.0,15.891
438.0,15.891
439.0,15.873
440.0,15.716
441.0,15.916
442.0,15.753
443.0,15.913
444.0,15.831
445.0,15.79
446.0,15.836
447.0,15.778
448.0,15.529
449.0,15.859
450.0,15.69
451.0,15.783
452.0,15.724
453.0,15.733
454.0,15.74
455.0,15.626
456.0,15.687
457.0,15.794
458.0,15.679
459.0,15.943
460.0,15.717
461.0,15.753
462.0,15.663
463.0,15.697
464.0,15.748
465.0,15.72
466.0,15.683
467.0,15.736
468.0,15.737
469.0,15.581
470.0,15.561
471.0,15.684
472.0,15.659
473.0,15.615
474.0,15.693
475.0,15.644
476.0,15.626
477.0,15.637
478.0,15.541
479.0,15.593
480.0,15.531
481.0,15.588
482.0,15.588
483.0,15.487
484.0,15.524
485.0,15.533
486.0,15.655
487.0,15.558
488.0,15.49
489.0,15.419
