time (s),height (micro m)
0.0,15.0974
1.0,15.0974
2.0,15.0974
3.0,15.0974
4.0,20.5325
5.0,24.1559
6.0,26.5715
7.0,27.7793
8.0,28.9871
9.0,30.7988
10.0,32.0066
11.0,32.6105
12.0,33.8182
13.0,34.4221
14.0,35.026
15.0,36.2338
16.0,36.8377
17.0,37.4416
18.0,38.0455
19.0,38.6494
20.0,39.2533
21.0,39.8572
22.0,40.4611
23.0,41.065
24.0,41.6689
25.0,41.6689
26.0,42.2728
27.0,42.8767
28.0,42.8767
29.0,43.4806
30.0,44.0845
31.0,44.0845
32.0,44.6884
33.0,44.6884
34.0,45.2923
35.0,45.2923
36.0,45.8962
37.0,45.8962
38.0,46.5001
39.0,47.104
40.0,47.104
41.0,47.104
42.0,47.7079
43.0,48.3118
44.0,48.3118
45.0,48.9157
46.0,48.9157
47.0,49.5196
48.0,49.5196
49.0,50.1235
50.0,50.1235
51.0,50.7274
52.0,50.7274
53.0,51.3313
54.0,51.3313
55.0,51.9352
56.0,51.9352
57.0,52.5391
58.0,53.143
59.0,53.143
60.0,53.7469
61.0,53.7469
62.0,54.3507
63.0,54.3507
64.0,54.9546
65.0,54.9546
66.0,55.5585
67.0,55.5585
68.0,56.1624
69.0,56.1624
70.0,56.7663
71.0,56.7663
72.0,56.7663
73.0,57.3702
74.0,57.3702
75.0,57.9741
76.0,58.578
77.0,58.578
78.0,59.1819
79.0,59.1819
80.0,59.7858
81.0,59.7858
82.0,59.7858
83.0,60.3897
84.0,60.3897
85.0,60.3897
86.0,60.9936
87.0,60.9936
88.0,61.5975
89.0,61.5975
90.0,61.5975
91.0,62.2014
92.0,62.2014
93.0,62.8053
94.0,62.8053
95.0,63.4092
96.0,63.4092
97.0,63.4092
98.0,64.0131
99.0,64.0131
100.0,64.617
101.0,64.617
102.0,64.617
103.0,64.617
104.0,65.2209
105.0,65.2209
106.0,65.8248
107.0,66.4287
108.0,66.4287
109.0,66.4287
110.0,66.4287
111.0,67.0326
112.0,67.0326
113.0,67.6365
114.0,67.6365
115.0,67.6365
116.0,68.2404
117.0,68.2404
118.0,68.2404
119.0,68.8443
120.0,68.8443
121.0,69.4482
122.0,69.4482
123.0,70.0521
124.0,70.0521
125.0,70.656
126.0,70.656
127.0,70.656
128.0,71.2599
129.0,71.2599
130.0,71.8638
131.0,71.8638
132.0,71.8638
133.0,72.4677
134.0,72.4677
135.0,72.4677
136.0,73.0716
137.0,73.0716
138.0,73.0716
139.0,73.6755
140.0,73.6755
141.0,74.2794
142.0,74.2794
143.0,74.8833
144.0,74.8833
145.0,74.8833
146.0,74.8833
147.0,75.4872
148.0,75.4872
149.0,76.091
150.0,76.091
151.0,76.091
152.0,76.6949
153.0,76.6949
154.0,76.6949
155.0,77.2988
156.0,77.2988
157.0,77.2988
158.0,77.2988
159.0,77.9027
160.0,77.9027
161.0,78.5066
162.0,78.5066
163.0,79.1105
164.0,79.1105
165.0,79.1105
166.0,79.1105
167.0,79.7144
168.0,79.7144
169.0,79.7144
170.0,80.3183
171.0,79.7144
172.0,80.3183
173.0,80.3183
174.0,80.3183
175.0,80.9222
176.0,80.9222
177.0,80.9222
178.0,81.5261
179.0,81.5261
180.0,81.5261
181.0,81.5261
182.0,82.13
183.0,82.13
184.0,82.7339
185.0,82.13
186.0,82.7339
187.0,82.7339
188.0,83.3378
189.0,83.3378
190.0,83.3378
191.0,83.9417
192.0,83.3378
193.0,83.3378
194.0,83.3378
195.0,83.9417
196.0,84.5456
197.0,84.5456
198.0,84.5456
199.0,84.5456
200.0,84.5456
201.0,85.1495
202.0,85.1495
203.0,85.1495
204.0,85.7534
205.0,85.7534
206.0,85.7534
207.0,85.7534
208.0,85.7534
209.0,85.7534
210.0,85.7534
211.0,85.7534
212.0,86.9612
213.0,86.3573
214.0,86.9612
215.0,86.3573
216.0,86.9612
217.0,86.9612
218.0,86.9612
219.0,88.169
220.0,87.5651
221.0,88.169
222.0,88.169
223.0,88.169
224.0,88.169
225.0,88.169
226.0,88.7729
227.0,88.169
228.0,88.169
229.0,88.7729
230.0,89.3768
231.0,89.3768
232.0,89.9807
233.0,89.3768
234.0,89.9807
235.0,89.9807
236.0,89.9807
237.0,89.3768
238.0,89.9807
239.0,90.5846
240.0,90.5846
241.0,90.5846
242.0,90.5846
243.0,91.1885
244.0,91.7924
245.0,91.7924
246.0,91.7924
247.0,91.7924
248.0,91.7924
249.0,91.7924
250.0,92.3963
251.0,92.3963
252.0,83.9417
253.0,91.7924
254.0,84.5456
255.0,92.3963
256.0,93.0002
257.0,89.3768
258.0,93.0002
259.0,93.6041
260.0,93.6041
261.0,93.6041
262.0,93.6041
263.0,94.208
264.0,90.5846
265.0,92.3963
266.0,90.5846
267.0,90.5846
268.0,93.6041
269.0,92.3963
270.0,91.7924
271.0,91.7924
272.0,93.0002
273.0,92.3963
274.0,91.7924
275.0,93.0002
276.0,92.3963
277.0,93.0002
278.0,93.6041
279.0,94.8119
280.0,93.0002
281.0,94.8119
282.0,95.4158
283.0,95.4158
284.0,95.4158
285.0,94.8119
286.0,95.4158
287.0,96.6236
288.0,96.0197
289.0,95.4158
290.0,95.4158
291.0,96.0197
292.0,96.0197
293.0,96.0197
294.0,96.6236
295.0,96.0197
296.0,96.6236
297.0,96.6236
298.0,96.6236
299.0,96.6236
300.0,96.6236
301.0,96.6236
302.0,96.6236
303.0,97.2275
304.0,97.2275
305.0,97.2275
306.0,97.8314
307.0,97.8314
308.0,97.8314
309.0,97.8314
310.0,97.8314
311.0,97.8314
312.0,97.8314
313.0,98.4352
314.0,98.4352
315.0,98.4352
316.0,98.4352
317.0,98.4352
318.0,98.4352
319.0,99.0391
320.0,99.0391
321.0,99.0391
322.0,99.0391
323.0,99.0391
324.0,99.0391
325.0,99.643
326.0,99.643
327.0,99.643
328.0,99.643
329.0,99.643
330.0,99.643
331.0,99.643
332.0,100.2469
333.0,100.2469
334.0,100.2469
335.0,100.2469
336.0,100.8508
337.0,100.8508
338.0,100.8508
339.0,100.8508
340.0,100.8508
341.0,100.8508
342.0,100.8508
343.0,101.4547
344.0,101.4547
345.0,101.4547
346.0,101.4547
347.0,101.4547
348.0,101.4547
349.0,102.0586
350.0,102.0586
351.0,102.0586
352.0,102.0586
353.0,102.0586
354.0,102.6625
355.0,102.6625
356.0,102.6625
357.0,102.6625
358.0,102.6625
359.0,103.2664
360.0,103.2664
361.0,103.2664
362.0,103.2664
363.0,103.2664
364.0,103.2664
365.0,103.8703
366.0,103.8703
367.0,103.8703
368.0,103.8703
369.0,103.8703
370.0,104.4742
371.0,104.4742
372.0,104.4742
373.0,104.4742
374.0,104.4742
375.0,104.4742
376.0,105.0781
377.0,105.0781
378.0,105.0781
379.0,105.0781
380.0,105.0781
381.0,105.0781
382.0,105.0781
383.0,105.682
384.0,105.682
385.0,105.682
386.0,105.682
387.0,105.682
388.0,105.682
389.0,106.2859
390.0,106.2859
391.0,106.2859
392.0,106.2859
393.0,106.2859
394.0,106.2859
395.0,106.2859
396.0,106.8898
397.0,106.8898
398.0,106.8898
399.0,106.8898
400.0,106.8898
401.0,107.4937
402.0,107.4937
403.0,107.4937
404.0,107.4937
405.0,107.4937
406.0,107.4937
407.0,108.0976
408.0,108.0976
409.0,108.0976
410.0,108.0976
411.0,108.0976
412.0,108.0976
413.0,108.7015
414.0,108.7015
415.0,108.7015
416.0,108.7015
417.0,109.3054
418.0,109.3054
419.0,109.3054
420.0,109.3054
421.0,109.3054
422.0,109.3054
423.0,109.3054
424.0,109.3054
425.0,109.9093
426.0,109.9093
427.0,109.9093
428.0,109.9093
429.0,109.9093
430.0,109.9093
431.0,110.5132
432.0,110.5132
433.0,110.5132
434.0,110.5132
435.0,110.5132
436.0,110.5132
437.0,110.5132
438.0,111.1171
439.0,111.1171
440.0,111.1171
441.0,111.1171
442.0,111.1171
443.0,111.1171
444.0,111.721
445.0,111.721
446.0,111.721
447.0,111.721
448.0,111.721
449.0,111.721
450.0,111.721
451.0,111.721
452.0,112.3249
453.0,112.3249
454.0,112.3249
455.0,112.3249
456.0,112.3249
457.0,110.5132
458.0,109.3054
459.0,108.0976
460.0,107.4937
461.0,106.2859
462.0,105.682
463.0,105.682
464.0,105.0781
465.0,104.4742
466.0,103.8703
467.0,103.2664
468.0,102.6625
469.0,102.6625
470.0,102.0586
471.0,102.0586
472.0,101.4547
473.0,100.8508
474.0,100.8508
475.0,100.2469
476.0,100.2469
477.0,99.643
478.0,99.643
479.0,99.0391
480.0,99.0391
481.0,98.4352
482.0,98.4352
483.0,97.8314
484.0,97.8314
485.0,97.8314
486.0,97.2275
487.0,97.2275
488.0,96.6236
489.0,97.2275
490.0,96.6236
491.0,96.6236
492.0,96.0197
493.0,96.0197
494.0,96.0197
495.0,96.0197
496.0,95.4158
497.0,95.4158
498.0,95.4158
499.0,95.4158
500.0,95.4158
501.0,94.8119
502.0,94.8119
503.0,94.8119
504.0,94.8119
505.0,94.208
506.0,94.208
507.0,94.208
508.0,94.208
509.0,94.208
510.0,93.6041
511.0,93.6041
512.0,93.6041
513.0,93.6041
514.0,93.0002
515.0,93.0002
516.0,93.0002
517.0,93.0002
518.0,93.0002
519.0,92.3963
520.0,92.3963
521.0,92.3963
522.0,92.3963
523.0,91.7924
524.0,91.7924
525.0,91.7924
526.0,91.7924
527.0,91.1885
528.0,91.1885
529.0,91.1885
530.0,91.1885
531.0,90.5846
532.0,90.5846
533.0,90.5846
534.0,90.5846
535.0,89.9807
536.0,89.9807
537.0,89.9807
538.0,89.9807
539.0,89.3768
540.0,89.3768
541.0,89.3768
542.0,89.3768
543.0,88.7729
544.0,88.7729
545.0,88.7729
546.0,88.169
547.0,88.169
548.0,88.169
549.0,88.169
550.0,88.169
551.0,87.5651
552.0,87.5651
553.0,87.5651
554.0,87.5651
555.0,86.9612
556.0,86.9612
557.0,86.9612
558.0,86.9612
559.0,86.3573
560.0,86.3573
561.0,86.3573
562.0,85.7534
563.0,85.7534
564.0,85.7534
565.0,85.7534
566.0,85.7534
567.0,85.1495
568.0,85.1495
569.0,85.1495
570.0,85.1495
571.0,84.5456
572.0,84.5456
573.0,84.5456
574.0,84.5456
575.0,84.5456
576.0,83.9417
577.0,83.9417
578.0,83.9417
579.0,83.9417
580.0,83.3378
581.0,83.3378
582.0,83.3378
583.0,83.3378
584.0,83.3378
585.0,82.7339
586.0,82.7339
587.0,82.7339
588.0,82.13
589.0,82.13
590.0,82.13
591.0,82.13
592.0,81.5261
593.0,81.5261
594.0,81.5261
595.0,81.5261
596.0,80.9222
597.0,80.9222
598.0,80.9222
599.0,80.9222
600.0,80.9222
601.0,80.3183
602.0,80.3183
603.0,80.3183
604.0,80.3183
605.0,79.7144
606.0,79.7144
607.0,79.7144
608.0,79.7144
609.0,79.7144
610.0,79.1105
611.0,79.1105
612.0,79.1105
613.0,79.1105
614.0,79.1105
615.0,78.5066
616.0,78.5066
617.0,78.5066
618.0,78.5066
619.0,78.5066
620.0,77.9027
621.0,77.9027
622.0,77.9027
623.0,77.9027
624.0,77.9027
625.0,77.2988
626.0,77.2988
627.0,77.2988
628.0,77.2988
629.0,76.6949
630.0,76.6949
631.0,76.6949
632.0,76.6949
633.0,76.091
634.0,76.091
635.0,76.091
636.0,76.091
637.0,76.091
638.0,75.4872
639.0,75.4872
640.0,75.4872
641.0,75.4872
642.0,74.8833
643.0,74.8833
644.0,74.8833
645.0,74.8833
646.0,74.8833
647.0,74.2794
648.0,74.2794
649.0,74.2794
650.0,74.2794
651.0,73.6755
652.0,73.6755
653.0,73.6755
654.0,73.6755
655.0,73.0716
656.0,73.0716
657.0,73.0716
658.0,73.0716
659.0,72.4677
660.0,72.4677
661.0,72.4677
662.0,72.4677
663.0,72.4677
664.0,71.8638
665.0,71.8638
666.0,71.8638
667.0,71.8638
668.0,71.2599
669.0,71.2599
670.0,71.2599
671.0,71.2599
672.0,70.656
673.0,70.656
674.0,70.656
675.0,70.656
676.0,70.656
677.0,70.0521
678.0,70.0521
679.0,70.0521
680.0,70.0521
681.0,70.0521
682.0,69.4482
683.0,69.4482
