keratin/<keratin>,p(keratin)*<keratin>
0.28608687889551226,0.16952791450630678
0.35162836298365485,0.27124466321009083
0.4171698470717975,0.6442060751239658
0.48271133115994014,0.8815451554327952
0.5482528152480828,1.3223177331491927
0.6137942993362254,0.8476395725315339
0.6793357834243681,1.1188842357416247
0.7448772675125107,0.949356321235318
0.8104187516006534,1.051073069939102
0.875960235688796,0.33905582901261355
0.9415017197769386,0.8476395725315339
1.0070432038650812,0.2373390803088295
1.072584687953224,1.0171674870378407
1.1381261720413665,0.8815451554327952
1.2036676561295092,0.5085837435189203
1.2692091402176517,0.576394909321443
1.3347506243057945,0.5085837435189203
1.400292108393937,0.3729614119138749
1.4658335924820798,0.33905582901261355
1.5313750765702223,0.30515024611135216
1.596916560658365,0.20343349740756814
1.6624580447465078,0.2373390803088295
1.7279995288346504,0.2373390803088295
1.793541012922793,0.3729614119138749
1.8590824970109356,0.20343349740756814
1.9246239810990784,0.10171674870378407
1.990165465187221,0.033905582901261354
2.0557069492753635,0.20343349740756814
2.1212484333635064,0.16952791450630678
2.186789917451649,0.10171674870378407
2.2523314015397915,0.06781116580252271
2.317872885627934,0.033905582901261354
2.383414369716077,0.0
2.4489558538042195,0.0
2.514497337892362,0.033905582901261354
2.5800388219805046,0.0
2.6455803060686476,0.033905582901261354
2.71112179015679,0.0
2.7766632742449326,0.0
2.842204758333075,0.0
