relative radius,tension
0.05,0.06603025368291864
0.15000000000000002,0.05368888433081126
0.25,0.05148047959105019
0.35000000000000003,0.0495192056757418
0.45,0.05458480558140225
0.55,0.050216602988610026
0.65,0.06116712374853933
0.75,0.05919864237818312
0.8500000000000001,0.06228851703278579
0.9500000000000001,0.06532003836873056
