keratin/<keratin>,p(keratin)*<keratin>
0.28129976347794167,0.16041569449288526
0.34075780472994005,0.34338984602383243
0.4002158459819383,0.619104320933479
0.45967388723393665,0.9148707576547362
0.519131928485935,1.005104585806984
0.5785899697379333,0.9675071574102141
0.6380480109899317,0.9624941669573115
0.69750605224193,0.9173772528811874
0.7569640934939282,0.8872993101637715
0.8164221347459265,0.701818663406373
0.8758801759979249,0.8171174438231342
0.9353382172499234,0.7419225870295942
0.9947962585019217,0.7143511395386297
1.05425429975392,0.6291303018392843
1.1137123410059182,0.5990523591218684
1.1731703822579165,0.5639614259515496
1.2326284235099148,0.5414029689134877
1.2920864647619132,0.4611951216670451
1.3515445060139115,0.4887665691580097
1.4110025472659098,0.4411431598554344
1.470460588517908,0.43863666462898304
1.5299186297699066,0.4486626455347884
1.5893766710219048,0.468714607346399
1.6488347122739035,0.34338984602383243
1.7082927535259018,0.38600026487350514
1.7677507947779,0.3709612935147971
1.8272088360298984,0.19300013243675257
1.8866668772818966,0.12783125654901795
1.9461249185338951,0.10527279951095594
2.0055829597858934,0.06266238066128331
2.0650410010378915,0.09023382815224795
2.12449904228989,0.08772733292579663
2.1839570835418884,0.08271434247289396
2.2434151247938865,0.07268836156708863
2.302873166045885,0.03509093317031865
2.362331207297883,0.01253247613225666
2.4217892485498815,0.007519485679353996
2.4812472898018796,0.0
2.540705331053878,0.0
2.6001633723058766,0.005012990452902664
