time (s),keratin (a.u.)
1.0,5.282
2.0,6.353
3.0,7.274
4.0,7.568
5.0,7.687
6.0,7.913
7.0,8.013
8.0,8.17
9.0,8.311
10.0,8.368
11.0,8.439
12.0,8.57
13.0,8.681
14.0,8.718
15.0,8.847
16.0,8.791
17.0,8.921
18.0,8.948
19.0,9.036
20.0,9.133
21.0,9.128
22.0,9.246
23.0,9.278
24.0,9.246
25.0,9.321
26.0,9.445
27.0,9.57
28.0,9.668
29.0,9.791
30.0,9.846
31.0,9.791
32.0,9.861
33.0,9.923
34.0,10.003
35.0,10.038
36.0,10.129
37.0,10.156
38.0,10.129
39.0,10.129
40.0,10.189
41.0,10.287
42.0,10.242
43.0,10.298
44.0,10.398
45.0,10.311
46.0,10.387
47.0,10.454
48.0,10.462
49.0,10.421
50.0,10.561
51.0,10.512
52.0,10.541
53.0,10.568
54.0,10.517
55.0,10.526
56.0,10.41
57.0,10.522
58.0,10.624
59.0,10.658
60.0,10.596
61.0,10.787
62.0,10.744
63.0,10.739
64.0,10.779
65.0,10.873
66.0,10.862
67.0,10.897
68.0,11.021
69.0,11.024
70.0,10.997
71.0,11.027
72.0,11.062
73.0,11.074
74.0,11.056
75.0,11.161
76.0,11.13
77.0,11.115
78.0,11.152
79.0,11.256
80.0,11.228
81.0,11.356
82.0,11.303
83.0,11.292
84.0,11.282
85.0,11.335
86.0,11.274
87.0,11.38
88.0,11.402
89.0,11.416
90.0,11.429
91.0,11.41
92.0,11.452
93.0,11.507
94.0,11.467
95.0,11.463
96.0,11.505
97.0,11.549
98.0,11.495
99.0,11.632
100.0,11.721
101.0,11.541
102.0,11.697
103.0,11.643
104.0,11.651
105.0,11.674
106.0,11.752
107.0,11.779
108.0,11.815
109.0,11.851
110.0,11.869
111.0,11.869
112.0,11.899
113.0,11.927
114.0,11.997
115.0,11.917
116.0,11.933
117.0,11.97
118.0,11.97
119.0,11.992
120.0,11.949
121.0,12.081
122.0,12.104
123.0,11.976
124.0,12.103
125.0,12.075
126.0,12.148
127.0,12.16
128.0,12.181
129.0,12.152
130.0,12.119
131.0,12.264
132.0,12.322
133.0,12.311
134.0,12.22
135.0,12.364
136.0,12.431
137.0,12.33
138.0,12.335
139.0,12.408
140.0,12.358
141.0,12.416
142.0,12.359
143.0,12.487
144.0,12.442
145.0,12.546
146.0,12.57
147.0,12.524
148.0,12.472
149.0,12.596
150.0,12.444
151.0,12.495
152.0,12.59
153.0,12.66
154.0,12.463
155.0,12.691
156.0,12.659
157.0,12.578
158.0,12.62
159.0,12.709
160.0,12.674
161.0,12.657
162.0,12.673
163.0,12.719
164.0,12.804
165.0,12.784
166.0,12.807
167.0,12.804
168.0,12.831
169.0,12.888
170.0,12.882
171.0,12.971
172.0,12.908
173.0,12.84
174.0,12.87
175.0,12.928
176.0,12.851
177.0,12.968
178.0,12.896
179.0,12.731
180.0,12.643
181.0,12.555
182.0,12.571
183.0,12.57
184.0,12.649
185.0,12.514
186.0,12.535
187.0,12.503
188.0,12.496
189.0,12.544
190.0,12.565
191.0,12.552
192.0,12.574
193.0,12.674
194.0,12.615
195.0,12.701
196.0,12.702
197.0,12.78
198.0,12.772
199.0,12.611
200.0,12.732
201.0,12.607
202.0,12.687
203.0,12.649
204.0,12.531
205.0,12.631
206.0,12.578
207.0,12.639
208.0,12.555
209.0,12.561
210.0,12.512
211.0,12.537
212.0,12.603
213.0,12.461
214.0,12.418
215.0,12.398
216.0,12.48
217.0,12.585
218.0,12.446
219.0,12.481
220.0,12.459
221.0,12.538
222.0,12.462
223.0,12.486
224.0,12.517
225.0,12.546
226.0,12.537
227.0,12.472
228.0,12.472
229.0,12.581
230.0,12.592
231.0,12.499
232.0,12.489
233.0,12.524
234.0,12.62
235.0,12.552
236.0,12.532
237.0,12.531
238.0,12.552
239.0,12.568
240.0,12.568
241.0,12.55
242.0,12.539
243.0,12.514
244.0,12.619
245.0,12.503
246.0,12.566
247.0,12.444
248.0,12.493
249.0,12.504
250.0,12.445
251.0,12.439
252.0,12.515
253.0,12.483
254.0,12.394
255.0,12.496
256.0,12.438
257.0,12.368
258.0,12.388
259.0,12.343
260.0,12.42
261.0,12.452
262.0,12.373
263.0,12.409
264.0,12.349
265.0,12.319
266.0,12.409
267.0,12.32
268.0,12.269
269.0,12.32
270.0,12.297
271.0,12.222
272.0,12.271
273.0,12.223
274.0,12.187
275.0,12.301
276.0,12.188
277.0,12.173
278.0,12.141
279.0,12.208
280.0,12.162
281.0,12.265
282.0,12.141
283.0,12.227
284.0,12.119
285.0,12.135
286.0,11.966
287.0,12.153
288.0,12.16
289.0,12.172
290.0,12.163
291.0,12.115
292.0,12.118
293.0,12.066
294.0,12.087
295.0,12.054
296.0,12.049
297.0,12.092
298.0,12.058
299.0,12.057
300.0,11.986
301.0,11.95
302.0,11.904
303.0,11.96
304.0,11.95
305.0,11.942
306.0,11.816
307.0,11.721
308.0,11.727
309.0,11.73
310.0,11.732
311.0,11.705
312.0,11.664
313.0,11.825
314.0,11.879
315.0,11.8
316.0,11.64
317.0,11.738
318.0,11.679
319.0,11.702
320.0,11.774
321.0,11.747
322.0,11.656
323.0,11.742
324.0,11.642
325.0,11.697
326.0,11.716
327.0,11.71
328.0,11.68
329.0,11.663
330.0,11.644
331.0,11.599
332.0,11.691
333.0,11.621
334.0,11.699
335.0,11.693
336.0,11.661
337.0,11.631
338.0,11.749
339.0,11.616
340.0,11.611
341.0,11.622
342.0,11.579
343.0,11.514
344.0,11.557
345.0,11.602
346.0,11.63
347.0,11.592
348.0,11.603
349.0,11.471
350.0,11.532
351.0,11.551
352.0,11.523
353.0,11.479
354.0,11.533
355.0,11.428
356.0,11.434
357.0,11.506
358.0,11.518
359.0,11.517
360.0,11.523
361.0,11.431
362.0,11.402
363.0,11.43
364.0,11.353
365.0,11.41
366.0,11.376
367.0,11.498
368.0,11.387
369.0,11.409
370.0,11.378
371.0,11.38
372.0,11.376
373.0,11.37
374.0,11.337
375.0,11.409
376.0,11.406
377.0,11.386
378.0,11.381
379.0,11.298
380.0,11.303
381.0,11.233
382.0,11.357
383.0,11.304
384.0,11.326
385.0,11.285
386.0,11.315
387.0,11.346
388.0,11.285
389.0,11.287
390.0,11.269
391.0,11.19
392.0,11.224
393.0,11.209
394.0,11.196
395.0,11.192
396.0,11.256
397.0,11.212
398.0,11.222
399.0,11.218
400.0,11.184
401.0,11.159
402.0,11.165
403.0,11.154
404.0,11.078
405.0,11.078
406.0,11.108
407.0,11.134
408.0,11.119
409.0,11.06
410.0,11.078
411.0,11.11
412.0,11.084
413.0,11.055
414.0,11.103
415.0,11.019
416.0,11.15
417.0,11.078
418.0,11.112
419.0,11.006
420.0,11.104
421.0,11.049
422.0,11.068
423.0,11.015
424.0,11.114
425.0,11.015
426.0,11.012
427.0,11.066
428.0,10.889
429.0,10.967
430.0,10.855
431.0,10.843
432.0,10.922
433.0,10.809
434.0,10.869
435.0,10.959
436.0,11.004
437.0,10.937
438.0,10.945
439.0,10.928
440.0,10.999
441.0,11.039
442.0,10.966
443.0,10.993
444.0,11.016
445.0,10.982
446.0,10.953
447.0,10.879
448.0,10.919
449.0,10.894
450.0,10.885
451.0,10.866
452.0,10.874
453.0,10.937
454.0,10.824
455.0,10.873
456.0,10.808
457.0,10.923
458.0,10.916
459.0,10.914
460.0,10.957
461.0,10.857
462.0,10.858
463.0,10.879
464.0,10.865
465.0,10.829
466.0,10.859
467.0,10.905
468.0,10.786
469.0,10.844
470.0,10.84
471.0,10.854
472.0,10.768
473.0,10.793
474.0,10.758
475.0,10.771
476.0,10.786
477.0,10.796
478.0,10.8
