keratin,p(keratin)
77.64681792644923,7.096651052224015e-05
92.3469781615932,4.055229172699437e-05
107.04713839673718,0.00010138072931748593
121.74729863188115,8.110458345398874e-05
136.44745886702512,6.082843759049155e-05
151.1476191021691,7.096651052224015e-05
165.84777933731309,4.055229172699437e-05
180.54793957245707,0.00010138072931748593
195.24809980760102,0.00034469447967945213
209.94826004274498,0.0006893889593589043
224.64842027788896,0.0009631169285161163
239.34858051303294,0.0013585017728543114
254.04874074817693,0.0015409870856257861
268.7489009833209,0.002412861357756165
283.44906121846486,0.0034773590155897675
298.1492214536088,0.005383316726758502
312.84938168875277,0.006934441885316037
327.54954192389675,0.007502173969493958
342.24970215904074,0.007623830844674942
356.9498623941847,0.008982332617529254
371.6500226293287,0.009195232149095975
386.3501828644727,0.005626630477120469
401.05034309961667,0.002919765004343595
415.7505033347606,0.0011253260954240938
430.4506635699046,0.0006184224488366642
445.15082380504856,0.00039538484433819515
459.85098404019254,0.0002433137503619662
474.5511442753365,4.055229172699437e-05
489.2513045104805,1.0138072931748592e-05
503.95146474562443,1.0138072931748592e-05
518.6516249807685,1.0138072931748592e-05
533.3517852159124,2.0276145863497184e-05
548.0519454510564,0.0
562.7521056862004,1.0138072931748592e-05
577.4522659213444,0.0
592.1524261564883,1.0138072931748592e-05
606.8525863916323,0.0
621.5527466267763,0.0
636.2529068619202,0.0
650.9530670970641,0.0
