relative radius,mean(keratin),std(keratin)
0.05,199.62418862463574,16.271466464591246
0.15000000000000002,203.14912158002372,16.575783347024256
0.25,214.87918699564327,10.446236980238899
0.35000000000000003,227.07833479827494,7.802610966329392
0.45,240.40236261375173,8.521103759358166
0.55,259.1316764107614,10.232854415532323
0.65,272.33048249056776,8.129995955105372
0.75,289.14933844307035,8.915922194580642
0.8500000000000001,306.8806174654619,6.538582888070952
0.9500000000000001,319.4511654688815,7.743811440208813
