time (s),keratin (a.u.)
1.0,6.394
2.0,6.713
3.0,8.584
4.0,8.968
5.0,9.322
6.0,9.394
7.0,9.559
8.0,9.775
9.0,9.782
10.0,9.892
11.0,9.96
12.0,10.067
13.0,10.082
14.0,10.197
15.0,10.276
16.0,10.29
17.0,10.514
18.0,10.449
19.0,10.548
20.0,10.629
21.0,10.688
22.0,10.698
23.0,10.8
24.0,10.802
25.0,10.903
26.0,10.968
27.0,11.025
28.0,11.072
29.0,11.167
30.0,11.363
31.0,11.368
32.0,11.351
33.0,11.418
34.0,11.559
35.0,11.573
36.0,11.572
37.0,11.638
38.0,11.652
39.0,11.721
40.0,11.669
41.0,12.007
42.0,11.927
43.0,12.042
44.0,11.99
45.0,11.987
46.0,12.078
47.0,12.338
48.0,12.208
49.0,12.377
50.0,12.381
51.0,12.514
52.0,12.486
53.0,12.547
54.0,12.575
55.0,12.711
56.0,12.783
57.0,12.638
58.0,12.846
59.0,12.971
60.0,12.97
61.0,13.013
62.0,13.172
63.0,13.103
64.0,13.19
65.0,13.166
66.0,13.267
67.0,13.317
68.0,13.32
69.0,13.417
70.0,13.467
71.0,13.454
72.0,13.462
73.0,13.481
74.0,13.649
75.0,13.601
76.0,13.753
77.0,13.709
78.0,13.75
79.0,13.758
80.0,13.908
81.0,13.9
82.0,13.977
83.0,13.939
84.0,14.014
85.0,14.031
86.0,14.018
87.0,14.099
88.0,14.059
89.0,14.247
90.0,14.171
91.0,14.24
92.0,14.242
93.0,14.338
94.0,14.446
95.0,14.27
96.0,14.471
97.0,14.522
98.0,14.576
99.0,14.687
100.0,14.633
101.0,14.491
102.0,14.722
103.0,14.676
104.0,14.698
105.0,14.781
106.0,14.732
107.0,14.777
108.0,14.794
109.0,14.876
110.0,14.908
111.0,14.901
112.0,14.964
113.0,15.127
114.0,15.03
115.0,14.991
116.0,15.109
117.0,15.067
118.0,15.14
119.0,15.182
120.0,15.237
121.0,15.269
122.0,15.347
123.0,15.386
124.0,15.49
125.0,15.462
126.0,15.533
127.0,15.623
128.0,15.566
129.0,15.687
130.0,15.603
131.0,15.739
132.0,15.772
133.0,15.854
134.0,15.742
135.0,15.814
136.0,15.922
137.0,15.925
138.0,15.854
139.0,15.933
140.0,15.952
141.0,16.058
142.0,16.042
143.0,16.084
144.0,16.078
145.0,16.265
146.0,16.228
147.0,16.3
148.0,16.252
149.0,16.483
150.0,16.363
151.0,16.346
152.0,16.508
153.0,16.458
154.0,16.352
155.0,16.529
156.0,16.409
157.0,16.554
158.0,16.522
159.0,16.465
160.0,16.564
161.0,16.577
162.0,16.563
163.0,16.649
164.0,16.752
165.0,16.817
166.0,16.76
167.0,16.947
168.0,16.784
169.0,16.753
170.0,16.869
171.0,16.901
172.0,16.97
173.0,16.762
174.0,16.907
175.0,17.037
176.0,16.888
177.0,17.01
178.0,17.097
179.0,17.11
180.0,16.991
181.0,17.197
182.0,17.041
183.0,17.133
184.0,17.229
185.0,17.144
186.0,17.091
187.0,17.138
188.0,17.3
189.0,17.298
190.0,17.389
191.0,17.317
192.0,17.414
193.0,17.398
194.0,17.303
195.0,17.336
196.0,17.331
197.0,17.542
198.0,17.433
199.0,17.599
200.0,17.563
201.0,17.604
202.0,17.493
203.0,17.531
204.0,17.537
205.0,17.601
206.0,17.517
207.0,17.547
208.0,17.722
209.0,17.639
210.0,17.841
211.0,17.671
212.0,17.916
213.0,17.878
214.0,17.944
215.0,17.962
216.0,17.835
217.0,17.918
218.0,17.862
219.0,18.064
220.0,18.086
221.0,18.156
222.0,18.046
223.0,18.13
224.0,18.085
225.0,18.157
226.0,18.124
227.0,18.131
228.0,18.25
229.0,18.318
230.0,18.266
231.0,18.407
232.0,18.409
233.0,18.476
234.0,18.428
235.0,18.436
236.0,18.55
237.0,18.472
238.0,18.469
239.0,18.493
240.0,18.436
241.0,18.589
242.0,18.652
243.0,18.62
244.0,18.663
245.0,18.759
246.0,18.683
247.0,18.76
248.0,18.824
249.0,18.811
250.0,18.834
251.0,18.894
252.0,18.955
253.0,18.828
254.0,18.907
255.0,19.043
256.0,19.045
257.0,18.966
258.0,19.186
259.0,18.995
260.0,18.96
261.0,19.164
262.0,19.056
263.0,19.033
264.0,19.182
265.0,19.135
266.0,19.103
267.0,19.214
268.0,19.129
269.0,19.188
270.0,19.184
271.0,19.194
272.0,19.321
273.0,19.275
274.0,19.241
275.0,19.233
276.0,19.281
277.0,19.391
278.0,19.392
279.0,19.339
280.0,19.486
281.0,19.454
282.0,19.461
283.0,19.398
284.0,19.305
285.0,19.638
286.0,19.393
287.0,19.543
288.0,19.561
289.0,19.576
290.0,19.627
291.0,19.652
292.0,19.74
293.0,19.572
294.0,19.669
295.0,19.691
296.0,19.672
297.0,19.736
298.0,19.761
299.0,19.659
300.0,19.657
301.0,19.685
302.0,19.826
303.0,19.742
304.0,19.823
305.0,19.714
306.0,19.876
307.0,19.813
308.0,19.808
309.0,19.843
310.0,19.856
311.0,19.922
312.0,19.858
313.0,19.738
314.0,20.011
315.0,20.034
316.0,20.094
317.0,20.022
318.0,20.188
319.0,20.091
320.0,20.062
321.0,20.185
322.0,20.284
323.0,20.117
324.0,20.168
325.0,20.227
326.0,20.291
327.0,20.351
328.0,20.457
329.0,20.435
330.0,20.315
331.0,20.41
332.0,20.502
333.0,20.475
334.0,20.594
335.0,20.454
336.0,20.489
337.0,20.491
338.0,20.567
339.0,20.519
340.0,20.607
341.0,20.485
342.0,20.67
343.0,20.641
344.0,20.743
345.0,20.829
346.0,20.584
347.0,20.816
348.0,20.651
349.0,20.765
350.0,20.824
351.0,20.7
352.0,20.704
353.0,20.813
354.0,20.805
355.0,20.943
356.0,20.893
357.0,20.819
358.0,20.914
359.0,20.94
360.0,20.946
361.0,20.909
362.0,20.893
363.0,20.724
364.0,20.904
365.0,20.986
366.0,21.009
367.0,20.91
368.0,20.799
369.0,20.953
370.0,20.859
371.0,20.837
372.0,21.085
373.0,20.987
374.0,20.866
375.0,20.973
376.0,21.056
377.0,20.954
378.0,21.077
379.0,20.981
380.0,20.962
381.0,21.08
382.0,21.149
383.0,21.167
384.0,21.164
385.0,21.157
386.0,21.095
387.0,21.124
388.0,21.088
389.0,21.177
390.0,21.212
391.0,21.189
392.0,21.277
393.0,21.299
394.0,21.257
395.0,21.242
396.0,21.413
397.0,21.324
398.0,21.384
399.0,21.356
400.0,21.478
401.0,21.252
402.0,21.399
403.0,21.465
404.0,21.501
405.0,21.458
406.0,21.43
407.0,21.53
408.0,21.464
409.0,21.518
410.0,21.455
411.0,21.571
412.0,21.458
413.0,21.622
414.0,21.606
415.0,21.492
416.0,21.542
417.0,21.662
418.0,21.724
419.0,21.778
420.0,21.673
421.0,21.71
422.0,21.879
423.0,21.637
424.0,21.922
425.0,21.936
426.0,21.885
427.0,21.997
428.0,21.902
429.0,21.887
430.0,22.025
431.0,21.945
432.0,21.834
433.0,21.911
434.0,22.123
435.0,22.105
436.0,22.1
437.0,21.892
438.0,22.107
439.0,22.209
440.0,22.057
441.0,22.044
442.0,21.922
443.0,22.126
444.0,22.303
445.0,22.156
446.0,22.2
447.0,22.167
448.0,22.245
449.0,22.278
450.0,22.324
451.0,22.37
452.0,22.425
453.0,22.32
454.0,22.277
455.0,22.445
456.0,22.213
457.0,22.373
458.0,22.63
459.0,22.379
460.0,22.423
461.0,22.366
462.0,22.385
463.0,22.535
464.0,22.52
465.0,22.515
466.0,22.567
467.0,22.489
468.0,22.531
469.0,22.617
470.0,22.257
471.0,22.527
472.0,22.558
473.0,22.67
474.0,22.561
475.0,22.554
476.0,22.553
477.0,22.571
478.0,22.516
479.0,22.66
480.0,22.589
481.0,22.441
482.0,22.518
483.0,22.491
484.0,22.601
485.0,22.512
486.0,22.577
487.0,22.571
488.0,22.495
489.0,22.409
490.0,22.457
491.0,22.45
492.0,22.743
493.0,22.499
494.0,22.463
495.0,22.495
496.0,22.618
497.0,22.485
498.0,22.571
499.0,22.435
500.0,22.494
501.0,22.529
502.0,22.453
503.0,22.515
504.0,22.551
505.0,22.511
506.0,22.605
507.0,22.605
508.0,22.502
509.0,22.48
510.0,22.553
511.0,22.594
512.0,22.552
513.0,22.648
514.0,22.496
515.0,22.656
516.0,22.493
517.0,22.713
518.0,22.761
519.0,22.44
520.0,22.63
521.0,22.67
522.0,22.602
523.0,22.574
524.0,22.565
525.0,22.64
526.0,22.43
527.0,22.628
528.0,22.507
529.0,22.513
530.0,22.428
531.0,22.361
532.0,22.556
533.0,22.39
534.0,22.495
535.0,22.442
536.0,22.492
537.0,22.53
538.0,22.578
539.0,22.593
540.0,22.496
541.0,22.394
542.0,22.418
543.0,22.287
544.0,22.503
545.0,22.256
546.0,22.42
547.0,22.309
548.0,22.46
549.0,22.339
550.0,22.466
551.0,22.503
552.0,22.501
553.0,22.443
554.0,22.37
555.0,22.378
556.0,22.444
557.0,22.456
558.0,22.336
559.0,22.322
560.0,22.279
561.0,22.44
562.0,22.158
563.0,22.251
564.0,22.216
565.0,22.207
566.0,22.25
567.0,22.368
568.0,22.302
569.0,22.337
570.0,22.256
571.0,22.142
572.0,22.18
573.0,22.228
574.0,22.044
575.0,22.124
576.0,22.088
577.0,22.2
578.0,22.079
579.0,21.854
580.0,21.967
581.0,21.931
582.0,22.048
583.0,22.096
584.0,22.078
585.0,21.998
586.0,21.994
587.0,21.99
588.0,22.043
589.0,21.993
590.0,21.859
591.0,21.868
592.0,21.96
593.0,21.83
594.0,21.955
595.0,21.839
596.0,21.925
597.0,21.899
598.0,21.847
599.0,21.933
600.0,21.858
601.0,21.751
602.0,21.804
603.0,22.013
604.0,21.913
605.0,21.89
606.0,21.768
607.0,21.914
608.0,21.872
609.0,21.973
610.0,22.043
611.0,21.824
612.0,21.807
613.0,21.742
614.0,21.682
615.0,21.73
616.0,21.891
617.0,21.92
618.0,21.583
619.0,21.849
620.0,21.621
621.0,21.721
622.0,21.786
623.0,21.851
624.0,21.652
625.0,21.691
626.0,21.612
627.0,21.656
628.0,21.698
629.0,21.692
630.0,21.693
631.0,21.599
632.0,21.454
633.0,21.57
634.0,21.679
635.0,21.531
636.0,21.543
637.0,21.515
638.0,21.523
639.0,21.49
640.0,21.452
641.0,21.32
642.0,21.448
643.0,21.364
644.0,21.395
645.0,21.26
646.0,21.379
647.0,21.385
648.0,21.295
649.0,21.218
650.0,21.212
651.0,21.368
652.0,21.086
653.0,21.305
654.0,21.191
655.0,21.194
656.0,21.096
657.0,21.088
658.0,21.094
659.0,21.177
660.0,21.164
661.0,21.159
662.0,21.098
663.0,21.055
664.0,21.019
665.0,21.101
666.0,20.938
667.0,20.993
668.0,21.072
669.0,21.061
670.0,20.811
671.0,20.837
672.0,20.897
673.0,20.761
674.0,20.973
675.0,20.957
676.0,20.887
677.0,20.694
678.0,20.823
679.0,20.627
680.0,20.804
