keratin/<keratin>,p(keratin)*<keratin>
0.43103952767610265,0.1894753613567075
0.5139358270696306,0.5684260840701226
0.5968321264631584,0.6315845378556917
0.6797284258566864,1.2000106219258142
0.7626247252502142,1.2631690757113834
0.845521024643742,1.3263275294969523
0.9284173240372702,1.0421144874618913
1.011313623430798,1.1368521681402453
1.094209922824326,1.1052729412474602
1.1771062222178539,0.7894806723196145
1.2600025216113817,0.6000053109629071
1.3428988210049095,0.5052676302845533
1.4257951203984376,0.4421091764989842
1.5086914197919656,0.4736884033917687
1.5915877191854935,0.2842130420350613
1.6744840185790213,0.09473768067835375
1.7573803179725491,0.12631690757113834
1.840276617366077,0.06315845378556917
1.9231729167596048,0.12631690757113834
2.0060692161531324,0.06315845378556917
