relative radius,keratin
0.05,16.416604960369103
0.15000000000000002,16.573683181185988
0.25,18.593168465099843
0.35000000000000003,21.643962790389423
0.45,26.29004119590307
0.55,31.88738784754926
0.65,36.374174143502565
0.75,47.288925407867715
0.8500000000000001,57.9615585882593
0.9500000000000001,62.425220934383844
