keratin/<keratin>,p(keratin)*<keratin>
0.3346855213555576,0.2102118329585391
0.4229844751183292,0.3153177494378086
0.5112834288811008,0.6306354988756172
0.5995823826438724,0.4992531032765304
0.687881336406644,0.9722297274332434
0.7761802901694156,0.9722297274332434
0.8644792439321871,1.1036121230323304
0.9527781976949588,1.287547476871052
1.0410771514577304,1.0510591647926955
1.1293761052205018,1.1298886021521477
1.2176750589832737,0.867123810953974
1.305974012746045,0.5518060615161652
1.3942729665088165,0.44670014503689554
1.4825719202715881,0.4204236659170782
1.5708708740343598,0.2364883120783565
1.6591698277971314,0.2102118329585391
1.747468781559903,0.1576588747189043
1.8357677353226747,0.052552958239634774
1.9240666890854459,0.18393535383872173
2.0123656428482173,0.0
