keratin/<keratin>,p(keratin)*<keratin>
0.17309934213172534,0.007945753805834945
0.21061152793915358,0.01589150761166989
0.2481237137465818,0.03178301522333978
0.28563589955401003,0.06356603044667956
0.32314808536143824,0.0874032918641844
0.36066027116886645,0.15096932231086396
0.39817245697629466,0.23837261417504832
0.4356846427837229,0.23837261417504832
0.47319682859115114,0.2661827524954707
0.5107090143985793,0.35755892126257255
0.5482212002060075,0.29796576771881045
0.5857333860134357,0.49263673596176655
0.623245571820864,0.6277145506609606
0.6607577576282923,0.7786838729718246
0.6982699434357205,0.8621142879330914
0.7357821292431487,0.9733548412147808
0.7732943150505769,0.9097888107681011
0.8108065008580051,0.8819786724476789
0.8483186866654333,1.1640529325548195
0.8858308724728615,1.0130836102439553
0.9233430582802897,1.11637840971981
0.9608552440877179,1.1799444401664894
0.9983674298951462,1.2752934858365086
1.0358796157025745,1.3547510238948584
1.0733918015100026,1.2395375937102515
1.110903987317431,1.3229680086715185
1.148416173124859,1.2673477320306736
1.1859283589322873,1.2474833475160865
1.2234405447397154,1.4183170543415375
1.2609527305471435,1.3468052700890232
1.298464916354572,1.259401978224839
1.335977102162,1.1839173170694068
1.3734892879694285,0.7747109960689071
1.4110014737768566,0.46879947454426174
1.448513659584285,0.3138572753304803
1.486025845391713,0.20261672204879108
1.5235380311991413,0.1589150761166989
1.5610502170065694,0.03972876902917472
1.5985624028139978,0.01589150761166989
1.6360745886214259,0.007945753805834945
