time (s),height (micro m)
0.0,18.0916
1.0,31.3588
2.0,37.9924
3.0,41.6108
4.0,44.023
5.0,45.8321
6.0,47.6413
7.0,48.8474
8.0,50.0535
9.0,50.6566
10.0,51.8627
11.0,52.4657
12.0,53.6719
13.0,54.2749
14.0,55.481
15.0,56.0841
16.0,56.6871
17.0,57.8932
18.0,58.4963
19.0,59.0993
20.0,59.7024
21.0,60.3055
22.0,60.9085
23.0,61.5116
24.0,62.1146
25.0,62.1146
26.0,62.7177
27.0,63.3207
28.0,63.9238
29.0,64.5268
30.0,64.5268
31.0,65.1299
32.0,65.1299
33.0,65.7329
34.0,66.336
35.0,66.336
36.0,66.9391
37.0,66.9391
38.0,67.5421
39.0,68.1452
40.0,68.1452
41.0,68.1452
42.0,68.7482
43.0,69.3513
44.0,69.3513
45.0,69.9543
46.0,69.9543
47.0,69.9543
48.0,70.5574
49.0,70.5574
50.0,70.5574
51.0,70.5574
52.0,71.1604
53.0,71.1604
54.0,71.1604
55.0,71.7635
56.0,71.7635
57.0,71.7635
58.0,71.7635
59.0,72.3665
60.0,72.3665
61.0,72.3665
62.0,72.9696
63.0,72.9696
64.0,72.9696
65.0,72.9696
66.0,73.5727
67.0,73.5727
68.0,73.5727
69.0,74.1757
70.0,74.1757
71.0,74.1757
72.0,74.1757
73.0,74.7788
74.0,75.3818
75.0,75.3818
76.0,75.3818
77.0,75.9849
78.0,75.3818
79.0,75.9849
80.0,75.9849
81.0,76.5879
82.0,76.5879
83.0,76.5879
84.0,77.191
85.0,77.794
86.0,78.3971
87.0,77.794
88.0,77.794
89.0,78.3971
90.0,79.0001
91.0,79.0001
92.0,79.0001
93.0,79.6032
94.0,79.6032
95.0,80.2063
96.0,80.2063
97.0,80.2063
98.0,80.8093
99.0,80.8093
100.0,80.8093
101.0,80.8093
102.0,81.4124
103.0,81.4124
104.0,81.4124
105.0,82.0154
106.0,82.0154
107.0,82.0154
108.0,82.6185
109.0,82.6185
110.0,82.6185
111.0,83.2215
112.0,83.2215
113.0,83.2215
114.0,83.8246
115.0,83.8246
116.0,83.8246
117.0,84.4276
118.0,84.4276
119.0,84.4276
120.0,85.0307
121.0,85.0307
122.0,85.0307
123.0,85.0307
124.0,85.6337
125.0,85.6337
126.0,85.6337
127.0,86.2368
128.0,86.2368
129.0,86.2368
130.0,86.2368
131.0,86.2368
132.0,86.8399
133.0,86.8399
134.0,87.4429
135.0,87.4429
136.0,87.4429
137.0,87.4429
138.0,87.4429
139.0,88.046
140.0,88.046
141.0,88.649
142.0,88.649
143.0,88.649
144.0,88.649
145.0,88.649
146.0,88.649
147.0,89.2521
148.0,89.2521
149.0,89.8551
150.0,89.2521
151.0,89.2521
152.0,89.8551
153.0,89.8551
154.0,90.4582
155.0,90.4582
156.0,90.4582
157.0,91.0612
158.0,91.0612
159.0,91.0612
160.0,92.2673
161.0,92.2673
162.0,92.2673
163.0,91.6643
164.0,92.2673
165.0,92.8704
166.0,93.4734
167.0,92.8704
168.0,92.8704
169.0,93.4734
170.0,92.8704
171.0,94.6796
172.0,94.0765
173.0,93.4734
174.0,94.6796
175.0,94.6796
176.0,95.2826
177.0,95.2826
178.0,95.8857
179.0,96.4887
180.0,95.8857
181.0,91.0612
182.0,89.2521
183.0,88.046
184.0,86.8399
185.0,85.0307
