time (s),height (micro m)
0.0,16.3088
1.0,16.9128
2.0,16.3088
3.0,16.3088
4.0,24.1611
5.0,25.9732
6.0,27.7853
7.0,28.9934
8.0,30.8055
9.0,32.0135
10.0,32.6175
11.0,33.8256
12.0,33.8256
13.0,35.0337
14.0,35.6377
15.0,36.2417
16.0,36.8457
17.0,37.4498
18.0,37.4498
19.0,38.0538
20.0,38.6578
21.0,38.6578
22.0,39.2619
23.0,39.8659
24.0,39.8659
25.0,40.4699
26.0,40.4699
27.0,41.0739
28.0,41.0739
29.0,41.0739
30.0,41.678
31.0,41.678
32.0,41.0739
33.0,42.282
34.0,42.282
35.0,42.282
36.0,42.886
37.0,42.886
38.0,42.886
39.0,43.4901
40.0,43.4901
41.0,44.0941
42.0,44.0941
43.0,44.0941
44.0,44.6981
45.0,44.6981
46.0,44.0941
47.0,45.3021
48.0,45.3021
49.0,45.9062
50.0,45.9062
51.0,45.9062
52.0,46.5102
53.0,46.5102
54.0,47.1142
55.0,47.1142
56.0,47.1142
57.0,47.7183
58.0,47.7183
59.0,47.7183
60.0,48.3223
61.0,48.3223
62.0,48.3223
63.0,48.9263
64.0,48.9263
65.0,49.5303
66.0,49.5303
67.0,49.5303
68.0,50.1344
69.0,50.1344
70.0,50.7384
71.0,50.7384
72.0,51.3424
73.0,51.3424
74.0,51.3424
75.0,51.9465
76.0,51.9465
77.0,51.9465
78.0,52.5505
79.0,52.5505
80.0,52.5505
81.0,53.1545
82.0,53.1545
83.0,53.1545
84.0,53.7585
85.0,53.7585
86.0,53.7585
87.0,54.3626
88.0,54.3626
89.0,54.3626
90.0,54.9666
91.0,54.9666
92.0,54.9666
93.0,55.5706
94.0,55.5706
95.0,55.5706
96.0,56.1747
97.0,56.1747
98.0,56.1747
99.0,56.7787
100.0,56.7787
101.0,56.7787
102.0,56.7787
103.0,57.3827
104.0,57.3827
105.0,57.3827
106.0,57.9867
107.0,57.9867
108.0,57.9867
109.0,58.5908
110.0,58.5908
111.0,58.5908
112.0,59.1948
113.0,59.1948
114.0,59.1948
115.0,59.1948
116.0,59.1948
117.0,59.7988
118.0,59.7988
119.0,59.7988
120.0,59.7988
121.0,60.4029
122.0,60.4029
123.0,60.4029
124.0,60.4029
125.0,61.0069
126.0,61.0069
127.0,61.0069
128.0,61.0069
129.0,61.6109
130.0,61.6109
131.0,61.6109
132.0,62.2149
133.0,62.2149
134.0,62.2149
135.0,62.2149
136.0,62.819
137.0,62.819
138.0,62.819
139.0,62.819
140.0,63.423
141.0,63.423
142.0,63.423
143.0,64.027
144.0,64.027
145.0,64.027
146.0,64.027
147.0,64.6311
148.0,64.6311
149.0,64.6311
150.0,64.6311
151.0,65.2351
152.0,65.2351
153.0,65.2351
154.0,65.2351
155.0,65.2351
156.0,65.8391
157.0,65.8391
158.0,65.8391
159.0,66.4431
160.0,66.4431
161.0,66.4431
162.0,67.0472
163.0,67.0472
164.0,67.0472
165.0,67.0472
166.0,67.6512
167.0,67.6512
168.0,67.6512
169.0,67.6512
170.0,67.6512
171.0,68.2552
172.0,68.2552
173.0,68.2552
174.0,68.8593
175.0,68.8593
176.0,68.8593
177.0,68.8593
178.0,68.8593
179.0,68.8593
180.0,69.4633
181.0,66.4431
182.0,63.423
183.0,62.2149
184.0,61.0069
185.0,59.7988
186.0,58.5908
187.0,57.9867
188.0,56.7787
189.0,56.1747
190.0,55.5706
191.0,54.3626
192.0,53.7585
193.0,53.1545
194.0,52.5505
195.0,51.9465
196.0,51.3424
197.0,50.7384
198.0,50.1344
199.0,50.1344
200.0,49.5303
201.0,48.9263
202.0,48.3223
203.0,47.7183
204.0,47.7183
205.0,47.1142
206.0,47.1142
207.0,46.5102
208.0,45.9062
209.0,45.9062
210.0,45.3021
211.0,44.6981
212.0,44.6981
213.0,44.6981
214.0,44.0941
215.0,44.0941
216.0,43.4901
217.0,43.4901
218.0,42.886
219.0,42.886
220.0,42.282
221.0,42.282
222.0,42.282
223.0,41.678
224.0,41.0739
225.0,41.0739
226.0,41.0739
227.0,40.4699
228.0,40.4699
229.0,40.4699
230.0,39.8659
231.0,39.8659
232.0,39.8659
233.0,39.8659
234.0,39.2619
235.0,39.2619
236.0,39.2619
237.0,39.2619
238.0,38.6578
239.0,38.6578
240.0,38.6578
241.0,38.6578
242.0,38.0538
243.0,38.0538
244.0,37.4498
245.0,37.4498
246.0,37.4498
247.0,37.4498
248.0,37.4498
249.0,36.8457
250.0,36.8457
251.0,36.8457
252.0,36.2417
253.0,36.2417
254.0,36.2417
255.0,36.2417
256.0,35.6377
257.0,35.6377
258.0,35.6377
259.0,35.6377
260.0,35.0337
261.0,35.0337
262.0,35.0337
263.0,35.0337
264.0,34.4296
265.0,34.4296
266.0,34.4296
267.0,34.4296
268.0,33.8256
269.0,33.8256
270.0,33.8256
271.0,33.8256
272.0,33.2216
273.0,33.2216
274.0,33.2216
275.0,32.6175
276.0,32.6175
277.0,32.6175
278.0,32.6175
279.0,32.6175
280.0,32.0135
281.0,32.0135
282.0,32.0135
283.0,32.0135
284.0,31.4095
285.0,31.4095
286.0,31.4095
287.0,31.4095
288.0,31.4095
289.0,31.4095
290.0,30.8055
291.0,30.8055
292.0,30.8055
293.0,30.8055
294.0,30.8055
295.0,30.2014
296.0,30.2014
297.0,30.2014
298.0,30.2014
299.0,30.2014
300.0,29.5974
301.0,29.5974
302.0,29.5974
303.0,29.5974
304.0,28.9934
305.0,28.9934
306.0,28.9934
307.0,28.9934
308.0,28.9934
309.0,28.9934
310.0,28.9934
311.0,28.9934
312.0,28.3893
313.0,28.3893
314.0,28.3893
315.0,28.3893
316.0,28.3893
317.0,28.3893
318.0,28.3893
319.0,28.3893
320.0,27.7853
321.0,27.7853
322.0,27.7853
323.0,27.7853
324.0,27.7853
325.0,27.7853
326.0,27.7853
327.0,27.7853
328.0,27.7853
329.0,27.1813
330.0,27.1813
331.0,27.1813
332.0,27.1813
333.0,26.5773
334.0,26.5773
335.0,26.5773
336.0,26.5773
337.0,26.5773
338.0,26.5773
339.0,25.9732
340.0,25.9732
341.0,25.9732
342.0,25.9732
343.0,25.9732
344.0,25.9732
345.0,25.9732
346.0,25.3692
347.0,25.3692
348.0,25.9732
349.0,25.3692
350.0,25.3692
351.0,25.3692
352.0,25.3692
353.0,25.3692
354.0,25.3692
355.0,25.3692
356.0,25.3692
357.0,25.3692
358.0,25.3692
359.0,24.7652
360.0,24.7652
361.0,24.7652
362.0,24.7652
363.0,24.7652
364.0,24.7652
365.0,24.7652
366.0,24.7652
367.0,24.7652
368.0,24.1611
369.0,24.1611
370.0,24.1611
371.0,24.1611
372.0,24.1611
373.0,24.1611
374.0,24.1611
375.0,24.1611
376.0,24.1611
377.0,24.1611
378.0,24.1611
379.0,24.1611
380.0,24.1611
381.0,23.5571
382.0,23.5571
383.0,23.5571
384.0,23.5571
385.0,23.5571
386.0,23.5571
387.0,23.5571
388.0,23.5571
389.0,23.5571
390.0,23.5571
391.0,23.5571
392.0,23.5571
393.0,23.5571
394.0,23.5571
395.0,22.9531
396.0,22.9531
397.0,22.9531
398.0,22.9531
399.0,22.9531
400.0,22.9531
401.0,22.9531
402.0,22.9531
403.0,22.9531
404.0,22.9531
405.0,22.9531
406.0,22.9531
407.0,22.9531
408.0,22.9531
409.0,22.9531
410.0,22.3491
411.0,22.9531
412.0,22.3491
413.0,22.9531
414.0,22.3491
415.0,22.3491
416.0,22.3491
417.0,22.3491
418.0,22.3491
419.0,22.3491
420.0,22.3491
421.0,22.3491
422.0,21.745
423.0,22.3491
424.0,21.745
425.0,21.745
426.0,21.745
427.0,21.745
428.0,21.745
429.0,21.745
430.0,21.745
431.0,21.745
432.0,21.745
433.0,21.745
434.0,21.745
435.0,21.745
436.0,21.745
437.0,21.141
438.0,21.745
439.0,21.745
440.0,21.141
441.0,21.141
442.0,21.141
443.0,21.745
444.0,21.745
445.0,21.141
446.0,21.141
447.0,21.745
448.0,21.141
449.0,21.141
450.0,21.141
451.0,21.141
452.0,21.141
453.0,21.141
454.0,20.537
455.0,21.141
456.0,21.141
457.0,20.537
458.0,21.141
459.0,21.141
460.0,20.537
461.0,20.537
462.0,21.141
463.0,20.537
464.0,20.537
465.0,20.537
466.0,20.537
467.0,20.537
468.0,21.141
469.0,21.141
470.0,20.537
471.0,20.537
472.0,20.537
473.0,21.141
474.0,21.141
475.0,21.141
476.0,21.141
477.0,21.141
478.0,21.141
479.0,21.141
480.0,21.141
481.0,21.141
482.0,20.537
483.0,20.537
484.0,21.141
485.0,21.141
486.0,21.141
487.0,20.537
488.0,20.537
489.0,20.537
490.0,20.537
491.0,20.537
492.0,20.537
493.0,20.537
494.0,20.537
495.0,20.537
496.0,20.537
497.0,20.537
498.0,20.537
499.0,20.537
500.0,20.537
501.0,20.537
502.0,20.537
503.0,20.537
504.0,20.537
505.0,19.9329
506.0,19.9329
507.0,20.537
508.0,19.9329
509.0,19.9329
510.0,19.9329
511.0,19.9329
512.0,19.9329
513.0,19.9329
514.0,19.9329
515.0,20.537
516.0,20.537
517.0,21.141
518.0,21.141
519.0,20.537
520.0,20.537
521.0,20.537
522.0,20.537
523.0,20.537
524.0,20.537
525.0,19.9329
526.0,19.9329
527.0,19.9329
528.0,19.9329
529.0,19.9329
530.0,19.3289
531.0,19.9329
532.0,19.9329
