relative area,mean(keratin),std(keratin)
0.05,135.55092828134283,42.82519984237842
0.15000000000000002,177.6309381046725,104.23802936207655
0.25,242.0210746544439,74.64098654415201
0.35000000000000003,255.48963102198013,29.884958104055116
0.45,283.19373242750555,19.299004942043666
0.55,317.5379168352038,9.729741881941523
0.65,329.0628318000828,13.940245611916847
0.75,358.77628599817575,11.724422388520944
0.8500000000000001,375.6636649013953,9.35678258378447
0.9500000000000001,389.83028034671304,9.495031525056865
