time,mean_z,std_z
0.0,0.13888849610639895,0.00012712907905732898
0.1033333333333999,0.13935771063511918,0.00012800698933484902
0.2066666666668161,0.1399541198793478,0.00012735810299388414
0.3100000000002323,0.14061692868759018,0.00012602613650729223
0.4133333333336485,0.14134464785710357,0.000126923814065408
0.5166666666670647,0.1421537200765177,0.00013183476270538694
0.6200000000003885,0.14306963178969123,0.00014238449930226973
0.723333333333552,0.14411945630659187,0.00016016479405179244
0.8266666666667155,0.14532643715266447,0.00018629400827253643
0.9299999999998791,0.1467086980486245,0.00021973528099655055
1.0333333333330428,0.14827984429180652,0.00025931384529953805
1.1366666666662062,0.15005049622764788,0.0003037614257237368
1.2399999999993698,0.15202868905165917,0.0003523084866986959
1.3433333333325335,0.1542208129367954,0.00040475329871401884
1.446666666665697,0.15663197424402925,0.0004609107323510398
1.5499999999988605,0.15926805563662766,0.0005211130099403331
1.6533333333320241,0.16213816532996983,0.0005867027291938539
1.7566666666651878,0.1652533396241875,0.0006583016673580106
1.8599999999983512,0.1686253171150459,0.0007366626433218001
1.9633333333315148,0.1722640205563046,0.0008223506159218306
2.0666666666646782,0.17617654698350887,0.0009157578972101747
2.169999999997842,0.18036699708627532,0.0010169736928558352
2.2733333333310055,0.184838203405334,0.00112628433250448
2.376666666664169,0.1895915640601982,0.001243613534904128
2.479999999997333,0.19462787887254665,0.001369113203799173
2.583333333330496,0.19994866148259272,0.001501724439975571
2.6866666666636596,0.20556138216879888,0.0016342390171672195
2.7899999999968235,0.21145752165924628,0.0017782217593261425
2.893333333329987,0.21763696592497145,0.001932045625903882
2.9966666666631503,0.22410001336359547,0.0020955823985702106
3.099999999996314,0.23084641341152864,0.00226891045530052
3.2033333333294776,0.23787635064433058,0.0024519471912878405
3.306666666662641,0.24519356736726106,0.0026448440596960475
3.409999999995805,0.25279217792019076,0.0028477886554701334
3.5133333333289682,0.2606725591925754,0.0030602523827667188
3.6166666666621317,0.26883399536026936,0.0032823954353675203
3.7199999999952955,0.27728004605910705,0.003516515699002695
3.823333333328459,0.2860328000508186,0.003749803058588154
3.9266666666616223,0.29506530119762375,0.003991930068418484
4.029999999995123,0.3043764162281544,0.004246033471141904
4.133333333329297,0.31397323675343464,0.004522397819794267
4.236666666663472,0.32384989347323856,0.004813869650878414
4.339999999997645,0.3340016384362665,0.005116499193764904
4.44333333333182,0.3444413816781911,0.005436254052878412
4.546666666665994,0.355168648542172,0.005763986051635359
4.650000000000167,0.3661745736521227,0.0061011708740877045
4.753333333334342,0.37745856925581667,0.006447666643933727
4.856666666668516,0.38903004162354515,0.006782723699625152
4.96000000000269,0.40087500959341044,0.007132969134509701
5.063333333336864,0.4129984580377159,0.007501692311921315
5.166666666671039,0.42541922097741613,0.007898779327983602
5.270000000005212,0.43813389780617323,0.00832458307483853
5.373333333339387,0.4511361440383341,0.008764823428183742
5.476666666673561,0.46441377970969455,0.009240872607614886
5.580000000007734,0.4779657529514779,0.009735671664500577
5.683333333341909,0.49177858683035064,0.010248391434278139
5.786666666676083,0.5058565561946573,0.010784955228364822
5.890000000010257,0.5202055441142241,0.011349231717932957
5.993333333344431,0.5348307673914219,0.01193103138411394
6.096666666678606,0.5497108777509113,0.012537124863740621
6.200000000012779,0.5648559737822133,0.013149481748446738
6.303333333346954,0.5802534698276424,0.013788515354994904
6.406666666681128,0.5959015698127149,0.014448691459537071
6.510000000015301,0.6118107804362134,0.015128041740504826
6.613333333349476,0.6279818762911041,0.015862026681051387
6.71666666668365,0.6443772668940995,0.016623956282557563
6.820000000017824,0.661052711885043,0.017330696392486303
6.923333333351998,0.6779740291039307,0.01804664764339553
7.026666666686173,0.6951127273686312,0.018820495681532642
