relative radius,tension
0.05,0.009040426569572536
0.15000000000000002,0.008554920387975383
0.25,0.008713062964654298
0.35000000000000003,0.009312185833612388
0.45,0.009701934554138147
0.55,0.010980265713664734
0.65,0.01251686881677664
0.75,0.014326361529792381
0.8500000000000001,0.015890819240740022
0.9500000000000001,0.017477551824766527
