relative radius,tension
0.05,0.026381454724012144
0.15000000000000002,0.02447480436239204
0.25,0.02514305860987221
0.35000000000000003,0.027627476841498872
0.45,0.030031872027483548
0.55,0.03375340475782404
0.65,0.03839536000798024
0.75,0.042320982351832175
0.8500000000000001,0.0468907965727306
0.9500000000000001,0.050060213154388966
