time (s),keratin (a.u.)
1.0,5.886
2.0,6.254
3.0,6.483
4.0,6.482
5.0,6.549
6.0,9.095
7.0,10.429
8.0,10.973
9.0,11.739
10.0,12.886
11.0,13.063
12.0,13.164
13.0,13.232
14.0,13.428
15.0,13.547
16.0,13.669
17.0,13.778
18.0,14.042
19.0,14.066
20.0,14.147
21.0,14.407
22.0,14.435
23.0,14.58
24.0,14.666
25.0,14.653
26.0,14.887
27.0,15.154
28.0,15.147
29.0,15.288
30.0,15.377
31.0,15.421
32.0,15.456
33.0,15.641
34.0,15.662
35.0,15.596
36.0,15.886
37.0,15.897
38.0,15.94
39.0,16.149
40.0,16.113
41.0,16.308
42.0,16.344
43.0,16.416
44.0,16.625
45.0,16.508
46.0,16.64
47.0,16.671
48.0,16.949
49.0,16.946
50.0,16.995
51.0,17.105
52.0,17.304
53.0,17.458
54.0,17.5
55.0,17.557
56.0,17.761
57.0,17.653
58.0,17.823
59.0,17.931
60.0,18.059
61.0,18.046
62.0,18.19
63.0,18.286
64.0,18.316
65.0,18.307
66.0,18.583
67.0,18.814
68.0,18.863
69.0,18.741
70.0,18.901
71.0,19.011
72.0,19.031
73.0,19.062
74.0,19.181
75.0,19.372
76.0,19.403
77.0,19.587
78.0,19.611
79.0,19.749
80.0,19.556
81.0,19.836
82.0,19.947
83.0,19.977
84.0,19.998
85.0,20.069
86.0,20.26
87.0,20.252
88.0,20.264
89.0,20.448
90.0,20.365
91.0,20.626
92.0,20.443
93.0,20.652
94.0,20.627
95.0,20.921
96.0,20.861
97.0,20.988
98.0,20.929
99.0,21.028
100.0,21.042
101.0,21.026
102.0,21.037
103.0,21.247
104.0,21.377
105.0,21.453
106.0,21.498
107.0,21.605
108.0,21.552
109.0,21.621
110.0,21.787
111.0,21.807
112.0,21.744
113.0,21.914
114.0,21.928
115.0,22.034
116.0,22.01
117.0,22.131
118.0,22.22
119.0,22.206
120.0,22.318
121.0,22.375
122.0,22.458
123.0,22.495
124.0,22.446
125.0,22.571
126.0,22.487
127.0,22.756
128.0,22.711
129.0,22.753
130.0,22.93
131.0,22.888
132.0,22.875
133.0,22.789
134.0,22.804
135.0,23.151
136.0,23.244
137.0,23.198
138.0,23.042
139.0,23.366
140.0,23.313
141.0,23.228
142.0,23.307
143.0,23.5
144.0,23.51
145.0,23.545
146.0,23.589
147.0,23.723
148.0,23.718
149.0,23.974
150.0,23.945
151.0,23.917
152.0,24.039
153.0,23.964
154.0,23.991
155.0,24.264
156.0,24.212
157.0,24.211
158.0,24.393
159.0,24.383
160.0,24.479
161.0,24.565
162.0,24.324
163.0,24.496
164.0,24.576
165.0,24.558
166.0,24.706
167.0,24.215
168.0,23.964
169.0,24.061
170.0,23.7
171.0,23.734
172.0,23.787
173.0,23.575
174.0,23.671
175.0,23.578
176.0,23.586
177.0,23.701
178.0,23.589
179.0,23.515
180.0,23.435
181.0,23.387
182.0,23.431
183.0,23.376
184.0,23.368
185.0,23.442
186.0,23.386
187.0,23.269
188.0,23.197
189.0,23.322
190.0,23.315
191.0,23.124
192.0,23.175
193.0,23.035
194.0,23.233
195.0,23.201
196.0,22.94
197.0,23.139
198.0,23.03
199.0,23.167
200.0,22.958
201.0,22.917
202.0,23.019
203.0,22.974
204.0,22.898
205.0,22.988
206.0,22.925
207.0,22.887
208.0,22.813
209.0,22.843
210.0,22.764
211.0,22.719
212.0,22.781
213.0,22.786
214.0,22.841
215.0,22.764
216.0,22.647
217.0,22.815
218.0,22.722
219.0,22.714
220.0,22.702
221.0,22.656
222.0,22.459
223.0,22.411
224.0,22.491
225.0,22.558
226.0,22.325
227.0,22.382
228.0,22.465
229.0,22.357
230.0,22.293
231.0,22.251
232.0,22.348
233.0,22.198
234.0,22.116
235.0,22.289
236.0,22.285
237.0,22.15
238.0,22.075
239.0,22.061
240.0,22.07
241.0,21.972
242.0,22.005
243.0,21.928
244.0,22.075
245.0,21.88
246.0,22.1
247.0,21.995
248.0,21.774
249.0,21.75
250.0,21.718
251.0,21.68
252.0,21.791
253.0,21.621
254.0,21.66
255.0,21.789
256.0,21.581
257.0,21.716
258.0,21.583
259.0,21.678
260.0,21.433
261.0,21.501
262.0,21.508
263.0,21.391
264.0,21.414
265.0,21.468
266.0,21.41
267.0,21.416
268.0,21.343
269.0,21.385
270.0,21.411
271.0,21.338
272.0,21.4
273.0,21.244
274.0,21.402
275.0,21.505
276.0,21.124
277.0,21.415
278.0,21.237
279.0,21.364
280.0,21.359
281.0,21.433
282.0,21.247
283.0,21.35
284.0,21.522
285.0,21.236
286.0,21.468
287.0,21.429
288.0,21.244
289.0,21.233
290.0,21.286
291.0,21.164
292.0,21.158
293.0,20.971
294.0,21.099
295.0,21.207
296.0,21.069
297.0,21.083
298.0,20.967
299.0,20.976
300.0,21.048
301.0,21.19
302.0,20.981
303.0,20.987
304.0,20.943
305.0,21.031
306.0,21.046
307.0,21.073
308.0,20.765
309.0,21.057
310.0,20.982
311.0,20.884
312.0,20.839
313.0,20.917
314.0,20.784
315.0,20.873
316.0,20.913
317.0,20.906
318.0,20.804
319.0,20.871
320.0,20.679
321.0,20.829
322.0,20.615
323.0,20.665
324.0,20.793
325.0,20.665
326.0,20.686
327.0,20.6
328.0,20.43
329.0,20.59
330.0,20.407
331.0,20.502
332.0,20.435
333.0,20.49
334.0,20.521
335.0,20.325
336.0,20.358
337.0,20.521
338.0,20.388
339.0,20.481
340.0,20.508
341.0,20.449
342.0,20.198
343.0,20.262
344.0,20.407
345.0,20.409
346.0,20.476
347.0,20.397
348.0,20.262
349.0,20.243
350.0,20.297
351.0,20.166
352.0,20.309
353.0,20.405
354.0,20.218
355.0,20.184
356.0,20.108
357.0,20.298
358.0,20.192
359.0,20.272
360.0,20.176
361.0,20.136
362.0,20.3
363.0,20.227
364.0,20.174
365.0,20.33
366.0,20.276
367.0,20.189
368.0,20.103
369.0,20.101
370.0,20.372
371.0,20.07
372.0,20.125
373.0,20.124
374.0,20.032
375.0,20.035
376.0,20.13
377.0,20.135
378.0,20.124
379.0,20.027
380.0,20.176
381.0,20.115
382.0,20.133
383.0,20.152
384.0,20.086
385.0,20.017
386.0,20.017
387.0,20.014
388.0,20.023
389.0,20.115
390.0,20.024
391.0,19.899
392.0,19.938
393.0,19.893
394.0,19.995
395.0,19.947
396.0,20.074
397.0,19.967
398.0,20.055
399.0,19.991
400.0,20.027
401.0,19.87
402.0,20.034
403.0,19.951
404.0,19.97
405.0,19.921
406.0,19.928
407.0,19.961
408.0,19.805
409.0,19.808
410.0,19.998
411.0,19.81
412.0,19.863
413.0,19.857
414.0,19.806
415.0,19.852
416.0,19.791
417.0,19.699
418.0,20.0
419.0,19.873
420.0,19.772
421.0,19.77
422.0,19.797
423.0,19.747
424.0,19.678
425.0,19.836
426.0,19.96
427.0,19.698
428.0,19.81
429.0,19.831
430.0,19.882
431.0,19.676
432.0,19.769
433.0,19.775
434.0,19.569
435.0,19.734
436.0,19.621
437.0,19.813
438.0,19.645
439.0,19.653
440.0,19.585
441.0,19.748
442.0,19.706
443.0,19.544
444.0,19.612
445.0,19.656
446.0,19.756
447.0,19.626
448.0,19.595
449.0,19.681
450.0,19.507
451.0,19.505
452.0,19.439
453.0,19.564
454.0,19.479
455.0,19.584
456.0,19.568
457.0,19.489
458.0,19.521
459.0,19.595
460.0,19.457
461.0,19.609
462.0,19.509
463.0,19.512
464.0,19.503
465.0,19.464
466.0,19.442
467.0,19.378
468.0,19.417
469.0,19.462
470.0,19.482
471.0,19.255
472.0,19.566
473.0,19.352
474.0,19.455
475.0,19.294
476.0,19.315
477.0,19.291
478.0,19.277
479.0,19.364
480.0,19.362
481.0,19.329
482.0,19.266
483.0,19.446
484.0,19.403
485.0,19.523
486.0,19.476
487.0,19.469
488.0,19.421
489.0,19.493
490.0,19.453
491.0,19.471
492.0,19.412
493.0,19.297
494.0,19.406
495.0,19.344
496.0,19.357
497.0,19.573
498.0,19.435
499.0,19.433
500.0,19.461
501.0,19.383
502.0,19.388
503.0,19.432
504.0,19.47
505.0,19.366
506.0,19.347
507.0,19.486
508.0,19.404
509.0,19.483
510.0,19.312
511.0,19.366
512.0,19.375
513.0,19.342
514.0,19.406
515.0,19.273
516.0,19.372
517.0,19.349
518.0,19.43
519.0,19.505
520.0,19.358
521.0,19.345
522.0,19.347
523.0,19.344
524.0,19.382
525.0,19.371
526.0,19.306
527.0,19.324
528.0,19.289
529.0,19.362
530.0,19.347
531.0,19.279
532.0,19.466
