time (s),keratin (a.u.)
1.0,6.046
2.0,7.753
3.0,8.536
4.0,8.777
5.0,9.018
6.0,9.288
7.0,9.307
8.0,9.448
9.0,9.593
10.0,9.736
11.0,9.828
12.0,9.975
13.0,10.01
14.0,10.042
15.0,10.241
16.0,10.338
17.0,10.345
18.0,10.471
19.0,10.584
20.0,10.618
21.0,10.726
22.0,10.867
23.0,10.849
24.0,10.988
25.0,10.956
26.0,11.102
27.0,11.157
28.0,11.3
29.0,11.301
30.0,11.34
31.0,11.407
32.0,11.368
33.0,11.607
34.0,11.599
35.0,11.643
36.0,11.634
37.0,11.722
38.0,11.735
39.0,11.824
40.0,11.881
41.0,11.919
42.0,11.908
43.0,12.012
44.0,12.072
45.0,12.035
46.0,12.159
47.0,12.204
48.0,12.239
49.0,12.311
50.0,12.318
51.0,12.412
52.0,12.392
53.0,12.496
54.0,12.538
55.0,12.491
56.0,12.645
57.0,12.608
58.0,12.685
59.0,12.776
60.0,12.851
61.0,12.719
62.0,12.942
63.0,12.869
64.0,13.077
65.0,13.023
66.0,13.062
67.0,13.036
68.0,13.177
69.0,13.249
70.0,13.283
71.0,13.44
72.0,13.266
73.0,13.372
74.0,13.439
75.0,13.531
76.0,13.604
77.0,13.673
78.0,13.655
79.0,13.605
80.0,13.58
81.0,13.731
82.0,13.657
83.0,13.777
84.0,13.829
85.0,13.916
86.0,13.948
87.0,14.006
88.0,14.05
89.0,14.073
90.0,14.135
91.0,14.101
92.0,14.068
93.0,14.047
94.0,14.212
95.0,14.265
96.0,14.18
97.0,14.303
98.0,14.368
99.0,14.362
100.0,14.458
101.0,14.505
102.0,14.465
103.0,14.611
104.0,14.601
105.0,14.639
106.0,14.532
107.0,14.555
108.0,14.629
109.0,14.65
110.0,14.69
111.0,14.665
112.0,14.565
113.0,14.79
114.0,14.771
115.0,14.734
116.0,14.791
117.0,14.789
118.0,14.832
119.0,14.828
120.0,14.908
121.0,14.93
122.0,14.924
123.0,14.968
124.0,15.023
125.0,14.932
126.0,14.965
127.0,15.012
128.0,15.104
129.0,15.173
130.0,15.154
131.0,15.133
132.0,15.238
133.0,15.329
134.0,15.334
135.0,15.283
136.0,15.325
137.0,15.346
138.0,15.295
139.0,15.399
140.0,15.432
141.0,15.444
142.0,15.568
143.0,15.567
144.0,15.55
145.0,15.573
146.0,15.488
147.0,15.583
148.0,15.593
149.0,15.65
150.0,15.678
151.0,15.745
152.0,15.731
153.0,15.771
154.0,15.838
155.0,15.84
156.0,15.931
157.0,15.97
158.0,15.924
159.0,15.914
160.0,16.0
161.0,16.038
162.0,16.1
163.0,16.078
164.0,16.137
165.0,16.086
166.0,16.169
167.0,16.154
168.0,16.218
169.0,16.205
170.0,16.279
171.0,16.405
172.0,16.387
173.0,16.429
174.0,16.429
175.0,16.511
176.0,16.517
177.0,16.552
178.0,16.507
179.0,16.387
180.0,16.283
181.0,16.164
182.0,16.081
183.0,15.909
184.0,15.822
185.0,15.841
186.0,15.775
187.0,15.738
188.0,15.664
189.0,15.721
190.0,15.728
191.0,15.613
192.0,15.545
193.0,15.611
194.0,15.556
195.0,15.585
196.0,15.432
197.0,15.409
198.0,15.404
199.0,15.206
200.0,15.323
201.0,15.35
202.0,15.216
203.0,15.224
204.0,15.236
205.0,15.193
206.0,15.082
207.0,14.994
208.0,15.044
209.0,14.984
210.0,15.035
211.0,14.986
212.0,14.891
213.0,14.858
214.0,15.026
215.0,15.018
216.0,14.794
217.0,14.833
218.0,14.788
219.0,14.8
220.0,14.64
221.0,14.663
222.0,14.698
223.0,14.619
224.0,14.669
225.0,14.605
226.0,14.622
227.0,14.601
228.0,14.544
229.0,14.485
230.0,14.5
231.0,14.459
232.0,14.355
233.0,14.471
234.0,14.322
235.0,14.392
236.0,14.366
237.0,14.288
238.0,14.274
239.0,14.222
240.0,14.186
241.0,14.221
242.0,14.259
243.0,14.219
244.0,14.239
245.0,14.044
246.0,14.1
247.0,14.182
248.0,14.06
249.0,14.126
250.0,14.003
251.0,14.022
252.0,14.032
253.0,14.104
254.0,13.945
255.0,14.001
256.0,13.938
257.0,13.862
258.0,13.894
259.0,13.929
260.0,13.879
261.0,13.885
262.0,13.835
263.0,13.817
264.0,13.862
265.0,13.795
266.0,13.758
267.0,13.733
268.0,13.752
269.0,13.802
270.0,13.762
271.0,13.733
272.0,13.903
273.0,13.681
274.0,13.648
275.0,13.693
276.0,13.779
277.0,13.714
278.0,13.653
279.0,13.649
280.0,13.696
281.0,13.548
282.0,13.6
283.0,13.487
284.0,13.611
285.0,13.658
286.0,13.59
287.0,13.479
288.0,13.635
289.0,13.481
290.0,13.522
291.0,13.485
292.0,13.556
293.0,13.5
294.0,13.491
295.0,13.468
296.0,13.467
297.0,13.44
298.0,13.465
299.0,13.384
300.0,13.385
301.0,13.363
302.0,13.434
303.0,13.376
304.0,13.319
305.0,13.322
306.0,13.304
307.0,13.345
308.0,13.254
309.0,13.239
310.0,13.327
311.0,13.208
312.0,13.408
313.0,13.201
314.0,13.241
315.0,13.22
316.0,13.271
317.0,13.272
318.0,13.269
319.0,13.218
320.0,13.129
321.0,13.159
322.0,13.208
323.0,13.114
324.0,13.182
325.0,13.143
326.0,13.157
327.0,13.04
328.0,13.076
329.0,13.054
