time (s),keratin (a.u.)
330.0,13.069
331.0,13.12
332.0,13.11
333.0,13.024
334.0,12.993
335.0,13.069
336.0,12.976
337.0,13.101
338.0,13.021
339.0,12.945
340.0,12.971
341.0,12.893
342.0,12.968
343.0,12.96
344.0,12.882
345.0,12.894
346.0,12.941
347.0,13.001
348.0,12.946
349.0,12.731
350.0,12.846
351.0,12.863
352.0,12.866
353.0,12.818
354.0,12.84
355.0,12.823
356.0,12.77
357.0,12.781
358.0,12.827
359.0,12.737
360.0,12.78
361.0,12.82
362.0,12.765
363.0,12.868
364.0,12.78
365.0,12.841
366.0,12.707
367.0,12.695
368.0,12.75
369.0,12.699
370.0,12.644
371.0,12.602
372.0,12.667
373.0,12.751
374.0,12.635
375.0,12.689
376.0,12.717
377.0,12.691
378.0,12.684
379.0,12.596
380.0,12.682
381.0,12.774
382.0,12.716
383.0,12.746
384.0,12.639
385.0,12.688
386.0,12.67
387.0,12.725
388.0,12.638
389.0,12.628
390.0,12.66
391.0,12.65
392.0,12.694
393.0,12.549
394.0,12.753
395.0,12.707
396.0,12.534
397.0,12.598
398.0,12.674
399.0,12.626
400.0,12.614
401.0,12.653
402.0,12.635
403.0,12.572
404.0,12.529
405.0,12.565
406.0,12.562
407.0,12.615
408.0,12.62
409.0,12.551
410.0,12.606
411.0,12.476
412.0,12.386
413.0,12.519
414.0,12.498
415.0,12.371
416.0,12.409
417.0,12.396
418.0,12.47
419.0,12.459
420.0,12.378
421.0,12.409
422.0,12.5
423.0,12.426
424.0,12.298
425.0,12.328
426.0,12.302
427.0,12.361
428.0,12.349
429.0,12.312
430.0,12.27
431.0,12.338
432.0,12.243
433.0,12.308
434.0,12.277
435.0,12.349
436.0,12.308
437.0,12.254
438.0,12.284
439.0,12.265
440.0,12.232
441.0,12.185
442.0,12.334
443.0,12.191
444.0,12.178
445.0,12.218
446.0,12.207
447.0,12.168
448.0,12.222
449.0,12.233
450.0,12.203
451.0,12.196
452.0,12.196
453.0,12.202
454.0,12.176
455.0,12.108
456.0,12.122
457.0,12.102
458.0,12.24
459.0,12.078
460.0,12.09
461.0,12.178
462.0,12.168
463.0,12.085
464.0,12.122
465.0,12.2
466.0,12.105
467.0,12.06
468.0,12.163
469.0,12.113
470.0,12.171
471.0,12.005
472.0,11.972
473.0,12.052
474.0,12.087
475.0,12.02
476.0,12.109
477.0,12.042
478.0,12.049
