relative radius,mean(keratin),std(keratin)
0.05,0.0,0.0
0.15000000000000002,0.0,0.0
0.25,0.0,0.0
0.35000000000000003,0.0,0.0
0.45,0.0,0.0
0.55,0.0,0.0
0.65,0.0,0.0
0.75,0.0,0.0
0.8500000000000001,0.0,0.0
0.9500000000000001,0.0,0.0
