relative area,mean(keratin),std(keratin)
0.05,11.795831131922727,0.4766708753548431
0.15000000000000002,15.29112756045641,0.6538280436702361
0.25,16.063169585688208,1.1646423741210747
0.35000000000000003,20.899000035731046,1.2852917025301056
0.45,25.763311095217386,2.0640677398892775
0.55,30.669129934152007,1.3909329098550316
0.65,33.51764495505859,1.3821567561438224
0.75,36.59514839376083,3.5297961517990664
0.8500000000000001,39.58442835707363,3.0115349567907708
0.9500000000000001,37.802021505647716,14.843103695830205
