time,area,ker
0.0,10542.6348574094,205.294585264639
0.9999999999990905,10290.845810291357,205.4036291442324
1.999999999998181,10128.668444030569,205.51303909844896
2.9999999999972715,10002.8908014982,205.62183479212987
3.999999999996362,9888.74911542912,205.73007567088723
4.9999999999954525,9776.854502623552,205.8377916824834
5.999999999994543,9663.736618903582,205.94499867736684
6.9999999999936335,9532.661774801672,206.05216496079362
7.999999999992724,9364.15485956904,206.15987204197583
8.999999999991815,9185.359989339602,206.26758090157688
9.999999999990905,8987.39444444154,206.37549149182144
10.999999999989996,8721.122867269092,206.48494700142422
11.999999999989086,8438.90558932582,206.59430960526785
12.999999999988177,8166.949977152399,206.70287968132564
13.999999999987267,7903.772990366444,206.81072536317268
14.999999999986358,7648.611188566079,206.91789599412058
15.999999999985448,7400.753555492032,207.02442914460238
16.99999999998454,7159.4057384880725,207.1303547288503
17.99999999998363,6925.557296809042,207.23569676955657
18.99999999998272,6700.532179796952,207.34047260872674
19.99999999998181,6484.157012055279,207.44469829815918
20.9999999999809,6273.74871758651,207.5483879115149
21.99999999997999,6067.641424552305,207.65155460712324
22.99999999997908,5863.067310373532,207.75421030409586
23.999999999978172,5662.060762357898,207.85636576577494
24.999999999977263,5462.7677791203605,207.95803059160218
25.999999999976353,5266.67003188841,208.0592130644631
26.999999999975444,5073.222732879454,208.1599202881182
27.999999999974534,4882.240736437612,208.2601585952015
28.999999999973625,4697.571155890357,208.35993330252404
29.999999999972715,4523.665530621074,208.45924568985404
30.999999999971806,4353.552518546116,208.55809679197944
31.999999999970896,4186.818891993724,208.65648824133604
32.99999999996999,4023.3096798623446,208.75442148543812
33.99999999996908,3865.1988202368375,208.85189765596996
34.99999999996817,3711.696227565175,208.94891742326362
35.99999999996726,3561.8128187295515,209.0454812276126
36.99999999996635,3415.431115384912,209.1415892124401
37.99999999996544,3272.465219278587,209.2372413666165
38.99999999996453,3132.8537610033527,209.33243755985782
39.99999999996362,2996.5529858041555,209.42717756721834
40.99999999996271,2863.5316163019743,209.52146108660074
41.9999999999618,2733.76707391697,209.61528775161108
42.99999999996089,2607.2426792297047,209.70865714129076
43.99999999995998,2483.945563855814,209.80156878774767
44.99999999995907,2363.8651037767995,209.89402218236668
45.99999999995816,2247.137424575514,209.9860167761708
46.999999999957254,2134.1665891426383,210.07755188965237
47.999999999956344,2024.3482519905083,210.16862693868842
48.999999999955435,1917.6630541959312,210.25924134193627
49.999999999954525,1814.032427645172,210.34939446751656
50.999999999953616,1713.4742998110596,210.43908564784323
51.999999999952706,1615.9827238800935,210.52831418983655
52.9999999999518,1521.540515823639,210.61707938454114
53.99999999995089,1430.148821171606,210.7053806310944
54.99999999994998,1341.7993944059126,210.79321728703061
55.99999999994907,1256.462544539012,210.88058864079883
56.99999999994816,1174.1087414009962,210.96749397729667
57.99999999994725,1094.7155480931979,211.05393258074923
58.99999999994634,1018.2610065089539,211.13990373633587
59.99999999994543,944.9437092667213,211.22540667300214
60.99999999994452,875.5046419738792,211.31043937876993
61.99999999994361,809.3591633001342,211.39499968166075
62.9999999999427,747.463449316565,211.47908512283985
63.99999999994179,689.2899614379276,211.56269275151632
64.99999999994088,634.2577669527382,211.6458202985405
65.99999999993997,582.0381775974529,211.72846582287465
66.99999999993906,532.4178495863453,211.81062755939803
67.99999999993815,485.24131627962925,211.8923039436037
68.99999999993724,440.83468156005256,211.973477372989
69.99999999993634,401.30052569601685,212.05409517568825
70.99999999993543,365.03208347084,212.13415860599372
71.99999999993452,331.2405978110619,212.2136720709028
72.9999999999336,301.49523279757705,212.2926377799631
73.9999999999327,274.6898544783471,212.37105615173343
74.99999999993179,249.99640932376496,212.44892852743396
75.99999999993088,227.2869686235208,212.5262559496777
76.99999999992997,207.7776768892072,212.60303763050396
77.99999999992906,190.50565201684367,212.67927156139416
78.99999999992815,174.84809338580817,212.7549568556511
79.99999999992724,160.59845154825598,212.8300927671809
80.99999999992633,147.54491257015616,212.90467866012352
81.99999999992542,135.52022354770452,212.97871399508892
82.99999999992451,124.41445026779547,213.05219831706242
83.9999999999236,114.11315551493317,213.12513124586079
84.9999999999227,104.53626602422446,213.1975124678673
85.99999999992178,95.61352337431163,213.26934172926414
86.99999999992087,87.28436075034551,213.34061883052135
87.99999999991996,79.50023804837838,213.41134371251377
88.99999999991905,72.2172421902651,213.4815164720149
89.99999999991815,65.39881141937803,213.55113705612425
90.99999999991724,59.01494170445949,213.6202054405237
91.99999999991633,53.10210039210506,213.6887216044078
92.99999999991542,48.24959625257179,213.75668413467574
93.99999999991451,44.02989340410568,213.82409104128166
94.9999999999136,40.255811085924506,213.890941668986
95.99999999991269,36.83155290118884,213.95723552131437
96.99999999991178,33.69393317447975,214.02297222177586
97.99999999991087,30.79973039892502,214.08815149457422
98.99999999990996,28.118269057013094,214.152773149601
99.99999999990905,25.626905046286993,214.2168370706352
100.99999999990814,23.347388033289462,214.28034322086992
101.99999999990723,21.21164569456596,214.34329161566666
102.99999999990632,19.21190214564558,214.40568228276717
103.99999999990541,17.39102654857561,214.46751538097647
104.9999999999045,15.747117432300001,214.52879089497094
105.9999999999036,14.19291674462147,214.58950834654397
106.99999999990268,12.740644665667787,214.64966744567104
107.99999999990177,11.382300433237106,214.7092680305849
108.99999999990087,10.11234401538968,214.76831003999467
109.99999999989996,8.926483569666743,214.82679349809882
110.99999999989905,7.821087702177465,214.88471850257903
111.99999999989814,6.792940056649968,214.94208521484254
112.99999999989723,5.839142342330888,214.9988938519938
113.99999999989632,4.957081971457228,215.0551446801438
